PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),[Pastillas de freno] Altura 2 (mm),[Pastillas de freno] Anchura 2 (mm),[Pastillas de freno] Espesor 2 (mm),Altura (mm),Anchura (mm),Color,Composición,Construcción,Depósito,Diámetro exterior (mm),Diámetro interior (mm),Diámetro Ø (mm),Distancia entre centros,Espesor (mm),Fabricación,Forma de disco de freno,Homologación,Número de pistones,Posición,Tipo,Tipo de disco,Tipo de pastilla de freno,Uso,Picture1,Picture2,Picture3,Picture4,Picture5,AllPicturesZIP,DeliveryPlant
1049249,,2P-374ST,NISSIN,NISSI BRAKE PADS 2P-374ST SINTER METAL,Pastillas de freno metal NISSIN - 2P-374ST,55.66,46.00,27.60,2P-374ST,2,8714101000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>NISSIN, manufacturer of complete brake systems, has unparalleled experience not only in the field of brake pads but also calipers, brake discs, master cylinders, etc....</p><p> </p><ul> <li>New sintered pad material with the best fading resistance and high friction coefficient at low and high temperatures</li><li>Excellent performance, is recommended for faster riding conditions for GT and sports bikes. </li><li>For inox brake discs only</li></ul> <p><br>Never use sintered brake-pads in calipers orginally equipped with non-sintered brake-pads !!</p></body> </html>","       NISSIN, manufacturer of complete brake systems, has unparalleled experience not only in the field of brake pads but also calipers, brake discs, master cylinders, etc....  New sintered pad material with the best fading resistance and high friction coefficient at low and high temperaturesExcellent performance, is recommended for faster riding conditions for GT and sports bikes. For inox brake discs only Never use sintered brake-pads in calipers orginally equipped with non-sintered brake-pads !! ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PADS,539,388,168,169,19,,,,,,,Sinterizado,,,,,,,,,,,,,,,Recambio,Sport,https://api.mybihr.com/medias/1049249-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjI5NjV8aW1hZ2UvanBlZ3xhRGszTDJoaE55OHhOall4TVRjME9EY3dPRE00TWk4eE1EUTVNalE1TFRGZk9EQXdWM2c0TURCSXwwMGQ3ZDQ3MGUzYzg0ZWYxN2ZjOTRmZTRmNTQ2NzczYzVkYTY0Mzc4Y2Y1OGRlMzVmN2JjNWQ3NmEzMjhiMzg1,,,,,https://static.bihr.pro/eBihr/Pictures/NISSIN-pictures.zip,Spain Warehouse (Parts)
1036753,2P311ST,2P-311ST,NISSIN,NISSI BRAKE PADS 2P-311ST SINTER METAL,Juego pastillas de freno NISSIN 2P311ST ZX6R/Z1000 07,60.50,50.00,30.00,2P-311ST,220,8714101000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs8C7BE0DE{text-align:left;margin:0pt 0pt 0pt 36pt;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csC583D0C8{text-align:left;margin:12pt 0pt 12pt 0pt;}</style> </head> <body> <p>NISSIN, manufacturer of complete brake systems, has unparalleled experience not only in the field of brake pads but also calipers, brake discs, master cylinders, etc....</p><p> </p><ul> <li>New sintered pad material with the best fading resistance and high friction coefficient at low and high temperatures</li><li>Excellent performance, is recommended for faster riding conditions for GT and sports bikes. </li><li>For inox brake discs only</li></ul> <p><br>Never use sintered brake-pads in calipers orginally equipped with non-sintered brake-pads !!</p></body> </html>","       NISSIN, manufacturer of complete brake systems, has unparalleled experience not only in the field of brake pads but also calipers, brake discs, master cylinders, etc....  New sintered pad material with the best fading resistance and high friction coefficient at low and high temperaturesExcellent performance, is recommended for faster riding conditions for GT and sports bikes. For inox brake discs only Never use sintered brake-pads in calipers orginally equipped with non-sintered brake-pads !! ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PADS,561,256,170,132,25,,,,,,,Sinterizado,,,,,,,,,,ECE R90,,,,,Recambio,Sport,https://api.mybihr.com/medias/1036753-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzgxMTl8aW1hZ2UvanBlZ3xhRFUyTDJnek5pODRPVE0xTURFd056azFOVFV3THpFd016WTNOVE10TVY4NE1EQlhlRGd3TUVnfDUwMzJiMTVhYjkzNzhjYjU4ZGVmYzRjMmQ3YTgxMTQxOTc1NTg2MGYyMTE5MjE4MjZjNTRiNmU3YzViNjRiZGY,,,,,https://static.bihr.pro/eBihr/Pictures/NISSIN-pictures.zip,Spain Warehouse (Parts)
1036743,2P301ST,2P-301ST,NISSIN,NISSI BRAKE PADS 2P-301ST SINTER METAL,Juego pastillas de freno NISSIN 2P301ST Del. CBR600RR 05-06,65.34,54.00,32.40,2P-301ST,166,8714101000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs8C7BE0DE{text-align:left;margin:0pt 0pt 0pt 36pt;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csC583D0C8{text-align:left;margin:12pt 0pt 12pt 0pt;}</style> </head> <body> <p>NISSIN, manufacturer of complete brake systems, has unparalleled experience not only in the field of brake pads but also calipers, brake discs, master cylinders, etc....</p><p> </p><ul> <li>New sintered pad material with the best fading resistance and high friction coefficient at low and high temperatures</li><li>Excellent performance, is recommended for faster riding conditions for GT and sports bikes. </li><li>For inox brake discs only</li></ul> <p><br>Never use sintered brake-pads in calipers orginally equipped with non-sintered brake-pads !!</p></body> </html>","       NISSIN, manufacturer of complete brake systems, has unparalleled experience not only in the field of brake pads but also calipers, brake discs, master cylinders, etc....  New sintered pad material with the best fading resistance and high friction coefficient at low and high temperaturesExcellent performance, is recommended for faster riding conditions for GT and sports bikes. For inox brake discs only Never use sintered brake-pads in calipers orginally equipped with non-sintered brake-pads !! ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PADS,561,269,170,132,25,,,,,,,Sinterizado,,,,,,,,,,ECE R90,,,,,Recambio,Sport,https://api.mybihr.com/medias/1036743-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTA0Mzh8aW1hZ2UvanBlZ3xhR0UwTDJnMlpTODRPVEE1TURJMk1UazNOVE0wTHpFd016WTNORE10TVY4NE1EQlhlRGd3TUVnfDFkOGZkNDE3N2VkMTA5ZWIwMjU0YjNiMjc1MWU4NWI3NjhiM2FjMTU3NzNkZjYxNGE4MDRiYTExYjY1OTVhYTA,,,,,https://static.bihr.pro/eBihr/Pictures/NISSIN-pictures.zip,Spain Warehouse (Parts)
1036747,2P305NS,2P-305NS,NISSIN,NISSI BRAKE PADS 2P-305NS SINTER METAL,Juego pastillas de freno NISSIN 2P305NS Del. CBR125R 04,43.56,36.00,21.60,2P-305NS,0,8714101000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs6FE56D2{text-align:left;margin:0pt 0pt 0pt 36pt;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>NISSIN, manufacturer of complete brake systems, has unparalleled experience not only in the field of brake pads but also calipers, brake discs, master cylinders, etc....</p><p> </p><ul> <li>Semi-metallic pad</li><li>Recommended for GT, sport and street bikes on street use</li><li>Best balance performance provides high-mileage and stable friction coefficiency providing ultimate control in dry and wet conditions</li><li>For steel, inox or cast-iron brade-disc.</li></ul> </body> </html>","       NISSIN, manufacturer of complete brake systems, has unparalleled experience not only in the field of brake pads but also calipers, brake discs, master cylinders, etc....  Semi-metallic padRecommended for GT, sport and street bikes on street useBest balance performance provides high-mileage and stable friction coefficiency providing ultimate control in dry and wet conditionsFor steel, inox or cast-iron brade-disc.  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PADS,582,184,170,137,25,,,,,,,Semimetálico,,,,,,,,,,,,,,,Recambio,Estándar,https://api.mybihr.com/medias/1036747-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDU0Nzd8aW1hZ2UvanBlZ3xhRGt3TDJoaU5pODRPVFV6TlRjd01ETXpOamswTHpFd016WTNORGN0TVY4NE1EQlhlRGd3TUVnfGQwMjQxN2Q1MGFkOGRjOTUwNzQ1MGJhMTViMmY5YzNhMmM2NWQzZmNkODFjYjYzZjU0MDU1ZjllM2VkNGMyNmY,,,,,https://static.bihr.pro/eBihr/Pictures/NISSIN-pictures.zip,Spain Warehouse (Parts)
1036692,2P250NS,2P-250NS,NISSIN,NISSI BRAKE PADS 2P-250NS SINTER METAL,Juego pastillas de freno NISSIN 2P250NS,45.98,38.00,22.80,2P-250NS,302,8714101000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs6FE56D2{text-align:left;margin:0pt 0pt 0pt 36pt;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>NISSIN, manufacturer of complete brake systems, has unparalleled experience not only in the field of brake pads but also calipers, brake discs, master cylinders, etc....</p><p> </p><ul> <li>Semi-metallic pad</li><li>Recommended for GT, sport and street bikes on street use</li><li>Best balance performance provides high-mileage and stable friction coefficiency providing ultimate control in dry and wet conditions</li><li>For steel, inox or cast-iron brade-disc.</li></ul> </body> </html>","       NISSIN, manufacturer of complete brake systems, has unparalleled experience not only in the field of brake pads but also calipers, brake discs, master cylinders, etc....  Semi-metallic padRecommended for GT, sport and street bikes on street useBest balance performance provides high-mileage and stable friction coefficiency providing ultimate control in dry and wet conditionsFor steel, inox or cast-iron brade-disc.  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PADS,561,262,170,132,25,,,,,,,Semimetálico,,,,,,,,,,ECE R90,,,,,Recambio,Estándar,https://api.mybihr.com/medias/1036692-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjU0ODl8aW1hZ2UvanBlZ3xhRGRqTDJobU5TODRPRFl6TURVMU1ESXdNRFl5THpFd016WTJPVEl0TVY4NE1EQlhlRGd3TUVnfGNhOWZlYmZjZmZjMGQwNzhjNDQxMDg3YTM5MWY0MDlkZDdiNWMzMDJiYTkxYzYxMmFiOGE5NmM0OWJkOTAwZGY,,,,,https://static.bihr.pro/eBihr/Pictures/NISSIN-pictures.zip,Spain Warehouse (Parts)
1036693,2P250STF1,2P-250ST-F1,NISSIN,NISSI BRAKE PADS 2P-250STF1 SINTER METAL,Juego pastillas de freno NISSIN 2P250STF1,54.45,45.00,27.00,2P-250ST-F1,307,8714101000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs8C7BE0DE{text-align:left;margin:0pt 0pt 0pt 36pt;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csC583D0C8{text-align:left;margin:12pt 0pt 12pt 0pt;}</style> </head> <body> <p>NISSIN, manufacturer of complete brake systems, has unparalleled experience not only in the field of brake pads but also calipers, brake discs, master cylinders, etc....</p><p> </p><ul> <li>New sintered pad material with the best fading resistance and high friction coefficient at low and high temperatures</li><li>Excellent performance, is recommended for faster riding conditions for GT and sports bikes. </li><li>For inox brake discs only</li></ul> <p><br>Never use sintered brake-pads in calipers orginally equipped with non-sintered brake-pads !!</p></body> </html>","       NISSIN, manufacturer of complete brake systems, has unparalleled experience not only in the field of brake pads but also calipers, brake discs, master cylinders, etc....  New sintered pad material with the best fading resistance and high friction coefficient at low and high temperaturesExcellent performance, is recommended for faster riding conditions for GT and sports bikes. For inox brake discs only Never use sintered brake-pads in calipers orginally equipped with non-sintered brake-pads !! ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PADS,561,326,170,132,25,,,,,,,Sinterizado,,,,,,,,,,ECE R90,,,,,Recambio,Sport,https://api.mybihr.com/medias/1036693-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjU0ODl8aW1hZ2UvanBlZ3xhRGRpTDJobFppODRPVEkwTXpFeE1Ea3pNamM0THpFd016WTJPVE10TVY4NE1EQlhlRGd3TUVnfDFhOWMyMGNiY2Q3NWY1ODEyMmNmNDFjZjI5YjcyNGIxY2VlNGNlNjFkNmVmZDI0MzM0MmY3NDA5OTE0NDBmZWQ,,,,,https://static.bihr.pro/eBihr/Pictures/NISSIN-pictures.zip,Spain Warehouse (Parts)
1036694,2P250STF2,2P-250ST-F2,NISSIN,NISSI BRAKE PADS 2P-250STF2 SINTER METAL,Juego pastillas de freno NISSIN 2P250STF2,58.08,48.00,28.80,2P-250ST-F2,8,8714101000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs8C7BE0DE{text-align:left;margin:0pt 0pt 0pt 36pt;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csC583D0C8{text-align:left;margin:12pt 0pt 12pt 0pt;}</style> </head> <body> <p>NISSIN, manufacturer of complete brake systems, has unparalleled experience not only in the field of brake pads but also calipers, brake discs, master cylinders, etc....</p><p> </p><ul> <li>New sintered pad material with the best fading resistance and high friction coefficient at low and high temperatures</li><li>Excellent performance, is recommended for faster riding conditions for GT and sports bikes. </li><li>For inox brake discs only</li></ul> <p><br>Never use sintered brake-pads in calipers orginally equipped with non-sintered brake-pads !!</p></body> </html>","       NISSIN, manufacturer of complete brake systems, has unparalleled experience not only in the field of brake pads but also calipers, brake discs, master cylinders, etc....  New sintered pad material with the best fading resistance and high friction coefficient at low and high temperaturesExcellent performance, is recommended for faster riding conditions for GT and sports bikes. For inox brake discs only Never use sintered brake-pads in calipers orginally equipped with non-sintered brake-pads !! ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PADS,714,317,168,170,25,,,,,,,Sinterizado,,,,,,,,,,,,,,,Recambio,Sport,https://api.mybihr.com/medias/1036694-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjU0ODl8aW1hZ2UvanBlZ3xhREkyTDJoaFpTODRPVE01TWpBNE9UQXdOak00THpFd016WTJPVFF0TVY4NE1EQlhlRGd3TUVnfGU0OTlmY2U5MTI4MWRmY2U0MThiNTc1YjYxMTU4Njk2YzRlMDE4N2U2NDViODhhNzllZjMwNjNlMWJlNjlhMWQ,,,,,https://static.bihr.pro/eBihr/Pictures/NISSIN-pictures.zip,Spain Warehouse (Parts)
1036696,2P250STR1,2P-250ST-R1,NISSIN,NISSI BRAKE PADS 2P-250STR1 SINTER METAL,Juego pastillas de freno NISSIN 2P250STR1,54.45,45.00,27.00,2P-250ST-R1,1,8714101000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs8C7BE0DE{text-align:left;margin:0pt 0pt 0pt 36pt;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csC583D0C8{text-align:left;margin:12pt 0pt 12pt 0pt;}</style> </head> <body> <p>NISSIN, manufacturer of complete brake systems, has unparalleled experience not only in the field of brake pads but also calipers, brake discs, master cylinders, etc....</p><p> </p><ul> <li>New sintered pad material with the best fading resistance and high friction coefficient at low and high temperatures</li><li>Excellent performance, is recommended for faster riding conditions for GT and sports bikes. </li><li>For inox brake discs only</li></ul> <p><br>Never use sintered brake-pads in calipers orginally equipped with non-sintered brake-pads !!</p></body> </html>","       NISSIN, manufacturer of complete brake systems, has unparalleled experience not only in the field of brake pads but also calipers, brake discs, master cylinders, etc....  New sintered pad material with the best fading resistance and high friction coefficient at low and high temperaturesExcellent performance, is recommended for faster riding conditions for GT and sports bikes. For inox brake discs only Never use sintered brake-pads in calipers orginally equipped with non-sintered brake-pads !! ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PADS,561,373,170,132,25,,,,,,,Sinterizado,,,,,,,,,,ECE R90,,,,,Recambio,Sport,https://api.mybihr.com/medias/1036696-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjU0ODl8aW1hZ2UvanBlZ3xhR0ZoTDJnMk55ODRPVEF4T1RJMU9EazJNakl5THpFd016WTJPVFl0TVY4NE1EQlhlRGd3TUVnfDRjMjMwZDVlY2QzMGEwZWI4ODZiYTYzZjcyM2I2ODVkNTQ4ZDU2YTljNGI4NjViNzhjYWE1MTU5NTQzYmI0OWQ,,,,,https://static.bihr.pro/eBihr/Pictures/NISSIN-pictures.zip,Spain Warehouse (Parts)
1036709,2P264ST,2P-264ST,NISSIN,NISSI BRAKE PADS 2P-264ST SINTER METAL,Juego pastillas de freno NISSIN 2P264ST Tra. 1200 XT,53.49,44.21,26.53,2P-264ST,0,8714101000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs8C7BE0DE{text-align:left;margin:0pt 0pt 0pt 36pt;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csC583D0C8{text-align:left;margin:12pt 0pt 12pt 0pt;}</style> </head> <body> <p>NISSIN, manufacturer of complete brake systems, has unparalleled experience not only in the field of brake pads but also calipers, brake discs, master cylinders, etc....</p><p> </p><ul> <li>New sintered pad material with the best fading resistance and high friction coefficient at low and high temperatures</li><li>Excellent performance, is recommended for faster riding conditions for GT and sports bikes. </li><li>For inox brake discs only</li></ul> <p><br>Never use sintered brake-pads in calipers orginally equipped with non-sintered brake-pads !!</p></body> </html>","       NISSIN, manufacturer of complete brake systems, has unparalleled experience not only in the field of brake pads but also calipers, brake discs, master cylinders, etc....  New sintered pad material with the best fading resistance and high friction coefficient at low and high temperaturesExcellent performance, is recommended for faster riding conditions for GT and sports bikes. For inox brake discs only Never use sintered brake-pads in calipers orginally equipped with non-sintered brake-pads !! ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PADS,553,252,170,130,25,,,,,,,Sinterizado,,,,,,,,,,ECE R90,,,,,Recambio,Sport,https://api.mybihr.com/medias/1036709-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTE3NDR8aW1hZ2UvanBlZ3xhRFF6TDJoaU1DODRPVFE1TVRneU9Ea3dNREUwTHpFd016WTNNRGt0TVY4NE1EQlhlRGd3TUVnfDE5ZDMyMjg5YTRlMmNkZWY5MWUyYWI3YmI0YjY2OTY5MGFlMTk1YzM1YWYwZjc2MjU1NDEwNzk3MGFmZDA1MTM,,,,,https://static.bihr.pro/eBihr/Pictures/NISSIN-pictures.zip,Spain Warehouse (Parts)
1036714,2P270NS,2P-270NS,NISSIN,NISSI BRAKE PADS 2P-270NS SINTER METAL,Juego pastillas de freno NISSIN 2P270NS Del. RS250 97-02,43.56,36.00,21.60,3661738006541,115,8714101000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs6FE56D2{text-align:left;margin:0pt 0pt 0pt 36pt;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>NISSIN, manufacturer of complete brake systems, has unparalleled experience not only in the field of brake pads but also calipers, brake discs, master cylinders, etc....</p><p> </p><ul> <li>Semi-metallic pad</li><li>Recommended for GT, sport and street bikes on street use</li><li>Best balance performance provides high-mileage and stable friction coefficiency providing ultimate control in dry and wet conditions</li><li>For steel, inox or cast-iron brade-disc.</li></ul> </body> </html>","       NISSIN, manufacturer of complete brake systems, has unparalleled experience not only in the field of brake pads but also calipers, brake discs, master cylinders, etc....  Semi-metallic padRecommended for GT, sport and street bikes on street useBest balance performance provides high-mileage and stable friction coefficiency providing ultimate control in dry and wet conditionsFor steel, inox or cast-iron brade-disc.  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PADS,581,270,168,133,26,,,,,,,Semimetálico,,,,,,,,,,ECE R90,,,,,Recambio,Estándar,https://api.mybihr.com/medias/1036714-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTU3NzF8aW1hZ2UvanBlZ3xhRFJpTDJobE5DODRPRFl6TURZek5qY3dPREUwTHpFd016WTNNVFF0TVY4NE1EQlhlRGd3TUVnfDBkZWQ1OTE5NTYzMTNlZWZmNzFjZmM1MzY4MTRhZThlODNmNTE2N2IxMThhNzU0NDM5M2JhMmQzNzg3ZjM3YWI,,,,,https://static.bihr.pro/eBihr/Pictures/NISSIN-pictures.zip,Spain Warehouse (Parts)
1036758,2P322ST,2P-322ST,NISSIN,NISSI BRAKE PADS 2P-322ST SINTER METAL,Juego pastillas de freno NISSIN 2P322ST Del. Daytona R / Panigale,54.45,45.00,27.00,2P-322ST,303,8714101000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs8C7BE0DE{text-align:left;margin:0pt 0pt 0pt 36pt;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csC583D0C8{text-align:left;margin:12pt 0pt 12pt 0pt;}</style> </head> <body> <p>NISSIN, manufacturer of complete brake systems, has unparalleled experience not only in the field of brake pads but also calipers, brake discs, master cylinders, etc....</p><p> </p><ul> <li>New sintered pad material with the best fading resistance and high friction coefficient at low and high temperatures</li><li>Excellent performance, is recommended for faster riding conditions for GT and sports bikes. </li><li>For inox brake discs only</li></ul> <p><br>Never use sintered brake-pads in calipers orginally equipped with non-sintered brake-pads !!</p></body> </html>","       NISSIN, manufacturer of complete brake systems, has unparalleled experience not only in the field of brake pads but also calipers, brake discs, master cylinders, etc....  New sintered pad material with the best fading resistance and high friction coefficient at low and high temperaturesExcellent performance, is recommended for faster riding conditions for GT and sports bikes. For inox brake discs only Never use sintered brake-pads in calipers orginally equipped with non-sintered brake-pads !! ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PADS,561,245,170,132,25,,,,,,,Sinterizado,,,,,,,,,,ECE R90,,,,,Recambio,Sport,https://api.mybihr.com/medias/1036758-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjY2NDN8aW1hZ2UvanBlZ3xhREkzTDJnelpDODRPVE0xTURFd09Ua3lNVFU0THpFd016WTNOVGd0TVY4NE1EQlhlRGd3TUVnfDk3OTA2YTMzZjIwZmNjODUyNWI1YmFlYmMwYzczMGM2MWFhZTExOWI0ZDE5MWVkYTJkMjllYzA5NWY3MDViN2U,,,,,https://static.bihr.pro/eBihr/Pictures/NISSIN-pictures.zip,Spain Warehouse (Parts)
1036764,2P357ST,2P-357ST,NISSIN,NISSI BRAKE PADS 2P-357ST SINTER METAL,Juego pastillas de freno NISSIN 2P357ST Del. VFR 1200,64.13,53.00,31.80,2P-357ST,8,8714101000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs8C7BE0DE{text-align:left;margin:0pt 0pt 0pt 36pt;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csC583D0C8{text-align:left;margin:12pt 0pt 12pt 0pt;}</style> </head> <body> <p>NISSIN, manufacturer of complete brake systems, has unparalleled experience not only in the field of brake pads but also calipers, brake discs, master cylinders, etc....</p><p> </p><ul> <li>New sintered pad material with the best fading resistance and high friction coefficient at low and high temperatures</li><li>Excellent performance, is recommended for faster riding conditions for GT and sports bikes. </li><li>For inox brake discs only</li></ul> <p><br>Never use sintered brake-pads in calipers orginally equipped with non-sintered brake-pads !!</p></body> </html>","       NISSIN, manufacturer of complete brake systems, has unparalleled experience not only in the field of brake pads but also calipers, brake discs, master cylinders, etc....  New sintered pad material with the best fading resistance and high friction coefficient at low and high temperaturesExcellent performance, is recommended for faster riding conditions for GT and sports bikes. For inox brake discs only Never use sintered brake-pads in calipers orginally equipped with non-sintered brake-pads !! ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PADS,608,400,168,134,27,,,,,,,Sinterizado,,,,,,,,,,ECE R90,,,,,Recambio,Sport,https://api.mybihr.com/medias/1036764-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTA0NzU3fGltYWdlL2pwZWd8YUROakwyZ3haaTg0T1RNNU1qRXdORGN6TlRBeUx6RXdNelkzTmpRdE1WODRNREJYZURnd01FZ3w4Nzc4ZTE1NGQ5OTZlMWM0NGE1MTU0M2NmYzM2NWQ4MjZhMzE2MjczMThjMDM3YmI2MzcwM2U3NzNjYjIwYWIz,,,,,https://static.bihr.pro/eBihr/Pictures/NISSIN-pictures.zip,Spain Warehouse (Parts)
