PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Color,Composición,Picture1,Picture2,Picture3,AllPicturesZIP,DeliveryPlant
1010995,123914,H374,HINSON,HINSO BASKET CLUTCH,Campana de embrague HINSON aluminio - Suzuki RM-Z250,411.40,340.00,238.00,400010301301,0,8483608090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html ; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left ; margin:0pt 0pt 0pt 0pt ; }.csA7555675{color:#000 ; background-color:transparent ; font-weight:normal ; font-style:normal ; }.cs4FC7BF42{text-align:left ; margin:0pt 0pt 0pt 0pt ; list-style-type:disc ; color:#000 ; background-color:transparent ; font-weight:normal ; font-style:normal ; }</style> </head> <body> <p>Hinson clutch components are developed and manufactured in the United States and work to improve the performance of your clutch. They offer a better riding feel as well as better resistance during intensive use. </p><p> </p><ul> <li>Clutch gasket </li><li>More resistant than the first set-up </li><li>Delivered as a single unit </li><li>Designed for competition preparation </li><li>Hinson components set a benchmark in terms of clutches, which is why numerous engines are equipped with them in the MX, SX and Enduro fields.</li></ul> </body> </html>","       Hinson clutch components are developed and manufactured in the United States and work to improve the performance of your clutch. They offer a better riding feel as well as better resistance during intensive use.   Clutch gasket More resistant than the first set-up Delivered as a single unit Designed for competition preparation Hinson components set a benchmark in terms of clutches, which is why numerous engines are equipped with them in the MX, SX and Enduro fields.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2685,747,173,187,83,,,https://api.mybihr.com/medias/800Wx800H-1010995-1.jpg?context=bWFzdGVyfHJvb3R8MTM0NDk1fGltYWdlL2pwZWd8YUdabUwyZ3hNUzg0TVRjeU16UTVNREUzTWprMU9DODRNREJYZURnd01FaGZNVEF4TURrNU5TMHhMbXB3Wnd8ZDZiOGFlMTQ5ZmFjNWIyNGQ5YzhmOWViYmIxZTk5NGMxMTk4MDllM2FlZjc2MjQwMWUwYWU0YjdiNTNhMjc5Mg,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1011017,127454,C600,HINSON,HINSO CLUTCH COVER,"Tapa de embrague HINSON, aluminio, KTM/Husqvarna",235.95,195.00,136.50,C600,0,8483608090,0,1,"<p>Hinson Clutches are championship proven by almost every major factory team and rider in the world, including Eli Tomac, Ken Roczen, Cooper Webb, Tim Gajser, Jeffrey Herlings, Jeremy Seewer, Chase Sexton, &amp; Joey Savatgy.</p>
<ul>
<li>Hardcoated for extreme boot wear resistance</li>
<li>Much stronger than stock, protecting from rock damage</li>
<li>Improves heat dissipation</li>
<li>Precision machined from billet T-6 aircraft quality aluminum to aerospace tolerances</li>
</ul>","
Hinson Clutches are championship proven by almost every major factory team and rider in the world, including Eli Tomac, Ken Roczen, Cooper Webb, Tim Gajser, Jeffrey Herlings, Jeremy Seewer, Chase Sexton, & Joey Savatgy.

Hardcoated for extreme boot wear resistance
Much stronger than stock, protecting from rock damage
Improves heat dissipation
Precision machined from billet T-6 aircraft quality aluminum to aerospace tolerances
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2512,443,238,203,52,,,https://api.mybihr.com/medias/1011017-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTI5MjV8aW1hZ2UvanBlZ3xhRGhpTDJnM09DODRPVEE0TkRNM01qVTRNamN3THpFd01URXdNVGN0TVY4NE1EQlhlRGd3TUVnfGRiN2EwOGQ3NGNhNTM2MzdlODUxYTk4YzRkMDM0MGE1NDVjMzNmM2VmMjc5Nzk0NWVlMTE4ODU4YjlhNzJhNzU,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1011000,121929,H494,HINSON,HINSO BASKET CLUTCH,Campana de embrague HINSON aluminio,411.40,340.00,238.00,H494,0,8483608090,0,1,"<p><strong>Campana&nbsp;de embrague Billetproof</strong></p>
<ul>
<li>Los embragues Hinson han sido probados en campeonatos por casi todos los grandes equipos de f&aacute;brica del mundo, como el Team HRC Honda, el Team Monster Kawasaki, el Team RedBull Ktm, el Team JGR Suzuki y el Team Wilvo Yamaha</li>
<li>Mejora el rendimiento y la vida &uacute;til del embrague</li>
<li>Mejora la disipaci&oacute;n del calor</li>
<li>Mecanizado con precisi&oacute;n a partir una pieza de aluminio T-6 de calidad aeron&aacute;utica con tolerancias aeroespaciales, y con un revestimiento duro para una resistencia al desgaste cinco veces superior a la de serie* (*con el mantenimiento adecuado)</li>
<li>Permite que el conjunto del embrague gire con m&aacute;s precisi&oacute;n, generando menos calor cuando el embrague est&aacute; desembragado</li>
<li>Cuando se utiliza con el plato de presi&oacute;n y&nbsp;la maza de Hinson Clutch Components, ayuda a eliminar las vibraciones del embrague</li>
</ul>","
Campana de embrague Billetproof

Los embragues Hinson han sido probados en campeonatos por casi todos los grandes equipos de fábrica del mundo, como el Team HRC Honda, el Team Monster Kawasaki, el Team RedBull Ktm, el Team JGR Suzuki y el Team Wilvo Yamaha
Mejora el rendimiento y la vida útil del embrague
Mejora la disipación del calor
Mecanizado con precisión a partir una pieza de aluminio T-6 de calidad aeronáutica con tolerancias aeroespaciales, y con un revestimiento duro para una resistencia al desgaste cinco veces superior a la de serie* (*con el mantenimiento adecuado)
Permite que el conjunto del embrague gire con más precisión, generando menos calor cuando el embrague está desembragado
Cuando se utiliza con el plato de presión y la maza de Hinson Clutch Components, ayuda a eliminar las vibraciones del embrague
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2598,679,182,172,83,,,https://api.mybihr.com/medias/800Wx800H-1011000-1.jpg?context=bWFzdGVyfHJvb3R8MTU1NzIwfGltYWdlL2pwZWd8YURJNEwyZzBNeTgyTXpBMk1EVXhNVE15TmpJek9DODRNREJYZURnd01FaGZNVEF4TVRBd01DMHhMbXB3Wnd8ZmEzYzc1ZGY1ZWM4OTgyMTZjNmE0NWRkN2I1MjEwZDEyMzZmMTc5ZDZlNjYxNjYyYTkxODVmODUwYmM4NmQyMg,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1109496,,CS641-6-1901,HINSON,HINSO HI-TEMP CLUTCH SPRING KIT (SET 6),Kit de muelles de embrague HINSON Hi-Temp,96.80,80.00,56.00,CS341-6-0311,0,8483608090,0,1,"<p>Hinson Clutches are championship proven by almost every major factory team and rider in the world, including Eli Tomac, Ken Roczen, Cooper Webb, Tim Gajser, Jeffrey Herlings, Jeremy Seewer, Chase Sexton, &amp; Joey Savatgy</p>
<ul>
<li>Provide optimum hook up with minimum heat build up</li>
<li>Exceptional production tolerances</li>
<li>Developed with and recommended to enhance the performance of Hinson Clutch Baskets, Inner Hubs, and Pressure Plates</li>
<li>Manufactured from high temperature steel, highly resistant to losing their strength due to the high heat generated by a clutch</li>
<li>Can be used with OE baskets, inner hubs, &amp; pressure plates* (*some models may vary)</li>
<li>Made in the USA.</li>
</ul>","
Hinson Clutches are championship proven by almost every major factory team and rider in the world, including Eli Tomac, Ken Roczen, Cooper Webb, Tim Gajser, Jeffrey Herlings, Jeremy Seewer, Chase Sexton, & Joey Savatgy

Provide optimum hook up with minimum heat build up
Exceptional production tolerances
Developed with and recommended to enhance the performance of Hinson Clutch Baskets, Inner Hubs, and Pressure Plates
Manufactured from high temperature steel, highly resistant to losing their strength due to the high heat generated by a clutch
Can be used with OE baskets, inner hubs, & pressure plates* (*some models may vary)
Made in the USA.
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,385,111,122,83,38,,,https://api.mybihr.com/medias/1109496-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTMxNjQ1fGltYWdlL3BuZ3xhR001TDJnME9DOHhNakUxTXpFd01UYzNPRGszTkM4eE1UQTVORGsyTFRGZk9EQXdWM2c0TURCSXw4Mjc0ZGI1YTM4MWQ0YjcwMzA1Zjg0Nzk5ZTYyOTRlMzY5MWQwMjc1NTZlOTYxNjZjYzJlOGJhM2M5M2I2ODE3,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1109499,,FP094-8-001,HINSON,HINSO FIBRE PLATE KIT SET OF 8,Kit de discos de embrague HINSON,145.20,120.00,84.00,FP094-8-001,0,8483608090,0,1,"<p>Hinson Clutches are championship proven by almost every major factory team and rider in the world, including Eli Tomac, Ken Roczen, Cooper Webb, Tim Gajser, Jeffrey Herlings, Jeremy Seewer, Chase Sexton, &amp; Joey Savatgy.</p>
<ul>
<li>Provide optimum hook up with minimum heat build up</li>
<li>Exceptional production tolerances and flatness</li>
<li>Fiber plates use organic non-abrasive materials to avoid damage to rest of motor as plate materials break down and are circulated through engine by oil.</li>
<li>Developed with and recommended to enhance the performance of Hinson Clutch Baskets, Inner Hubs, and Pressure Plates</li>
<li>Manufactured to OE specs using high quality materials</li>
<li>Can be used with OE baskets, inner hubs, &amp; pressure plates* (*some models may vary)</li>
</ul>","
Hinson Clutches are championship proven by almost every major factory team and rider in the world, including Eli Tomac, Ken Roczen, Cooper Webb, Tim Gajser, Jeffrey Herlings, Jeremy Seewer, Chase Sexton, & Joey Savatgy.

Provide optimum hook up with minimum heat build up
Exceptional production tolerances and flatness
Fiber plates use organic non-abrasive materials to avoid damage to rest of motor as plate materials break down and are circulated through engine by oil.
Developed with and recommended to enhance the performance of Hinson Clutch Baskets, Inner Hubs, and Pressure Plates
Manufactured to OE specs using high quality materials
Can be used with OE baskets, inner hubs, & pressure plates* (*some models may vary)
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,1762,339,204,163,53,,,https://api.mybihr.com/medias/1109499-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODI5OTd8aW1hZ2UvanBlZ3xhREkxTDJnMU9DOHhNakUyTlRNek5UWTNPVEF3Tmk4eE1UQTVORGs1TFRGZk9EQXdWM2c0TURCSXw2YzMwNTdlYmYyY2RkNzk4YWMzMmY5MzIwN2EzN2I3YjYzYjIzN2I5OTg0NjU3ZDNlMThhNGE5MjM1Mzc0YzZl,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1109510,,SP129-7-001,HINSON,HINSO STEEL PLATE KIT (SET OF 7),Kit de separadores de embrague HINSON,96.80,80.00,56.00,SP129-7-001,0,8483608090,0,1,"<p>Hinson Clutches are championship proven by almost every major factory team and rider in the world, including Eli Tomac, Ken Roczen, Cooper Webb, Tim Gajser, Jeffrey Herlings, Jeremy Seewer, Chase Sexton, &amp; Joey Savatgy.</p>
<ul>
<li>Provide optimum hook up with minimum heat build up</li>
<li>Exceptional production tolerances and flatness</li>
<li>Developed with and recommended to enhance the performance of Hinson Clutch Baskets, Inner Hubs, and Pressure Plates</li>
<li>Manufactured to OE specs using high quality materials</li>
<li>Can be used with OE baskets, inner hubs, &amp; pressure plates* (*some models may vary)</li>
<li>Made in the USA.</li>
</ul>","
Hinson Clutches are championship proven by almost every major factory team and rider in the world, including Eli Tomac, Ken Roczen, Cooper Webb, Tim Gajser, Jeffrey Herlings, Jeremy Seewer, Chase Sexton, & Joey Savatgy.

Provide optimum hook up with minimum heat build up
Exceptional production tolerances and flatness
Developed with and recommended to enhance the performance of Hinson Clutch Baskets, Inner Hubs, and Pressure Plates
Manufactured to OE specs using high quality materials
Can be used with OE baskets, inner hubs, & pressure plates* (*some models may vary)
Made in the USA.
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,1823,494,206,167,53,,,https://api.mybihr.com/medias/1109510-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njc0MDN8aW1hZ2UvanBlZ3xhRFUwTDJoa01DOHhNakUyTlRNek9EQXpPRE13TWk4eE1UQTVOVEV3TFRGZk9EQXdWM2c0TURCSXxlOThhYjAyOTM3NWY4ZmVhZTIxM2ZjY2FlYjc5OGNmNjY0MWJkZmM1NGVmNjFkNjQwZDM1NDhhZjEzMzEyYzQ5,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1125194,,HC663-2101,HINSON,HINSO COMP BILLETPROOF CONV CLUTCH KIT,Embrague completo HINSON Billetproof,1474.32,1218.45,852.92,HC663-2101,2,8483608090,0,1,"<p>Los embragues Hinson han sido probados en el campeonato por casi todos los principales equipos de fábrica del mundo, incluyendo el Team HRC Honda, Team Monster Kawasaki, Team RedBull Ktm, Team JGR Suzuki y Team Wilvo Yamaha.</p>
<ul>
	<li>Incluye tapa de embrague Billetproof®, cesta, cubo interior, placa de presión, placas de fibra y acero y muelles.</li>
	<li>Utilizado por la mayoría de los principales equipos y pilotos de fábrica.</li>
	<li>Mejora el rendimiento y la vida del embrague.</li>
	<li>Mejora la disipación del calor.</li>
	<li>Mecanizado con precisión a partir de aluminio de calidad aeronáutica T-6 con tolerancias aeroespaciales, y con un recubrimiento duro para una resistencia al desgaste cinco veces superior a la de las existencias* (*con el mantenimiento adecuado).</li>
	<li>Permite que el conjunto del embrague gire con mayor precisión, lo que genera menos calor cuando el embrague se desacopla y proporciona un acoplamiento suave más positivo.</li>
	<li>Ayuda a eliminar las vibraciones del embrague.</li>
</ul>
","
Los embragues Hinson han sido probados en el campeonato por casi todos los principales equipos de fábrica del mundo, incluyendo el Team HRC Honda, Team Monster Kawasaki, Team RedBull Ktm, Team JGR Suzuki y Team Wilvo Yamaha.

	Incluye tapa de embrague Billetproof®, cesta, cubo interior, placa de presión, placas de fibra y acero y muelles.
	Utilizado por la mayoría de los principales equipos y pilotos de fábrica.
	Mejora el rendimiento y la vida del embrague.
	Mejora la disipación del calor.
	Mecanizado con precisión a partir de aluminio de calidad aeronáutica T-6 con tolerancias aeroespaciales, y con un recubrimiento duro para una resistencia al desgaste cinco veces superior a la de las existencias* (*con el mantenimiento adecuado).
	Permite que el conjunto del embrague gire con mayor precisión, lo que genera menos calor cuando el embrague se desacopla y proporciona un acoplamiento suave más positivo.
	Ayuda a eliminar las vibraciones del embrague.

",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,6702,3128,217,213,145,,,https://api.mybihr.com/medias/800Wx800H-1125194-1.jpg?context=bWFzdGVyfHJvb3R8MjM3ODAyfGltYWdlL2pwZWd8YURnM0wyZ3hPQzgxTVRZeU5UTXpPVEl5TkRBNU5DODRNREJYZURnd01FaGZNVEV5TlRFNU5DMHhMbXB3Wnd8NTExNTJiZGZjNjViYzRmNjc0MjdjZDhmZmI5MmFjOTFhZDVkNGRjNjE2MzExODFiODA5MTgzZjc0YmYyMjU2Yg,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1109500,,FP154-8-001,HINSON,HINSO FIBRE PLATE KIT SET OF 8,Kit de discos de embrague HINSON,145.20,120.00,84.00,FP154-8-001,0,8483608090,0,1,"<p>Hinson Clutches are championship proven by almost every major factory team and rider in the world, including Eli Tomac, Ken Roczen, Cooper Webb, Tim Gajser, Jeffrey Herlings, Jeremy Seewer, Chase Sexton, &amp; Joey Savatgy.</p>
<ul>
<li>Provide optimum hook up with minimum heat build up</li>
<li>Exceptional production tolerances and flatness</li>
<li>Fiber plates use organic non-abrasive materials to avoid damage to rest of motor as plate materials break down and are circulated through engine by oil.</li>
<li>Developed with and recommended to enhance the performance of Hinson Clutch Baskets, Inner Hubs, and Pressure Plates</li>
<li>Manufactured to OE specs using high quality materials</li>
<li>Can be used with OE baskets, inner hubs, &amp; pressure plates* (*some models may vary)</li>
</ul>","
Hinson Clutches are championship proven by almost every major factory team and rider in the world, including Eli Tomac, Ken Roczen, Cooper Webb, Tim Gajser, Jeffrey Herlings, Jeremy Seewer, Chase Sexton, & Joey Savatgy.

Provide optimum hook up with minimum heat build up
Exceptional production tolerances and flatness
Fiber plates use organic non-abrasive materials to avoid damage to rest of motor as plate materials break down and are circulated through engine by oil.
Developed with and recommended to enhance the performance of Hinson Clutch Baskets, Inner Hubs, and Pressure Plates
Manufactured to OE specs using high quality materials
Can be used with OE baskets, inner hubs, & pressure plates* (*some models may vary)
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,1793,350,205,165,53,,,https://api.mybihr.com/medias/1109500-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODI5OTd8aW1hZ2UvanBlZ3xhRFUxTDJnMU1TOHhNakUyTlRNek5UZzNOVFl4TkM4eE1UQTVOVEF3TFRGZk9EQXdWM2c0TURCSXwyNWUwYzUxYzM2OTY2NDVkODBlNGE2ZjU3ZDMwOTMwNWIwNGFhZmI1ZDE3ZDkxYjk4MzQ3NGM1MWE4ZTI3M2Fl,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1109511,,SP165-7-001,HINSON,HINSO STEEL PLATE KIT (SET OF 7),Kit de separadores de embrague HINSON,96.80,80.00,56.00,SP165-7-001,0,8483608090,0,1,"<p>Hinson Clutches are championship proven by almost every major factory team and rider in the world, including Eli Tomac, Ken Roczen, Cooper Webb, Tim Gajser, Jeffrey Herlings, Jeremy Seewer, Chase Sexton, &amp; Joey Savatgy.</p>
<ul>
<li>Provide optimum hook up with minimum heat build up</li>
<li>Exceptional production tolerances and flatness</li>
<li>Developed with and recommended to enhance the performance of Hinson Clutch Baskets, Inner Hubs, and Pressure Plates</li>
<li>Manufactured to OE specs using high quality materials</li>
<li>Can be used with OE baskets, inner hubs, &amp; pressure plates* (*some models may vary)</li>
<li>Made in the USA.</li>
</ul>","
Hinson Clutches are championship proven by almost every major factory team and rider in the world, including Eli Tomac, Ken Roczen, Cooper Webb, Tim Gajser, Jeffrey Herlings, Jeremy Seewer, Chase Sexton, & Joey Savatgy.

Provide optimum hook up with minimum heat build up
Exceptional production tolerances and flatness
Developed with and recommended to enhance the performance of Hinson Clutch Baskets, Inner Hubs, and Pressure Plates
Manufactured to OE specs using high quality materials
Can be used with OE baskets, inner hubs, & pressure plates* (*some models may vary)
Made in the USA.
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,1823,600,206,167,53,,,https://api.mybihr.com/medias/1109511-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njc0MDN8aW1hZ2UvanBlZ3xhREkwTDJoa055OHhNakUyTlRNek9ESXpORGt4TUM4eE1UQTVOVEV4TFRGZk9EQXdWM2c0TURCSXxkYjkzMDZhN2I5NjdlYTcyODk4YTU3YWJkZmRiMjkyMTQ3NzY5Mjg3Mjc4NDQ3MjI3YTdhODZlOGI1MWIwOWNk,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1109520,,H597-B-2101,HINSON,HINSO CLUTCH BASKET,Campana de embrague HINSON aluminio - Honda CRF450R,411.40,340.00,238.00,H597-B-2101,0,8483608090,0,1,"<p>The Winningest High Perfomance Clutch Basket in the World! Hinson Clutches are championship proven by almost every major factory team and rider, including Eli Tomac, Ken Roczen, Cooper Webb, Tim Gajser, Jeffrey Herlings, Jeremy Seewer, Chase Sexton, &amp; Joey Savatgy.</p>
<ul>
<li>Improves clutch performance and life</li>
<li>Smoother more positive starts</li>
<li>Increased oil dynamics help keep the clutch cool</li>
<li>Improves heat dissipation</li>
<li>Helps eliminate clutch chatter</li>
<li>Allows clutch assembly to spin more true creating less heat when clutch is disengaged and providing a more positive, smooth clutch engagement</li>
<li>Precision machined from billet T-6 aircraft quality aluminum to aerospace tolerances, and hardcoated to provide a high resistance to wear* (*with proper maintenance)</li>
<li>Can be use with all other OEM inner hubs, pressure plates and clutch packs. </li>
<li>Made in the USA</li>
</ul>","
The Winningest High Perfomance Clutch Basket in the World! Hinson Clutches are championship proven by almost every major factory team and rider, including Eli Tomac, Ken Roczen, Cooper Webb, Tim Gajser, Jeffrey Herlings, Jeremy Seewer, Chase Sexton, & Joey Savatgy.

Improves clutch performance and life
Smoother more positive starts
Increased oil dynamics help keep the clutch cool
Improves heat dissipation
Helps eliminate clutch chatter
Allows clutch assembly to spin more true creating less heat when clutch is disengaged and providing a more positive, smooth clutch engagement
Precision machined from billet T-6 aircraft quality aluminum to aerospace tolerances, and hardcoated to provide a high resistance to wear* (*with proper maintenance)
Can be use with all other OEM inner hubs, pressure plates and clutch packs. 
Made in the USA
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2642,629,184,173,83,,,https://api.mybihr.com/medias/1109520-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTM0NDk1fGltYWdlL2pwZWd8YURkakwyaGhZUzh4TWpFMk5UTXpPVGcwTURVME1pOHhNVEE1TlRJd0xURmZPREF3VjNnNE1EQkl8YzkyMmMxMGRhZDNlNTdjOWQ0NTYwOGQwZmNjOWFmMDhiMmUzOWM0YTVlYmRmZGU0YzNjODIxYWI2Zjc1ZTZhYg,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1109516,,H663-B-2101,HINSON,HINSO CLUTCH BASKET,Campana de embrague HINSON aluminio - Kawasaki KX450,411.40,340.00,238.00,H663-B-2101,0,8483608090,0,1,"<p>The Winningest High Perfomance Clutch Basket in the World! Hinson Clutches are championship proven by almost every major factory team and rider, including Eli Tomac, Ken Roczen, Cooper Webb, Tim Gajser, Jeffrey Herlings, Jeremy Seewer, Chase Sexton, &amp; Joey Savatgy.</p>
<ul>
<li>Improves clutch performance and life</li>
<li>Smoother more positive starts</li>
<li>Increased oil dynamics help keep the clutch cool</li>
<li>Improves heat dissipation</li>
<li>Helps eliminate clutch chatter</li>
<li>Allows clutch assembly to spin more true creating less heat when clutch is disengaged and providing a more positive, smooth clutch engagement</li>
<li>Precision machined from billet T-6 aircraft quality aluminum to aerospace tolerances, and hardcoated to provide a high resistance to wear* (*with proper maintenance)</li>
<li>Can be use with all other OEM inner hubs, pressure plates and clutch packs. </li>
<li>Made in the USA</li>
</ul>","
The Winningest High Perfomance Clutch Basket in the World! Hinson Clutches are championship proven by almost every major factory team and rider, including Eli Tomac, Ken Roczen, Cooper Webb, Tim Gajser, Jeffrey Herlings, Jeremy Seewer, Chase Sexton, & Joey Savatgy.

Improves clutch performance and life
Smoother more positive starts
Increased oil dynamics help keep the clutch cool
Improves heat dissipation
Helps eliminate clutch chatter
Allows clutch assembly to spin more true creating less heat when clutch is disengaged and providing a more positive, smooth clutch engagement
Precision machined from billet T-6 aircraft quality aluminum to aerospace tolerances, and hardcoated to provide a high resistance to wear* (*with proper maintenance)
Can be use with all other OEM inner hubs, pressure plates and clutch packs. 
Made in the USA
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2701,778,187,174,83,,,https://api.mybihr.com/medias/1109516-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTM0NDk1fGltYWdlL2pwZWd8YUdGaEwyaGpOUzh4TWpFMk5UTXpPVEExTkRFeE1DOHhNVEE1TlRFMkxURmZPREF3VjNnNE1EQkl8YTRjZDk2NDkwYmUwNTlkNWUzNzY0NTk2OGY0NjYyZDE2NmNjOTk4Y2M0NGNmNDE0NGE2MjExOWY5MDMyMjZmMQ,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1109515,,CS641-5-1901,HINSON,HINSO HI-TEMP CLUTCH SPRING KIT,Kit de muelles de embrague HINSON Hi-Temp,84.70,70.00,49.00,CS641-5-1901,0,8483608090,0,1,"<p>Hinson Clutches are championship proven by almost every major factory team and rider in the world, including Eli Tomac, Ken Roczen, Cooper Webb, Tim Gajser, Jeffrey Herlings, Jeremy Seewer, Chase Sexton, &amp; Joey Savatgy</p>
<ul>
<li>Provide optimum hook up with minimum heat build up</li>
<li>Exceptional production tolerances</li>
<li>Developed with and recommended to enhance the performance of Hinson Clutch Baskets, Inner Hubs, and Pressure Plates</li>
<li>Manufactured from high temperature steel, highly resistant to losing their strength due to the high heat generated by a clutch</li>
<li>Can be used with OE baskets, inner hubs, &amp; pressure plates* (*some models may vary)</li>
<li>Made in the USA.</li>
</ul>","
Hinson Clutches are championship proven by almost every major factory team and rider in the world, including Eli Tomac, Ken Roczen, Cooper Webb, Tim Gajser, Jeffrey Herlings, Jeremy Seewer, Chase Sexton, & Joey Savatgy

Provide optimum hook up with minimum heat build up
Exceptional production tolerances
Developed with and recommended to enhance the performance of Hinson Clutch Baskets, Inner Hubs, and Pressure Plates
Manufactured from high temperature steel, highly resistant to losing their strength due to the high heat generated by a clutch
Can be used with OE baskets, inner hubs, & pressure plates* (*some models may vary)
Made in the USA.
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,346,94,107,85,38,,,https://api.mybihr.com/medias/1109515-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTMxNjQ1fGltYWdlL3BuZ3xhRFkwTDJnd015OHhNakUyTlRNek1UY3hOREEzT0M4eE1UQTVOVEUxTFRGZk9EQXdWM2c0TURCSXw2ZGYwYzBmYTEwOTU5YWY1ZjI1NjNhOTlkYmM0NTAyOWNhYzE3OWJmNGYxOGZlMzQ3MjFiMTgyNTNiMWY1NWY3,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1109495,,CS216-6-0315,HINSON,HINSO HI-TEMP CLUTCH SPRING KIT (SET 6),Kit de muelles de embrague HINSON Hi-Temp,96.80,80.00,56.00,CS216-6-0315,0,8483608090,0,1,"<p>Hinson Clutches are championship proven by almost every major factory team and rider in the world, including Eli Tomac, Ken Roczen, Cooper Webb, Tim Gajser, Jeffrey Herlings, Jeremy Seewer, Chase Sexton, &amp; Joey Savatgy</p>
<ul>
<li>Provide optimum hook up with minimum heat build up</li>
<li>Exceptional production tolerances</li>
<li>Developed with and recommended to enhance the performance of Hinson Clutch Baskets, Inner Hubs, and Pressure Plates</li>
<li>Manufactured from high temperature steel, highly resistant to losing their strength due to the high heat generated by a clutch</li>
<li>Can be used with OE baskets, inner hubs, &amp; pressure plates* (*some models may vary)</li>
<li>Made in the USA.</li>
</ul>","
Hinson Clutches are championship proven by almost every major factory team and rider in the world, including Eli Tomac, Ken Roczen, Cooper Webb, Tim Gajser, Jeffrey Herlings, Jeremy Seewer, Chase Sexton, & Joey Savatgy

Provide optimum hook up with minimum heat build up
Exceptional production tolerances
Developed with and recommended to enhance the performance of Hinson Clutch Baskets, Inner Hubs, and Pressure Plates
Manufactured from high temperature steel, highly resistant to losing their strength due to the high heat generated by a clutch
Can be used with OE baskets, inner hubs, & pressure plates* (*some models may vary)
Made in the USA.
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,287,100,111,74,35,,,https://api.mybihr.com/medias/1109495-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTMxNjQ1fGltYWdlL3BuZ3xhRE5qTDJnellpOHhNakUxTXpFd01UTTROVGMxT0M4eE1UQTVORGsxTFRGZk9EQXdWM2c0TURCSXwzNmE5ODg3NDIyOGUyNmRlOGNjNjU2MGY1MWZjMzg5NGVlMjVkNTk5Mzk1YTQwNGY0YzJkYjY4NzBhNTkwM2Y0,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
