PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Ancho exterior del manillar (mm),Anchura (mm),Color,Composición,Diámetro exterior de los extremos del manillar (mm),Diámetro interior del manillar (mm),Diámetro Ø (mm),Embalaje,Longitud (mm),Longitud total (mm),Montaje de espejo retrovisor,Número de puntos,Peso (g),Rango de uso,Rosca,Rosca (mm),Sentido de rosca,Tipo,Picture1,Picture2,Picture3,Picture4,Picture5,AllPicturesZIP,Document1,Document2,DeliveryPlant
1051565,19351,4870,BUZZETTI,BUZTI WRENCH FOR SPARK PLUGS,Llave de bujía y rueda hexágono 11x13x21 BUZZETTI,7.99,6.60,3.96,0487001001,6,8511100090,0,1,Llave de bujía y rueda.<br><strong>Hex:</strong> 11x13x21.<br>,Llave de bujía y rueda.Hex: 11x13x21.,TOOLING & WS,TOOLING,TOOLING ENGINE,,850,178,246,108,32,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051565-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc1NTF8aW1hZ2UvanBlZ3xhR1k1TDJoaVlTOHhOVFF5TmpFMk5URXhNamcyTWk4eE1EVXhOVFkxTFRGZk9EQXdWM2c0TURCSXxiY2YzYTAwMWRiNWM4ODYyMWZmYTAzYWE0NDY5YTkwNGU4ZTczZmNjM2YwMmU1ZDQ2NTMzMzQxZTYwYTQ2MGMy,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051585,19414,5037,BUZZETTI,BUZTI SET OF EXTRACTORS,Kit extractor reforzado para carter BUZZETTI,128.99,106.60,63.96,0503701001,12,8207909900,0,1,Kit extractor reforzado para semi carter. Forjado. Equipado con 3 tornillos M8 y 3 extensiones M6. Capacidad desde 22mm hasta 120mm desde el centro del tornillo. Amplio rango de uso.,Kit extractor reforzado para semi carter. Forjado. Equipado con 3 tornillos M8 y 3 extensiones M6. Capacidad desde 22mm hasta 120mm desde el centro del tornillo. Amplio rango de uso.,TOOLING & WS,TOOLING,TOOLING ENGINE,,960,1670,100,240,40,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051585-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTg0MjV8aW1hZ2UvanBlZ3xhREprTDJnM05TOHhOVFF5TmpFM01EWXhOemc0Tmk4eE1EVXhOVGcxTFRGZk9EQXdWM2c0TURCSXxjZTExNWViNGEzODMyNWE3MWJmYmY3MDZhODkyNDJjOWU2YzJhY2I2M2ZhOGYxNDY0OWY4MDM0NTZkYjkwMzk5,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1112518,19377,4949,BUZZETTI,BUZTI ASSEMBLING TOOL,Herramienta tirador de muelles universal BUZZETTI,6.99,5.78,3.47,0494901001,110,8714919000,0,1,"<p>Herramienta universal para montaje y desmontaje de muelles de de la marca Buzzetti. Vál</p>
<ul>
	<li>Instalador y desinstalador de muelles diseñado para facilitar el trabajo con precisión y seguridad</li>
	<li>Válido para muelles de todo tipo como escape, embrague y caballetes entre otros</li>
	<li>Herramienta imprescindible para profesionales</li>
</ul>
","
Herramienta universal para montaje y desmontaje de muelles de de la marca Buzzetti. Vál

	Instalador y desinstalador de muelles diseñado para facilitar el trabajo con precisión y seguridad
	Válido para muelles de todo tipo como escape, embrague y caballetes entre otros
	Herramienta imprescindible para profesionales

",TOOLING & WS,TOOLING,TOOLING ENGINE,,280,58,100,140,20,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1112518-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjExOTl8aW1hZ2UvanBlZ3xhRGcwTDJnMk55OHhOVFF5T1RJMU5ESTFNRFV5Tmk4eE1URXlOVEU0TFRGZk9EQXdWM2c0TURCSXxkNDFjM2Y0ODE1OGUwY2E1ZDAyOTlmY2IwZGJmMzhiYjdlZjg1NWYzZGRmNWFkMjdmYWJhNTBiYTkwODQ3MmRl,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051699,19561,5635,BUZZETTI,BUZTI LOCK TOOL FOR REAR PULLEY,Herramienta de bloqueo para polea trasera ø45-120mm BUZZETTI,39.49,32.64,19.58,0563501001,0,8205400000,0,1,<p>Bloqueador de embrague y volante universal. 50-125cc. <br><strong>Capacidad:</strong> Ø45-Ø120 mm. </p>,"
Bloqueador de embrague y volante universal. 50-125cc. Capacidad: Ø45-Ø120 mm. ",TOOLING & WS,TOOLING,TOOLING ENGINE,,504,648,140,90,40,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051699-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mzg2MDZ8aW1hZ2UvanBlZ3xhREF6TDJnMVpDOHhOVFF5TmpFNE16azROekl6TUM4eE1EVXhOams1TFRGZk9EQXdWM2c0TURCSXxlNmYwNGM1YTJkNTAzMmUzZWI3ZGY2NzdiOTNlMDk5OTYwYjYwMWVkYTY5Yzg4ZWNhYTQ0NThmNzhkYTdkNmI1,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051702,19564,5638,BUZZETTI,BUZTI LOCK TOOL FOR PULLEY,Herramienta universal para bloquear volante y poleas con pins apertura 70-125mm BUZZETTI,35.49,29.33,17.60,0563801001,8,8205400000,0,1,Bloqueador de embrague y volante. Desde 70 Hasta 125mm.<br>,Bloqueador de embrague y volante. Desde 70 Hasta 125mm.,TOOLING & WS,TOOLING,TOOLING ENGINE,,2125,720,170,250,50,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051702-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc1NjV8aW1hZ2UvanBlZ3xhR0ZtTDJnMk9DOHhOVFF5TmpFNE5UVTJNREE1TkM4eE1EVXhOekF5TFRGZk9EQXdWM2c0TURCSXw2MTk5NmFjMDk5YmVjZGI4MjI2ZGUzNmVhMTM5MmQyYzdlNTU2NGYzOTFiZjA2YmFhNGRmYWJmMWZhNDNiNjE0,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051701,19563,5637,BUZZETTI,BUZTI LOCK TOOL FOR PULLEY,Herramienta universal para bloquear volante y poleas con pins 5/9mm apertura 50-140 BUZZETTI,28.50,23.55,14.13,0563701001,14,8205400000,0,1,Bloqueador de embrague y volante. Desde 50 Hasta 140mm. Con guías de 5mm y 9mm.<br>,Bloqueador de embrague y volante. Desde 50 Hasta 140mm. Con guías de 5mm y 9mm.,TOOLING & WS,TOOLING,TOOLING ENGINE,,990,492,110,300,30,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051701-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjA4OTF8aW1hZ2UvanBlZ3xhREJsTDJnMVlpOHhOVFF5TmpFNE5URTJOamczT0M4eE1EVXhOekF4TFRGZk9EQXdWM2c0TURCSXxiNmY5ZTAxYjQ1YzkyYTI3ZmRiN2QzM2Q3Yzk0MmE5Y2JiMGU5ZWE1ZDczZjExMjQ5OThhZjczNGMwZGM5ODk1,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051611,19455,5122,BUZZETTI,BUZTI ADJ TOOL FOR VALVE UNIVERSAL,Herramienta universal de chaveta de válvula BUZZETTI,28.99,23.96,14.38,0512201001,1,8205400000,0,1,<p>Desmontador de chaveta de válvula. Para motores de scooter de 4T.</p><p>&nbsp;</p>,"
Desmontador de chaveta de válvula. Para motores de scooter de 4T.
 ",TOOLING & WS,TOOLING,TOOLING ENGINE,,918,320,60,510,30,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051611-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDQyNTF8aW1hZ2UvanBlZ3xhRE15TDJnd01pOHhOVFF5TmpFM05qVXhOakV5Tmk4eE1EVXhOakV4TFRGZk9EQXdWM2c0TURCSXxmZDg0MjY4NDk1OGYwZWFmNmMxYjY1ZTM4YmFjMjJiMTJjZWY1MzQwM2Y4Zjk2ZDExMjJiZTMxMGQ5OTM2YjEz,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051610,19454,5121,BUZZETTI,BUZTI ADJ TOOL FOR VALVE,Kit de ajuste para válvulas BUZZETTI,31.99,26.44,15.86,0512103001,3,8481805990,0,1,Kit de regulación de levas para motores de 4T. Contiene 3 llaves hexagonales de 8-9-10mm con mango. Cabezales de 3-4mm y ranurado.<br>,Kit de regulación de levas para motores de 4T. Contiene 3 llaves hexagonales de 8-9-10mm con mango. Cabezales de 3-4mm y ranurado.,TOOLING & WS,TOOLING,TOOLING ENGINE,,142,252,148,80,12,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051610-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTg2NDZ8aW1hZ2UvanBlZ3xhRFZpTDJnd1lpOHhOVFF5TmpFM05qRXlNamt4TUM4eE1EVXhOakV3TFRGZk9EQXdWM2c0TURCSXw0N2IwMWQzODJiMDMxNGRlNDcwMzE0ZTMxNjRiMjllMzE2Mzg0ODJkM2YxYjNmNzc0NzI5OGE1ZWE3NWRkYjRi,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051676,19533,5445,BUZZETTI,BUZTI WRENCH HEX 46MM,Llave de tuerca para variador trasero de Piaggio motores 250cc hexágono 46mm BUZZETTI,11.50,9.50,5.70,0544501001,3,8511100090,0,1,<p>Hexagonal 46mm. Motores Piaggio 250cc.</p>,"
Hexagonal 46mm. Motores Piaggio 250cc.",TOOLING & WS,TOOLING,TOOLING ENGINE,,385,326,50,70,110,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051676-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODA4NTR8aW1hZ2UvanBlZ3xhRGc1TDJnME5pOHhOVFF5TmpFNE1EQTFOVEEzTUM4eE1EVXhOamMyTFRGZk9EQXdWM2c0TURCSXxhOGU2ZWZhNzFjMzczMDg1NDkxYmRmYWExZjNmNmExMmE3YjdiNmFjODAyOGJjOGEyZmVmOTk4Y2RiZWE0ZmJl,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051566,19352,4874,BUZZETTI,BUZTI WRENCH FOR SPARK PLUGS,Llave de bujía y rueda hexágono 13x17x21 BUZZETTI,8.49,7.02,4.21,0487401001,4,8511100090,0,1,<p>Llave de bujía y rueda.<br><strong>Hex:</strong> 13x17x21.</p><p>&nbsp;</p><p><br>&nbsp;</p>,"
Llave de bujía y rueda.Hex: 13x17x21.
 
 ",TOOLING & WS,TOOLING,TOOLING ENGINE,,315,166,70,150,30,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051566-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzQwNDV8aW1hZ2UvanBlZ3xhRGczTDJoak9DOHhOVFF5TmpFMk5UVXdOakEzT0M4eE1EVXhOVFkyTFRGZk9EQXdWM2c0TURCSXxkMDk4Yzc3ZDI1N2MwODM2YjQ5YzhjZGQ3ZDU2YjBiNWNiYjU1N2RjMjM5Y2Y2YjVkNzUxYzRmMWIxMjlkODg4,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051685,19545,5496,BUZZETTI,BUZTI LOCK TOOL HOR CYL STRATER CROWN,Herramienta de bloqueo de corona de arranque cilindro horizontal BUZZETTI,21.99,18.17,10.90,0549601001,3,8205400000,0,1,<p>Bloqueador de polea delantera. Yamaha/Minarelli 50cc 2T. Cilindro Horizontal.<br><strong>Dimensiones:</strong> 166 mm.</p>,"
Bloqueador de polea delantera. Yamaha/Minarelli 50cc 2T. Cilindro Horizontal.Dimensiones: 166 mm.",TOOLING & WS,TOOLING,TOOLING ENGINE,,125,136,54,193,12,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051685-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzQwNTl8aW1hZ2UvanBlZ3xhRGRrTDJoak5DOHhOVFF5TmpFNE1UWXlOemt6TkM4eE1EVXhOamcxTFRGZk9EQXdWM2c0TURCSXxlZmQ0MDdhMTM0ZDMyZTEyNWJhZjE3MWU5YjIxMDU5NzAwODBmNGY2OWVkMWFkMGRmNWNkMTZlNTdlMDkyNTVi,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051588,19417,5040,BUZZETTI,BUZTI PRESS FOR SMALL ENGINE RING,Anillo compresor para pistones de motores pequeños de 45-90mm pistón BUZZETTI,13.49,11.15,6.69,0504001001,2,8714109090,0,1,<p>Anillo compresor para pistones de motores pequeños de 45mm a 90mm.</p><p>&nbsp;</p>,"
Anillo compresor para pistones de motores pequeños de 45mm a 90mm.
 ",TOOLING & WS,TOOLING,TOOLING ENGINE,,1050,138,100,210,50,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051588-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzYzOTZ8aW1hZ2UvanBlZ3xhRFV6TDJneE1pOHhOVFF5TmpFM01UUXdORE14T0M4eE1EVXhOVGc0TFRGZk9EQXdWM2c0TURCSXxiZmUwMzE0MTE3NWU0OTUwNDYyYzllZjk4NGY1OWMxYzAwY2FjYmUxZDc1OGEwZGQ2NmIwZmNjZWNjOTNmMmFk,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051644,19497,5280,BUZZETTI,BUZTI FLY-WHEEL PULL M24X26,Extractor con doble rosca externa para volante magnético ø24x26 paso 1 BUZZETTI,14.99,12.39,7.43,8430525194977,13,7320208190,0,1,<p>Extractor con doble rosca externa para volante magnético. Ø24x1 / Ø26x1 MBK.</p><p>&nbsp;</p>,"
Extractor con doble rosca externa para volante magnético. Ø24x1 / Ø26x1 MBK.
 ",TOOLING & WS,TOOLING,TOOLING ENGINE,,30,158,22,22,62,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051644-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjY4ODR8aW1hZ2UvanBlZ3xhRGd5TDJoak5TOHhOVFF5TmpFM09EQTRPRGs1TUM4eE1EVXhOalEwTFRGZk9EQXdWM2c0TURCSXxhMWFhMjI4ZGRlMTcwNTlhNWE2ODAxMTE5OWU1ZGIxMzU5NTk4NTAzN2I2NWI5NGFhZDdjMzc2YWZlMDViMmUx,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051643,19496,5278,BUZZETTI,BUZTI FLY-WHEEL PULL M22X26,"Extractor con doble rosca externa para volante magnético ø22x26 paso 1,5 BUZZETTI",14.50,11.98,7.19,8430525194960,1,7320208190,0,1,<p>Extractor con doble rosca externa para volante magnético. Ø22x1.5 / Ø26x1.5 Volante Bosch y Ducati.</p>,"
Extractor con doble rosca externa para volante magnético. Ø22x1.5 / Ø26x1.5 Volante Bosch y Ducati.",TOOLING & WS,TOOLING,TOOLING ENGINE,,81,158,34,35,68,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051643-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTUwMzJ8aW1hZ2UvanBlZ3xhRFE1TDJnM01DOHhOVFF5TmpFM056WTVOVGMzTkM4eE1EVXhOalF6TFRGZk9EQXdWM2c0TURCSXxlZTM1MDBiMzA4MTQ5NWFhZjkxYTQ1NDQyMGNjM2E1NmQ2MzQxZjBmYTZlYzI4ODU2M2ZlN2U5NWQ0OGNkNTVj,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051678,19535,5449,BUZZETTI,BUZTI WRENCH HEX 55MM,Llave de tuerca para variador trasero de Piaggio motores 300/500cc hexagonal 55mm BUZZETTI,13.00,10.74,6.44,0544901001,3,8511100090,0,1,Hexagonal 55mm. Motores Piaggio 300-500cc.<br>,Hexagonal 55mm. Motores Piaggio 300-500cc.,TOOLING & WS,TOOLING,TOOLING ENGINE,,528,248,60,110,80,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051678-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODA0MTV8aW1hZ2UvanBlZ3xhREUyTDJnMU5DOHhOVFF5TmpFNE1EUTBPREk0Tmk4eE1EVXhOamM0TFRGZk9EQXdWM2c0TURCSXwwNGVjN2E4YWEwOGU1YTc1MjBlMDBkYWVmYTI5OTI0MWNjMTU1OGQzMTVlYWFjYThmYzU4NzJlOGYyYmM4MWQ2,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051558,19342,4807,BUZZETTI,BUZTI WRENCH FOR SPARK PLUGS,Llave de bujía BUZZETTI para ciclomotores y motos con mango largo hexágono 21mm,6.99,5.78,3.47,0480701001,6,8511100090,0,1,Llave de bujía para ciclomotores y motos con mango largo. <br><strong>Hex:</strong> 21mm.<br>,Llave de bujía para ciclomotores y motos con mango largo. Hex: 21mm.,TOOLING & WS,TOOLING,TOOLING ENGINE,,165,182,50,110,30,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051558-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjcyNzR8aW1hZ2UvanBlZ3xhRGd3TDJnMlpDOHhOVFF5TmpFMk1qYzFNelUyTmk4eE1EVXhOVFU0TFRGZk9EQXdWM2c0TURCSXxiZmYyZTg5YWVmNjgxNjkxY2M0ZGU0YzlhYWRjOGI4YzI2MjVhNGIzYTcyY2MzYzNjYWM4MTJjNzExOTgxYzk3,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051581,19411,5032,BUZZETTI,BUZTI SET OF EXTRACTORS,Kit extractor cojinetes agujero ciego incluye 7 pcs útil 26-66mm BUZZETTI,188.49,155.78,93.47,0503203001,4,8482200000,0,1,<p>Kit extractor rodamientos agujero ciego. Incluye 7 pcs de 8-25mm. Longitud regulable de 26-66mm.</p><p>&nbsp;</p>,"
Kit extractor rodamientos agujero ciego. Incluye 7 pcs de 8-25mm. Longitud regulable de 26-66mm.
 ",TOOLING & WS,TOOLING,TOOLING ENGINE,,540,1646,120,150,30,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051581-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTE0MDk2fGltYWdlL2pwZWd8YURRMkwyZzNZUzh4TlRReU5qRTJPVGd6TVRRMU5DOHhNRFV4TlRneExURmZPREF3VjNnNE1EQkl8MzFiNzYyYmEyMmY3ZDhiM2MwNTg3N2FmMDE0ZGE0Nzc3NDZiMGZmMDJiZDEzZTY4MjNjZTBkNDllMjA3OTFiYQ,https://api.mybihr.com/medias/1051581-2-800Wx800H?context=bWFzdGVyfHJvb3R8NTYwOTF8aW1hZ2UvanBlZ3xhR0poTDJnNE1pOHhOVFF5TmpFM01ESXlORFkzTUM4eE1EVXhOVGd4TFRKZk9EQXdWM2c0TURCSXw1YWU1NDQxODQyOTQ3NTJhYmQ5M2NlYzVjZDljZDhkZGU1M2U2NWU3NWI2N2JmMzExZjMzNmE2ZDdlYTAwNjVl,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051700,19562,5636,BUZZETTI,BUZTI LOCK TOOL FOR PULLEY,"Herramienta profesional de fijación de polea dobles muescas, apertura max 127mm BUZZETTI",34.49,28.50,17.10,0563601001,5,8205400000,0,1,<p>Bloqueador de embrague profesional. Con doble tetón. Apertura máxima 5’’.</p><p>&nbsp;</p><p><br>&nbsp;</p>,"
Bloqueador de embrague profesional. Con doble tetón. Apertura máxima 5’’.
 
 ",TOOLING & WS,TOOLING,TOOLING ENGINE,,810,732,60,270,50,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051700-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDY0Mzd8aW1hZ2UvanBlZ3xhR0kzTDJnd055OHhOVFF5TmpFNE5ETTRNRFEwTmk4eE1EVXhOekF3TFRGZk9EQXdWM2c0TURCSXxmYjhjYjA5ODFjYmNiMDNmYWM4ZTIyNGQxYjk3MWI1OGZjNmVkMGIwNmMxOTQ2NGU2ZGVlZDE5ZWI2Nzg2Yzhh,https://api.mybihr.com/medias/1051700-2-800Wx800H?context=bWFzdGVyfHJvb3R8NDI5NzJ8aW1hZ2UvanBlZ3xhR1ExTDJnd05TOHhOVFF5TmpFNE5EYzNNelkyTWk4eE1EVXhOekF3TFRKZk9EQXdWM2c0TURCSXxhMzg2MWY1OTBlOTNiMzJlNjQ5OGJkMDczMDYzMzZlNjY3MjJkYTJmM2FmZGUxMWQ3NTY0ZjU3YWNmNzNlYjEz,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051567,19353,4881,BUZZETTI,BUZTI WRENCH FOR SPARK PLUGS,Llave de bujía y rueda hexágono 13x11x21 BUZZETTI,7.99,6.60,3.96,0488101001,7,8511100090,0,1,<p>Llave de bujía y rueda. <br><strong>Hex:</strong> 13x11x21.</p>,"
Llave de bujía y rueda. Hex: 13x11x21.",TOOLING & WS,TOOLING,TOOLING ENGINE,,576,190,120,160,30,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051567-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjk4NTd8aW1hZ2UvanBlZ3xhR00xTDJoa015OHhOVFF5TmpFMk5UZzVPVEk1TkM4eE1EVXhOVFkzTFRGZk9EQXdWM2c0TURCSXxmNjQ0ZGI2MTBmOWM4OTY1NDkyM2IwM2YxN2FjZWE1Y2U2MTM5ZDVkMGI3MWIxZGM2MTFkYTI4NzEwY2RjZTA5,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051559,19343,4818,BUZZETTI,BUZTI WRENCH FOR SPARK PLUGS,Llave de bujía doble BUZZETTI Hexágono 16-18 mm,4.99,4.12,2.47,0481801001,136,8511100090,0,1,Llave de bujía doble.<br><strong>Hex:</strong> 16-18.<br>,Llave de bujía doble.Hex: 16-18.,TOOLING & WS,TOOLING,TOOLING ENGINE,,272,106,40,340,20,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051559-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjk0MzF8aW1hZ2UvanBlZ3xhRFEzTDJneE9DOHhOVFF5TmpFMk16RTBOamM0TWk4eE1EVXhOVFU1TFRGZk9EQXdWM2c0TURCSXw4NmI1MjZlNjQ2NWFjZDhhODg4ZGRkOTE1ZDNhNjYxYzY1NGNmMzA1NjVmM2I1ODZhZGQyNTkxODQwZjU1Mzhh,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051586,19415,5038,BUZZETTI,BUZTI EXTRACTOR,Extractor para carter de 50-250cc BUZZETTI,121.99,100.82,60.49,0503801001,0,7320208190,0,1,Kit extractor para semi carter de 50cc a 250cc.<br>,Kit extractor para semi carter de 50cc a 250cc.,TOOLING & WS,TOOLING,TOOLING ENGINE,,4608,1656,160,240,120,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051586-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA4NTV8aW1hZ2UvanBlZ3xhR1V3TDJneFppOHhOVFF5TmpFM01UQXhNVEV3TWk4eE1EVXhOVGcyTFRGZk9EQXdWM2c0TURCSXwyZDJjOGZjY2Y2MjU3NDFiMWE4NzBiMWMyMjJmOWZjODYyZGY2NmRjM2NmMjY1N2ZmMWRiNmNkZDAzYTc2NDk5,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051609,19453,5120,BUZZETTI,BUZTI ADJ TOOL FOR VALVE 4T MOTORS,"Herramienta de ajuste de válvulas para motores 4T con guías hexágono es 8,9,10 mm BUZZETTI",27.00,22.31,13.39,0512003001,5,8205400000,0,1,"<p>Herramienta de ajuste de válvulas para motores de 4T con guías hexagonales de 8,9,10 mm.</p><p>&nbsp;</p>","
Herramienta de ajuste de válvulas para motores de 4T con guías hexagonales de 8,9,10 mm.
 ",TOOLING & WS,TOOLING,TOOLING ENGINE,,696,168,80,290,30,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051609-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjQyOTV8aW1hZ2UvanBlZ3xhR0UzTDJnMk1DOHhOVFF5TmpFM05UY3lPVFk1TkM4eE1EVXhOakE1TFRGZk9EQXdWM2c0TURCSXw0MTRiM2Y2OTkzMGY3ZTI4NTlhNWM0YTFmYjFlOTZjY2QwNjNjMTIxZWFkNDJiYzBhODM0YWM1ZmE0NTYzM2Vi,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051599,19432,5090,BUZZETTI,BUZTI VALVE TOOL FOR MAINTENANCE,Herramienta con ventosa para el mantenimiento de las válvulas BUZZETTI,12.49,10.32,6.19,0509002001,14,8205400000,0,1,"<p>Set de 2 herramientas con ventosa para mantenimiento de válvulas. Neopreno resistente a aceites y minerales. Para medidas de Ø16, 21, 25, 28mm.</p><p>&nbsp;</p>","
Set de 2 herramientas con ventosa para mantenimiento de válvulas. Neopreno resistente a aceites y minerales. Para medidas de Ø16, 21, 25, 28mm.
 ",TOOLING & WS,TOOLING,TOOLING ENGINE,,903,94,70,430,30,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051599-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzA4MTF8aW1hZ2UvanBlZ3xhRFV4TDJnMk9TOHhOVFF5TmpFM01qazNOekU0TWk4eE1EVXhOVGs1TFRGZk9EQXdWM2c0TURCSXxkZGQ5NGJhYTdjZWJjNDZiNWJmNGE2ODdlZWViMjNjZTM0NmY0MGM0YTBiZDRhZmRhMGFiZTU1YTVlNWIxZmQ5,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051629,19482,5226,BUZZETTI,"BUZTI FLY-WHEEL PULL M24X1,5","Extractor con rosca externa derecha para volante magnético ø24x1,5 BUZZETTI",10.99,9.08,5.45,522601002,3,7320208190,0,1,"Extractor con rosca externa para volante magnético Ø24x1,5.","Extractor con rosca externa para volante magnético Ø24x1,5.",TOOLING & WS,TOOLING,TOOLING ENGINE,,59,110,31,33,58,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051629-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzIxODV8aW1hZ2UvanBlZ3xhR013TDJnd1ppOHhOVFF5TmpFM05qa3dPVE0wTWk4eE1EVXhOakk1TFRGZk9EQXdWM2c0TURCSXw5YzgwMmM2MGZjNDUzZjgyYTA3MjQxNTU2ZDdhYzJiNjNkOThiMmJhNDM0ZTQ0ZmU5OTE4Mjc2NjIwMjg1ZjIx,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
