PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Anchura (mm),Diámetro exterior (mm),Diámetro int/ext (mm/mm),Diámetro interior (mm),Diámetro Ø (mm),Espesor (mm),Longitud (mm),Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,AllPicturesZIP,DeliveryPlant
1006913,46052,K083,HOT RODS,HOTRO SEALING CRANKSHAFT SET,Rodamientos y retenes de cigüeñal Hot Rods K083,47.26,39.06,25.39,8430525460522,0,8714109090,0,1,<p>Hot Rods crankshaft bearing + seal kits enable you to renew your connecting rod system as well as its seal. </p><ul><li>Crankshaft bearing + seal kit</li><li>Includes: bearings – crankshaft oil seal (contents correspond with usage)</li><li>For a superior-quality replacement</li><li>These bearings are machined and assembled with expertise acquired through engine component manufacture</li><li>Compatible with competition preparation</li></ul>,"
Hot Rods crankshaft bearing + seal kits enable you to renew your connecting rod system as well as its seal. Crankshaft bearing + seal kitIncludes: bearings – crankshaft oil seal (contents correspond with usage)For a superior-quality replacementThese bearings are machined and assembled with expertise acquired through engine component manufactureCompatible with competition preparation",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,283,177,116,111,22,,,,,,,,https://api.mybihr.com/medias/1006913-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDEwMjh8aW1hZ2UvanBlZ3xhRFExTDJoaFpTODRPVEF4TVRRd056YzBPVFF5THpFd01EWTVNVE10TVY4NE1EQlhlRGd3TUVnfGVmOTUyODZkYTMyNmQ1MzVlMDZhZDVjMTY0YmUyMWU4YTc0YjE3YjE1OGI1MzY4MDRhMjNmNGY5ZWZlNTY1YmY,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1019217,,TBK0006,HOT RODS,HOTRO BEARING GEARBOX,Kit rodamientos transmisión HOT RODS Honda CR-F250R,126.46,104.51,67.93,TBK0006,0,8714109090,0,1,<p>Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. </p><ul><li>Gearbox bearing kit</li><li>Includes: bearings – needle bearing – washer – spacer (depending on usage)</li><li>For a superior-quality replacement</li><li>These bearings are machined and assembled with expertise acquired through engine component manufacture</li><li>Compatible with competition preparation<br></li></ul>,"
Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. Gearbox bearing kitIncludes: bearings – needle bearing – washer – spacer (depending on usage)For a superior-quality replacementThese bearings are machined and assembled with expertise acquired through engine component manufactureCompatible with competition preparation",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,362,372,105,119,29,,,,,,,,https://api.mybihr.com/medias/1019217-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjQ1Mzd8aW1hZ2UvanBlZ3xhR05tTDJnNVppODRPVEF4TlRrek9EVTRNRGM0THpFd01Ua3lNVGN0TVY4NE1EQlhlRGd3TUVnfGFjODY3NzVhMDBmYjI3OWI3M2JkZDBhM2EyNjVhNWUxZWJiYWVkOGQzYzBkMzcyMGNlZDk0NTIyNGU4ZTYwMjM,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1019225,,TBK0018,HOT RODS,HOTRO BEARING GEARBOX,Kit rodamientos transmisión HOT RODS KTM SX125,164.51,135.96,88.37,TBK0018,2,8714109090,0,1,<p>Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. </p><ul><li>Gearbox bearing kit</li><li>Includes: bearings – needle bearing – washer – spacer (depending on usage)</li><li>For a superior-quality replacement</li><li>These bearings are machined and assembled with expertise acquired through engine component manufacture</li><li>Compatible with competition preparation<br></li></ul>,"
Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. Gearbox bearing kitIncludes: bearings – needle bearing – washer – spacer (depending on usage)For a superior-quality replacementThese bearings are machined and assembled with expertise acquired through engine component manufactureCompatible with competition preparation",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,351,346,117,111,27,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1019225-1.jpg?context=bWFzdGVyfHJvb3R8NDc3Nzd8aW1hZ2UvanBlZ3xhRGRqTDJneE5DODVPRGd5TkRReE5EVTJNREk0Tmk4NE1EQlhlRGd3TUVoZk1UQXhPVEl5TlMweExtcHdad3w4ZmUwMzQyMDg0ZjhiYTUyODY3YmJiMDEwNDBlOTIyZWNlMTIwMzViYTc3OWYxNmFiYzA1OTBhNzI4MjJjNDMx,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1019227,,TBK0020,HOT RODS,HOTRO BEARING GEARBOX,Kit rodamientos transmisión HOT RODS Kawasaki KX450-F,156.28,129.16,83.95,TBK0020,1,8714109090,0,1,<p>Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. </p><ul><li>Gearbox bearing kit</li><li>Includes: bearings – needle bearing – washer – spacer (depending on usage)</li><li>For a superior-quality replacement</li><li>These bearings are machined and assembled with expertise acquired through engine component manufacture</li><li>Compatible with competition preparation<br></li></ul>,"
Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. Gearbox bearing kitIncludes: bearings – needle bearing – washer – spacer (depending on usage)For a superior-quality replacementThese bearings are machined and assembled with expertise acquired through engine component manufactureCompatible with competition preparation",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,540,494,108,119,42,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1019227-1.jpg?context=bWFzdGVyfHJvb3R8NTQzMjN8aW1hZ2UvanBlZ3xhR0ptTDJnd1pDODVPRGd5TkRReE5EYzFOamc1TkM4NE1EQlhlRGd3TUVoZk1UQXhPVEl5TnkweExtcHdad3xlZTMwMjJjMWFkMWE1NzllODMzMGIyMDdlZGZhNWJiZTIzZTJkYTE4MmQ4NThlZTg5MDg3ZjRjMTFjODliMmMx,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1019228,,TBK0021,HOT RODS,HOTRO BEARING GEARBOX,Kit rodamientos transmisión HOT RODS Kawasaki KX450-F,164.51,135.96,88.37,TBK0021,2,8714109090,0,1,<p>Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. </p><ul><li>Gearbox bearing kit</li><li>Includes: bearings – needle bearing – washer – spacer (depending on usage)</li><li>For a superior-quality replacement</li><li>These bearings are machined and assembled with expertise acquired through engine component manufacture</li><li>Compatible with competition preparation<br></li></ul>,"
Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. Gearbox bearing kitIncludes: bearings – needle bearing – washer – spacer (depending on usage)For a superior-quality replacementThese bearings are machined and assembled with expertise acquired through engine component manufactureCompatible with competition preparation",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,565,494,122,103,45,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1019228-1.jpg?context=bWFzdGVyfHJvb3R8NTY4MTJ8aW1hZ2UvanBlZ3xhR1ZsTDJnd05pODVPRGd5TkRReE5EazFNelV3TWk4NE1EQlhlRGd3TUVoZk1UQXhPVEl5T0MweExtcHdad3w3NTBjMWRlYTIzODA3Nzk1ODk0YTU1ZmE0ZDc0ZjBhOThhMjBlZDFjOWUxYmJiMTliYzhjNjUwZDhkN2RmZGEw,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1019229,,TBK0022,HOT RODS,HOTRO BEARING GEARBOX,Kit rodamientos transmisión HOT RODS Kawasaki KFX450R,204.62,169.11,109.92,TBK0022,2,8714109090,0,1,<p>Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. </p><ul><li>Gearbox bearing kit</li><li>Includes: bearings – needle bearing – washer – spacer (depending on usage)</li><li>For a superior-quality replacement</li><li>These bearings are machined and assembled with expertise acquired through engine component manufacture</li><li>Compatible with competition preparation<br></li></ul>,"
Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. Gearbox bearing kitIncludes: bearings – needle bearing – washer – spacer (depending on usage)For a superior-quality replacementThese bearings are machined and assembled with expertise acquired through engine component manufactureCompatible with competition preparation",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,770,626,121,106,60,,,,,,,,https://api.mybihr.com/medias/1019229-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjQ1Mzd8aW1hZ2UvanBlZ3xhRGt3TDJnNFpDODRPVE00TlRnMU5USXlNakEyTHpFd01Ua3lNamt0TVY4NE1EQlhlRGd3TUVnfGFmYjhjN2IyN2IwZTcwMDFlNzUwMDE2YTFiNTQ5NTUyOTA2YjgzZmZiZWQxZDhlYzNkODRkZGNhOTQ5ZDhiMmI,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1019215,,TBK0003,HOT RODS,HOTRO BEARING GEARBOX,Kit rodamientos transmisión HOT RODS Honda CR125R,126.46,104.51,67.93,TBK0003,0,8714109090,0,1,<p>Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. </p><ul><li>Gearbox bearing kit</li><li>Includes: bearings – needle bearing – washer – spacer (depending on usage)</li><li>For a superior-quality replacement</li><li>These bearings are machined and assembled with expertise acquired through engine component manufacture</li><li>Compatible with competition preparation<br></li></ul>,"
Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. Gearbox bearing kitIncludes: bearings – needle bearing – washer – spacer (depending on usage)For a superior-quality replacementThese bearings are machined and assembled with expertise acquired through engine component manufactureCompatible with competition preparation",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,344,350,117,109,27,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1019215-1.jpg?context=bWFzdGVyfHJvb3R8NDU4MTR8aW1hZ2UvanBlZ3xhRFUyTDJnM055ODVPRGd5TkRReE16YzNNemcxTkM4NE1EQlhlRGd3TUVoZk1UQXhPVEl4TlMweExtcHdad3w1OGQwMDRhMjgxNTQ0ZGRiYzY0NGE1ZTU3MWVkYzRlZTA4OTQ3NDAyMjM1ZmU2ZGJjZDliYzY1MjY3YmZiZjdl,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1019258,,TBK0060,HOT RODS,HOTRO BEARING GEARBOX,Kit rodamientos transmisión HOT RODS KTM SX-F250,156.28,129.16,83.95,TBK0060,0,8714109090,0,1,<p>Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. </p><ul><li>Gearbox bearing kit</li><li>Includes: bearings – needle bearing – washer – spacer (depending on usage)</li><li>For a superior-quality replacement</li><li>These bearings are machined and assembled with expertise acquired through engine component manufacture</li><li>Compatible with competition preparation<br></li></ul>,"
Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. Gearbox bearing kitIncludes: bearings – needle bearing – washer – spacer (depending on usage)For a superior-quality replacementThese bearings are machined and assembled with expertise acquired through engine component manufactureCompatible with competition preparation",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,416,228,117,111,32,,,,,,,,https://api.mybihr.com/medias/1019258-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjQ1Mzd8aW1hZ2UvanBlZ3xhREpoTDJnellTODRPVFV5TnpBNU16RTJOak00THpFd01Ua3lOVGd0TVY4NE1EQlhlRGd3TUVnfGU0Y2NhMDZkMWExMWUzNWU4OTA0M2NkMDUxYTJjZTgyNzFhMzYzZGVkYTIyZjk0MDgyMDJhM2U4ZDBlYzU4OGQ,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1019262,,TBK0064,HOT RODS,HOTRO BEARING GEARBOX,Kit rodamientos transmisión HOT RODS Yamaha YZ125,164.51,135.96,88.37,TBK0064,3,8714109090,0,1,<p>Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. </p><ul><li>Gearbox bearing kit</li><li>Includes: bearings – needle bearing – washer – spacer (depending on usage)</li><li>For a superior-quality replacement</li><li>These bearings are machined and assembled with expertise acquired through engine component manufacture</li><li>Compatible with competition preparation<br></li></ul>,"
Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. Gearbox bearing kitIncludes: bearings – needle bearing – washer – spacer (depending on usage)For a superior-quality replacementThese bearings are machined and assembled with expertise acquired through engine component manufactureCompatible with competition preparation",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,545,354,117,111,42,,,,,,,,https://api.mybihr.com/medias/1019262-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjQ1Mzd8aW1hZ2UvanBlZ3xhRE5sTDJoaU5TODRPVEF4TVRRMU5Ea3pOVE0wTHpFd01Ua3lOakl0TVY4NE1EQlhlRGd3TUVnfGNkNjExNmYzMWRmZTNiNDJjNjYyYWRkNzAxYTRjNzZlNWUxOGQzM2QzYjMxOTk2MTc2ZDdhZmRjMjkzOGUxNjY,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1019263,,TBK0065,HOT RODS,HOTRO BEARING GEARBOX,Kit rodamientos transmisión HOT RODS Yamaha YZ250,156.28,129.16,83.95,TBK0065,0,8714109090,0,1,<p>Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. </p><ul><li>Gearbox bearing kit</li><li>Includes: bearings – needle bearing – washer – spacer (depending on usage)</li><li>For a superior-quality replacement</li><li>These bearings are machined and assembled with expertise acquired through engine component manufacture</li><li>Compatible with competition preparation<br></li></ul>,"
Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. Gearbox bearing kitIncludes: bearings – needle bearing – washer – spacer (depending on usage)For a superior-quality replacementThese bearings are machined and assembled with expertise acquired through engine component manufactureCompatible with competition preparation",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,632,535,116,109,50,,,,,,,,https://api.mybihr.com/medias/1019263-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjQ1Mzd8aW1hZ2UvanBlZ3xhRGMxTDJnNFppODRPVEE0TnpVNU1UTTRNek0wTHpFd01Ua3lOak10TVY4NE1EQlhlRGd3TUVnfGE1NDM1NjcyNzU2MTU3NjMzZmI1ZmMzMjM5ZWQyYWYyYTUxMDRiYjdiYzNlODQwMTk5OWU0YjcyZWY3MWJhMzA,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1019264,,TBK0066,HOT RODS,HOTRO BEARING GEARBOX,Kit rodamientos transmisión HOT RODS Yamaha WR250-F,164.51,135.96,88.37,TBK0066,2,8714109090,0,1,<p>Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. </p><ul><li>Gearbox bearing kit</li><li>Includes: bearings – needle bearing – washer – spacer (depending on usage)</li><li>For a superior-quality replacement</li><li>These bearings are machined and assembled with expertise acquired through engine component manufacture</li><li>Compatible with competition preparation<br></li></ul>,"
Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. Gearbox bearing kitIncludes: bearings – needle bearing – washer – spacer (depending on usage)For a superior-quality replacementThese bearings are machined and assembled with expertise acquired through engine component manufactureCompatible with competition preparation",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,589,395,118,111,45,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1019264-1.jpg?context=bWFzdGVyfHJvb3R8MzgwODl8aW1hZ2UvanBlZ3xhR1psTDJnM1pDODVPRGd5TkRReE9EQTVPVEl6TUM4NE1EQlhlRGd3TUVoZk1UQXhPVEkyTkMweExtcHdad3wwZTE2ZjNhZjZkMjdmMDM4ZDQ0NjY1ZjQ0NWYzODhlNGM3ZTM1Yzc2ODQyN2ZjN2MzYmE1YWZmM2ZjNjViMzUy,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1019266,,TBK0068,HOT RODS,HOTRO BEARING GEARBOX,Kit rodamientos transmisión HOT RODS Yamaha YZ450-F,164.51,135.96,88.37,TBK0068,2,8714109090,0,1,<p>Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. </p><ul><li>Gearbox bearing kit</li><li>Includes: bearings – needle bearing – washer – spacer (depending on usage)</li><li>For a superior-quality replacement</li><li>These bearings are machined and assembled with expertise acquired through engine component manufacture</li><li>Compatible with competition preparation<br></li></ul>,"
Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. Gearbox bearing kitIncludes: bearings – needle bearing – washer – spacer (depending on usage)For a superior-quality replacementThese bearings are machined and assembled with expertise acquired through engine component manufactureCompatible with competition preparation",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,559,519,107,116,45,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1019266-1.jpg?context=bWFzdGVyfHJvb3R8NDIxMDN8aW1hZ2UvanBlZ3xhRFZrTDJnM01DODVPRGd5TkRReE9EUTVNalEwTmk4NE1EQlhlRGd3TUVoZk1UQXhPVEkyTmkweExtcHdad3xhYmVlNjBjY2E1NzNkNDRlYTI0ZTBjMDcxYjFjY2M3NTgxZmU5MDNkNjY1ZTdkZTk3NmUyY2RhMDJlYTM0ODg5,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1019267,,TBK0071,HOT RODS,HOTRO BEARING GEARBOX,Kit rodamientos transmisión HOT RODS Yamaha YFZ450R,151.14,124.91,81.19,TBK0071,0,8714109090,0,1,<p>Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. </p><ul><li>Gearbox bearing kit</li><li>Includes: bearings – needle bearing – washer – spacer (depending on usage)</li><li>For a superior-quality replacement</li><li>These bearings are machined and assembled with expertise acquired through engine component manufacture</li><li>Compatible with competition preparation<br></li></ul>,"
Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. Gearbox bearing kitIncludes: bearings – needle bearing – washer – spacer (depending on usage)For a superior-quality replacementThese bearings are machined and assembled with expertise acquired through engine component manufactureCompatible with competition preparation",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,786,576,118,111,60,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1019267-1.jpg?context=bWFzdGVyfHJvb3R8Mzk2OTl8aW1hZ2UvanBlZ3xhR0V3TDJnMk9TODVPRGd5TkRReE9EWTRPVEExTkM4NE1EQlhlRGd3TUVoZk1UQXhPVEkyTnkweExtcHdad3wyYjFjMjYyMTE3OTIyOGJjOGQxNzVhYjU3ZmNlNWNmNDZiZDA5Y2JiYzY3OTRkY2YyNWVjODIzZjc4NTBhNTQz,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006934,46070,K240,HOT RODS,HOTRO SEALING CRANKSHAFT SET,Kit de rodamientos de cigüeñal HOT RODS K240,86.35,71.36,46.38,8430525460706,2,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,788,955,216,146,25,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1006934-1.jpg?context=bWFzdGVyfHJvb3R8NTc5MDV8aW1hZ2UvanBlZ3xhRGd4TDJoa05pODVPRGd5TkRJeE16TXpNVGs1T0M4NE1EQlhlRGd3TUVoZk1UQXdOamt6TkMweExtcHdad3wzN2ZhY2U1YTNmZDJiZWU5MWZmYzQwNTI1M2NhOTZlNmQ5YTQzOWM3ZmEzMGU0ODgzNmNiMTAyNmNmODYwZmRi,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1019213,,TBK0001,HOT RODS,HOTRO BEARING GEARBOX,Kit rodamientos transmisión HOT RODS Honda TRX450ER,156.28,129.16,83.95,TBK0001,0,8714109090,0,1,<p>Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. </p><ul><li>Gearbox bearing kit</li><li>Includes: bearings – needle bearing – washer – spacer (depending on usage)</li><li>For a superior-quality replacement</li><li>These bearings are machined and assembled with expertise acquired through engine component manufacture</li><li>Compatible with competition preparation<br></li></ul>,"
Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. Gearbox bearing kitIncludes: bearings – needle bearing – washer – spacer (depending on usage)For a superior-quality replacementThese bearings are machined and assembled with expertise acquired through engine component manufactureCompatible with competition preparation",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,520,628,179,121,24,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1019213-1.jpg?context=bWFzdGVyfHJvb3R8NDM2MTd8aW1hZ2UvanBlZ3xhR1V6TDJnNE5DODVPRGd5TkRReE16TTRNRFl6T0M4NE1EQlhlRGd3TUVoZk1UQXhPVEl4TXkweExtcHdad3w4NmY2YjdiODk0MThmZTAzZDdlYjRhMTVkNmMzODc1ODM0NTgwYzQwOGEwOWFlNjNjYjFiNDg2ZTczYzIxYzEz,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1019241,,TBK0036,HOT RODS,HOTRO BEARING GEARBOX,Kit rodamientos transmisión HOT RODS Kawasaki KX80,111.03,91.76,59.64,TBK0036,0,8714109090,0,1,<p>Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. </p><ul><li>Gearbox bearing kit</li><li>Includes: bearings – needle bearing – washer – spacer (depending on usage)</li><li>For a superior-quality replacement</li><li>These bearings are machined and assembled with expertise acquired through engine component manufacture</li><li>Compatible with competition preparation<br></li></ul>,"
Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. Gearbox bearing kitIncludes: bearings – needle bearing – washer – spacer (depending on usage)For a superior-quality replacementThese bearings are machined and assembled with expertise acquired through engine component manufactureCompatible with competition preparation",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,390,346,107,114,32,,,,,,,,https://api.mybihr.com/medias/1019241-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjQ1Mzd8aW1hZ2UvanBlZ3xhREV3TDJneFl5ODRPVEF3T1Rrd09EWXhNelF5THpFd01Ua3lOREV0TVY4NE1EQlhlRGd3TUVnfGIwM2Y5YjRjYWJhYjY1YTU4NzZmNGUyOWVmNjgwOTAwY2Q0MWRhZTE4MDkyOTFlYWZkMDFhZWJjOTk2Njk5MTQ,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1019244,,TBK0041,HOT RODS,HOTRO BEARING GEARBOX,Kit rodamientos transmisión HOT RODS Honda CR-F250R,126.46,104.51,67.93,TBK0041,0,8714109090,0,1,<p>Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. </p><ul><li>Gearbox bearing kit</li><li>Includes: bearings – needle bearing – washer – spacer (depending on usage)</li><li>For a superior-quality replacement</li><li>These bearings are machined and assembled with expertise acquired through engine component manufacture</li><li>Compatible with competition preparation<br></li></ul>,"
Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. Gearbox bearing kitIncludes: bearings – needle bearing – washer – spacer (depending on usage)For a superior-quality replacementThese bearings are machined and assembled with expertise acquired through engine component manufactureCompatible with competition preparation",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,373,327,98,119,32,,,,,,,,https://api.mybihr.com/medias/1019244-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjQ1Mzd8aW1hZ2UvanBlZ3xhREptTDJnMk5DODRPVEkwTURZeE56STROems0THpFd01Ua3lORFF0TVY4NE1EQlhlRGd3TUVnfGYzNWI3MWUxMTUxMGZlYTNmMDE2ZDBmODc3NTMzZjUzMTM2YzM4MDMzZDBlMTU1NDI4OWUzZmJkMGM2NjJhNGY,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1019249,,TBK0048,HOT RODS,HOTRO BEARING GEARBOX,Kit rodamientos transmisión HOT RODS Suzuki RM85,108.97,90.06,58.54,TBK0048,0,8714109090,0,1,<p>Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. </p><ul><li>Gearbox bearing kit</li><li>Includes: bearings – needle bearing – washer – spacer (depending on usage)</li><li>For a superior-quality replacement</li><li>These bearings are machined and assembled with expertise acquired through engine component manufacture</li><li>Compatible with competition preparation<br></li></ul>,"
Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. Gearbox bearing kitIncludes: bearings – needle bearing – washer – spacer (depending on usage)For a superior-quality replacementThese bearings are machined and assembled with expertise acquired through engine component manufactureCompatible with competition preparation",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,273,304,117,106,22,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1019249-1.jpg?context=bWFzdGVyfHJvb3R8Mzc0ODZ8aW1hZ2UvanBlZ3xhRGd4TDJoak5TODVPRGd5TkRReE5qY3lNamszTkM4NE1EQlhlRGd3TUVoZk1UQXhPVEkwT1MweExtcHdad3wzMmJhZGZjYzJjZDJiYjZiMmRjMjU2ZTQ0NjQ4YmI3ZDlhMzJlYzZhMTE4ZTc1YmVmMDc5N2FkYjUwMDQzNTM1,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1019242,,TBK0037,HOT RODS,HOTRO BEARING GEARBOX,Kit rodamientos transmisión HOT RODS Kawasaki KX80,111.03,91.76,59.64,TBK0037,0,8714109090,0,1,<p>Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. </p><ul><li>Gearbox bearing kit</li><li>Includes: bearings – needle bearing – washer – spacer (depending on usage)</li><li>For a superior-quality replacement</li><li>These bearings are machined and assembled with expertise acquired through engine component manufacture</li><li>Compatible with competition preparation<br></li></ul>,"
Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. Gearbox bearing kitIncludes: bearings – needle bearing – washer – spacer (depending on usage)For a superior-quality replacementThese bearings are machined and assembled with expertise acquired through engine component manufactureCompatible with competition preparation",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,350,288,104,116,29,,,,,,,,https://api.mybihr.com/medias/1019242-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjQ1Mzd8aW1hZ2UvanBlZ3xhRGhoTDJoaU5pODRPRGN6TkRjM01ERXpOVE0wTHpFd01Ua3lOREl0TVY4NE1EQlhlRGd3TUVnfDYxMThmMzkxZGRkNmJiYTFhZGQyZGRjNWY1ZjgwYmY5MjZiZTY0MzAwOGMwMzhlZWI2MzQ2NDRmMzRmOTllYzY,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
