PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Anchura (mm),Diámetro exterior (mm),Diámetro int/ext (mm/mm),Diámetro interior (mm),Diámetro Ø (mm),Espesor (mm),Longitud (mm),Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,AllPicturesZIP,DeliveryPlant
1006980,46088,WPK0047,HOT RODS,HOTRO REPAIR KIT WATER PUMP,Kit reparación bomba de agua Hot Rods WPK0047,52.41,43.31,28.15,WPK0047,3,8714109090,0,1,Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned. All of the gaskets and bearings making up the set are manufactured from quality materials with great precision for reliability that matches the original fit.,Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned. All of the gaskets and bearings making up the set are manufactured from quality materials with great precision for reliability that matches the original fit.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. LUB&COOLING,144,54,119,101,12,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1006980-1.jpg?context=bWFzdGVyfHJvb3R8MzI2MjJ8aW1hZ2UvanBlZ3xhRFl3TDJoa01DODVPRGd5TkRNNE1EY3hNRGswTWk4NE1EQlhlRGd3TUVoZk1UQXdOams0TUMweExtcHdad3w3YWUwMGExNzA5NjBkMzI1NzEwZWYxNDYzYmFhNjhmODRmMjZiNDE4YjkzN2ZhMTBlODJhNmQ2YTlmYzk4NWNm,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006957,46110,WPK0021,HOT RODS,HOTRO REPAIR KIT WATER PUMP,Kit reparación bomba de agua Hot Rods WPK0021,31.84,26.31,17.10,8430525461109,1,8714109090,0,1,Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned. All of the gaskets and bearings making up the set are manufactured from quality materials with great precision for reliability that matches the original fit.,Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned. All of the gaskets and bearings making up the set are manufactured from quality materials with great precision for reliability that matches the original fit.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. LUB&COOLING,423,41,126,120,28,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1006957-1.jpg?context=bWFzdGVyfHJvb3R8NDYyODJ8aW1hZ2UvanBlZ3xhRFV5TDJnMFpDODVPRGd5TkRRek1UVXpOREV4TUM4NE1EQlhlRGd3TUVoZk1UQXdOamsxTnkweExtcHdad3xkNDU1ZTFiODhmOTBlYmVkOWQ2NTIwOWI3OTczMjFjODMwZDNlNzNjMGNhMzcyNGVjZDNmYTIyNWM4Y2Y4MTRk,https://api.mybihr.com/medias/800Wx800H-1006957-2.jpg?context=bWFzdGVyfHJvb3R8Mjg4NjJ8aW1hZ2UvanBlZ3xhRFZpTDJnNFpTODRNVFUyTnpRMU5EVTJNREk0Tmk4NE1EQlhlRGd3TUVoZk1UQXdOamsxTnkweUxtcHdad3xiOGY2MjNiNWY1ZjVkNzBlMmExNWZkOTVjNjFlYmYwM2FjNWJjMGM5NjkyZTkzZjNmOTgyNmRkYWRiZmJkODA0,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006983,46085,WPK0050,HOT RODS,HOTRO REPAIR KIT WATER PUMP,Kit reparación bomba de agua Hot Rods WPK0050,52.41,43.31,28.15,8430525460850,2,8714109090,0,1,Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned. All of the gaskets and bearings making up the set are manufactured from quality materials with great precision for reliability that matches the original fit.,Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned. All of the gaskets and bearings making up the set are manufactured from quality materials with great precision for reliability that matches the original fit.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. LUB&COOLING,172,103,119,103,14,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1006983-1.jpg?context=bWFzdGVyfHJvb3R8NDYyODJ8aW1hZ2UvanBlZ3xhR1kyTDJnM1pTODVPRGd5TkRRek5ESTROall5TWk4NE1EQlhlRGd3TUVoZk1UQXdOams0TXkweExtcHdad3xkNjAwYjFhZmZjN2QyOTJkYmVhODE3OGQ2ZTMyMWZhYzAyYzI2YjRiYjFiYWY4OGQ5MmMzNGNmMzRkYmM5MWVj,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006971,46096,WPK0038,HOT RODS,HOTRO REPAIR KIT WATER PUMP,Kit reparación bomba de agua Hot Rods WPK0038,35.95,29.71,19.31,WPK0038,6,8714109090,0,1,Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned. All of the gaskets and bearings making up the set are manufactured from quality materials with great precision for reliability that matches the original fit.,Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned. All of the gaskets and bearings making up the set are manufactured from quality materials with great precision for reliability that matches the original fit.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. LUB&COOLING,48,51,117,103,4,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1006971-1.jpg?context=bWFzdGVyfHJvb3R8MzMyMDd8aW1hZ2UvanBlZ3xhRE0yTDJnMVpDODVPRGd5TkRJeE5qQTRORFV4TUM4NE1EQlhlRGd3TUVoZk1UQXdOamszTVMweExtcHdad3wyNTM3ZmVkYzZiMDViM2NhODI3ZmU2ODI4ZGNkNTFjYTA2ZjIzNjZhZDI3N2Y3OTdmZWJjY2Y4ODg3Y2Q3NjY5,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006962,46105,WPK0026,HOT RODS,HOTRO REPAIR KIT WATER PUMP,Kit reparación bomba de agua Hot Rods WPK0026,52.41,43.31,28.15,8430525461055,2,8714109090,0,1,Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned. All of the gaskets and bearings making up the set are manufactured from quality materials with great precision for reliability that matches the original fit.,Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned. All of the gaskets and bearings making up the set are manufactured from quality materials with great precision for reliability that matches the original fit.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. LUB&COOLING,423,109,126,120,28,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1006962-1.jpg?context=bWFzdGVyfHJvb3R8NDYyODJ8aW1hZ2UvanBlZ3xhR1JtTDJnMVlTODVPRGd5TkRRek1Ua3lOek15Tmk4NE1EQlhlRGd3TUVoZk1UQXdOamsyTWkweExtcHdad3wxZDk2NzY4NDFjOWU5ZjNmYTcwNjRkMDUxZTQzYWE2YmJmYzVhMGIyZTg5OGYzMjcyNGU0NjYwZGY5Yzk2YjY5,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006941,46125,WPK0004,HOT RODS,HOTRO REPAIR KIT WATER PUMP,Kit reparación bomba de agua Hot Rods WPK0004,114.12,94.31,61.30,8430525461253,1,8714109090,0,1,Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned. All of the gaskets and bearings making up the set are manufactured from quality materials with great precision for reliability that matches the original fit.,Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned. All of the gaskets and bearings making up the set are manufactured from quality materials with great precision for reliability that matches the original fit.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. LUB&COOLING,228,53,119,101,19,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1006941-1.jpg?context=bWFzdGVyfHJvb3R8MzYzODR8aW1hZ2UvanBlZ3xhR1l6TDJoak9DODVPRGd5TkRJeE16Y3lOVEl4TkM4NE1EQlhlRGd3TUVoZk1UQXdOamswTVMweExtcHdad3xmYTU5MGM0ODllMTBjZWRhNjEzMjc3YjFlNjQ2OGRkNmU1M2NjM2E3ZmQwYTQ4NTEzNTc1M2EzZGFjMDg0YjQ3,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006969,46098,WPK0036,HOT RODS,HOTRO REPAIR KIT WATER PUMP,Kit reparación bomba de agua Hot Rods WPK0036,42.12,34.81,22.63,8430525460980,10,8714109090,0,1,Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned. All of the gaskets and bearings making up the set are manufactured from quality materials with great precision for reliability that matches the original fit.,Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned. All of the gaskets and bearings making up the set are manufactured from quality materials with great precision for reliability that matches the original fit.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. LUB&COOLING,51,48,116,109,4,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1006969-1.jpg?context=bWFzdGVyfHJvb3R8NDYyODJ8aW1hZ2UvanBlZ3xhRGc1TDJoak5DODVPRGd5TkRRek1qa3hNRE0yTmk4NE1EQlhlRGd3TUVoZk1UQXdOamsyT1MweExtcHdad3wyZDAzZjgwMjdlYzAxMjBlNzY5NGU3ZWQ2OWQ3YmVmODk5ZTdhYTU1MTQzYmVhNTNiYjA5Zjc4MTViZTFkNDU1,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006955,46112,WPK0019,HOT RODS,HOTRO REPAIR KIT WATER PUMP,Kit reparación bomba de agua Hot Rods WPK0019,35.95,29.71,19.31,8430525461123,8,8714109090,0,1,Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned. All of the gaskets and bearings making up the set are manufactured from quality materials with great precision for reliability that matches the original fit.,Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned. All of the gaskets and bearings making up the set are manufactured from quality materials with great precision for reliability that matches the original fit.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. LUB&COOLING,435,54,124,117,30,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1006955-1.jpg?context=bWFzdGVyfHJvb3R8Mjg1NDB8aW1hZ2UvanBlZ3xhRFZqTDJnMVppODVPRGd5TkRJeE5EY3dPREkxTkM4NE1EQlhlRGd3TUVoZk1UQXdOamsxTlMweExtcHdad3w2NTc2MGUxNzcxZmEwODk4M2Y4MGViMmYwN2Y4ODFiYjcyNmU5ZWNjOWQwMWNmM2E5NzRlNmY3ZTVjZTA3YWM1,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006970,46097,WPK0037,HOT RODS,HOTRO REPAIR KIT WATER PUMP,Kit reparación bomba de agua Hot Rods WPK0037,31.84,26.31,17.10,WPK0037,1,8714109090,0,1,Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned. All of the gaskets and bearings making up the set are manufactured from quality materials with great precision for reliability that matches the original fit.,Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned. All of the gaskets and bearings making up the set are manufactured from quality materials with great precision for reliability that matches the original fit.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. LUB&COOLING,46,41,114,101,4,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1006970-1.jpg?context=bWFzdGVyfHJvb3R8NDYyODJ8aW1hZ2UvanBlZ3xhREJsTDJobFpDODVPRGd5TkRRek16RXdOamszTkM4NE1EQlhlRGd3TUVoZk1UQXdOamszTUMweExtcHdad3wyN2JiYWZmZTM3OWRhMzdlYTE2MzJiOTQ3YzQ4ZjViNGRiZGZmNzFkYWRjZGEyN2YzNDFmODg3MTE3NGZlMTgx,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006982,46086,WPK0049,HOT RODS,HOTRO REPAIR KIT WATER PUMP,Kit reparación bomba de agua Hot Rods WPK0049,41.09,33.96,22.07,8430525460867,5,8714109090,0,1,Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned. All of the gaskets and bearings making up the set are manufactured from quality materials with great precision for reliability that matches the original fit.,Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned. All of the gaskets and bearings making up the set are manufactured from quality materials with great precision for reliability that matches the original fit.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. LUB&COOLING,115,63,117,109,9,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1006982-1.jpg?context=bWFzdGVyfHJvb3R8Mjk0NjV8aW1hZ2UvanBlZ3xhRFkyTDJoa1lTODVPRGd5TkRNNE1URXdOREUxT0M4NE1EQlhlRGd3TUVoZk1UQXdOams0TWkweExtcHdad3wxZGJhMWUxZGZiMzFlYzZhZWFlYWM3OTNkZjNiMmQ2NjA4MjM5YzZmOWZiOGNlMDJiNWVmZmU4ODc3MjhlNjM1,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006943,46123,WPK0006,HOT RODS,HOTRO REPAIR KIT WATER PUMP,Kit reparación bomba de agua Hot Rods WPK0006,35.95,29.71,19.31,8430525461239,8,8714109090,0,1,Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned. All of the gaskets and bearings making up the set are manufactured from quality materials with great precision for reliability that matches the original fit.,Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned. All of the gaskets and bearings making up the set are manufactured from quality materials with great precision for reliability that matches the original fit.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. LUB&COOLING,425,50,122,116,30,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1006943-1.jpg?context=bWFzdGVyfHJvb3R8MzI2Mzd8aW1hZ2UvanBlZ3xhREl6TDJoak1pODVPRGd5TkRJeE16a3lNVGd5TWk4NE1EQlhlRGd3TUVoZk1UQXdOamswTXkweExtcHdad3xjYTY1NTNjOTExN2U0YzFjZWZiYmQ3N2RkMzBiZWFmMGM1ZWU2NGQ0ZjlhMTQyZWE0YTViZWI4MWRmNTQzZWU2,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006944,46122,WPK0007,HOT RODS,HOTRO REPAIR KIT WATER PUMP,Kit reparación bomba de agua Hot Rods WPK0007,65.78,54.36,35.33,8430525461222,2,8714109090,0,1,Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned. All of the gaskets and bearings making up the set are manufactured from quality materials with great precision for reliability that matches the original fit.,Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned. All of the gaskets and bearings making up the set are manufactured from quality materials with great precision for reliability that matches the original fit.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. LUB&COOLING,117,53,117,111,9,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1006944-1.jpg?context=bWFzdGVyfHJvb3R8NDYyODJ8aW1hZ2UvanBlZ3xhR1ZqTDJoa09TODVPRGd5TkRReU9UazJNVEkwTmk4NE1EQlhlRGd3TUVoZk1UQXdOamswTkMweExtcHdad3w3YmJhODFjNGNmYzk3NDAwNjYxMDJlOGM2NGQxZGEwZTBmYThlMmI1NDJiNDg5MTZhZmVkNzE0ZmI3ZWQyODFi,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006947,46120,WPK0010,HOT RODS,HOTRO REPAIR KIT WATER PUMP,Kit reparación bomba de agua Hot Rods WPK0010,31.84,26.31,17.10,8430525461208,0,8714109090,0,1,Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned. All of the gaskets and bearings making up the set are manufactured from quality materials with great precision for reliability that matches the original fit.,Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned. All of the gaskets and bearings making up the set are manufactured from quality materials with great precision for reliability that matches the original fit.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. LUB&COOLING,484,48,126,120,32,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1006947-1.jpg?context=bWFzdGVyfHJvb3R8MjYwODZ8aW1hZ2UvanBlZ3xhR0poTDJnM015ODVPRGd5TkRJeE5ERXhPRFF6TUM4NE1EQlhlRGd3TUVoZk1UQXdOamswTnkweExtcHdad3w4NTBiZDcwZDhmOWYyNjc4YWJmZjY1ZGE4YTU2MmE3YzJlYWU1ZGM0NTZmYTE4YTMyNDlhZGU5NmViZTVkNGI4,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006949,46118,WPK0012,HOT RODS,HOTRO REPAIR KIT WATER PUMP,Kit reparación bomba de agua Hot Rods WPK0012,41.09,33.96,22.07,WPK0012,1,8714109090,0,1,Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned. All of the gaskets and bearings making up the set are manufactured from quality materials with great precision for reliability that matches the original fit.,Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned. All of the gaskets and bearings making up the set are manufactured from quality materials with great precision for reliability that matches the original fit.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. LUB&COOLING,423,59,126,120,28,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1006949-1.jpg?context=bWFzdGVyfHJvb3R8NDYyODJ8aW1hZ2UvanBlZ3xhRFEwTDJneFl5ODVPRGd5TkRRek1EVTFNVEEzTUM4NE1EQlhlRGd3TUVoZk1UQXdOamswT1MweExtcHdad3xkMTA3MDM4MmEzN2NjZWUyYzVjNmZmMTExN2VhZjU0Yjc0Mzk3ZjAxNjQ1ZWE1MTA0ODY2MTA4NDQ1OThlOTBm,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006951,46116,WPK0014,HOT RODS,HOTRO REPAIR KIT WATER PUMP,Kit reparación bomba de agua Hot Rods WPK0014,114.12,94.31,61.30,8430525461161,1,8714109090,0,1,Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned. All of the gaskets and bearings making up the set are manufactured from quality materials with great precision for reliability that matches the original fit.,Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned. All of the gaskets and bearings making up the set are manufactured from quality materials with great precision for reliability that matches the original fit.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. LUB&COOLING,314,58,118,111,24,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1006951-1.jpg?context=bWFzdGVyfHJvb3R8NDYyODJ8aW1hZ2UvanBlZ3xhR0kzTDJnd1pTODVPRGd5TkRRek1EazBOREk0Tmk4NE1EQlhlRGd3TUVoZk1UQXdOamsxTVMweExtcHdad3xjMGQ5NGI5ZThlZjk0Y2IzMzg0YmExN2Y5ZTM0NGRmNmM2YWUwZWRlMjA3NmE2MDZlNjU2NWEzNjExM2RlMmQy,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006952,46115,WPK0015,HOT RODS,HOTRO REPAIR KIT WATER PUMP,Kit reparación bomba de agua Hot Rods WPK0015,35.95,29.71,19.31,WPK0015,37,8714109090,0,1,Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned. All of the gaskets and bearings making up the set are manufactured from quality materials with great precision for reliability that matches the original fit.,Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned. All of the gaskets and bearings making up the set are manufactured from quality materials with great precision for reliability that matches the original fit.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. LUB&COOLING,51,58,118,109,4,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1006952-1.jpg?context=bWFzdGVyfHJvb3R8MzA0ODl8aW1hZ2UvanBlZ3xhREU1TDJnMk5pODVPRGd5TkRJeE5EVXhNVFkwTmk4NE1EQlhlRGd3TUVoZk1UQXdOamsxTWkweExtcHdad3xhODAyYTFkMjRhYjc4ODE2NTRmYzNiZmRiNzZkNjg0N2ZlZmU3ZmE2ZDM1NTE0YjVlNjUwZTc0ZWUyOTIxZWY5,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006953,46114,WPK0016,HOT RODS,HOTRO REPAIR KIT WATER PUMP,Kit reparación bomba de agua Hot Rods WPK0016,35.95,29.71,19.31,8430525461147,12,8714109090,0,1,<p>Los kits de bombas de agua de Hot Rods permiten reacondicionar un componente esencial para la refrigeraci&oacute;n del motor. Todas las juntas y los cojinetes que componen el conjunto est&aacute;n fabricados con materiales de calidad y con gran precisi&oacute;n para una fiabilidad que iguala el ajuste original.</p>,"
Los kits de bombas de agua de Hot Rods permiten reacondicionar un componente esencial para la refrigeración del motor. Todas las juntas y los cojinetes que componen el conjunto están fabricados con materiales de calidad y con gran precisión para una fiabilidad que iguala el ajuste original.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. LUB&COOLING,118,56,118,111,9,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1006953-1.jpg?context=bWFzdGVyfHJvb3R8NDYyODJ8aW1hZ2UvanBlZ3xhR00wTDJnelppODVPRGd5TkRRek1URTBNRGc1TkM4NE1EQlhlRGd3TUVoZk1UQXdOamsxTXkweExtcHdad3wyYjU0NTQ3NDMyZGE1ZWRhZTYzOGYzNTU5MTZkN2FkMDNlOTI2YzAwYTdhN2JhMWM1ZDYyN2RjODEyYzhkY2U2,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006990,46078,WPK0057,HOT RODS,HOTRO REPAIR KIT WATER PUMP,Kit reparación bomba de agua Hot Rods WPK0057,52.41,43.31,28.15,8430525460782,3,8714109090,0,1,<p>Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned.</p><ul><li>Includes all gaskets and bearings required for reconditioning the water pump</li><li>The contents of the kit vary according to the application</li><li>Parts manufactured from quality materials with great precision</li><li>Equivalent reliability to the original fit</li></ul>,"
Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned.Includes all gaskets and bearings required for reconditioning the water pumpThe contents of the kit vary according to the applicationParts manufactured from quality materials with great precisionEquivalent reliability to the original fit",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. LUB&COOLING,46,67,115,101,4,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1006990-1.jpg?context=bWFzdGVyfHJvb3R8Mjk3MjN8aW1hZ2UvanBlZ3xhREZtTDJnM015ODVPRGd5TkRNNE1qQTROekU1T0M4NE1EQlhlRGd3TUVoZk1UQXdOams1TUMweExtcHdad3wwODQyYjUyMmM0OGJmNGQ0MDFjYzQyMzQzNDNhMTk5YzYyZGMyMDQzODMwNmIyZTBlYmU0YTMxMzE0ODRiNzJj,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006991,46077,WPK0058,HOT RODS,HOTRO REPAIR KIT WATER PUMP,Kit reparación bomba de agua Hot Rods WPK0058,65.78,54.36,35.33,8430525460775,2,8714109090,0,1,<p>Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned.</p><ul><li>Includes all gaskets and bearings required for reconditioning the water pump</li><li>The contents of the kit vary according to the application</li><li>Parts manufactured from quality materials with great precision</li><li>Equivalent reliability to the original fit</li></ul>,"
Hot Rods water pump kits enable an essential component for cooling the engine to be reconditioned.Includes all gaskets and bearings required for reconditioning the water pumpThe contents of the kit vary according to the applicationParts manufactured from quality materials with great precisionEquivalent reliability to the original fit",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. LUB&COOLING,168,113,101,119,14,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1006991-1.jpg?context=bWFzdGVyfHJvb3R8NDYyODJ8aW1hZ2UvanBlZ3xhRGs0TDJnMllTODVPRGd5TkRRek5EZzNOalEwTmk4NE1EQlhlRGd3TUVoZk1UQXdOams1TVMweExtcHdad3wxYjk2ZTE0YWNmMTQzNDI3OTlkYTNlMzgzZjBkMTYzZmVlM2EyNGU3YThjMDk2NGRmYzllMDJlOGZlYmVmNTRk,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006994,46075,WPK0061,HOT RODS,HOTRO REPAIR KIT WATER PUMP,Kit reparación bomba de agua Hot Rods WPK0061,47.26,39.06,25.39,WPK0061,7,8714109090,0,1,"<p>Hot Rods water pump repair kit includes all the parts to renew the pump system.</p> <ul> <li>Water pump cover gasket or O-ring, water pump shaft bearings, and seals </li> <li>Pump seal /failed bearing.</li> <li>Precision micro bearings provide O.E. quality and durability</li> <li>High pressure / temperature mechanical and rubber seals<br></li></ul>","
Hot Rods water pump repair kit includes all the parts to renew the pump system.  Water pump cover gasket or O-ring, water pump shaft bearings, and seals  Pump seal /failed bearing. Precision micro bearings provide O.E. quality and durability High pressure / temperature mechanical and rubber seals",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. LUB&COOLING,328,69,102,119,27,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1006994-1.jpg?context=bWFzdGVyfHJvb3R8MzQwNTR8aW1hZ2UvanBlZ3xhR0U0TDJnMk9TODVPRGd5TkRNNE1qTXhOalUzTkM4NE1EQlhlRGd3TUVoZk1UQXdOams1TkMweExtcHdad3wwN2EzYjc1N2FhYzA0M2UwYzQ0YmMyYjc2Mjg2NTg2ZTk0NWEwN2ZhMDFiZWE2YTg3N2Q0YzcwMmFiY2NmZWEz,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006995,46076,WPK0062,HOT RODS,HOTRO REPAIR KIT WATER PUMP,Kit reparación bomba de agua Hot Rods WPK0062,81.20,67.11,43.62,8430525460768,7,8714109090,0,1,"<p>Hot Rods water pump repair kit includes all the parts to renew the pump system.</p> <ul> <li>Water pump cover gasket or O-ring, water pump shaft bearings, and seals </li> <li>Pump seal /failed bearing.</li> <li>Precision micro bearings provide O.E. quality and durability</li> <li>High pressure / temperature mechanical and rubber seals<br></li></ul>","
Hot Rods water pump repair kit includes all the parts to renew the pump system.  Water pump cover gasket or O-ring, water pump shaft bearings, and seals  Pump seal /failed bearing. Precision micro bearings provide O.E. quality and durability High pressure / temperature mechanical and rubber seals",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. LUB&COOLING,415,58,109,119,32,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1006995-1.jpg?context=bWFzdGVyfHJvb3R8Mjg3NDZ8aW1hZ2UvanBlZ3xhR1EzTDJnMk1pODVPRGd5TkRNNE1qVXhNekU0TWk4NE1EQlhlRGd3TUVoZk1UQXdOams1TlMweExtcHdad3w2MzYxYWU3MDQ1Yzk2MzUxMDQ0ZmEzODc4NTNmNGVmODcwODZkNjRiODExMDE1MGJhMDJkNzVhMzUyNzczMTM4,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
