PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura (cm),Altura (mm),Anchura (cm),Anchura (mm),Capacidad (Ah),Longitud (cm),Longitud (mm),Longitud de rosca,Número de puntos,Peso (g),Peso (kg),Tamaño de accionamiento cuadrado,Tipo de toma,Voltaje,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,AllPicturesZIP,DeliveryPlant
1051404,892840,R.360PB,FACOM,FACOM RATCHET 1/4 REVERSIBLE,Llave carraca con mango rotativo 1/4'' FACOM,56.42,46.63,37.30,R.360PB,5,8204200000,0,1,"Trinquete de 1/4"""""""""""""""" con mango rotativo, muy útil para trabajar el doble de rápido en zonas de difícil acceso. 			Bloqueo de seguridad del vaso Ángulo de recuperación de 6° Longitud: 120 mm""""""""","Trinquete de 1/4"""""""""""""""" con mango rotativo, muy útil para trabajar el doble de rápido en zonas de difícil acceso. 			Bloqueo de seguridad del vaso Ángulo de recuperación de 6° Longitud: 120 mm""""""""",TOOLING & WS,TOOLING,TOOLING GENERAL,,601,162,186,101,32,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051404-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjYwOTl8aW1hZ2UvanBlZ3xhR1ExTDJneVlTODRPVFEyTURZMk9EUTVPREl5THpFd05URTBNRFF0TVY4NE1EQlhlRGd3TUVnfGY4MzY2NjJhYzU4OTYxNTg1Zjg1NTBkNjA4MmE4YWMyZjUyMGNlNjUzMzIyYWM2OTUzYWFkMDhmNGU2Yzc5MTM,,,,,,https://static.bihr.pro/eBihr/Pictures/FACOM-pictures.zip,Spain Warehouse (Parts)
1051350,891278,EC.32,FACOM,FACOM BITS FOR MALLET REF 891279,Recambio nylon para martillo FACOM 891279 ø32mm,7.70,6.36,5.09,EC.32,2,3926909790,0,1,"Cabeza de nailon de 32 mm, repuesto para maceta Facom.  			Dureza Shore D68. Blanco		  ","Cabeza de nailon de 32 mm, repuesto para maceta Facom.  			Dureza Shore D68. Blanco		  ",TOOLING & WS,TOOLING,TOOLING GENERAL,,28,28,32,32,27,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051350-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAzMTd8aW1hZ2UvanBlZ3xhRFJoTDJneVpDODRPVE0xTVRrd05EazFNall5THpFd05URXpOVEF0TVY4NE1EQlhlRGd3TUVnfGE0NDQwMmVlZjgwYTQ2YmQ4ZDVmZTkzZGI2NWYwMjIzN2QyNTYwYjk5MGEwOGU2M2EwYWM2YWQzMTdjYjJkMmI,,,,,,https://static.bihr.pro/eBihr/Pictures/FACOM-pictures.zip,Spain Warehouse (Parts)
1102719,890816,R.12LA,FACOM,FACOM SOCKET 1/4 12MM LONG 6 POINTS,Vasos largo FACOM OGV 1/4'' 12mm - 6caras,16.84,13.92,11.14,R.12LA,1,8204200000,0,1,"Vasos de 1/4"", perfil OGV�, 6 caras m�tricas.�Acabado cromado brillante. Longitud: 50'5 mm","Vasos de 1/4"", perfil OGV�, 6 caras m�tricas.�Acabado cromado brillante. Longitud: 50'5 mm",TOOLING & WS,TOOLING,TOOLING GENERAL,,13,51,16,50,16,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1102719-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI1ODB8aW1hZ2UvanBlZ3xhRFZoTDJnd05TODVOakV6TmpnME16RXdNRFEyTHpFeE1ESTNNVGt0TVY4NE1EQlhlRGd3TUVnfGIzYjA3OTc3ZjFlODE1Nzk2OWJlYjA1NGNjMTU5ZTEyZDhiYjE0NzI3NDM0MzlkZGIwOTliODBmMTlhOGIzZjQ,,,,,,https://static.bihr.pro/eBihr/Pictures/FACOM-pictures.zip,Spain Warehouse (Parts)
1102682,890855,S.28H,FACOM,FACOM SOCKET 1/2 28CM 6 POINTS,Vasos FACOM OGV 1/2'' 28mm - 6caras,10.20,8.43,6.74,S.28H,1,8204200000,0,1,"Vasos de 1/2"", perfil OGV�, 6 caras m�tricas.�Acabado cromado brillante Longitud: 36, 38 y 44 mm","Vasos de 1/2"", perfil OGV�, 6 caras m�tricas.�Acabado cromado brillante Longitud: 36, 38 y 44 mm",TOOLING & WS,TOOLING,TOOLING GENERAL,,72,171,45,40,40,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1102682-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzE0Mjd8aW1hZ2UvanBlZ3xhR05rTDJnMk1TODVOak15TnpnMk16RTNNelF5THpFeE1ESTJPREl0TVY4NE1EQlhlRGd3TUVnfDFjYjJlNWIyYzE2Y2MyZDdhZDhhZWQzNTMzNzc3NmNkNGQwZWI2MmRjN2VhMTEzZDE2NDM0YjJmYWIwYzIzMmE,,,,,,https://static.bihr.pro/eBihr/Pictures/FACOM-pictures.zip,Spain Warehouse (Parts)
1102753,890089,440.6,FACOM,FACOM COMBI WRENCH 6MM,Llaves mixta FACOM OGV Serie 440 6mm,8.68,7.17,5.74,440.6,1,8204110000,0,1,"Llave mixta, perfil OGV�, serie 467B. Alto nivel de prestaciones mec�nicas y dimensiones reducidas que respetan las normas aeron�uticas.�Acabado en cromo satinado Cabeza de 12 caras con perfil OGV�, inclinada a 15� Cabeza de horquilla inclinada a 15�","Llave mixta, perfil OGV�, serie 467B. Alto nivel de prestaciones mec�nicas y dimensiones reducidas que respetan las normas aeron�uticas.�Acabado en cromo satinado Cabeza de 12 caras con perfil OGV�, inclinada a 15� Cabeza de horquilla inclinada a 15�",TOOLING & WS,TOOLING,TOOLING GENERAL,,35,31,140,25,10,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1102753-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM2Njh8aW1hZ2UvanBlZ3xhRGs1TDJnelppODVOak15T0RFeU5qWXlPREUwTHpFeE1ESTNOVE10TVY4NE1EQlhlRGd3TUVnfDExNGY2ZTg3ZmUwYjE5OGM4NzM5ZWM3N2NjYmVlNzc4MDA3NmVmYjQwMjNiYWRkZWJmY2NjOGZlYWM4YjEyM2U,,,,,,https://static.bihr.pro/eBihr/Pictures/FACOM-pictures.zip,Spain Warehouse (Parts)
1102756,890745,75.6,FACOM,FACOM ANGLED SOCKET WRENCH 6MM 6 POINTS,Llaves de pipa FACOM OGV 6mm - 6caras,10.20,8.43,6.74,75.6,1,8204110000,0,1,"Llave de pipa, abierta, perfil OGV�; muy �til cuando queremos apretar o aflojar con fuerza.�Acabado en cromo satinado Cabeza corta y cabeza larga: 6 caras Cabeza corta abierta para paso de varillas roscadas","Llave de pipa, abierta, perfil OGV�; muy �til cuando queremos apretar o aflojar con fuerza.�Acabado en cromo satinado Cabeza corta y cabeza larga: 6 caras Cabeza corta abierta para paso de varillas roscadas",TOOLING & WS,TOOLING,TOOLING GENERAL,,26,35,105,25,10,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1102756-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ3MjB8aW1hZ2UvanBlZ3xhREF3TDJoaU1DODVOak15T0RFek9EUXlORFl5THpFeE1ESTNOVFl0TVY4NE1EQlhlRGd3TUVnfDc4MDlhN2E4NDkyNjA3ZWUwNWQxOTQ0NGQ0YzMyZjY1NDQ3ODA1OTAwMzVmNmQyNTM3NTgxMTllN2E2MzEyODQ,,,,,,https://static.bihr.pro/eBihr/Pictures/FACOM-pictures.zip,Spain Warehouse (Parts)
1102749,890735,75.17,FACOM,FACOM ANGLEDWRENCH 17MM 6 POINTS,Llaves de pipa FACOM OGV 17mm -  6caras,20.91,17.28,13.82,3148511197103,1,8204110000,0,1,"Llave de pipa, abierta, perfil OGV�; muy �til cuando queremos apretar o aflojar con fuerza.�Acabado en cromo satinado Cabeza corta y cabeza larga: 6 caras Cabeza corta abierta para paso de varillas roscadas","Llave de pipa, abierta, perfil OGV�; muy �til cuando queremos apretar o aflojar con fuerza.�Acabado en cromo satinado Cabeza corta y cabeza larga: 6 caras Cabeza corta abierta para paso de varillas roscadas",TOOLING & WS,TOOLING,TOOLING GENERAL,,314,317,190,55,30,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1102749-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ3MjB8aW1hZ2UvanBlZ3xhRFpsTDJnelpTODVOak15T0RFeE1EZzVPVFV3THpFeE1ESTNORGt0TVY4NE1EQlhlRGd3TUVnfGUwZjk2YWViM2UxOGZmZThiMjYyZTE1ZjE3MDQ3MjliZGY1N2EwODk5YTQ2YTVlNTNmN2VhYzBkODQ1OWY3ZmU,,,,,,https://static.bihr.pro/eBihr/Pictures/FACOM-pictures.zip,Spain Warehouse (Parts)
1102752,890738,75.13,FACOM,FACOM ANGLE SOCKET WRENCH 13MM 6 POINTS,Llaves de pipa FACOM OGV 13mm -  6caras,14.79,12.22,9.78,75.13,1,8204110000,0,1,"Llave de pipa, abierta, perfil OGV�; muy �til cuando queremos apretar o aflojar con fuerza.�Acabado en cromo satinado Cabeza corta y cabeza larga: 6 caras Cabeza corta abierta para paso de varillas roscadas","Llave de pipa, abierta, perfil OGV�; muy �til cuando queremos apretar o aflojar con fuerza.�Acabado en cromo satinado Cabeza corta y cabeza larga: 6 caras Cabeza corta abierta para paso de varillas roscadas",TOOLING & WS,TOOLING,TOOLING GENERAL,,128,174,160,40,20,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1102752-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ3MjB8aW1hZ2UvanBlZ3xhR1k0TDJnek1TODVOak15T0RFeU1qWTVOVGs0THpFeE1ESTNOVEl0TVY4NE1EQlhlRGd3TUVnfDI3MWIzNDM5ZDdkYTQwODRlYzI1YzkzZmEyM2VmNDQ1Y2IxNmZkZDhkY2Y0MTBiN2Y1MmU1ZmJiZDU4YThjMWU,,,,,,https://static.bihr.pro/eBihr/Pictures/FACOM-pictures.zip,Spain Warehouse (Parts)
1102680,890741,75.10,FACOM,FACOM ANGLEDWRENCH 10MM 6 POINTS,Llaves de pipa FACOM OGV 10mm -  6caras,12.75,10.54,8.43,3148511196403,1,8204110000,0,1,"Llave de pipa, abierta, perfil OGV�; muy �til cuando queremos apretar o aflojar con fuerza.�			Acabado en cromo satinado Cabeza corta y cabeza larga: 6 caras Cabeza corta abierta para paso de varillas roscadas","Llave de pipa, abierta, perfil OGV�; muy �til cuando queremos apretar o aflojar con fuerza.�			Acabado en cromo satinado Cabeza corta y cabeza larga: 6 caras Cabeza corta abierta para paso de varillas roscadas",TOOLING & WS,TOOLING,TOOLING GENERAL,,71,92,135,35,15,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1102680-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ3MjB8aW1hZ2UvanBlZ3xhR1k1TDJnd01DODVOak15TnpnMU5UTXdPVEV3THpFeE1ESTJPREF0TVY4NE1EQlhlRGd3TUVnfGIyMzBmZGI3YmY0M2Q1MGVlYjhiMjIzZDU3NzBlYjhjYTgyNGIzMTA4ZTk1YzQwZTYyYTM2YWZlNmY5MTIzYjE,,,,,,https://static.bihr.pro/eBihr/Pictures/FACOM-pictures.zip,Spain Warehouse (Parts)
1102681,890835,S.13H,FACOM,FACOM SOCKET 1/2 13MM 6 POINTS,Vasos FACOM OGV 1/2'' 13mm - 6caras,7.66,6.33,5.06,S.13H,1,8204200000,0,1,"Vasos de 1/2"", perfil OGV�, 6 caras m�tricas.�Acabado cromado brillante Longitud: 36, 38 y 44 mm","Vasos de 1/2"", perfil OGV�, 6 caras m�tricas.�Acabado cromado brillante Longitud: 36, 38 y 44 mm",TOOLING & WS,TOOLING,TOOLING GENERAL,,25,56,40,25,25,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1102681-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzEzODl8aW1hZ2UvanBlZ3xhRGswTDJnd1l5ODVOak15TnpnMU9USTBNVEkyTHpFeE1ESTJPREV0TVY4NE1EQlhlRGd3TUVnfDRjNDdiOTIyOGRhZDIwNTI4OWRjODg2MDVhZDcyODlkMmM1Y2RlNGIwZjljNjQyMzRmOGM1YzM1NzJkYzU4ZDA,,,,,,https://static.bihr.pro/eBihr/Pictures/FACOM-pictures.zip,Spain Warehouse (Parts)
1051383,55000009,NS.3100GPB,FACOM,FACOM IMP WRENCH 1/2''-1600NM,Pistola de impacto FACOM 1/2 1600Nm,522.99,432.22,345.78,3662424091353,1,8467119000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>½” Air FACOM impact wrench, 1600Nm, great power, with a strength stryke function as a hammer.</p><p>3 Position of power settings for screwing, 1 for loosening. The trigger is progressive for a better handling of the speed.</p><p> </p><ul> <li>Maximum torque : 1600Nm</li><li>Rotation (without load) : 7000rpm</li><li>Pressure of use : 6,2bars</li><li>Weight : 2,0kg</li><li>Dimensions : 212x162x75,3mm</li></ul> <p> </p></body> </html>","       ½” Air FACOM impact wrench, 1600Nm, great power, with a strength stryke function as a hammer.3 Position of power settings for screwing, 1 for loosening. The trigger is progressive for a better handling of the speed.  Maximum torque : 1600NmRotation (without load) : 7000rpmPressure of use : 6,2barsWeight : 2,0kgDimensions : 212x162x75,3mm   ",TOOLING & WS,TOOLING,TOOLING GENERAL,,4089,2432,233,195,90,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051383-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzYzNzN8aW1hZ2UvanBlZ3xhR0kyTDJnNFlTODRPVEF5TWpjeE16WTVNalEyTHpFd05URXpPRE10TVY4NE1EQlhlRGd3TUVnfGJkZmY5YzVkMTcwYzZlYWQyMTA5ZWY2YTBkY2QyNzVjNTU4MjVlNjg2OTYzYzY0M2NmZmMwZTNmYmQ1MDdmZWU,https://api.mybihr.com/medias/1051383-2-800Wx800H?context=bWFzdGVyfHJvb3R8Nzc1MDV8aW1hZ2UvanBlZ3xhRGcyTDJnNU1TODRPVEF5TWpjeE5UWTFPRFUwTHpFd05URXpPRE10TWw4NE1EQlhlRGd3TUVnfGZkZTVhNjBkMGYzYjA4YmZkZDgwODYwNGM5NzcyNmQ0ZGYwZjk2NzJmNjRmYjhiMDk0YzJhYjEwMjMyOGQ5ZTI,https://api.mybihr.com/medias/1051383-3-800Wx800H?context=bWFzdGVyfHJvb3R8OTI2NTl8aW1hZ2UvanBlZ3xhRFUzTDJnNU9DODRPVEF5TWpjeE56WXlORFl5THpFd05URXpPRE10TTE4NE1EQlhlRGd3TUVnfGI4MmI3NjY4MWYzYWFkMDBlYzVhZWExNTVjMmE4ZGE5ZDBmZWFjYThmMjU3MGEyNzg5N2U1NjVjM2VlYWIwNTQ,https://api.mybihr.com/medias/1051383-4-800Wx800H?context=bWFzdGVyfHJvb3R8Njg5MDN8aW1hZ2UvanBlZ3xhREUwTDJnNVppODRPVEF5TWpjeE9UVTVNRGN3THpFd05URXpPRE10TkY4NE1EQlhlRGd3TUVnfGM4NDI1YjgyNGMxZGViNGY2ZDk2YzkzZGUxZDg1NWViZWJhNmM5ZmNlYzczMDU2YmY4YjdiYmVmODhlNTlhZTM,https://api.mybihr.com/medias/1051383-5-800Wx800H?context=bWFzdGVyfHJvb3R8NzE5MTB8aW1hZ2UvanBlZ3xhRGhtTDJobFpDODRPVEF5TWpjeU1UVTFOamM0THpFd05URXpPRE10TlY4NE1EQlhlRGd3TUVnfGRlYjEzZDA5YjcwZGQ4NzM0NGExYjZjZjdhOWJkNjNmNmI0YjE4MTg3YmMyNjhiMTI0ZjFiOTUzNzg3OTQ3ZjM,https://api.mybihr.com/medias/1051383-6-800Wx800H?context=bWFzdGVyfHJvb3R8MTA0MjM5fGltYWdlL2pwZWd8YURZd0wyaG1OQzg0T1RBeU1qY3lNelV5TWpnMkx6RXdOVEV6T0RNdE5sODRNREJYZURnd01FZ3xkZmVmZWUxM2QwM2FhYzY5MDcwNjExNjA1ZjQxNjkzODAyYzZmYmUzMTdlMDlmODRhOWY4NjViMzY1ZTVkZWQx,https://static.bihr.pro/eBihr/Pictures/FACOM-pictures.zip,Spain Warehouse (Parts)
1051337,55000019,ATP1X25,FACOM,FACOM SCREWDRIVER 1x100,Destornillador Phillips® FACOM Protwist® PH1 1x25,8.24,6.81,5.45,3662424096518,1,8205400000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}</style> </head> <body> <ul> <li><a id=""_dx_frag_StartFragment""></a>Short round blade and ball handle for use in confined spaces.</li><li>Inline Hardening Process – +50% Tip Life and +100% Bar Strength.</li><li>Handle Material - Softer for more Comfort and still Chemical Resistant.</li><li>Blade "" tri-coating "" treatment (Zinc-Nickel-Chromium) - 4x Corrosion Resistance.</li><li>Handle ‘Channel’ - +10% Torque.</li><li>Laser Marking - gives virtually Permanent Marking.</li><li>CNC tip machining - gives better Screw Fit increasing Torque Transfer and Reducing Wear.<a id=""_dx_frag_EndFragment""></a></li></ul> <p> </p></body> </html>","        Short round blade and ball handle for use in confined spaces.Inline Hardening Process – +50% Tip Life and +100% Bar Strength.Handle Material - Softer for more Comfort and still Chemical Resistant.Blade "" tri-coating "" treatment (Zinc-Nickel-Chromium) - 4x Corrosion Resistance.Handle ‘Channel’ - +10% Torque.Laser Marking - gives virtually Permanent Marking.CNC tip machining - gives better Screw Fit increasing Torque Transfer and Reducing Wear.   ",TOOLING & WS,TOOLING,TOOLING GENERAL,,95,37,80,35,34,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051337-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDEzODZ8aW1hZ2UvanBlZ3xhR1l3TDJnMk1pODRPVE01TlRZd01UUXdPRE13THpFd05URXpNemN0TVY4NE1EQlhlRGd3TUVnfDQ1Yjg0ODlmYTZjOTcxMzhjZWI0NmJlY2Q3OWQ1NTRiMTBmY2VkODMxYmI0MTQyNDllNmUxM2M4ZjNhZDkzNzk,,,,,,https://static.bihr.pro/eBihr/Pictures/FACOM-pictures.zip,Spain Warehouse (Parts)
1051357,892868,JL.161,FACOM,FACOM RATCHET 3/8,"Llave carraca estanco altas prestaciones 3/8"" FACOM",71.21,58.85,47.08,JL.161PB,1,8204200000,0,1,"Trinquete de 3/8"", con mecanismo estanco, ultrarresistente, para una mayor vida útil. No necesita mantenimiento 			Ángulo de recuperación de 5° Longitud: 210 mm","Trinquete de 3/8"", con mecanismo estanco, ultrarresistente, para una mayor vida útil. No necesita mantenimiento 			Ángulo de recuperación de 5° Longitud: 210 mm",TOOLING & WS,TOOLING,TOOLING GENERAL,,528,267,289,63,29,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051357-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTI3MnxpbWFnZS9qcGVnfGFHVTBMMmhqWXk4NE9EWTNOek0wTkRJeE5UTTBMekV3TlRFek5UY3RNVjg0TURCWGVEZ3dNRWd8NjI5MzI4ZGQwNGM3YTkxNTFkMzAzOTRjZmU3NmRlM2YyZmFkZTgxYzUyZjNkOWVhODdiYjRlZDQ4MzZmZmI2Ng,,,,,,https://static.bihr.pro/eBihr/Pictures/FACOM-pictures.zip,Spain Warehouse (Parts)
1051384,891880,PCSNJ4PB,FACOM,FACOM SET OF CIRCLIP PLIERS,Juego de 4 alicates para circlips FACOM,115.14,95.16,76.13,PCSNJ4PB,1,8203200000,0,1,"Kit de alicates para arandelas interiores y exteriores, con bocas rectas.			Mango de PVC antideslizante Alicates exteriores, de 10 a 25 mm, con bocas de 1'3 mm de diámetro Alicates exteriores, de 19 a 60 mm, con bocas de 1'8 mm de diámetro Alicates interiores, de 12 a 25 mm, con bocas de 1'3 mm de diámetro Alicates exteriores, de 19 a 60 mm, con bocas de 1'8 mm de diámetro","Kit de alicates para arandelas interiores y exteriores, con bocas rectas.			Mango de PVC antideslizante Alicates exteriores, de 10 a 25 mm, con bocas de 1'3 mm de diámetro Alicates exteriores, de 19 a 60 mm, con bocas de 1'8 mm de diámetro Alicates interiores, de 12 a 25 mm, con bocas de 1'3 mm de diámetro Alicates exteriores, de 19 a 60 mm, con bocas de 1'8 mm de diámetro",TOOLING & WS,TOOLING,TOOLING GENERAL,,4422,800,335,240,55,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051384-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTg0MzB8aW1hZ2UvanBlZ3xhRFZrTDJnMVpDODRPVEV3TXpnM05UYzJPRFl5THpFd05URXpPRFF0TVY4NE1EQlhlRGd3TUVnfDJmMjNjN2EwMzBiZjE3MGQwNjg2ODQ5MGY4NWY0MjU1NDk0NzY1MmFjMTQ1MDZmOTFmODU2YmE1NDJjYjRmMTU,,,,,,https://static.bihr.pro/eBihr/Pictures/FACOM-pictures.zip,Spain Warehouse (Parts)
1051415,890330,S.232B,FACOM,FACOM ADAPTOR SOCKET CONVERTER,Aumentador FACOM 1/2'' (F) x 3/4'' (M),17.85,14.75,11.80,S.232B,2,8204200000,0,1,"Cuadradillo hembra de 1/2"", y macho de 3/4"" con botón Para adaptar vasos y accesorios 3/4"" Cuadradillo macho equipado con bloqueo de vasos y accesorios Acabado en cromo satinado","Cuadradillo hembra de 1/2"", y macho de 3/4"" con botón Para adaptar vasos y accesorios 3/4"" Cuadradillo macho equipado con bloqueo de vasos y accesorios Acabado en cromo satinado",TOOLING & WS,TOOLING,TOOLING GENERAL,,24,127,45,23,23,,,,,,,,,,,,1/2'' (Hembra) -  3/4'' (Macho),,,https://api.mybihr.com/medias/1051415-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc3NDV8aW1hZ2UvanBlZ3xhRE16TDJneE5DODRPVE01TlRZeE5URTNNRGcyTHpFd05URTBNVFV0TVY4NE1EQlhlRGd3TUVnfDdiMjhhZTEzODMyYzA5YjI5MzBjYzBkMjQ0N2M2MDYyMzNjYzIzMWFiYTVlODYzZDg2ODYwZmU3YmJkZjE5M2Q,,,,,,https://static.bihr.pro/eBihr/Pictures/FACOM-pictures.zip,Spain Warehouse (Parts)
1051416,892867,SL.161PB,FACOM,FACOM RATCHET 1/2,Llave carraca estanco altas prestaciones 1/2'' FACOM,58.77,48.57,38.86,3148519045369,1,8204120000,0,1,"Trinquete de 1/2"""""""""""""""", con mecanismo estanco, ultrarresistente, para una mayor vida útil. No necesita mantenimiento 			Ángulo de recuperación de 5° Longitud: 262 mm""""""""","Trinquete de 1/2"""""""""""""""", con mecanismo estanco, ultrarresistente, para una mayor vida útil. No necesita mantenimiento 			Ángulo de recuperación de 5° Longitud: 262 mm""""""""",TOOLING & WS,TOOLING,TOOLING GENERAL,,916,496,339,73,37,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051416-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTkwMnxpbWFnZS9qcGVnfGFEQmxMMmd4TlM4NE9UVXpPVEEwTWpBeE56VTRMekV3TlRFME1UWXRNVjg0TURCWGVEZ3dNRWd8YmQ4NGIxMDc5OTAwMTE0NTUxZGNiYmQ3NzMzYWYzMWNiNDM1YTY3MjEzOGMyYzU3MTMwOTQ3NDg3YjA4NGM4NQ,,,,,,https://static.bihr.pro/eBihr/Pictures/FACOM-pictures.zip,Spain Warehouse (Parts)
1051308,892852,212.E40,FACOM,FACOM BITS FOR REF 891786,Recambio nylon para martillo FACOM 891786 ø40mm,22.46,18.56,14.85,212.E40,2,3926909790,0,1,Cabezas especiales de nailon de dureza Shore D. 74 +-5 para maceta de goma 891786.,Cabezas especiales de nailon de dureza Shore D. 74 +-5 para maceta de goma 891786.,TOOLING & WS,TOOLING,TOOLING GENERAL,,111,34,55,63,32,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051308-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTg1NDZ8aW1hZ2UvanBlZ3xhRGc0TDJnME5pODRPVFV6T0RZNU5EWTNOamM0THpFd05URXpNRGd0TVY4NE1EQlhlRGd3TUVnfDI0MzFjNTE0ZGUxYWU4Y2ZkNGFiODk2OWZhNTNiZDBhNTczOGI3OTdkNTRiZjQ1NWE0ZGI1MWU5NTAyN2MzZmI,,,,,,https://static.bihr.pro/eBihr/Pictures/FACOM-pictures.zip,Spain Warehouse (Parts)
1051312,893181,245.J1A,FACOM,FACOM SET OF HOLLOW PUNCH,Caja sacabocados FACOM ø3-30mm,324.59,268.26,214.61,3148519333374,2,8205598000,0,1,"Estuche portapiezas, perfecto para trabajar con juntas redondas.			Estuche con recortadores de 3 a 30 mm de diámetro Compás: De 56 a 330 mm de diámetro""""""""","Estuche portapiezas, perfecto para trabajar con juntas redondas.			Estuche con recortadores de 3 a 30 mm de diámetro Compás: De 56 a 330 mm de diámetro""""""""",TOOLING & WS,TOOLING,TOOLING GENERAL,,4169,1376,332,172,73,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051312-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTEzNzU3fGltYWdlL2pwZWd8YURVeEwyZzFNUzg0T0RjME5EQTBNemd3TnpBeUx6RXdOVEV6TVRJdE1WODRNREJYZURnd01FZ3wwY2Y5NTg5YWYxMTA4MDkxOTkwNDBkNDlhNzY0NTQ0NjU1Y2Y5MDhjZjEzOGNiMzc5MWQ0MTQxN2VhYWY0ODdk,,,,,,https://static.bihr.pro/eBihr/Pictures/FACOM-pictures.zip,France Warehouse (Parts)
1102689,890743,75.8,FACOM,FACOM ANGLED SOCKET WRENCH 8MM 6 POINTS,Llaves de pipa FACOM OGV 8mm -  6caras,11.23,9.28,7.42,75.8,1,8204110000,0,1,"Llave de pipa, abierta, perfil OGV�; muy �til cuando queremos apretar o aflojar con fuerza.�Acabado en cromo satinado Cabeza corta y cabeza larga: 6 caras Cabeza corta abierta para paso de varillas roscadas","Llave de pipa, abierta, perfil OGV�; muy �til cuando queremos apretar o aflojar con fuerza.�Acabado en cromo satinado Cabeza corta y cabeza larga: 6 caras Cabeza corta abierta para paso de varillas roscadas",TOOLING & WS,TOOLING,TOOLING GENERAL,,54,62,120,30,15,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1102689-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ3MjB8aW1hZ2UvanBlZ3xhRGRpTDJnMllTODVOak15TnpnNU1EWTVPRFUwTHpFeE1ESTJPRGt0TVY4NE1EQlhlRGd3TUVnfGFkMzE4MDg5NDM2YjVhMjg0NTA3NTdhYWIxZGNjOTMxNzg0NTMwYzkzODAyODNiNjJmYjQxYmI3OGI0NmUzNWY,,,,,,https://static.bihr.pro/eBihr/Pictures/FACOM-pictures.zip,Spain Warehouse (Parts)
