PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Cantidad de dientes,V-Color,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Color,Composición,Número de dientes de la corona,Número de dientes del piñón,Paso de cadena,Tipo,Tipo de corona,Tipo de piñón,Versión de corona,Versión de piñón,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,DeliveryPlant
1077766001,46000173,585 15 18NC,PBR,"PBR FR SPROC 520 STEEL ST 585, 15",Piñón PBR acero estándar 585 - 520,14.65,12.11,7.27,585.15.18NC,4,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Race experience</p><p> </p><p>Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.</p><p> </p><ul> <li>High quality steel alloy 18NCD5</li><li>High wear resistance </li><li>Reduces frictions </li><li>High precision manufacturing </li></ul> </body> </html>","       Race experience Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.  High quality steel alloy 18NCD5High wear resistance Reduces frictions High precision manufacturing   ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,15 dientes,,93,174,80,83,14,,Acero,,15,520,,,,,Estándar,https://api.mybihr.com/medias/1077766001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzA2MTR8aW1hZ2UvanBlZ3xhRFl6TDJnME1TODRPVGMyT1RjNU5ESTNNelU0THpFd056YzNOall3TURFdE1WODRNREJYZURnd01FZ3xhNDBhYzI1OGJlNWQzMmQ5N2ViNzhkZTlkY2RkMGYyZmJjZTkxZmQ1OWY2MGU5NzAyZmQ1ZTUzOTAzNTU3NTQ4,https://api.mybihr.com/medias/800Wx800H-1077766001-2.jpg?context=bWFzdGVyfHJvb3R8MzIyODg3fGltYWdlL2pwZWd8YUdWbEwyaGhaUzgyTkRFM056TXdOVEUxTnpZMk1pODRNREJYZURnd01FaGZNVEEzTnpjMk5qQXdNUzB5TG1wd1p3fDUxOWU3ZTAwOWFjYjJmNTA3MWVhMWZhNDFlYmJkYzYyMWMyNGYxN2IxMTcxOTlkNzhlM2UyZTBkN2Y0ZmM1Y2Q,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1077769002,464700514,7005 14 18NC,PBR,"PBR FR SPROC 420 STEEL ST 7005, 14",Piñón PBR acero estándar 7005 - 420,16.41,13.56,8.14,7005.14.18NC,4,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Race experience</p><p> </p><p>Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.</p><p> </p><ul> <li>High quality steel alloy 18NCD5</li><li>High wear resistance </li><li>Reduces frictions </li><li>High precision manufacturing </li></ul> </body> </html>","       Race experience Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.  High quality steel alloy 18NCD5High wear resistance Reduces frictions High precision manufacturing   ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,14 dientes,,49,102,68,60,12,,Acero,,14,420,,,,,Estándar,https://api.mybihr.com/medias/1077769002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjkxNzB8aW1hZ2UvanBlZ3xhR001TDJoa1l5ODRPVGMyT1Rnd05qQTNNREEyTHpFd056YzNOamt3TURJdE1WODRNREJYZURnd01FZ3wxOTA0NmRmMjMyYzMxYzQ5OTRhYjY1YWY5OWVjMzI5ZTdjZTcxZmQ1MDdkZjQxN2JhYWE4NGU4MjhjNGRiNzMz,https://api.mybihr.com/medias/800Wx800H-1077769002-2.jpg?context=bWFzdGVyfHJvb3R8MzIyODg3fGltYWdlL2pwZWd8YUdFeUwyZzJNaTgyTkRFM056TXdOemt4TURFM05DODRNREJYZURnd01FaGZNVEEzTnpjMk9UQXdNaTB5TG1wd1p3fDU4MDE2OTU3M2Y2MTA3M2E5ZDQ4ZjMxYjkzOWM5ZmFlNTAzMDA2N2M4YzE5Y2FhYjUxODI3Nzc5NDExNzM2ODQ,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1077769001,464700512,7005 12 18NC,PBR,"PBR FR SPROC 420 STEEL ST 7005, 12",Piñón PBR acero estándar 7005 - 420,16.41,13.56,8.14,7005.12.18NC,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Race experience</p><p> </p><p>Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.</p><p> </p><ul> <li>High quality steel alloy 18NCD5</li><li>High wear resistance </li><li>Reduces frictions </li><li>High precision manufacturing </li></ul> </body> </html>","       Race experience Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.  High quality steel alloy 18NCD5High wear resistance Reduces frictions High precision manufacturing   ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,12 dientes,,96,78,80,80,15,,Acero,,12,420,,,,,Estándar,https://api.mybihr.com/medias/1077769001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjkxNzB8aW1hZ2UvanBlZ3xhRGRrTDJnME55ODRPVFkzTmpjMk1EQXlNek0wTHpFd056YzNOamt3TURFdE1WODRNREJYZURnd01FZ3xjMGU2Zjc0ODY5YTdiOGE2YzY1N2JiMjcwZWYxNzIzMGFiZTNlYmUxMTQwYWYzYzk3ZTNkNzQwOWM1OTJkZDVj,https://api.mybihr.com/medias/800Wx800H-1077769001-2.jpg?context=bWFzdGVyfHJvb3R8MzIyODg3fGltYWdlL2pwZWd8YURRekwyZzNNQzgyTkRFM056TXdOelV4TmprMU9DODRNREJYZURnd01FaGZNVEEzTnpjMk9UQXdNUzB5TG1wd1p3fDQ2NGVlNGE0OTI5ZGIxZDk5MDI2MzUwYjAxNDU3NGFmNTFlZWVmOTM4Mzk1MWUxYzFkYThiY2ViNzZkZGUwY2E,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1077769004,,7005 15 18NC,PBR,"PBR FR SPROC 420 STEEL ST 7005, 15",Piñón PBR acero estándar 7005 - 420,16.11,13.31,7.99,7005.15.18NC,0,8714109090,0,1,"<p>Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.</p>
<ul>
<li>High quality steel alloy 18NCD5</li>
<li>High wear resistance</li>
<li>Reduces frictions</li>
<li>High precision manufacturing</li>
</ul>","
Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.

High quality steel alloy 18NCD5
High wear resistance
Reduces frictions
High precision manufacturing
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,15 dientes,,52,122,84,62,10,,Acero,,15,420,,,,,Estándar,https://api.mybihr.com/medias/1077769004-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjU2NDF8aW1hZ2UvanBlZ3xhR1kwTDJnNE5DOHhNVGd3TkRRME9EVXlNakkzTUM4eE1EYzNOelk1TURBMExURmZPREF3VjNnNE1EQkl8MWFmMGQ5MGNiMTY1M2ZhZWJkZDI4MmQ4N2ZkMDQ3YTNhMTk5ZDE2N2E3YjUxNTE3NzQ1ZGU1ODUxNzM3ZmM0Yw,https://api.mybihr.com/medias/1077769004-2-800Wx800H?context=bWFzdGVyfHJvb3R8NjU2NDF8aW1hZ2UvanBlZ3xhRFkwTDJnMU1pOHhNVGd3TkRnNE16UTRORGN3TWk4eE1EYzNOelk1TURBMExUSmZPREF3VjNnNE1EQkl8OTFiNTczMjU4MWMzMzBkMDJmMzExOTQzNGU0YTQ0ZTUyZjU2YWJmZGE0MjY4M2Y1YjczOWQxNGZmMmQ3NzQ2Ng,https://api.mybihr.com/medias/800Wx800H-1077769004-3.jpg?context=bWFzdGVyfHJvb3R8MzIyODg3fGltYWdlL2pwZWd8YURKakwyZ3dNaTgyTkRFM056TXdPRFk1TmpZd05pODRNREJYZURnd01FaGZNVEEzTnpjMk9UQXdOQzB6TG1wd1p3fDJhZDIxYjcyNjM2NWEyOTY2MTJiZTFlOWUxMzU1ZTg2Mzg0ZDY4YzFjMGZiNWYwOWI4MzEzZWRhZDcxOTkxZTY,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1077769003,,7005 13 18NC,PBR,"PBR FR SPROC 420 STEEL ST 7005, 13",Piñón PBR acero estándar 7005 - 420,16.04,13.26,7.96,7005.13.18NC,0,8714109090,0,1,"<p>Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.</p>
<ul>
<li>High quality steel alloy 18NCD5</li>
<li>High wear resistance</li>
<li>Reduces frictions</li>
<li>High precision manufacturing</li>
</ul>","
Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.

High quality steel alloy 18NCD5
High wear resistance
Reduces frictions
High precision manufacturing
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,13 dientes,,54,87,60,60,15,,Acero,,13,420,,,,,Estándar,https://api.mybihr.com/medias/1077769003-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjU2NDF8aW1hZ2UvanBlZ3xhREl6TDJnM1pTOHhNVGd3TkRRME9ETXlOVFkyTWk4eE1EYzNOelk1TURBekxURmZPREF3VjNnNE1EQkl8Mjk5NmRmZGM1Zjg3MTFkNjc1NzQ0Njc2ZDI3ZTRkYWQ3MjYyNjIxYWY2MmEzZDdlNmZmNjhlZDEwMjY4ZTEwYw,https://api.mybihr.com/medias/1077769003-2-800Wx800H?context=bWFzdGVyfHJvb3R8NjU2NDF8aW1hZ2UvanBlZ3xhR1EyTDJnME5DOHhNVGd3TkRnNE16QTVNVFE0Tmk4eE1EYzNOelk1TURBekxUSmZPREF3VjNnNE1EQkl8M2ZiYTZjOTM1MjQxMTQxYmYzM2VlYWZjOTExYjhkNTVjY2Q2MjZiODBjMzE1NzQ2ZTI5NmQ2MTVlZjExNDNlZA,https://api.mybihr.com/medias/800Wx800H-1077769003-3.jpg?context=bWFzdGVyfHJvb3R8MzIyODg3fGltYWdlL2pwZWd8YURZNUwyZ3daQzgyTkRFM056TXdPRE13TXpNNU1DODRNREJYZURnd01FaGZNVEEzTnpjMk9UQXdNeTB6TG1wd1p3fDg4MGU2MzVhMmE5OWMzZWE3NjUxMWNmZGZiZWRlOTIzNzA4OWNjNDg3YjM3OTEwZjQ4Y2E4OTVjMjVmNmM3NGQ,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1077780002,46000217,799 15 18NC,PBR,"PBR FR SPROC 428 STEEL ST 799, 15",Piñón PBR acero estándar 799 - 428,17.04,14.08,8.45,799.15.18NC,15,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Race experience</p><p> </p><p>Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.</p><p> </p><ul> <li>High quality steel alloy 18NCD5</li><li>High wear resistance </li><li>Reduces frictions </li><li>High precision manufacturing </li></ul> </body> </html>","       Race experience Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.  High quality steel alloy 18NCD5High wear resistance Reduces frictions High precision manufacturing   ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,15 dientes,,77,117,64,63,19,,Acero,,15,428,,,,,Estándar,https://api.mybihr.com/medias/1077780002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzEzNzN8aW1hZ2UvanBlZ3xhR1U0TDJnNE1DODRPVGMyT1RnME5UTTVNVFkyTHpFd056YzNPREF3TURJdE1WODRNREJYZURnd01FZ3xjYmNlYTc5YmU4NTgzZjI1MTY1Y2VjMmI1MjM1M2VmMDljMDFjODM4YTFiZjAxMzBjM2JjYzk0YTk2ZmUxODg5,https://api.mybihr.com/medias/800Wx800H-1077780002-2.jpg?context=bWFzdGVyfHJvb3R8MzIyODg3fGltYWdlL2pwZWd8YURka0wyZ3pZUzgyTkRFM056TXlNREE1T1RnM01DODRNREJYZURnd01FaGZNVEEzTnpjNE1EQXdNaTB5TG1wd1p3fGVmMTM2ZTgxNmZkMGEyMWE0ZjA3OTZiMDNlMGQyNzg0Y2MzZWM3Yjk2YzRhYzZkNjRlMDlmMjAyNjVkOWQzNzY,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1077780001,46000218,799 14 18NC,PBR,"PBR FR SPROC 428 STEEL ST 799, 14",Piñón PBR acero estándar 799 - 428,16.47,13.61,8.17,799.14.18NC,4,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Race experience</p><p> </p><p>Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.</p><p> </p><ul> <li>High quality steel alloy 18NCD5</li><li>High wear resistance </li><li>Reduces frictions </li><li>High precision manufacturing </li></ul> </body> </html>","       Race experience Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.  High quality steel alloy 18NCD5High wear resistance Reduces frictions High precision manufacturing   ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,14 dientes,,54,102,60,60,15,,Acero,,14,428,,,,,Estándar,https://api.mybihr.com/medias/1077780001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzEzNzN8aW1hZ2UvanBlZ3xhREppTDJnM1lTODRPVGMyT1RnME16UXlOVFU0THpFd056YzNPREF3TURFdE1WODRNREJYZURnd01FZ3wxM2YwNzg3ZTgxMjRlZjhkM2VlZTFiNmVlYmFhM2RjM2I4YjBjY2M2ZmJkY2U5NzZlZjE4OTM2NDEzZjEyM2Jl,https://api.mybihr.com/medias/800Wx800H-1077780001-2.jpg?context=bWFzdGVyfHJvb3R8MzIyODg3fGltYWdlL2pwZWd8YURNeEwyaGpOaTgyTkRFM056TXhPVGN3TmpZMU5DODRNREJYZURnd01FaGZNVEEzTnpjNE1EQXdNUzB5TG1wd1p3fDY4NTIxZTY3ZTYwNWFiMTlhYjc0ODlkYmIwYjA4NWU5ZDA4OWM4YTRjMWVjZDk5ODk0YTY3Nzk3MjNhYWJiOGI,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1077780003,,799 13 18NC,PBR,"PBR FR SPROC 428 STEEL ST 799, 13",Piñón PBR acero estándar 799 - 428,16.47,13.61,8.17,799.13.18NC,0,8714109090,0,1,"<p>Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.</p>
<ul>
<li>High quality steel alloy 18NCD5</li>
<li>High wear resistance</li>
<li>Reduces frictions</li>
<li>High precision manufacturing</li>
</ul>","
Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.

High quality steel alloy 18NCD5
High wear resistance
Reduces frictions
High precision manufacturing
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,13 dientes,,64,104,67,53,18,,Acero,,13,428,,,,,Estándar,https://api.mybihr.com/medias/1077780003-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njc4NzV8aW1hZ2UvanBlZ3xhRGhoTDJobFpTOHhNVGd3TkRRME9UVXdOVE14TUM4eE1EYzNOemd3TURBekxURmZPREF3VjNnNE1EQkl8YTkzMzE1MjllNGViM2FlOTczMjIzZWU0OTc4MGViOGMxMGJkN2VjYjkwOGYxODM4MmJiZjBiZTIzZWIxNzRiMA,https://api.mybihr.com/medias/1077780003-2-800Wx800H?context=bWFzdGVyfHJvb3R8Njc4NzV8aW1hZ2UvanBlZ3xhREpoTDJnM1lpOHhNVGd3TkRrNE16YzFORGM0TWk4eE1EYzNOemd3TURBekxUSmZPREF3VjNnNE1EQkl8NjBkMzI5YzgyODI0YmI2N2IyMGMwMDcxYTZmN2MxMDU5YTI1MWZmZDAwZDQ3NjlmODViZmY1ZTZhMDFjNTE3YQ,https://api.mybihr.com/medias/800Wx800H-1077780003-3.jpg?context=bWFzdGVyfHJvb3R8MzIyODg3fGltYWdlL2pwZWd8YURGbEwyZzBPQzgyTkRFM056TXlNRFE1TXpBNE5pODRNREJYZURnd01FaGZNVEEzTnpjNE1EQXdNeTB6TG1wd1p3fDE4MTI5NTJmYmI4NmRkOTZkNTVlMmI1MjA0ZTI1NDMyMjIwY2U2ZTQ5N2M4OTYzYmZiYzIzZWQ0MDA5ZjZiZjM,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1077595001,4080001116,2172G 16 18NC,PBR,"PBR FR SPROC 520 STEEL NFR 2172, 16",Piñón PBR acero con goma anti-ruido 2172 - 520,55.09,45.53,27.32,2172G.16.18.NC,4,8714109090,0,1,"<p>PBR ha puesto a punto una l&iacute;nea completamente nueva de pi&ntilde;ones de acero RSS (Rubber Sprocket System):</p><p>&nbsp;</p><ul><li>Niveles sumamente altos de solidez</li><li>Suavidad</li><li>Un silencio absoluto gracias a la inyecci&oacute;n de goma en los orificios del pi&ntilde;&oacute;n. Gracias a esta soluci&oacute;n, la goma resiste durante mucho tiempo y evita as&iacute; problemas de despegado.</li><li>Fiabilidad en uso intensivo, incluso despu&eacute;s de muchos kil&oacute;metros</li><li>Disponible para cualquier veh&iacute;culo deportivo de carretera y off-road de cilindrada grande.</li></ul>","
PBR ha puesto a punto una línea completamente nueva de piñones de acero RSS (Rubber Sprocket System):
 Niveles sumamente altos de solidezSuavidadUn silencio absoluto gracias a la inyección de goma en los orificios del piñón. Gracias a esta solución, la goma resiste durante mucho tiempo y evita así problemas de despegado.Fiabilidad en uso intensivo, incluso después de muchos kilómetrosDisponible para cualquier vehículo deportivo de carretera y off-road de cilindrada grande.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,16 dientes,,206,248,100,86,24,,Acero,,16,520,,,,,Con goma,https://api.mybihr.com/medias/800Wx800H-1077595001-1.jpg?context=bWFzdGVyfHJvb3R8ODE4MTR8aW1hZ2UvanBlZ3xhRGxpTDJnM1lpOHhNREExTmpVeE5EZ3lNemM0TlRRdk9EQXdWM2c0TURCSVh6RXdOemMxT1RVd01ERXRNUzVxY0djfDQ5NzY5MGYyOTNkZWMzNDhmZjMyZjA0NjdkYjY4ZmM0ODQ5ODgyNjg4NDExMDFjMDk2MWYzOGI0M2U4YjAyNjE,https://api.mybihr.com/medias/800Wx800H-1077595001-2.jpg?context=bWFzdGVyfHJvb3R8MjEyNTk5fGltYWdlL2pwZWd8YUdGbUwyZzNZaTh4TURBMU5qVXhOVEU0TnpVeE1ESXZPREF3VjNnNE1EQklYekV3TnpjMU9UVXdNREV0TWk1cWNHY3xkNjFjNWUyNDM2Yzg3MTY3OWVmMmU0Yzc3MzA3MjE5YzRkYTViZmYzNzE5MzAxOTljYzE0NjllYmQ3NjE3NTY5,https://api.mybihr.com/medias/1077595001-3-800Wx800H?context=bWFzdGVyfHJvb3R8NzE5Mjd8aW1hZ2UvanBlZ3xhRFJsTDJneFppODRPVGMyT0RZd09UTTRNamN3THpFd056YzFPVFV3TURFdE0xODRNREJYZURnd01FZ3xiNmVmOTkwM2U2YmY3YTgzMzE5NTIzMzM2MGM5YTQ0OWRjMWJkMGQyZGY2ZTI4ZDQ4NzEwZTgzYWRhMmVhMDcz,https://api.mybihr.com/medias/800Wx800H-1077595001-4.jpg?context=bWFzdGVyfHJvb3R8MzQxMjI2fGltYWdlL2pwZWd8YURZNUwyaGpNUzgyTkRFM05qY3dPRGszTmpZM01DODRNREJYZURnd01FaGZNVEEzTnpVNU5UQXdNUzAwTG1wd1p3fDRhNWYwOWZhMzc2ZjZkYjZlNTQ5MTg2YjBlMWYyNjU4NzNjYTk1M2IwYjMzODVhMzk5ZGNkNWQ2MzRmMWU5MmI,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1077604003,46000219,2192 16 18NC,PBR,"PBR FR SPROC 520 STEEL ST 2192, 16",Piñón PBR acero estándar 2192 - 520,41.31,34.14,20.48,2192.16.18NC,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_dx_frag_StartFragment""></a>PBR is an Italian manufacturer of high-performance parts for motorcycles and quads that conducts most of its R&D in collaboration with teams engaged in competitive motorcycling. </p><p> </p><ul> <li>Racing sprocket </li><li>Very strict manufacturing process </li><li>Use of superior quality raw materials<a id=""_dx_frag_EndFragment""></a></li></ul> </body> </html>","       PBR is an Italian manufacturer of high-performance parts for motorcycles and quads that conducts most of its R&D in collaboration with teams engaged in competitive motorcycling.   Racing sprocket Very strict manufacturing process Use of superior quality raw materials  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,16 dientes,,96,137,88,91,12,,Acero,,16,520,,,,,Estándar,https://api.mybihr.com/medias/1077604003-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODQzMDB8aW1hZ2UvanBlZ3xhREV3TDJneE9TODRPVGMyT0RZMU1qazJOREUwTHpFd056YzJNRFF3TURNdE1WODRNREJYZURnd01FZ3xlMzI4OWU2Y2Q1NDI0MmJkNTNlZmUyODNiNzRkNjczNmE1MDQ3MTFjZGNhM2FiMGNlZGZiY2UxNjg4NWVkNDc5,https://api.mybihr.com/medias/800Wx800H-1077604003-2.jpg?context=bWFzdGVyfHJvb3R8MzIyODg3fGltYWdlL2pwZWd8YURneUwyaGlaUzgyTkRFM05qZzBOemt4TWprNU1DODRNREJYZURnd01FaGZNVEEzTnpZd05EQXdNeTB5TG1wd1p3fDkyOTZlYzhhNTVkMDAxZGZkNDYwMDUxZTQ2ZjVkNDgzYjU3N2U1YzY4OGQyMWM2ZDlmODhmMjVlZDVjNTE2ZDM,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1077604004,46000277,2192 17 18NC,PBR,"PBR FR SPROC 520 STEEL ST 2192, 17",Piñón PBR acero estándar 2192 - 520,41.04,33.92,20.35,2192.17.18NC,3,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_dx_frag_StartFragment""></a>PBR is an Italian manufacturer of high-performance parts for motorcycles and quads that conducts most of its R&D in collaboration with teams engaged in competitive motorcycling. </p><p> </p><ul> <li>Racing sprocket </li><li>Very strict manufacturing process </li><li>Use of superior quality raw materials<a id=""_dx_frag_EndFragment""></a></li></ul> </body> </html>","       PBR is an Italian manufacturer of high-performance parts for motorcycles and quads that conducts most of its R&D in collaboration with teams engaged in competitive motorcycling.   Racing sprocket Very strict manufacturing process Use of superior quality raw materials  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,17 dientes,,136,182,93,86,17,,Acero,,17,520,,,,,Estándar,https://api.mybihr.com/medias/1077604004-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTU2NDZ8aW1hZ2UvanBlZ3xhR1V4TDJneFppODRPVGMyT0RZMU5Ea3pNREl5THpFd056YzJNRFF3TURRdE1WODRNREJYZURnd01FZ3wyMTM4ZDI0NzUxM2JhMjEwNzQ0ZDg4YTU5ZDRjYTczYzRlOTkyYzNhMjljODA0NjYzZjU1M2M2YTMzYjUxNjY1,https://api.mybihr.com/medias/800Wx800H-1077604004-2.jpg?context=bWFzdGVyfHJvb3R8MzIyODg3fGltYWdlL2pwZWd8YURRMEwyaGxZeTgyTkRFM05qZzBPRE13TmpJd05pODRNREJYZURnd01FaGZNVEEzTnpZd05EQXdOQzB5TG1wd1p3fDU4ZTMxZTBjNGY3M2E1YWNlMTEzYmY0NWMxMzhjMGQ0Mzk2YzRlY2Q4ZGM2MWU5NzdiMTgxMmExMjZiN2JkOWM,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
