PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Brake type,V-Color,V-Colores,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Color,Composición,Construcción,Depósito,Diámetro exterior (mm),Diámetro int/ext (mm/mm),Diámetro Ø (mm),Distancia entre centros,Fabricación,Forma de disco de freno,Homologación,Número de orificios,Número de pistones,Posición,Tipo,Tipo de disco,Tipo de pastilla de freno,Uso,Picture1,Picture2,Picture3,Picture4,Picture5,AllPicturesZIP,DeliveryPlant
1048099,,KT6LGBLI,BERINGER,BERNG TRACE KIT AERONAL KT6LGBLI,Disco de freno BERINGER Aeronal redondo flotante - azul,411.40,340.00,255.00,KT6LGBLI,1,8714949090,0,1,"<p>Beringer has developed a range of floating discs that ensure at all times an effective and constant braking. The use of a narrow rotor and an aluminium alloy hub results in a weight saving of 20%. These discs are designed for direct mounting on the wheel, instead of the original.</p>
<ul>
<li>Rotor: Cast iron or stainless steel</li>
<li>Hub: flat or offset</li>
<li>Average weight: 1550g with stainless steel rotor and 1440g with cast iron rotor.</li>
</ul>","
Beringer has developed a range of floating discs that ensure at all times an effective and constant braking. The use of a narrow rotor and an aluminium alloy hub results in a weight saving of 20%. These discs are designed for direct mounting on the wheel, instead of the original.

Rotor: Cast iron or stainless steel
Hub: flat or offset
Average weight: 1550g with stainless steel rotor and 1440g with cast iron rotor.
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE DISC,,,,3884,1161,369,363,29,,,,,,,,,,Redondo,,,,,,Flotante,,,https://api.mybihr.com/medias/1048099-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTgwMTJ8aW1hZ2UvanBlZ3xhRFF6TDJnMk9DODRPVEkzTlRVMk9USTNOVEU0THpFd05EZ3dPVGt0TVY4NE1EQlhlRGd3TUVnfDVmNTYyYjhlYzdiNTc0NTQ0NTUyMjk4M2U2MWQ3ZmIzNDNkNzdhZjI5ZDk3YTQ0OGQwOTNjZDYyYjMwZTE3NTg,https://api.mybihr.com/medias/1048099-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTMyNjk0fGltYWdlL2pwZWd8YUdKbUwyaGlOaTg0T1RJM05UVTNNVEkwTVRJMkx6RXdORGd3T1RrdE1sODRNREJYZURnd01FZ3xjODM5MTE2NzYxYTZmMmNkMjAyMTFhYjZkYzkwYzdkMmMzMWFhYmI4NzZlOTkyZTYyZjdmOTE4Y2E3YTUyYTNh,https://api.mybihr.com/medias/1048099-3-800Wx800H?context=bWFzdGVyfHJvb3R8ODAxMTJ8aW1hZ2UvanBlZ3xhRGhtTDJoaVpDODRPVEkzTlRVM016SXdOek0wTHpFd05EZ3dPVGt0TTE4NE1EQlhlRGd3TUVnfDUzM2JiNzk0ODg3OThhZTU0MTNkYjkyNjAyY2EyZDdlODgwYjZiMzAxOGJmYTIwNGE4MWZlNTBmZjBiNDYzZGI,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,France Warehouse (Parts)
1026086,S13LGRF,S13LGRF,BERINGER,BERNG BRAKE DISC AERONAL S13LGRF,Disco de freno BERINGER Aeronal redondo flotante - rojo,605.00,500.00,150.00,S13LGRF,3,8714949090,0,1,"<p>Beringer has developed a range of floating discs that ensure at all times an effective and constant braking. The use of a narrow rotor and an aluminium alloy hub results in a weight saving of 20%. These discs are designed for direct mounting on the wheel, instead of the original.</p>
<ul>
<li>Rotor: Cast iron or stainless steel</li>
<li>Hub: flat or offset</li>
<li>Average weight: 1550g with stainless steel rotor and 1440g with cast iron rotor.</li>
</ul>","
Beringer has developed a range of floating discs that ensure at all times an effective and constant braking. The use of a narrow rotor and an aluminium alloy hub results in a weight saving of 20%. These discs are designed for direct mounting on the wheel, instead of the original.

Rotor: Cast iron or stainless steel
Hub: flat or offset
Average weight: 1550g with stainless steel rotor and 1440g with cast iron rotor.
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE DISC,,,,4310,2181,366,368,32,,,,,,,,,,Redondo,,,,,,Flotante,,,https://api.mybihr.com/medias/1026086-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjcxNzg1fGltYWdlL2pwZWd8YUdZekwyaGxPUzg0T0RZeE5qTXhNVGcwT1RJMkx6RXdNall3T0RZdE1WODRNREJYZURnd01FZ3w1NDk0ZjlmYWRlNWJmYjNkYjQ0MWYwNDdiN2M1Y2IxNDQxZTFmMDlmNjFjNDE5NWZhNWJjZWZiOWE2ODQ4Yzcx,https://api.mybihr.com/medias/1026086-2-800Wx800H?context=bWFzdGVyfHJvb3R8MjQzMzU4fGltYWdlL2pwZWd8YURneEwyaG1OeTg0T0RZeE5qTXhOVGM0TVRReUx6RXdNall3T0RZdE1sODRNREJYZURnd01FZ3wyYmE4NDk1ZGQ1NDBhY2NkOWExMzRmMGE0Njc2YjNjNTZkZWM0MjAyNjJmMWFjZTRlMjZjZjEzYTI1MGNkMWJi,https://api.mybihr.com/medias/1026086-3-800Wx800H?context=bWFzdGVyfHJvb3R8MTkxMDczfGltYWdlL2pwZWd8YUdSbEwyaG1ZUzg0T0RZeE5qTXhPVGN4TXpVNEx6RXdNall3T0RZdE0xODRNREJYZURnd01FZ3xmYmZhMmFkMzEzZmQ2YjM3N2NmZmQ1MzNiNjM4NjBhZTNhZjExZWEwNDczYThmYjdhZDUyZWUzYjQyYWE2NjY2,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1031979,Y1DDRI,Y1DDRI,BERINGER,BERNG BRAKE DISC AERONAL Y1DDRI,Disco de freno BERINGER Aeronal redondo flotante - rojo,484.00,400.00,320.00,Y1DDRI,5,8714949090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE DISC,,,,3709,894,368,240,42,,,,,,,,,,Redondo,,,,,,Flotante,,,https://api.mybihr.com/medias/1031979-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjgzMjh8aW1hZ2UvanBlZ3xhRFZsTDJnMk5DOHhOVFF5TXpVek16STFNall6T0M4eE1ETXhPVGM1TFRGZk9EQXdWM2c0TURCSXxkNzBiOGU3YjQzMTExMTYxYzE2MzZiMjc1ODZjNWU5NjgxOWU2YTkyOWM3OGJiNGQxZmM1MTkzYTljODE5YzEy,,,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1030661,S18LDGF,S18LDGF,BERINGER,BERNG BRAKE DISC AERONAL S18LDGF,Disco de freno BERINGER Aeronal redondo flotante - oro,375.10,310.00,93.00,S18LDGF,2,8714949090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE DISC,,,,2592,2008,360,360,20,,,,,,,,,,Redondo,,,,,,Flotante,,,https://api.mybihr.com/medias/1030661-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTk2NjB8aW1hZ2UvanBlZ3xhR001TDJnNFppOHhOVFF5TWpRMk1qa3hPRFk0Tmk4eE1ETXdOall4TFRGZk9EQXdWM2c0TURCSXw0YjBiNTE0M2U1YTUyNmMzYThjNjFiNzRkZDQ0OGNjZWQ3ODAwZjk0MzZkYWU0YWE0ZWI4MGRkZDRjNmU5ZDQ4,,,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1030493,S14LGGF,S14LGGF,BERINGER,BERNG BRAKE DISC AERONAL S14LGGF,Disco de freno BERINGER Aeronal redondo flotante - oro,375.10,310.00,93.00,S14LGGF,1,8714949090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE DISC,,,,2592,2040,360,360,20,,,,,,,,,,Redondo,,,,,,Flotante,,,https://api.mybihr.com/medias/1030493-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTk2NjB8aW1hZ2UvanBlZ3xhRE00TDJoaFpDOHhOVFF5TWpJek1qZzROek15Tmk4eE1ETXdORGt6TFRGZk9EQXdWM2c0TURCSXw5OWI3NTAwYWI1YjVlMmFmODc2OTQwMWNjZGFiOGYxNmRjODY5ZGNlZWI2M2VhOWY1ODFkNmJlMzIxZDEzODc3,,,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1030465,S14LDBLF,S14LDBLF,BERINGER,BERNG BRAKE DISC AERONAL S14LDBLF,Disco de freno BERINGER Aeronal redondo flotante - azul,375.10,310.00,93.00,S14LDBLF,1,8714949090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE DISC,,,,2592,2048,360,360,20,,,,,,,,,,Redondo,,,,,,Flotante,,,https://api.mybihr.com/medias/1030465-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTk2NjB8aW1hZ2UvanBlZ3xhREl4TDJnNFpDOHhOVFF5TWpJeU1UZ3hNVGMwTWk4eE1ETXdORFkxTFRGZk9EQXdWM2c0TURCSXwwMGQ0NDNlZjMzOTIzOTYwYTlhNGZhNWI1NzdmODIwMmVkM2YyNjdhNjE4NDQ4MDEyY2QwNTIzMDI4Mjk3ZjQ5,,,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1030469,S14LDGF,S14LDGF,BERINGER,BERNG BRAKE DISC AERONAL S14LDGF,Disco de freno BERINGER Aeronal redondo flotante - oro,375.10,310.00,93.00,S14LDGF,1,8714949090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE DISC,,,,2520,2042,350,360,20,,,,,,,,,,Redondo,,,,,,Flotante,,,https://api.mybihr.com/medias/1030469-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTk2NjB8aW1hZ2UvanBlZ3xhREptTDJnek5pOHhOVFF5TWpJeU16TTRORFl3Tmk4eE1ETXdORFk1TFRGZk9EQXdWM2c0TURCSXwyYTMzZjFjZDRkMDBmOWQzNWRjZjEwOGE1YzU5NGFhMGViOWRlNDI1NTk5YmFiNWYzYjljY2VmZmIzOTNkOGNh,,,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1032184,Y7RDBF,Y7RDBF,BERINGER,BERNG BRAKE DISC AERONAL Y7RDBF,Disco de freno BERINGER Aeronal redondo flotante - negro,496.10,410.00,123.00,Y7RDBF,1,8714949090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE DISC,,,,4445,2134,368,366,33,,,,,,,,,,Redondo,,,,,,Flotante,,,https://api.mybihr.com/medias/1032184-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTk2NjB8aW1hZ2UvanBlZ3xhR00zTDJnMU1TOHhOVFF5TXpZME5qZ3lOalV5Tmk4eE1ETXlNVGcwTFRGZk9EQXdWM2c0TURCSXxmNmIwZGE2ZTk4NWY4NGM0OWNjNTU4YmYxMzJkY2U0YTJhNmFjYzA3ZTA2MDc1ZmQ0ZWFiOGExYjBkMDhkODQ0,,,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1030685,S18LGGF,S18LGGF,BERINGER,BERNG BRAKE DISC AERONAL S18LGGF,Disco de freno BERINGER Aeronal redondo flotante - oro,375.10,310.00,93.00,S18LGGF,2,8714949090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE DISC,,,,4310,2032,367,367,32,,,,,,,,,,Redondo,,,,,,Flotante,,,https://api.mybihr.com/medias/1030685-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTk2NjB8aW1hZ2UvanBlZ3xhR1prTDJneVpTOHhOVFF5TWpRM01qUXlNVFF3Tmk4eE1ETXdOamcxTFRGZk9EQXdWM2c0TURCSXwyM2RiY2Y1ZTBjMDlmOGVlYTEyNjdjMzA5NzBiYzNiZDcxMGVhZDYwNGMzZTdhNmJhZDgwM2IyY2U0M2NiMDdi,,,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1026389,D2RDG,D2RDG,BERINGER,BERNG FLAT HUB DISPL AERONAL D2RDG,Parte central de disco Aeronal® Derecha con desplazamiento. Color ORO. (D2RDG),278.30,230.00,69.00,D2RDG,1,8714949090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE DISC,,,,3636,798,364,370,27,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1026389-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzA3OTJ8aW1hZ2UvanBlZ3xhR1UxTDJneFppOHhOVFF4T1RFMU5EVTVOVGczTUM4eE1ESTJNemc1TFRGZk9EQXdWM2c0TURCSXw1MzhhYTViMDJiOGE2NzcyYTUwM2NhNzAyZTA2MGY3MDcxYjgxMTgwNWQ2ZTNiMGMyY2E2YzMxMWI1ODE5OTEz,,,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1030489,S14LGBLF,S14LGBLF,BERINGER,BERNG BRAKE DISC AERONAL S14LGBLF,Disco de freno BERINGER Aeronal redondo flotante - azul,375.10,310.00,93.00,S14LGBLF,1,8714949090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE DISC,,,,2592,2040,360,360,20,,,,,,,,,,Redondo,,,,,,Flotante,,,https://api.mybihr.com/medias/1030489-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTk2NjB8aW1hZ2UvanBlZ3xhRGt6TDJnek1TOHhOVFF5TWpJek1UTXhORFEyTWk4eE1ETXdORGc1TFRGZk9EQXdWM2c0TURCSXw2ZjcwYzdlMmEwNTVjYzBmYThjYzhmMmRjOTk1ZDZiYzVjMTljZjU3MmIzMjk2OTZkNWVlZTVmMWE1NzkwMmUz,,,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1031991,Y1DGRI,Y1DGRI,BERINGER,BERNG BRAKE DISC AERONAL Y1DGRI,Disco de freno BERINGER Aeronal redondo flotante - rojo,484.00,400.00,320.00,Y1DGRI,5,8714949090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE DISC,,,,2896,908,380,254,30,,,,,,,,,,Redondo,,,,,,Flotante,,,https://api.mybihr.com/medias/1031991-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjgzMjh8aW1hZ2UvanBlZ3xhR0ZpTDJneU15OHhOVFF5TXpVek56azNNVEl6TUM4eE1ETXhPVGt4TFRGZk9EQXdWM2c0TURCSXxmMWIxNmFkNTk1MWYyMTljNDBlNGQ5MjExNGQ4YzFkYWIxZTBiOTdmNjBjZWExNDRjZDZlNGQzMGQzYzdiNTVi,,,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1125124002,,KT3LGBF,BERINGER,"BERNG BRAKE DISC AERONAL, BLK, FONTE",Disco de freno BERINGR Aeronal® flotante fundición,605.00,500.00,375.00,KT3LGBF,0,8714949090,0,1,"<p>Beringer ha desarrollado una gama de discos flotantes que garantizan en todo momento una frenada eficaz y constante. El uso de un rotor estrecho y un buje de aleaci&oacute;n de aluminio supone un ahorro de peso del 20%. Estos discos est&aacute;n dise&ntilde;ados para su montaje directo en la rueda, en lugar del original.</p>
<ul>
<li>Rotor: Hierro fundido o acero inoxidable</li>
<li>Buje: plano o desplazado</li>
<li>Peso medio: 1550 g con rotor de acero inoxidable y 1440 g con rotor de hierro fundido.</li>
</ul>","
Beringer ha desarrollado una gama de discos flotantes que garantizan en todo momento una frenada eficaz y constante. El uso de un rotor estrecho y un buje de aleación de aluminio supone un ahorro de peso del 20%. Estos discos están diseñados para su montaje directo en la rueda, en lugar del original.

Rotor: Hierro fundido o acero inoxidable
Buje: plano o desplazado
Peso medio: 1550 g con rotor de acero inoxidable y 1440 g con rotor de hierro fundido.
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE DISC,Cast Iron,Negro,,3927,2133,368,368,29,,,,,,,,,,Redondo,,,,,,Flotante,,,https://api.mybihr.com/medias/800Wx800H-1125124002-1.jpg?context=bWFzdGVyfHJvb3R8MzUyODl8aW1hZ2UvanBlZ3xhR1psTDJnME15ODJNakl5T0RFNU9UQXhORFF6TUM4NE1EQlhlRGd3TUVoZk1URXlOVEV5TkRBd01pMHhMbXB3Wnd8YmE3ZTI1OWE3NWE1MWNlY2YyYjliY2M1NjVjYmE4MjUwOGU5MmQ3NmE5YTFiZTQ3YjU5NjIxNzQ0ZmMyYzQ2Mw,https://api.mybihr.com/medias/800Wx800H-1125124002-2.jpg?context=bWFzdGVyfHJvb3R8NzI0OTZ8aW1hZ2UvanBlZ3xhR0ZrTDJoaE5pODJNakl5TkRZME1UazRNalE1TkM4NE1EQlhlRGd3TUVoZk1URXlOVEV5TkRBd01pMHlMbXB3Wnd8MGQ5YTcxZjZkZTdiZjUxMWY0NDM4Y2FmZjgzZDM4Y2Q5ZDFjNzM1MTY5NGZiZDgyNWQ4NDFhYWVlNTdmOTY4Zg,https://api.mybihr.com/medias/800Wx800H-1125124002-3.jpg?context=bWFzdGVyfHJvb3R8MTIzMzYzfGltYWdlL2pwZWd8YUdVMkwyaG1ZaTgyTWpJeU5EWTBNak0zTlRjeE1DODRNREJYZURnd01FaGZNVEV5TlRFeU5EQXdNaTB6TG1wd1p3fGVkZjg1Mzg4YTFhMmYwYmUyYmM1NDdkOGVkYWI4NGFjMDFkYjg5ODE3MjRlN2RmMDAzNGQ0NmUzODE0YmMxYzE,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1125109001,,KT1LGOMMF,BERINGER,"BERNG BRAKE DISC AERONAL, ORG, FONTE",Disco de freno BERINGER Aeronal® fundición flotante - KT1LGOMMF,605.00,500.00,375.00,KT1LGOMMF,0,8714949090,0,1,"<p>Beringer ha desarrollado una gama de discos flotantes que garantizan una frenada eficaz y constante en todo momento.</p>
<p>El uso de una pista estrecha y un buje de aleaci&oacute;n de aluminio permite ahorrar un 20% de peso.</p>
<p>Estos discos est&aacute;n dise&ntilde;ados para su montaje directo en la rueda, en lugar del original.</p>
<ul>
<li><strong>Pista:</strong> fundici&oacute;n o acero inoxidable</li>
<li><strong>Buje:</strong> plano o descentrado</li>
<li><strong>Peso medio:</strong> 1550 g con pista de acero inoxidable y 1440 g con pista de hierro fundido</li>
</ul>","
Beringer ha desarrollado una gama de discos flotantes que garantizan una frenada eficaz y constante en todo momento.

El uso de una pista estrecha y un buje de aleación de aluminio permite ahorrar un 20% de peso.

Estos discos están diseñados para su montaje directo en la rueda, en lugar del original.

Pista: fundición o acero inoxidable
Buje: plano o descentrado
Peso medio: 1550 g con pista de acero inoxidable y 1440 g con pista de hierro fundido
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE DISC,Cast Iron,Naranja,,4579,1974,366,368,34,,,,,,,,,,Redondo,,,,,,Flotante,,,https://api.mybihr.com/medias/800Wx800H-1125109001-1.jpg?context=bWFzdGVyfHJvb3R8MTAwMDc0fGltYWdlL2pwZWd8YUdRd0wyaGtaQzgyTWpJeU5EQTNNekl5T0RNeE9DODRNREJYZURnd01FaGZNVEV5TlRFd09UQXdNUzB4TG1wd1p3fDJlYWMyMmFjMzYzYjZjZGRkMDZmNjAyNWQzMDI4MTYxNjA4MjNlZWFjZmZkOWNiYTE1NWQ0ZTI1YWFmY2FlZDQ,https://api.mybihr.com/medias/800Wx800H-1125109001-2.jpg?context=bWFzdGVyfHJvb3R8MTQ0NjY3fGltYWdlL2pwZWd8YURZeUwyaGxOUzgyTWpJeU5EQTNNelE1TURRMk1pODRNREJYZURnd01FaGZNVEV5TlRFd09UQXdNUzB5TG1wd1p3fDE1NjY4Nzk1ODVmYWM0ODExOTBlNzYwNGI2MGJmODI5ZGUzOTU4ZjgwM2JmZTRmMzFkNzM2MjI0OGY1ZDJkMWE,https://api.mybihr.com/medias/800Wx800H-1125109001-3.jpg?context=bWFzdGVyfHJvb3R8NzQ4MDZ8aW1hZ2UvanBlZ3xhR1ZtTDJobU1pODJNakl5TkRBM016ZzRNelkzT0M4NE1EQlhlRGd3TUVoZk1URXlOVEV3T1RBd01TMHpMbXB3Wnd8MzcxMTYwZjFlYTQ0ZjVlMzBjNjM5YjNhYTkzMDRlZWYwMTRkZjM5ZDQ3M2RmNTExNzQzYzNlMGQwYTM2YWZiOA,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1125117003,,S10LGBF,BERINGER,"BERNG BRAKE DISC AERONAL, BLK, FONTE",Disco de freno BERINGR Aeronal® flotante fundición,605.00,500.00,375.00,S10LGBF,0,8714949090,0,1,"<p>Beringer ha desarrollado una gama de discos flotantes que garantizan en todo momento una frenada eficaz y constante. El uso de un rotor estrecho y un buje de aleaci&oacute;n de aluminio supone un ahorro de peso del 20%. Estos discos est&aacute;n dise&ntilde;ados para su montaje directo en la rueda, en lugar del original.</p>
<ul>
<li>Rotor: Hierro fundido o acero inoxidable</li>
<li>Buje: plano o desplazado</li>
<li>Peso medio: 1550 g con rotor de acero inoxidable y 1440 g con rotor de hierro fundido.</li>
</ul>","
Beringer ha desarrollado una gama de discos flotantes que garantizan en todo momento una frenada eficaz y constante. El uso de un rotor estrecho y un buje de aleación de aluminio supone un ahorro de peso del 20%. Estos discos están diseñados para su montaje directo en la rueda, en lugar del original.

Rotor: Hierro fundido o acero inoxidable
Buje: plano o desplazado
Peso medio: 1550 g con rotor de acero inoxidable y 1440 g con rotor de hierro fundido.
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE DISC,Cast Iron,Negro,,4554,2215,364,368,34,,,,,,,,,,Redondo,,,,,,Flotante,,,https://api.mybihr.com/medias/800Wx800H-1125117003-1.jpg?context=bWFzdGVyfHJvb3R8NTk2NjB8aW1hZ2UvanBlZ3xhR0UzTDJoak1pODJNakl5TlRJM09EZzJNVE0wTWk4NE1EQlhlRGd3TUVoZk1URXlOVEV4TnpBd015MHhMbXB3Wnd8OTY5OGQ2Yzg2NjQzZWVkZTJlNDE0ZmM5NWI3Mzc3MGU5MTA4OWJiYjlmNzZhMmRlNjJkZDdmMWQ1ZmQ2ZjM1Mg,,,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1125117001,,S10LGBLF,BERINGER,"BERNG BRAKE DISC AERONAL, BLU, FONTE",Disco de freno BERINGR Aeronal® flotante fundición,605.00,500.00,375.00,S10LGBLF,0,8714949090,0,1,"<p>Beringer ha desarrollado una gama de discos flotantes que garantizan en todo momento una frenada eficaz y constante. El uso de un rotor estrecho y un buje de aleaci&oacute;n de aluminio supone un ahorro de peso del 20%. Estos discos est&aacute;n dise&ntilde;ados para su montaje directo en la rueda, en lugar del original.</p>
<ul>
<li>Rotor: Hierro fundido o acero inoxidable</li>
<li>Buje: plano o desplazado</li>
<li>Peso medio: 1550 g con rotor de acero inoxidable y 1440 g con rotor de hierro fundido.</li>
</ul>","
Beringer ha desarrollado una gama de discos flotantes que garantizan en todo momento una frenada eficaz y constante. El uso de un rotor estrecho y un buje de aleación de aluminio supone un ahorro de peso del 20%. Estos discos están diseñados para su montaje directo en la rueda, en lugar del original.

Rotor: Hierro fundido o acero inoxidable
Buje: plano o desplazado
Peso medio: 1550 g con rotor de acero inoxidable y 1440 g con rotor de hierro fundido.
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE DISC,Cast Iron,Azul,,4592,2165,367,368,34,,,,,,,,,,Redondo,,,,,,Flotante,,,https://api.mybihr.com/medias/800Wx800H-1125117001-1.jpg?context=bWFzdGVyfHJvb3R8OTM3OTJ8aW1hZ2UvanBlZ3xhRE5tTDJnNFpDODJNakl5TkRZMU5qTTJOelkwTmk4NE1EQlhlRGd3TUVoZk1URXlOVEV4TnpBd01TMHhMbXB3Wnd8OGI1MTEwYTFhOTAyYWVlYWFkYWRhNGMzMWJiYWRkOWVhNTA1NWJjNDlhM2MxMzEzMTdhNjBlM2ZjMDcwMmEzYw,https://api.mybihr.com/medias/800Wx800H-1125117001-2.jpg?context=bWFzdGVyfHJvb3R8Njc5NzV8aW1hZ2UvanBlZ3xhRGN4TDJnNE15ODJNakl5TkRZMU5qWXlPVGM1TUM4NE1EQlhlRGd3TUVoZk1URXlOVEV4TnpBd01TMHlMbXB3Wnd8M2IxYjY1ZGM2MTk2NmMyODZjNmZkNWU2NDYxYWU0ODA4Mzc2MWQ3Yjg0NzAyYjJlOWY5ZjYzMWFhOWZmZTA0Yg,https://api.mybihr.com/medias/800Wx800H-1125117001-3.jpg?context=bWFzdGVyfHJvb3R8MTM1MjA0fGltYWdlL2pwZWd8YURNeEwyaGpPUzgyTWpJeU5USTNOelUxTURZeU1pODRNREJYZURnd01FaGZNVEV5TlRFeE56QXdNUzB6TG1wd1p3fGM3OTMyMGY5Y2NkYTQxYjRmNzVmNmVkMzdjZjYyOTE0NjA0ZTFhMTM4N2JjZWU5MTE4NDM5NjM4MzdjMWUzYmY,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
