PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Diámetro de pistón,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Composición,Compresión de pistón,Diámetro del cilindro (mm),Diámetro Ø (mm),Eslabones de cadena,Nº de segmentos,Referencias OEM,Relación de compresión,Sobremedida,Tipo de cadena de distribución,Tipo de motor,Tipo de pistón,Tolerancia,Picture1,Picture2,Picture3,Picture4,Picture5,AllPicturesZIP,DeliveryPlant
1095275002,9162DB,23443B,VERTEX,"VERTX PISTON 23443, 77,96MM",Pistón forjado VERTEX Replica,232.95,192.52,125.14,8430525680227,3,8409910090,0,1,"VERTEX PISTON FOR HONDA CRF250R '08-09 Ø77,96MM, FORED, STANDARD COMPRESSION","VERTEX PISTON FOR HONDA CRF250R '08-09 Ø77,96MM, FORED, STANDARD COMPRESSION",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 77,960 mm",749,250,106,107,66,Aluminio,Estándar,,,,,,,,,4T,,B,https://api.mybihr.com/medias/1095275002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhR0l6TDJnNE5pODRPVGd5TmpNME56STFOREEyTHpFd09UVXlOelV3TURJdE1WODRNREJYZURnd01FZ3xiNjFiOGE2NzY5MDc1MzBiOGY1NWFkZjQ3NGViMjdiMzAyZjIzZGRlODhiZTYzN2VkMTAxYWE0NDVhMDUxMjhj,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095277003,9249DC,23445C,VERTEX,"VERTX PISTON 23445, 95,98MM",Pistón forjado VERTEX Replica,250.87,207.33,134.76,8430525680630,0,8409910090,0,1,"VERTEX PISTON FOR KAWASAKI KX450F '09 Ø95,98MM, FORED, STANDARD COMPRESSION","VERTEX PISTON FOR KAWASAKI KX450F '09 Ø95,98MM, FORED, STANDARD COMPRESSION",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 95,980 mm",749,435,106,107,66,Aluminio,Estándar,,,,,,,,,4T,,C,https://api.mybihr.com/medias/1095277003-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhR1ZqTDJoa1lpODRPVGd5TmpNMU1URTROakl5THpFd09UVXlOemN3TURNdE1WODRNREJYZURnd01FZ3xhZmE1OTMwNmRlZmQ3MWJiYjQ3MzY1YjU5N2Q4MDdkZTFiNzU1YzU1Nzc3MTYzNGZjYzBiZmRiMzJhYjcyOWY4,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095277001,9249DA,23445A,VERTEX,"VERTX PISTON 23445, 95,96MM",Pistón forjado VERTEX Replica,250.87,207.33,134.76,23445A,15,8409910090,0,1,"VERTEX PISTON FOR KAWASAKI KX450F '09 Ø95,96MM, FORED, STANDARD COMPRESSION","VERTEX PISTON FOR KAWASAKI KX450F '09 Ø95,96MM, FORED, STANDARD COMPRESSION",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 95,960 mm",749,430,106,107,66,Aluminio,Estándar,,,,,,,,,4T,,A,https://api.mybihr.com/medias/1095277001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhRGd3TDJnellTODRPVE13TXpVM016UTJNek0wTHpFd09UVXlOemN3TURFdE1WODRNREJYZURnd01FZ3w0YjJlOGViYWY1ZTkxM2Q5YWE4MTliY2FjNmYzZGIxNmZjYzJhMTQ0MDg3OWUyZThhZjhjNDdiNTdkZGM4ZTRj,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095277002,9249DB,23445B,VERTEX,"VERTX PISTON 23445, 95,97MM",Pistón forjado VERTEX Replica,250.87,207.33,134.76,23445B,6,8409910090,0,1,"VERTEX PISTON FOR KAWASAKI KX450F '09 Ø95,97MM, FORED, STANDARD COMPRESSION","VERTEX PISTON FOR KAWASAKI KX450F '09 Ø95,97MM, FORED, STANDARD COMPRESSION",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 95,970 mm",749,440,106,107,66,Aluminio,Estándar,,,,,,,,,4T,,B,https://api.mybihr.com/medias/1095277002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhRFV3TDJnME1TODRPVE13TXpVM05UUXlPVFF5THpFd09UVXlOemN3TURJdE1WODRNREJYZURnd01FZ3w0MzQ5YjQ0MGE3YjZhMDcwZWI4NjdhMjRiNzM2ZmUxZjE5NWZlMzZhM2JkNWU5NDNkOTk5Y2E5MjM1ZDU1MGZk,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095497003,10400276,24455C,VERTEX,"VERTX PISTON 24455, 78,98MM",Pistón forjado VERTEX GP Racer,310.79,256.85,166.95,24455C,4,8409910090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>The well known Vertex brand  has developed his new range of pistons “Racer’s choice” thanks to his collaboration with the better world team, in order to bring them performance and reliability. The draw and shape of the cap is optimized to improve the fire front and getting a better compression ratio.</p><p> </p><ul> <li>Piston cap shape and design optimized to improve the fire front and getting a higher compression ratio</li><li>Treatment limits frictions</li><li>Some reinforcements make the piston structure stronger which limits the cap deformation</li><li>Short and chamfered pin with a DLC treatment (Diamond Like Carbon)</li><li>Clip with outside nose to avoid any rotation at high engine rate</li><li>Very thin “GNH” ring produced in high resistant steel<a id=""_DX_FRAG_ENDFRAGMENT""></a></li></ul> </body> </html>","       The well known Vertex brand  has developed his new range of pistons “Racer’s choice” thanks to his collaboration with the better world team, in order to bring them performance and reliability. The draw and shape of the cap is optimized to improve the fire front and getting a better compression ratio.  Piston cap shape and design optimized to improve the fire front and getting a higher compression ratioTreatment limits frictionsSome reinforcements make the piston structure stronger which limits the cap deformationShort and chamfered pin with a DLC treatment (Diamond Like Carbon)Clip with outside nose to avoid any rotation at high engine rateVery thin “GNH” ring produced in high resistant steel  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 78,980 mm",786,258,111,109,65,,Estándar,,,,,,,,,,,C,https://api.mybihr.com/medias/1095497003-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzkzMTd8aW1hZ2UvanBlZ3xhR0U1TDJnMk5TODRPRGMzTmpZMU1Ea3hOakUwTHpFd09UVTBPVGN3TURNdE1WODRNREJYZURnd01FZ3w0N2Y4NmM4NDkxMzlhMTg4YTEzMDQ1ZTM4YjhhZTViMWI2NWQwZGQ0NDUzMWYyMWZiMmZjNGNiMGYzNDkwM2Zj,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095463001,,24368A,VERTEX,"VERTX PISTON 24368, 95,96MM",Pistón forjado VERTEX Replica,213.02,176.05,114.43,24368A,2,8409910090,0,1,VERTEX Forged Piston Ø95.95mm Standard Compression Kawasaki KX450,VERTEX Forged Piston Ø95.95mm Standard Compression Kawasaki KX450,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 95,960 mm",1411,403,122,98,118,Aluminio,Estándar,,,,,,,,,4T,,A,https://api.mybihr.com/medias/1095463001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhR1EzTDJnNVpDODRPVEUwTkRNeE5UQTROVEV3THpFd09UVTBOak13TURFdE1WODRNREJYZURnd01FZ3w4YTJmY2FjMTc4OTQ4YTIxNjYwNGI1ZjdmMmJlNGMzN2VhZGFmMmVmYTY2OTQ4ZmEyNjk4Y2U2ZDE3NDRiYjBk,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095463002,,24368B,VERTEX,"VERTX PISTON 24368, 95,97MM",Pistón forjado VERTEX Replica,213.02,176.05,114.43,24368B,0,8409910090,0,1,VERTEX Forged Piston Ø95.96mm Standard Compression Kawasaki KX450,VERTEX Forged Piston Ø95.96mm Standard Compression Kawasaki KX450,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 95,970 mm",1447,405,122,121,98,Aluminio,Estándar,,,,,,,,,4T,,B,https://api.mybihr.com/medias/1095463002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhRE0xTDJnNU9TODRPVE13TXpneU16Z3hNRGcyTHpFd09UVTBOak13TURJdE1WODRNREJYZURnd01FZ3wxMGE2YzJiYzJlYTYzOGNhNWQ2ZjM0OWJiMDE5MGU2ZmI1YThlYWRlZGM1NWY3NjI3NDgwYThiN2Q4MTExMDEz,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095463003,,24368C,VERTEX,"VERTX PISTON 24368, 95,98MM",Pistón forjado VERTEX Replica,213.02,176.05,114.43,24368C,2,8409910090,0,1,VERTEX Forged Piston Ø95.97mm Standard Compression Kawasaki KX450,VERTEX Forged Piston Ø95.97mm Standard Compression Kawasaki KX450,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 95,980 mm",1447,409,122,121,98,Aluminio,Estándar,,,,,,,,,4T,,C,https://api.mybihr.com/medias/1095463003-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhRE0yTDJnd015ODRPVE0yTmpNNE9EY3pOak13THpFd09UVTBOak13TURNdE1WODRNREJYZURnd01FZ3xlMDA1MTkyNDBiYjE2YzRhNWY2YTM5YTkzMjE4ODEyZmQxYzVmNGEzYzZjNGNlNjk5NTkyOWUxYWQ1NWMyZDQ4,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095464002,10400067,24370B,VERTEX,"VERTX PISTON 24370, 47,46MM",Pistón fundición VERTEX,113.04,93.42,60.72,24370B,5,8409910090,0,1,"<p><strong>Kit de pist&oacute;n</strong></p><p>&nbsp;</p><ul><li>Los pistones A, B o C de ajuste exacto se adaptan perfectamente al di&aacute;metro del cilindro para maximizar la potencia y el rendimiento, al tiempo que se reducen los gases de escape y el consumo de aceite.</li><li>Los pistones de 2 tiempos tienen un contenido de silicio del 18% que disminuye el desgaste y la expansi&oacute;n t&eacute;rmica, lo que permite unas tolerancias de funcionamiento m&aacute;s ajustadas para obtener m&aacute;s potencia, menos ruido y una mayor vida &uacute;til.</li><li>Recubrimiento de alta tecnolog&iacute;a de la falda de disulfuro de molibdeno (MOS2) para reducir el desgaste y mejorar el rodaje.</li><li>Los pistones de 4 tiempos est&aacute;n forjados en aleaciones 2618 o 3032 para una mayor resistencia y durabilidad.</li><li>Todos los kits de pistones incluyen pist&oacute;n, segmentos, bul&oacute;n y circlips.</li><li>Los pistones fundidos y forjados de r&eacute;plica son recambios de equipo original con relaciones de compresi&oacute;n de equipo original.</li><li>Los pistones de fundici&oacute;n y forjados de competici&oacute;n son &uacute;nicos con un solo segmento de compresi&oacute;n.</li><li>Los pistones forjados Hi-Comp aumentan la compresi&oacute;n y la potencia respecto a los pistones r&eacute;plica.</li><li>Los pistones forjados GP Racer's Choice tienen forjados T-box, perfiles de c&uacute;pula &uacute;nicos, tratamientos superficiales y mayores relaciones de compresi&oacute;n para producir m&aacute;s potencia, resistencia y durabilidad.</li><li>Los pistones Big Bore aumentan la cilindrada y la potencia manteniendo las relaciones de compresi&oacute;n originales.</li></ul><p>&nbsp;</p><p><strong>Tipos de pist&oacute;n</strong></p><p>&nbsp;</p><p><iframe src=""//www.youtube.com/embed/Lfu2eokWuEM"" width=""100%"" height=""314"" allowfullscreen=""allowfullscreen""></iframe></p><p>&nbsp;</p><p><strong>Pistones de 2 Tiempos</strong></p><p>&nbsp;</p><p><iframe src=""//www.youtube.com/embed/tssAFS8BMlc"" width=""100%"" height=""314"" allowfullscreen=""allowfullscreen""></iframe></p><p>&nbsp;</p><p><strong>Pistones de 4 Tiempos</strong></p><p>&nbsp;</p><p><iframe src=""//www.youtube.com/embed/3IOZe-zc9sk"" width=""100%"" height=""314"" allowfullscreen=""allowfullscreen""></iframe></p>","
Kit de pistón
 Los pistones A, B o C de ajuste exacto se adaptan perfectamente al diámetro del cilindro para maximizar la potencia y el rendimiento, al tiempo que se reducen los gases de escape y el consumo de aceite.Los pistones de 2 tiempos tienen un contenido de silicio del 18% que disminuye el desgaste y la expansión térmica, lo que permite unas tolerancias de funcionamiento más ajustadas para obtener más potencia, menos ruido y una mayor vida útil.Recubrimiento de alta tecnología de la falda de disulfuro de molibdeno (MOS2) para reducir el desgaste y mejorar el rodaje.Los pistones de 4 tiempos están forjados en aleaciones 2618 o 3032 para una mayor resistencia y durabilidad.Todos los kits de pistones incluyen pistón, segmentos, bulón y circlips.Los pistones fundidos y forjados de réplica son recambios de equipo original con relaciones de compresión de equipo original.Los pistones de fundición y forjados de competición son únicos con un solo segmento de compresión.Los pistones forjados Hi-Comp aumentan la compresión y la potencia respecto a los pistones réplica.Los pistones forjados GP Racer's Choice tienen forjados T-box, perfiles de cúpula únicos, tratamientos superficiales y mayores relaciones de compresión para producir más potencia, resistencia y durabilidad.Los pistones Big Bore aumentan la cilindrada y la potencia manteniendo las relaciones de compresión originales.
 
Tipos de pistón
 

 
Pistones de 2 Tiempos
 

 
Pistones de 4 Tiempos
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 47,460 mm",268,131,84,58,55,Aluminio,Estándar,,,,,,,,,2T,,B,https://api.mybihr.com/medias/1095464002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhRE14TDJnNU5DODRPVGd5TmprNU5EQTVORE00THpFd09UVTBOalF3TURJdE1WODRNREJYZURnd01FZ3xmNGM2NzE2Y2E3ZDQ5OTlhMGM3ODEwOTAxNTZhYjZhNTkxZTk3NjFhNDJhZjg4YTY1NDVmMjA4ZDU0MmVkNTk0,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095466001,,24374A,VERTEX,"VERTX PISTON 24374, 95,96MM",Pistón forjado VERTEX,269.65,222.85,144.85,24374A,3,8409910090,0,1,VERTEX Forged Piston Ø95.95mm High Compression Honda CRF450R/RX,VERTEX Forged Piston Ø95.95mm High Compression Honda CRF450R/RX,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 95,960 mm",1391,394,121,121,95,Aluminio,Alta compresión,,,,,,,,,4T,,A,https://api.mybihr.com/medias/1095466001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhRFl6TDJnMlpDODRPVGd5TnpBd05UZzVNRGcyTHpFd09UVTBOall3TURFdE1WODRNREJYZURnd01FZ3w0YWEwNGU1YzFmM2FhNTIzZDBlN2IzZWQ5MWEwMWVlOWZjY2ZiMmI2MmQ4OGE5ZWU2MWFkNWIyNGIxNDRmZTMz,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095466003,,24374C,VERTEX,"VERTX PISTON 24374, 95,98MM",Pistón forjado VERTEX,269.65,222.85,144.85,24374C,2,8409910090,0,1,VERTEX Forged Piston Ø95.97mm High Compression Honda CRF450R/RX,VERTEX Forged Piston Ø95.97mm High Compression Honda CRF450R/RX,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 95,980 mm",1402,395,122,121,95,Aluminio,Alta compresión,,,,,,,,,4T,,C,https://api.mybihr.com/medias/1095466003-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhR0UyTDJnME5pODRPVFV3T0RFMU16a3hOemMwTHpFd09UVTBOall3TURNdE1WODRNREJYZURnd01FZ3xlODIwZmIyNTZiY2JjNDMyNjMzYTUxYmE4YjcyYTczZDdlMmMyYjg5NGViOGU3ZjBlNjFlYWJhNWI0MDljMTEx,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095470001,,24377A,VERTEX,"VERTX PISTON 24377, 95,96MM",Pistón forjado VERTEX GP Racer Choice,310.79,256.85,166.95,24377A,5,8409910090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>The well known Vertex brand  has developed his new range of pistons “Racer’s choice” thanks to his collaboration with the better world team, in order to bring them performance and reliability. The draw and shape of the cap is optimized to improve the fire front and getting a better compression ratio.</p><p> </p><ul> <li>Piston cap shape and design optimized to improve the fire front and getting a higher compression ratio</li><li>Treatment limits frictions</li><li>Some reinforcements make the piston structure stronger which limits the cap deformation</li><li>Short and chamfered pin with a DLC treatment (Diamond Like Carbon)</li><li>Clip with outside nose to avoid any rotation at high engine rate</li><li>Very thin “GNH” ring produced in high resistant steel<a id=""_DX_FRAG_ENDFRAGMENT""></a></li></ul> </body> </html>","       The well known Vertex brand  has developed his new range of pistons “Racer’s choice” thanks to his collaboration with the better world team, in order to bring them performance and reliability. The draw and shape of the cap is optimized to improve the fire front and getting a better compression ratio.  Piston cap shape and design optimized to improve the fire front and getting a higher compression ratioTreatment limits frictionsSome reinforcements make the piston structure stronger which limits the cap deformationShort and chamfered pin with a DLC treatment (Diamond Like Carbon)Clip with outside nose to avoid any rotation at high engine rateVery thin “GNH” ring produced in high resistant steel  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 95,960 mm",1435,398,121,121,98,Aluminio,Racing,,,,,,,,,4T,,A,https://api.mybihr.com/medias/1095470001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhR1ExTDJoaVpTODRPVGd5TnpBek1EYzVORFUwTHpFd09UVTBOekF3TURFdE1WODRNREJYZURnd01FZ3xjNDIyN2UyMzgzN2UyODIxYzczYzBjZTQyZjQ3YWM5YmM1NzgyNTRjMzg0YWEyMDUxMjY0M2YyODlmZWUzOTQy,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095470002,,24377B,VERTEX,"VERTX PISTON 24377, 95,97MM",Pistón forjado VERTEX GP Racer Choice,310.79,256.85,166.95,24377B,4,8409910090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>The well known Vertex brand  has developed his new range of pistons “Racer’s choice” thanks to his collaboration with the better world team, in order to bring them performance and reliability. The draw and shape of the cap is optimized to improve the fire front and getting a better compression ratio.</p><p> </p><ul> <li>Piston cap shape and design optimized to improve the fire front and getting a higher compression ratio</li><li>Treatment limits frictions</li><li>Some reinforcements make the piston structure stronger which limits the cap deformation</li><li>Short and chamfered pin with a DLC treatment (Diamond Like Carbon)</li><li>Clip with outside nose to avoid any rotation at high engine rate</li><li>Very thin “GNH” ring produced in high resistant steel<a id=""_DX_FRAG_ENDFRAGMENT""></a></li></ul> </body> </html>","       The well known Vertex brand  has developed his new range of pistons “Racer’s choice” thanks to his collaboration with the better world team, in order to bring them performance and reliability. The draw and shape of the cap is optimized to improve the fire front and getting a better compression ratio.  Piston cap shape and design optimized to improve the fire front and getting a higher compression ratioTreatment limits frictionsSome reinforcements make the piston structure stronger which limits the cap deformationShort and chamfered pin with a DLC treatment (Diamond Like Carbon)Clip with outside nose to avoid any rotation at high engine rateVery thin “GNH” ring produced in high resistant steel  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 95,970 mm",1423,399,122,119,98,Aluminio,Racing,,,,,,,,,4T,,B,https://api.mybihr.com/medias/1095470002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhR1ZqTDJneFpDODRPVFF5TlRZeE5USTFOemt3THpFd09UVTBOekF3TURJdE1WODRNREJYZURnd01FZ3wwMjJjOTA3MDBlOTM5MmU4MDMyNzA5NThjN2Y1MmI4MmUyZDFlZDU4NzM0NjEwMjI2Y2QxM2RiMGViOWJlYjg5,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095471002,,24381B,VERTEX,"VERTX PISTON 24381, 76,96MM",Pistón forjado VERTEX,251.22,207.62,134.95,24381B,2,8409910090,0,1,VERTEX Forged Piston Ø76.96mm High Compression Yamaha YZ250F,VERTEX Forged Piston Ø76.96mm High Compression Yamaha YZ250F,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 76,960 mm",786,240,109,111,65,Aluminio,Alta compresión,,,,,,,,,4T,,B,https://api.mybihr.com/medias/1095471002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhREF6TDJoa1lTODRPVGd5TnpBek9EWTFPRGcyTHpFd09UVTBOekV3TURJdE1WODRNREJYZURnd01FZ3wyNDA0OTRiMDUxYWJkNzBjMDZkNDI5OTZmNjAyYTBiODRkMzU5MmM4MzEyNjI1NWVhNTQzZmMxMmUzYTRiNGYw,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095471003,,24381C,VERTEX,"VERTX PISTON 24381, 76,97MM",Pistón forjado VERTEX,251.22,207.62,134.95,24381C,1,8409910090,0,1,VERTEX Forged Piston Ø76.97mm High Compression Yamaha YZ250F,VERTEX Forged Piston Ø76.97mm High Compression Yamaha YZ250F,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 76,970 mm",801,243,111,111,65,Aluminio,Alta compresión,,,,,,,,,4T,,C,https://api.mybihr.com/medias/1095471003-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhRGd3TDJoa055ODRPVGd5TnpBME1EWXlORGswTHpFd09UVTBOekV3TURNdE1WODRNREJYZURnd01FZ3wyYWVkMjhjYmJiNDNmNjVkM2ZlYzNmZTY1OTQ5MTk4NWUwZmZlYzdhYmMyYzMyOGY4NmMzN2RlYTI1YTVmN2Vj,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095471001,,24381A,VERTEX,"VERTX PISTON 24381, 76,95MM",Pistón forjado VERTEX,251.22,207.62,134.95,24381A,3,8409910090,0,1,VERTEX Forged Piston Ø76.95mm High Compression Yamaha YZ250F,VERTEX Forged Piston Ø76.95mm High Compression Yamaha YZ250F,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 76,950 mm",779,242,108,111,65,Aluminio,Alta compresión,,,,,,,,,4T,,A,https://api.mybihr.com/medias/1095471001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhRGMwTDJoalppODRPVGd5TnpBek5UTTRNakEyTHpFd09UVTBOekV3TURFdE1WODRNREJYZURnd01FZ3xlZTUyZmNjZDhmYjJlNTcyN2NmNmEwYTg0N2RmOGIwYzM2ZjA5YjE3YTYwZjgwYjgwODFkOGIwMjNjYTU1OTk2,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095476002,,24386B,VERTEX,"VERTX PISTON 24386, 87,97MM",Pistón forjado VERTEX Replica,274.25,226.65,147.32,24386B,2,8409910090,0,1,VERTEX Forged Piston Ø87.97mm Standard Compression Beta RR350,VERTEX Forged Piston Ø87.97mm Standard Compression Beta RR350,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 87,970 mm",786,336,111,109,65,Aluminio,Estándar,,,,,,,,,4T,,B,https://api.mybihr.com/medias/1095476002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhRFl6TDJnNE9TODRPVE0yTmpRd05EUTJORGswTHpFd09UVTBOell3TURJdE1WODRNREJYZURnd01FZ3wzYjJkYmNmZjE3YjAzOTA5YjE2OWIzMmJlYTEyZDNmMjZkZjVkOWIxMGJjMjFhOGFiYjcyOWUyM2U3YzczZDcy,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095476001,,24386A,VERTEX,"VERTX PISTON 24386, 87,96MM",Pistón forjado VERTEX Replica,274.25,226.65,147.32,24386A,4,8409910090,0,1,VERTEX Forged Piston Ø87.96mm Standard Compression Beta RR350,VERTEX Forged Piston Ø87.96mm Standard Compression Beta RR350,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 87,960 mm",801,337,111,111,65,Aluminio,Estándar,,,,,,,,,4T,,A,https://api.mybihr.com/medias/1095476001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhR1l3TDJnNU5pODRPVE0yTmpRd01EVXpNamM0THpFd09UVTBOell3TURFdE1WODRNREJYZURnd01FZ3w1ZmU1ZDhmMjk1M2IzYTdlZmJhMTIwMzcwYWU1MWNiMzE3NGVmMmE0ODAxODI2Y2ZlMDgzZmU2Y2NiNTI0MTI1,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
