PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Capacidad (ml/l),Diámetro Ø (mm),Homologación,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,Document1,Document2,Document3,Document4,DeliveryPlant
1124538,,21092,PRESSOL,PRESS FILLING CONTAINER 10L,Jarra de llenado universal PRESSOL 10L,21.78,18.00,14.40,4103810210921,2,3923309000,0,1,"<p><strong>Jarra de llenado universal 10 L</strong></p>
<p>Para gasolina sin plomo tales como diesel así como aceite, AdBlue®, agua, limpia vidrio y anticongelante</p>
<ul>
	<li>Material del depósito y filtro : HDPE (polietileno de alta densidad)</li>
	<li>Diámetro de la malla del filtro Ø (mm) : 1,4</li>
	<li>Material tapón de cierre y tapón de llenado : PP (polipropileno)</li>
	<li>Material conta de fijación : LDPE (polietileno de baja densidad)</li>
	<li>Ø Borde de la abertura (mm) : 86</li>
	<li>Diámetro extensión h (mm) : 16</li>
	<li>Altura (mm) : 302</li>
	<li>Base LxA (mm) : 637 x 201</li>
	<li>Peso (kg) : 0,638</li>
</ul>
","
Jarra de llenado universal 10 L

Para gasolina sin plomo tales como diesel así como aceite, AdBlue®, agua, limpia vidrio y anticongelante

	Material del depósito y filtro : HDPE (polietileno de alta densidad)
	Diámetro de la malla del filtro Ø (mm) : 1,4
	Material tapón de cierre y tapón de llenado : PP (polipropileno)
	Material conta de fijación : LDPE (polietileno de baja densidad)
	Ø Borde de la abertura (mm) : 86
	Diámetro extensión h (mm) : 16
	Altura (mm) : 302
	Base LxA (mm) : 637 x 201
	Peso (kg) : 0,638

",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,40877,855,618,318,208,,,,https://api.mybihr.com/medias/800Wx800H-1124538-1.jpg?context=bWFzdGVyfHJvb3R8NzgzNDJ8aW1hZ2UvanBlZ3xhR0l3TDJneFppODBPVGczTWpjME56WTVNakEyTWk4NE1EQlhlRGd3TUVoZk1URXlORFV6T0MweExtcHdad3xlY2ViOTIyYzhmYThhZjIxMmQzNDMzYjA4NmU1YzlkNDFkMDNiMDA1YmRlMzc4NWMzYTFhNTAxMjdkN2Q2ZDNm,https://api.mybihr.com/medias/800Wx800H-1124538-2.jpg?context=bWFzdGVyfHJvb3R8Njk2Njl8aW1hZ2UvanBlZ3xhR1k1TDJnM055ODBPVGczTWpjME9ERTFNRGd4TkM4NE1EQlhlRGd3TUVoZk1URXlORFV6T0MweUxtcHdad3w0M2EwMGI1N2QwYWYwYWI0MTAxYzM4MzllNzgwMzMyMTkxODQ4OTBlNDMyNDhkODJmYjhiMjU2OWUwN2YyNDA2,,,https://static.bihr.pro/eBihr/Pictures/PRESSOL-pictures.zip,,,,,Spain Warehouse (Parts)
1124535,,21031,PRESSOL,PRESS JERRYCAN DOUBLE 5L + 3L,Bidón combinado para combustible PRESSOL 5L + 3L,31.46,26.00,20.80,4103810210310,1,3923309000,0,1,"<ul>
	<li>Tiras de escala visible en ambos lados</li>
	<li>Segundo asa de transporte para facilitar un llenado correcto y seguro</li>
	<li>Robusto y resistente a golpes</li>
	<li>Autorización UN</li>
	<li>Para repostar motosierras, cortacéspedes, desbrozadoras y aparatos pequeños</li>
	<li>El canal de ventilación integrado garantiza un inflado rápido y continuo</li>
</ul>

<p><strong>Datos técnicos </strong></p>

<ul>
	<li>Contenido combustible (l) : 5</li>
	<li>Contenido cadena aceite (l) : 3</li>
	<li>Bidón de material tratado :&nbsp; HDPE (polietileno de alta densidad)</li>
	<li>Longitud del tubo de salida (mm) : 125</li>
	<li>Altura (mm) : 320</li>
	<li>Base LxA (mm) : 340 x 160</li>
	<li>Peso (kg) : 0,98</li>
</ul>
","
	Tiras de escala visible en ambos lados
	Segundo asa de transporte para facilitar un llenado correcto y seguro
	Robusto y resistente a golpes
	Autorización UN
	Para repostar motosierras, cortacéspedes, desbrozadoras y aparatos pequeños
	El canal de ventilación integrado garantiza un inflado rápido y continuo



Datos técnicos 


	Contenido combustible (l) : 5
	Contenido cadena aceite (l) : 3
	Bidón de material tratado :  HDPE (polietileno de alta densidad)
	Longitud del tubo de salida (mm) : 125
	Altura (mm) : 320
	Base LxA (mm) : 340 x 160
	Peso (kg) : 0,98

",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,20821,962,338,308,200,,,,https://api.mybihr.com/medias/800Wx800H-1124535-1.jpg?context=bWFzdGVyfHJvb3R8NjA5MDZ8aW1hZ2UvanBlZ3xhREkwTDJoak5pODBPVGczTWpjMU16SXlPVGcxTkM4NE1EQlhlRGd3TUVoZk1URXlORFV6TlMweExtcHdad3w1MWZkMDY3MzFlMTUzOTU1ZGE1NzE5NDk2ZWY4MDM2Zjk1NDQ5ZGVkN2NlMGY3M2RjNThjODQ1YTljMzVlNWNl,,,,https://static.bihr.pro/eBihr/Pictures/PRESSOL-pictures.zip,,,,,Spain Warehouse (Parts)
1124534,,6911015,PRESSOL,"PRESS PUMP SPRAYER 1,5L",Pulverizador PRESSOL 1.5L,30.25,25.00,20.00,4103810705298,1,8424897000,0,1,"<p>Varias posibilidades de uso: para el automóvil, la industria, la agricultura, en casa y con los sanitarios, en el jardín.</p>
<ul>
	<li>max. presión de servicio 2,5 bar</li>
	<li>bomba con alto rendimiento</li>
	<li>válvula de seguridad</li>
	<li>empuñadura ergonómica</li>
	<li>forma estable</li>
	<li>escala en ml</li>
	<li>materiales diversos en función de la resistencia del fluido marcados con diferentes colores</li>
	<li>temperatura de funcionamiento (°C) : +5 / +30</li>
</ul>
","
Varias posibilidades de uso: para el automóvil, la industria, la agricultura, en casa y con los sanitarios, en el jardín.

	max. presión de servicio 2,5 bar
	bomba con alto rendimiento
	válvula de seguridad
	empuñadura ergonómica
	forma estable
	escala en ml
	materiales diversos en función de la resistencia del fluido marcados con diferentes colores
	temperatura de funcionamiento (°C) : +5 / +30

",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,8970,450,230,120,325,,,,https://api.mybihr.com/medias/800Wx800H-1124534-1.jpg?context=bWFzdGVyfHJvb3R8MTM1MDY4fGltYWdlL2pwZWd8YURreUwyZ3hOaTgwT1Rrd01qUXhOek14TXpneU1pODRNREJYZURnd01FaGZNVEV5TkRVek5DMHhMbXB3Wnd8NzYwNDE0NmQ2MDlhZmI2N2RmNTZmZjk0NTlhNjYxMzBhODViMzk5NWNmNjUzZmJlYTRlMmViMzA4YjliMGYzZA,https://api.mybihr.com/medias/800Wx800H-1124534-2.jpg?context=bWFzdGVyfHJvb3R8OTMwNDF8aW1hZ2UvanBlZ3xhREl3TDJneU5DODBPVGt3TWpReE56Y3dOekF6T0M4NE1EQlhlRGd3TUVoZk1URXlORFV6TkMweUxtcHdad3xhN2FmMjhlNDMyYmU1NmVmMzNkYzY2NWFmMzk0YWYzODk1NzEzYjVhOTJmZjNlM2VkY2EwZThhN2QzYzc1ODli,https://api.mybihr.com/medias/800Wx800H-1124534-3.jpg?context=bWFzdGVyfHJvb3R8MTAwNzM4fGltYWdlL2pwZWd8YURaakwyZzNPUzgwT1Rrd01qUXhPREV3TURJMU5DODRNREJYZURnd01FaGZNVEV5TkRVek5DMHpMbXB3Wnd8MjUzYzlhYWM5ZTE0ODg5M2QzMDU2NGFjNTJmYzYzOTM1M2Y1MzFlMzg5MTMzYWZlNDlmM2JmYzI1ODdkOGJjNQ,https://api.mybihr.com/medias/800Wx800H-1124534-4.jpg?context=bWFzdGVyfHJvb3R8MTEyOTY3fGltYWdlL2pwZWd8YUdGaEwyZzROQzgwT1Rrd01qUXhPRFE1TXpRM01DODRNREJYZURnd01FaGZNVEV5TkRVek5DMDBMbXB3Wnd8OGQ2MWM1YWIxMzc1NzI5NTkzNmEzNzg3OTQ0YjdjMWRiNmQwNTdhYTVmMWNmM2Y2NmY1YTI1ZjZlZWM1OTJiYQ,https://static.bihr.pro/eBihr/Pictures/PRESSOL-pictures.zip,,,,,Spain Warehouse (Parts)
1124539,,21173,PRESSOL,PRESS JERRYCAN STACKABLE 10L,Bidón Jerrycan alimentario apto para agua PRESSOL apilable 10L,12.10,10.00,8.00,4103810211737,0,3923309000,0,1,"<p><strong>Bidón para agua 10 l – apilable</strong></p>
<ul>
	<li>Con grifo de salida desmontable y fácil de limpiar</li>
	<li>Tapadera de cierre con cinta de fijación para que no se pierda</li>
	<li>Almacenamiento en lotes (una en otra)</li>
	<li>Adecuado para alimentos según (EU) No. 10/2011 y FDA § 21 CFR 177.1520</li>
	<li>Libre de BPA</li>
	<li>Aplicación de ahorro de energía gracias al asa adherida</li>
	<li>Robusto y resistente a golpes</li>
</ul>

<p><strong>Datos técnicos </strong></p>

<ul>
	<li>Material del bidón y del grifo de desagüe : HDPE (polietileno de alta densidad)</li>
	<li>Material del tapón de cierre : Polipropileno</li>
	<li>Material conta de fijación :</li>
	<li>LDPE (polietileno de baja densidad)</li>
	<li>Altura (mm) : 340</li>
	<li>Base LxA (mm) : 320 x 165</li>
	<li>Peso (kg)&nbsp; : 0,56</li>
</ul>
","
Bidón para agua 10 l – apilable

	Con grifo de salida desmontable y fácil de limpiar
	Tapadera de cierre con cinta de fijación para que no se pierda
	Almacenamiento en lotes (una en otra)
	Adecuado para alimentos según (EU) No. 10/2011 y FDA § 21 CFR 177.1520
	Libre de BPA
	Aplicación de ahorro de energía gracias al asa adherida
	Robusto y resistente a golpes



Datos técnicos 


	Material del bidón y del grifo de desagüe : HDPE (polietileno de alta densidad)
	Material del tapón de cierre : Polipropileno
	Material conta de fijación :
	LDPE (polietileno de baja densidad)
	Altura (mm) : 340
	Base LxA (mm) : 320 x 165
	Peso (kg)  : 0,56

",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,17952,560,320,165,340,,,,https://api.mybihr.com/medias/800Wx800H-1124539-1.jpg?context=bWFzdGVyfHJvb3R8MTg3MzJ8aW1hZ2UvanBlZ3xhRFV5TDJnM09TODBPVGc0TURFMk9EQXpPRFF6TUM4NE1EQlhlRGd3TUVoZk1URXlORFV6T1MweExtcHdad3w3YmI3ZDVmOTYxMzQ4MDllMDk2Mzg2OWJlZDZkMzFkNmIyODA0YzUyYjk2MmE5ZmJmZTQzZTRmN2FiZjE3NzMy,,,,https://static.bihr.pro/eBihr/Pictures/PRESSOL-pictures.zip,,,,,Spain Warehouse (Parts)
1124536,,21084,PRESSOL,PRESS JERRYCAN SPOUT,Boquilla de parada de llenado automático PRESSOL,18.15,15.00,12.00,4103810210846,1,3926909790,0,1,"<p><strong>Boquilla de parada de llenado automático</strong></p>
<ul>
	<li>Para repostar motosierras, cortacéspedes, desbrozadoras y aparatos pequeños</li>
	<li>La función de parada automática evita el sobrellenado y los derrames durante el llenado</li>
	<li>Reducción al mínimo del escape de vapores de gasolina (protección del medio ambiente)</li>
	<li>El bloqueo mecánico evita la apertura y las fugas involuntarias (bloqueo para niños)</li>
	<li>El canal de ventilación integrado garantiza un inflado rápido y continuo</li>
	<li>Incluido adaptador Ø45&nbsp;mm&nbsp;para aberturas de tanque grandes</li>
</ul>

<p><strong>Datos técnicos</strong></p>

<ul>
	<li>Material : POM</li>
	<li>Material juntas : FKM</li>
	<li>Diámetro final del vertedor (mm) : 22</li>
	<li>Longitud (mm) : 145</li>
	<li>Peso (kg) : 0,065</li>
</ul>
","
Boquilla de parada de llenado automático

	Para repostar motosierras, cortacéspedes, desbrozadoras y aparatos pequeños
	La función de parada automática evita el sobrellenado y los derrames durante el llenado
	Reducción al mínimo del escape de vapores de gasolina (protección del medio ambiente)
	El bloqueo mecánico evita la apertura y las fugas involuntarias (bloqueo para niños)
	El canal de ventilación integrado garantiza un inflado rápido y continuo
	Incluido adaptador Ø45 mm para aberturas de tanque grandes



Datos técnicos


	Material : POM
	Material juntas : FKM
	Diámetro final del vertedor (mm) : 22
	Longitud (mm) : 145
	Peso (kg) : 0,065

",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,1609,137,220,133,55,,,,https://api.mybihr.com/medias/800Wx800H-1124536-1.jpg?context=bWFzdGVyfHJvb3R8NDQ2OTh8aW1hZ2UvanBlZ3xhREZoTDJneU15ODBPVGc1TlRneU9EYzRNekV6TkM4NE1EQlhlRGd3TUVoZk1URXlORFV6TmkweExtcHdad3w5NjczNGIwZTAzMDdhNDA1YTMzNjA5NjY1Zjc5ZDNjNzM3MjA2ZjhiOTc2ODg2NWMwMWM1NDVmMWY0OTk3Y2Qw,,,,https://static.bihr.pro/eBihr/Pictures/PRESSOL-pictures.zip,,,,,Spain Warehouse (Parts)
1124537,,21084001,PRESSOL,PRESS JERRYCAN SPOUT,Boquilla de parada de llenado automático PRESSOL,18.15,15.00,12.00,4103810715877,2,3926909790,0,1,"<p><strong>Boquilla de parada de llenado automático</strong></p>
<ul>
	<li>Para repostar motosierras, cortacéspedes, desbrozadoras y aparatos pequeños</li>
	<li>La función de parada automática evita el sobrellenado y los derrames durante el llenado</li>
	<li>Reducción al mínimo del escape de vapores de gasolina (protección del medio ambiente)</li>
	<li>El bloqueo mecánico evita la apertura y las fugas involuntarias (bloqueo para niños)</li>
	<li>El canal de ventilación integrado garantiza un inflado rápido y continuo</li>
	<li>Incluido adaptador Ø45&nbsp;mm&nbsp;para aberturas de tanque grandes</li>
</ul>

<p><strong>Datos técnicos</strong></p>

<ul>
	<li>Material : POM</li>
	<li>Material juntas : FKM</li>
	<li>Diámetro final del vertedor (mm) : 22</li>
	<li>Longitud (mm) : 145</li>
	<li>Peso (kg) : 0,065</li>
</ul>
","
Boquilla de parada de llenado automático

	Para repostar motosierras, cortacéspedes, desbrozadoras y aparatos pequeños
	La función de parada automática evita el sobrellenado y los derrames durante el llenado
	Reducción al mínimo del escape de vapores de gasolina (protección del medio ambiente)
	El bloqueo mecánico evita la apertura y las fugas involuntarias (bloqueo para niños)
	El canal de ventilación integrado garantiza un inflado rápido y continuo
	Incluido adaptador Ø45 mm para aberturas de tanque grandes



Datos técnicos


	Material : POM
	Material juntas : FKM
	Diámetro final del vertedor (mm) : 22
	Longitud (mm) : 145
	Peso (kg) : 0,065

",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,1407,138,203,126,55,,,,https://api.mybihr.com/medias/800Wx800H-1124537-1.jpg?context=bWFzdGVyfHJvb3R8NDQwNTd8aW1hZ2UvanBlZ3xhR1JoTDJnME1DODBPVGt3TWpRd09EYzVOREUwTWk4NE1EQlhlRGd3TUVoZk1URXlORFV6TnkweExtcHdad3w1YjRlZWQ3MmQ5ZTg5YTFlYmJhYzcwNmIxOTYwMzVhNGI2MDUxNTRmOGJkMDRkNWQ0MDRlY2Y2ZGNmOGNlOTI0,,,,https://static.bihr.pro/eBihr/Pictures/PRESSOL-pictures.zip,,,,,Spain Warehouse (Parts)
1123347,,72090,PRESSOL,PRESS REPAIR KIT SHIFT LEVER,Kit de reparación de palancas para bombas neumáticas PRESSOL,37.81,31.25,25.00,4103810720901,2,4016930090,0,1,"<p>Incluye: palanca de cambio, manguito, muelle y circlips.</p>","
Incluye: palanca de cambio, manguito, muelle y circlips.",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,41,9,58,47,15,,,,https://api.mybihr.com/medias/800Wx800H-1123347-1.jpg?context=bWFzdGVyfHJvb3R8MzAzMjJ8aW1hZ2UvanBlZ3xhRFZtTDJobU9DODBOREkyTlRZME1EYzROems1T0M4NE1EQlhlRGd3TUVoZk1URXlNek0wTnkweExtcHdad3wyMGUwMWI1OWNlMjZjNGE1ZTlhNDI5MGNkMjJkMDdjZmMxNzI5NTYxNGJiZjJmMjQ2ODc0NWU1YzhjODZhY2M3,,,,https://static.bihr.pro/eBihr/Pictures/PRESSOL-pictures.zip,,,,,France Warehouse (Parts)
1123348,,87353,PRESSOL,PRESS REPAIR KIT PISTON ROD,Kit de reparación de pistón para bomba neumática PRESSOL,84.70,70.00,56.00,4103810873539,3,4016930090,0,1,"<p>Incluye bielas, gu&iacute;as y circlips.</p>
<p>Para bomba neum&aacute;tica 3:1.</p>","
Incluye bielas, guías y circlips.

Para bomba neumática 3:1.",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,276,167,207,58,23,,,,https://api.mybihr.com/medias/800Wx800H-1123348-1.jpg?context=bWFzdGVyfHJvb3R8MTAwMTV8aW1hZ2UvanBlZ3xhR1F5TDJobFlTODBOREkyTlRZME1ETTVORGM0TWk4NE1EQlhlRGd3TUVoZk1URXlNek0wT0MweExtcHdad3w0MzU5ZTA3MzkwY2UzZDk5NGFkNTdmYmQ5NzI0MDZhOTBmYjdlY2JjMzQyZjA0MjcxNDlhNzA4N2YyYWIyZDg1,,,,https://static.bihr.pro/eBihr/Pictures/PRESSOL-pictures.zip,,,,,France Warehouse (Parts)
1123346,,87351,PRESSOL,PRESS REPAIR KIT DISTRIBUTOR,Kit de reparación para bombas neumáticas PRESSOL,24.20,20.00,16.00,4103810873515,0,4016930090,0,1,"<p>Incluye: dispensador, placa deslizante, clip y circlips.<br>Para todas las bombas neum&aacute;ticas a partir del 01.01.2010.</p>","
Incluye: dispensador, placa deslizante, clip y circlips.Para todas las bombas neumáticas a partir del 01.01.2010.",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,73,24,64,38,30,,,,https://api.mybihr.com/medias/800Wx800H-1123346-1.jpg?context=bWFzdGVyfHJvb3R8MjE2Mzh8aW1hZ2UvanBlZ3xhRGswTDJoa1ppODBOREkyTlRZME1EQXdNVFUyTmk4NE1EQlhlRGd3TUVoZk1URXlNek0wTmkweExtcHdad3wyY2U5ZDAwNmQ4ZDY3Mjk3ZjczN2VjNzBkZjRiZTdlODhiMWRhMjk3MzAzMTM2ODFmZTRlZDQ3Yzg3NzJkNDU1,,,,https://static.bihr.pro/eBihr/Pictures/PRESSOL-pictures.zip,,,,,France Warehouse (Parts)
1123345,,72071,PRESSOL,PRESS SEAL FOR TIRE PUMP 3:1,Kit de juntas para bomba neumática de aceite 3:1 PRESSOL,30.25,25.00,20.00,4103810720710,1,4016930090,0,1,"<p>Incluidos el anillo de estanqueidad y los circlips, as&iacute; como el pist&oacute;n completo.</p>","
Incluidos el anillo de estanqueidad y los circlips, así como el pistón completo.",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,450,213,183,82,30,,,,https://api.mybihr.com/medias/800Wx800H-1123345-1.jpg?context=bWFzdGVyfHJvb3R8MzM4NzN8aW1hZ2UvanBlZ3xhRFV6TDJoaU1pODBOREkyTlRZME1URTRNVEl4TkM4NE1EQlhlRGd3TUVoZk1URXlNek0wTlMweExtcHdad3w5NDUwZWE4MmRkMTk2ZTJhZDY4YWQ1NTFmMWFiM2E0ZTk0YTc1MTAzMGIxOTIyYzg5N2NmOWQwNDc5OWEwYTcz,,,,https://static.bihr.pro/eBihr/Pictures/PRESSOL-pictures.zip,,,,,France Warehouse (Parts)
1129461,,02378,PRESSOL,PRESS FUNNEL 10L DIAM 424 MM GREEN LID,Embudo PRESSOL Ø 424mm - tapa verde,36.18,29.90,23.92,4103810023781,0,3926909790,0,1,"<p><strong>Datos técnicos</strong></p>
<ul>
	<li>Capacidad (l) : 10</li>
	<li>Material : polipropileno</li>
	<li>Color embudo : blanco, transparente</li>
	<li>Color de la tapa : verde, transparente</li>
	<li>Diámetro extensión ext. (mm) : 42</li>
	<li>Caudal (l/min) : 60</li>
	<li>Altura con tapa (mm) : 364</li>
	<li>Diámetro de la base Ø con tapa (mm) : 424</li>
	<li>Peso (kg) : 1,01</li>
</ul>

<p><strong>Características especiales</strong></p>

<ul>
	<li>Áreas de aplicación: industria alimentaria, industria, agricultura y talleres</li>
	<li>Aptos para uso alimentario conforme a la normativa legal: reglamentos (UE) n.º 10/2011 y 1935/2004 sobre plásticos. Probados por un laboratorio de pruebas acreditado.</li>
	<li>No se ensucian cuando la tapa está cerrada</li>
	<li>Caudal elevado, 60 l/min</li>
	<li>Borde antiderrame protege contra salpicaduras</li>
	<li>Resistentes a aceites, ácidos y combustibles</li>
	<li>Filtro fino de acero inoxidable de quita y pon</li>
	<li>Sencillo montaje del barril y del tanque mediante un adaptador de barril</li>
	<li>Para fijarlo en cualquier posición</li>
</ul>
","
Datos técnicos

	Capacidad (l) : 10
	Material : polipropileno
	Color embudo : blanco, transparente
	Color de la tapa : verde, transparente
	Diámetro extensión ext. (mm) : 42
	Caudal (l/min) : 60
	Altura con tapa (mm) : 364
	Diámetro de la base Ø con tapa (mm) : 424
	Peso (kg) : 1,01



Características especiales


	Áreas de aplicación: industria alimentaria, industria, agricultura y talleres
	Aptos para uso alimentario conforme a la normativa legal: reglamentos (UE) n.º 10/2011 y 1935/2004 sobre plásticos. Probados por un laboratorio de pruebas acreditado.
	No se ensucian cuando la tapa está cerrada
	Caudal elevado, 60 l/min
	Borde antiderrame protege contra salpicaduras
	Resistentes a aceites, ácidos y combustibles
	Filtro fino de acero inoxidable de quita y pon
	Sencillo montaje del barril y del tanque mediante un adaptador de barril
	Para fijarlo en cualquier posición

",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,59119,926,450,368,357,,,,https://api.mybihr.com/medias/800Wx800H-1129461-1.jpg?context=bWFzdGVyfHJvb3R8MjQxODl8aW1hZ2UvanBlZ3xhR0ZqTDJnM09DODJPREkyTXpJek1qZ3pNVFV4T0M4NE1EQlhlRGd3TUVoZk1URXlPVFEyTVMweExtcHdad3w2NDYwYTc3YTM3N2ZhMWIzM2ExZTZmYTNkZGQzZTk2MGNjZDQ1MzFlZjY3ODFmODI1NzU2ODI3ZTQxOTY5NTdh,,,,https://static.bihr.pro/eBihr/Pictures/PRESSOL-pictures.zip,,,,,Spain Warehouse (Parts)
1129460,,02376,PRESSOL,PRESS FUNNEL 10L DIAM 355 MM WHITE LID,Embudo PRESSOL Ø 355mm - Tapa Blanca,26.62,22.00,17.60,4103810023767,0,3926909790,0,1,"<p><strong>Datos técnicos</strong></p>
<ul>
	<li>Capacidad (l) : 10</li>
	<li>Material : polipropileno</li>
	<li>Color embudo : blanco, transparente</li>
	<li>Diámetro extensión ext. (mm) : 42</li>
	<li>Caudal (l/min) : 60</li>
	<li>Altura (mm) : 348</li>
	<li>Diámetro de la base Ø (mm) : 355</li>
	<li>Peso (kg) : 0,71</li>
</ul>

<p><strong>Características especiales</strong></p>

<ul>
	<li>Áreas de aplicación: industria alimentaria, industria, agricultura y talleres</li>
	<li>Aptos para uso alimentario conforme a la normativa legal: reglamentos (UE) n.º 10/2011 y 1935/2004 sobre plásticos. Probados por un laboratorio de pruebas acreditado</li>
	<li>Caudal elevado, 60 l/min</li>
	<li>Borde antiderrame protege contra salpicaduras</li>
	<li>Resistentes a aceites, ácidos y combustibles</li>
	<li>Filtro fino de acero inoxidable de quita y pon</li>
	<li>Sencillo montaje del barril y del tanque mediante un adaptador de barril</li>
</ul>
","
Datos técnicos

	Capacidad (l) : 10
	Material : polipropileno
	Color embudo : blanco, transparente
	Diámetro extensión ext. (mm) : 42
	Caudal (l/min) : 60
	Altura (mm) : 348
	Diámetro de la base Ø (mm) : 355
	Peso (kg) : 0,71



Características especiales


	Áreas de aplicación: industria alimentaria, industria, agricultura y talleres
	Aptos para uso alimentario conforme a la normativa legal: reglamentos (UE) n.º 10/2011 y 1935/2004 sobre plásticos. Probados por un laboratorio de pruebas acreditado
	Caudal elevado, 60 l/min
	Borde antiderrame protege contra salpicaduras
	Resistentes a aceites, ácidos y combustibles
	Filtro fino de acero inoxidable de quita y pon
	Sencillo montaje del barril y del tanque mediante un adaptador de barril

",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,48386,604,415,347,336,,,,https://api.mybihr.com/medias/800Wx800H-1129460-1.jpg?context=bWFzdGVyfHJvb3R8MTgwMTB8aW1hZ2UvanBlZ3xhRFJqTDJnNE5pODJPREkyTXpJek1qUXpPRE13TWk4NE1EQlhlRGd3TUVoZk1URXlPVFEyTUMweExtcHdad3xhNmRjN2ZlYTJlNDVlNTM2MGZmNjUyMTM0MmIwYWViMDNkNjEwZTllODMzM2EzNWE0NjVlMDEzYzEwOWI1Yzg2,,,,https://static.bihr.pro/eBihr/Pictures/PRESSOL-pictures.zip,,,,,Spain Warehouse (Parts)
1129462,,02379,PRESSOL,PRESS FUNNEL 10L DIAM 424 MM NO LID,Embudo PRESSOL Ø 424mm - Tapa Blanca,36.18,29.90,23.92,4103810023798,0,3926909790,0,1,"<p><strong>Datos técnicos</strong></p>
<ul>
	<li>Capacidad (l) : 10</li>
	<li>Material : polipropileno</li>
	<li>Color embudo : blanco, transparente</li>
	<li>Color de la tapa : blanco, transparente</li>
	<li>Diámetro extensión ext. (mm) : 42</li>
	<li>Caudal (l/min) : 60</li>
	<li>Altura con tapa (mm) : 364</li>
	<li>Diámetro de la base Ø con tapa (mm) : 424</li>
	<li>Peso (kg) : 1,01</li>
</ul>

<p><strong>Características especiales</strong></p>

<ul>
	<li>Áreas de aplicación: industria alimentaria, industria, agricultura y talleres</li>
	<li>Aptos para uso alimentario conforme a la normativa legal: reglamentos (UE) n.º 10/2011 y 1935/2004 sobre plásticos. Probados por un laboratorio de pruebas acreditado.</li>
	<li>No se ensucian cuando la tapa está cerrada</li>
	<li>Caudal elevado, 60 l/min</li>
	<li>Borde antiderrame protege contra salpicaduras</li>
	<li>Resistentes a aceites, ácidos y combustibles</li>
	<li>Filtro fino de acero inoxidable de quita y pon</li>
	<li>Sencillo montaje del barril y del tanque mediante un adaptador de barril</li>
	<li>Para fijarlo en cualquier posición</li>
</ul>
","
Datos técnicos

	Capacidad (l) : 10
	Material : polipropileno
	Color embudo : blanco, transparente
	Color de la tapa : blanco, transparente
	Diámetro extensión ext. (mm) : 42
	Caudal (l/min) : 60
	Altura con tapa (mm) : 364
	Diámetro de la base Ø con tapa (mm) : 424
	Peso (kg) : 1,01



Características especiales


	Áreas de aplicación: industria alimentaria, industria, agricultura y talleres
	Aptos para uso alimentario conforme a la normativa legal: reglamentos (UE) n.º 10/2011 y 1935/2004 sobre plásticos. Probados por un laboratorio de pruebas acreditado.
	No se ensucian cuando la tapa está cerrada
	Caudal elevado, 60 l/min
	Borde antiderrame protege contra salpicaduras
	Resistentes a aceites, ácidos y combustibles
	Filtro fino de acero inoxidable de quita y pon
	Sencillo montaje del barril y del tanque mediante un adaptador de barril
	Para fijarlo en cualquier posición

",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,56558,925,453,364,343,,,,https://api.mybihr.com/medias/800Wx800H-1129462-1.jpg?context=bWFzdGVyfHJvb3R8MTgxMjR8aW1hZ2UvanBlZ3xhREZqTDJoaU9DODJPREkyTXpJeE5EYzBNelU0TWk4NE1EQlhlRGd3TUVoZk1URXlPVFEyTWkweExtcHdad3wzMjc3ODA3OGZhYmEwNDNlZDQ0YjdhNjM2Y2E2YTkzOTM5ODczZjU5Yzc2Njk4MTFmMmRiYWYyYjkwNGZiYjRk,,,,https://static.bihr.pro/eBihr/Pictures/PRESSOL-pictures.zip,,,,,Spain Warehouse (Parts)
