PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Anchura pedalier (Mm),BCD (Mm),Color,Dientes,Factor I (Mm),Factor Q (Mm),Linea de cadena (Mm),Longitud de biela (Mm),Material de biela,Material de plato,Pedalier (BB),Peso (g),Transmisión,Uso recomendado,Velocidades,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,DeliveryPlant
1101357,357,P005-170,PROWHEEL,PROWH CRANK. STEEL (170MM). PLASTIC COAT,PROWHEEL Biela izquierda de bicicleta Acero negro 170mm Eje rombo,7.50,6.20,4.03,8430525013544,63,8714963010,0,1,"Biela izquierda de bicicleta. 26-29''.
Acero. Color negro.
Plastificada.
Largo biela: 170 mm. (Para recambio de REF.356)
EJE ROMBO","Biela izquierda de bicicleta. 26-29''.
Acero. Color negro.
Plastificada.
Largo biela: 170 mm. (Para recambio de REF.356)
EJE ROMBO",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,622,411,206,53,57,,,,,,,,,Aluminio 6061-T6 Forjado,,,,,Carretera & Ciclocross & Ciudad & MTB & Trekking/Touring,,https://api.mybihr.com/medias/1101357-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODU3NzF8aW1hZ2UvanBlZ3xhR1UxTDJnMk1TODVOak14TmpJeE16Z3lNVGMwTHpFeE1ERXpOVGN0TVY4NE1EQlhlRGd3TUVnfDRkMGU2MDg5YjIxZTFmMjJiMTc0Yjg1MTY3ZWJjODlhYjQyMDgzZWE2NGZiMGFkZTljMTMyNDY0ZDI0NGNmZjY,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1101630,575,A005N,PROWHEEL,PROWH CRANCK 170MM. LEFT / PLASTIC COATE,Biela izquierda alumnio forjado 170mm. Eje Rombo,9.99,8.26,4.05,8430525103597,563,8714963010,0,1,Biela izquierda de bicicleta. Aluminio Forjado.Color: NegroEje rombo. Largo: 170 mm.,Biela izquierda de bicicleta. Aluminio Forjado.Color: NegroEje rombo. Largo: 170 mm.,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,554,209,209,53,50,,,,,,,,,Aluminio 6061-T6 Forjado,,,,,,,https://api.mybihr.com/medias/1101630-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzgwMTR8aW1hZ2UvanBlZ3xhRFEwTDJnMU5TOHhNVFEwTVRReE56TTFOVEk1TkM4eE1UQXhOak13TFRGZk9EQXdWM2c0TURCSXw0OGVjN2VjZWVhOTdhMzVkZTM0MTg3NDM1OTRjZTIzMDgxODM4MzQwZGFmMWRhZDc4OWY0ZDcwZjllZDVlMzc4,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1101307,15397,SOLID-246T-170,PROWHEEL,PROWH CHAINSET FIXIE 170-46T,PROWHEEL Set plato y bielas de bicicleta Fixie 46 Dientes Bielas 170mm,55.50,45.87,29.82,8430525153974,1,8714963010,0,1,"Set plato y bielas de bicicleta Fixie.
Biela: Aluminio 6061-T6 forjado. Negro anodizado.
Plato: Aluminio negro anodizado de 3mm de espesor.
Dentado: 46 dientes. Largo biela: 170mm.
Eje pedalier: ISIS 108mm, anchura puntas eje 110.5mm.","Set plato y bielas de bicicleta Fixie.
Biela: Aluminio 6061-T6 forjado. Negro anodizado.
Plato: Aluminio negro anodizado de 3mm de espesor.
Dentado: 46 dientes. Largo biela: 170mm.
Eje pedalier: ISIS 108mm, anchura puntas eje 110.5mm.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,5068,1030,309,278,59,,,,,,,,,Aluminio 6061-T6 Forjado,,,,,Ciudad,1,https://api.mybihr.com/medias/1101307-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTAxNzY4fGltYWdlL2pwZWd8YURBM0wyaGpZeTg1TmpNeE5URXlNVE16TmpZeUx6RXhNREV6TURjdE1WODRNREJYZURnd01FZ3wyOTgzM2YxZmRmN2U5Y2FiYjg5MzJiZjZlOGJjOWFhYjA2OTFiNzUwNjU1ZGZlZjM1ZTYwNmU3NWVjM2RjODQ5,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1101442,340PL,A001-SILVER,PROWHEEL,PROWH CRANK (170MM) LEFT / ALUMINUM. SIL,PROWHEEL Biela izquierda de bicicleta Aluminio plata 170mm Eje cuadrado,7.50,6.20,0.99,8430525005822,744,8714963010,0,1,"Biela izquierda de bicicleta. 26-29''.
Aluminio forjado. Color plata.
Largo biela: 170 mm. (Para recambio de REF.339)
EJE CUADRADO","Biela izquierda de bicicleta. 26-29''.
Aluminio forjado. Color plata.
Largo biela: 170 mm. (Para recambio de REF.339)
EJE CUADRADO",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,295,218,217,40,34,,,,,,,,,Aluminio 6061-T6 Forjado,,,,,Carretera & Ciclocross & Ciudad & MTB & Trekking/Touring,,https://api.mybihr.com/medias/1101442-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTA3NTV8aW1hZ2UvanBlZ3xhR00xTDJnNVpTODVOak15TURFMk5UTXhORGcyTHpFeE1ERTBOREl0TVY4NE1EQlhlRGd3TUVnfGFjYmExNDVmMzI5ZTcwZGE4NGNlYzJkZjY4MjYzZmY0ZWM2ZWM1ZDczYjEzZjdmMjg3YjVjMDhhZTJjOWM2MGM,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1121642,,S7-47,PROWHEEL,PROWH EBIKE SPIDER BROSE CL47,Araña PROWHEEL S7-47 para Brose - sin protector de plato,33.50,27.69,5.55,S7-47,19,8714109090,0,1,"<p>Araña PROWHEEL S7-47 (sin protector de plato)</p>
<p>BCD 104mm</p>
<p>Línea de cadena 47mm</p>","
Araña PROWHEEL S7-47 (sin protector de plato)

BCD 104mm

Línea de cadena 47mm",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,263,2,95,84,33,,,,,,,,,,,,,,E-Bike,,https://api.mybihr.com/medias/800Wx800H-1121642-1.jpg?context=bWFzdGVyfHJvb3R8NTc4OTR8aW1hZ2UvanBlZ3xhREUzTDJnMU15OHpNakkwTmpBd056RXpOakk0Tmk4NE1EQlhlRGd3TUVoZk1URXlNVFkwTWkweExtcHdad3wzMmU4NDIwOTdlZmMyMTk5ZGY4ZDFlMGRkMzZiYmU4MmU5YmY3MjA1OTVhNDk4Njk4ZDJiYWE5Y2NiNmVkZjg4,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1121592,,EB03-L-172.5,PROWHEEL,PROWH EBIKE LH CRANKARM 172.5 BOSCH/YA,Biela izquierda PROWHEEL E-Bike aluminio 172.5mm ISIS - Bosch / Yamaha,17.50,14.46,2.00,1121592,25,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,428,273,221,51,38,,,Negro,,,,,,,,,,,E-Bike,,https://api.mybihr.com/medias/800Wx800H-1121592-1.jpg?context=bWFzdGVyfHJvb3R8MzczOTB8aW1hZ2UvanBlZ3xhREU0TDJoa01TOHpNakV5TWpRNE9EQTVORGMxTUM4NE1EQlhlRGd3TUVoZk1URXlNVFU1TWkweExtcHdad3w5ZGNiZWZhMzJlODlhOTQxODUzZmFjYjUxZjNmM2QwZjdiZjEzY2I1MzEwNzE3MjAzODBmMWE5N2FjYmFmZmE5,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1116466,1116466,CHARM-FD4S-TT – 34T,PROWHEEL,PROWH CHAINRING CHARM 4 SCREWS 34T,Plato Prowheel CHARM 4 screws 34T,31.50,26.03,8.99,1116466,71,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,502,191,197,196,13,,,,,,,,,Aluminio 6061-T6 Forjado,Acero,,,,MTB,10 & 11,https://api.mybihr.com/medias/800Wx800H-1116466-1.jpg?context=bWFzdGVyfHJvb3R8Nzg1MTl8aW1hZ2UvanBlZ3xhRFkyTDJoa05DODBPRFV3T0RJeU5UZ3hORFUxT0M4NE1EQlhlRGd3TUVoZk1URXhOalEyTmkweExtcHdad3wxNzMzMjU2NjdmZWQ1ZGZkMmU4OGE3NGZiODIwNWI4ZGU1YWQ3ZDZkZTc4NjdjNTQ4MWM5NzJiNDkxNmIwMTZh,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1121637,,S17-5-45,PROWHEEL,PROWH EBIKE SPIDER CL45 BAF M4/M3/M2,Araña PROWHEEL S17 para Bafang M400/M300/M200,33.50,27.69,5.55,S17-5-45,19,8714109090,0,1,"<p>Araña PROWHEEL S17-45</p>
<p>BCD 104mm</p>
<p>Línea de cadena 45mm</p>","
Araña PROWHEEL S17-45

BCD 104mm

Línea de cadena 45mm",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,149,105,92,81,20,,,,,,,,,,,,,,E-Bike,,https://api.mybihr.com/medias/800Wx800H-1121637-1.jpg?context=bWFzdGVyfHJvb3R8MzAyMjN8aW1hZ2UvanBlZ3xhR1l4TDJoaU5TOHpNakkwTmpBd05qTTBPVGcxTkM4NE1EQlhlRGd3TUVoZk1URXlNVFl6TnkweExtcHdad3wzMWVjZmQxNTlhYjgyZGZkZDUzNjFjMmE0YWFlY2I4MmI2ODJiOTRkYjU1NmNmMzJiNmE0NWI4ZGNmMjAyM2Fm,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1121615,,ISIS BOLTS,PROWHEEL,PROWH EBIKE ISIS BOLTS BOSCH/BRO/BAF/YAM,Juego de tornillos para biela ISIS PROWHEEL - M15x1.0x23.5L,2.00,1.65,0.75,ISISBOLTS,0,8714109090,0,1,<p>Juego de tornillos de fijación para biela ISIS.</p>,"
Juego de tornillos de fijación para biela ISIS.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,36,55,46,34,23,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1121615-1.jpg?context=bWFzdGVyfHJvb3R8NzM1MTh8aW1hZ2UvanBlZ3xhR1UwTDJnNU5DOHpNakUwTnpZNU5qVTBPVGt4T0M4NE1EQlhlRGd3TUVoZk1URXlNVFl4TlMweExtcHdad3w5MzZhOTc3Yjk0NDIwNzMzNWQ0YzdhN2ViZmVlZmI2N2E3YTEzNDEwOTZhOTBkZThkM2I1ZWNlNzdlZWNkNjkx,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1121644,,S7-52,PROWHEEL,PROWH EBIKE SPIDER BROSE CL52,Araña PROWHEEL S7-52 para Brose - sin protector de plato,33.50,27.69,5.55,S7-52,19,8714109090,0,1,"<p>Araña PROWHEEL S7-52 (sin protector de plato)</p>
<p>BCD 104mm</p>
<p>Línea de cadena 52mm</p>","
Araña PROWHEEL S7-52 (sin protector de plato)

BCD 104mm

Línea de cadena 52mm",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,234,109,92,91,28,,,,,,,,,,,,,,E-Bike,,https://api.mybihr.com/medias/800Wx800H-1121644-1.jpg?context=bWFzdGVyfHJvb3R8NTc4OTR8aW1hZ2UvanBlZ3xhRFEzTDJnMFl5OHpNakkwTmpBd056TXpNamc1TkM4NE1EQlhlRGd3TUVoZk1URXlNVFkwTkMweExtcHdad3w3MzM0MDU5ZDYwNWQ0MmQwZTRkMjBkMTc3MmEzMTkzNzdlNWJhMzFhOWJhNGVlYTYwZDVmZmMzYjA2ZDM2MjY1,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1116500,1116500,CHARM-FD04S-TT-170-3,PROWHEEL,PROWH CRANKSET MTB 170MM 34T,Bielas Prowheel MTB 170mm 34T,89.99,74.37,22.30,1116500,0,8714109090,0,1,"<p>El set de bielas y plato Prowheel CHARM incluye biela derecha, biela izquierda, plato, eje pedalier, espaciadores, tapón de biela, herramienta y tornillería.</p>
<p>El sistema monoplato Narrow-Wide evita que se salidas de cadena del plato.</p>
<p>Las bielas de aluminio forjado aseguran ligereza, resistencia y potencia.</p>","
El set de bielas y plato Prowheel CHARM incluye biela derecha, biela izquierda, plato, eje pedalier, espaciadores, tapón de biela, herramienta y tornillería.

El sistema monoplato Narrow-Wide evita que se salidas de cadena del plato.

Las bielas de aluminio forjado aseguran ligereza, resistencia y potencia.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,11579,1318,277,220,190,,,,,,,,,Aluminio 6061-T6 Forjado,Acero,,,,MTB,10 & 11,https://api.mybihr.com/medias/800Wx800H-1116500-1.jpg?context=bWFzdGVyfHJvb3R8NjQ3NjJ8aW1hZ2UvanBlZ3xhRE5rTDJobE1pODBPRFV3T0RJME1UWTNOREkzTUM4NE1EQlhlRGd3TUVoZk1URXhOalV3TUMweExtcHdad3w4ZTQxN2VmZGRjNDI4N2FlOGQyMGZjZjBlYWI1NjI2Y2JhMmFhZDFlMzViMzFmNWQ2YmU3N2NmMDBjYjQzYjkw,https://api.mybihr.com/medias/800Wx800H-1116500-2.jpg?context=bWFzdGVyfHJvb3R8NTUyMTZ8aW1hZ2UvanBlZ3xhRFptTDJoa09DODBPRFV3T0RJME1Ua3pOalF4TkM4NE1EQlhlRGd3TUVoZk1URXhOalV3TUMweUxtcHdad3xkOWY1OGEwZjgzNzE2YzQ0MTdmMWFhMDI1ZDllNTVhYzE0OTM3YjE0MDYyNmU0ZDUzMTY0MzE4MmVhZDE2NDNj,https://api.mybihr.com/medias/800Wx800H-1116500-3.jpg?context=bWFzdGVyfHJvb3R8Njc0ODV8aW1hZ2UvanBlZ3xhRE0yTDJnNE15ODBPRFV3T0RJME1qTXlPVFl6TUM4NE1EQlhlRGd3TUVoZk1URXhOalV3TUMwekxtcHdad3w1Y2RlYzQyYzJjM2YzYTU4NmJiNjljOTc3Y2NhOGE1MDQ0YTdlZGFmNTljMzFlMjkyZjU3OTM5ZTZiZTdhNDcz,https://api.mybihr.com/medias/800Wx800H-1116500-4.jpg?context=bWFzdGVyfHJvb3R8NzYxMjN8aW1hZ2UvanBlZ3xhRGsyTDJnM05TODBPRFV3T0RJME1qY3lNamcwTmk4NE1EQlhlRGd3TUVoZk1URXhOalV3TUMwMExtcHdad3xmZDUzMjhlNDY1MzExMjEzOGU3Y2E4Nzc1MDk5ZWRiNTM2YmIwZGFlYjZlZjAzNWQ4ZTdmYzI0ZDIzOTczMTc4,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1121620,,NWA46T,PROWHEEL,PROWH EBIKE CHAINRING 46T BAF/YA/SHI/BRO,Plato PROWHEEL 46 dientes para bielas RPX Road Race,33.50,27.69,5.55,NWA46T,13,8714109090,0,1,"<p>46 DIENTES<br>
BCD 110 MM<br>
LÍNEA DE CADENA 45,5 MM<br>
MATERIAL AL-7075-T6<br>
ACABADO 100 % MECANIZADO EN CNC, ANODIZADO NEGRO.</p>
<ul>
	<li>INCLUYE TORNILLOS DE PLATO</li>
</ul>
","
46 DIENTES
BCD 110 MM
LÍNEA DE CADENA 45,5 MM
MATERIAL AL-7075-T6
ACABADO 100 % MECANIZADO EN CNC, ANODIZADO NEGRO.

	INCLUYE TORNILLOS DE PLATO

",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,815,159,181,180,25,,,Negro,,,,,,,Aluminio 7075-T6,,,,Carretera,,https://api.mybihr.com/medias/800Wx800H-1121620-1.jpg?context=bWFzdGVyfHJvb3R8OTA4ODB8aW1hZ2UvanBlZ3xhRGMyTDJobE1TODVPVEU1TnpjMk9Ua3dPREkxTkM4NE1EQlhlRGd3TUVoZk1URXlNVFl5TUMweExtcHdad3xmZDM1ODhiMTU4ZDM3NDg4ZGVjODU2N2I4NWFiNTIzNGZiZDg2ZThmNDcyZDZmNjFlZjViYjk5MmFlYjMxYjVi,https://api.mybihr.com/medias/800Wx800H-1121620-2.jpg?context=bWFzdGVyfHJvb3R8OTU0NTZ8aW1hZ2UvanBlZ3xhRGcyTDJneU1TODVPVEU1TnpjM01ERTNNRE01T0M4NE1EQlhlRGd3TUVoZk1URXlNVFl5TUMweUxtcHdad3w4ZTBlNTUzMTZlYzRjNmUzMTRhMGNjMTMxMzViYzZhMTllZTFhNDM5N2RjZGE4ODk4NWNhYjFlNWYwNTBhYzNl,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1121639,,S2-49,PROWHEEL,PROWH EBIKE SPIDER CL49 BAFANG M600/M500,Araña PROWHEEL S2 para Bafang M600/M500 - sin protector de plato,33.50,27.69,11.60,S2-49,15,8714109090,0,1,"<p>Araña PROWHEEL S2-49 (sin protector de plato)</p>
<p>BCD 104mm</p>
<p>Línea de cadena 49mm</p>","
Araña PROWHEEL S2-49 (sin protector de plato)

BCD 104mm

Línea de cadena 49mm",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,172,106,87,86,23,,,,,,,,,,,,,,E-Bike,,https://api.mybihr.com/medias/800Wx800H-1121639-1.jpg?context=bWFzdGVyfHJvb3R8NjcwOTZ8aW1hZ2UvanBlZ3xhREl3TDJoaFppOHpNakkwTmpBd05qVTBOalEyTWk4NE1EQlhlRGd3TUVoZk1URXlNVFl6T1MweExtcHdad3xiMDBjMDQzNjlhZTk2NzQzZDYzNTg4ODM5OTliYjQ5YjdlODczNDYwYTExNzY1ZWU3ZTAzNGM3MDI3OGZhZTVk,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1121641,,S7-45,PROWHEEL,PROWH EBIKE SPIDER BROSE CL45,Araña PROWHEEL S7-45G para Brose,33.50,27.69,5.55,S7-45,19,8714109090,0,1,"<p>Araña PROWHEEL S7-45G</p>
<p>BCD 104mm</p>
<p>Línea de cadena 45mm</p>","
Araña PROWHEEL S7-45G

BCD 104mm

Línea de cadena 45mm",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,168,106,90,81,23,,,,,,,,,,,,,,E-Bike,,https://api.mybihr.com/medias/800Wx800H-1121641-1.jpg?context=bWFzdGVyfHJvb3R8NTc4OTR8aW1hZ2UvanBlZ3xhRGt6TDJoaE1TOHpNakkwTmpBd05qa3pPVFkzT0M4NE1EQlhlRGd3TUVoZk1URXlNVFkwTVMweExtcHdad3xlOTdkYTk2NDI4YzQ4ZjEyYTQyMTM5YTI3MDQ0MmE0YTFkMTQxOTlhODg5ZWM5ZDg4ZjIxMjEwZDgxOTg0ZTUx,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1121643,,S7-49,PROWHEEL,PROWH EBIKE SPIDER BROSE CL49,Araña PROWHEEL S7-49 para Brose - sin protector de plato,33.50,27.69,5.55,S7-49,19,8714109090,0,1,"<p>Araña PROWHEEL S7-49 (sin protector de plato)</p>
<p>BCD 104mm</p>
<p>Línea de cadena 49mm</p>","
Araña PROWHEEL S7-49 (sin protector de plato)

BCD 104mm

Línea de cadena 49mm",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,156,113,80,78,25,,,,,,,,,,,,,,E-Bike,,https://api.mybihr.com/medias/800Wx800H-1121643-1.jpg?context=bWFzdGVyfHJvb3R8NTc4OTR8aW1hZ2UvanBlZ3xhRFZsTDJobVlTOHpNakUwTnpZNU5UTXpOelV3TWk4NE1EQlhlRGd3TUVoZk1URXlNVFkwTXkweExtcHdad3w0YWNlZjhlYzVlN2M0ZjU0ZGNjZjIyMTMyMWRjYzU0NzEzODNmNDFkNTA3NzE4OTc0MDU5OGQ1NGExNjM5ZDE3,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1121594,,EB03-R-170,PROWHEEL,PROWH EBIKE RH CRANKARM 170 BOSCH/BAF/YA,Biela derecha PROWHEEL E-Bike aluminio 170mm ISIS - Bosch / Bafang / Yamaha,17.50,14.46,2.00,1121594,21,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,51,266,208,35,7,,,Negro,,,,,,,,,,,E-Bike,,https://api.mybihr.com/medias/800Wx800H-1121594-1.jpg?context=bWFzdGVyfHJvb3R8MzczOTB8aW1hZ2UvanBlZ3xhR1ZoTDJoaU5TOHpNakV5TWpRNE9EZzRNVEU0TWk4NE1EQlhlRGd3TUVoZk1URXlNVFU1TkMweExtcHdad3wyMWI3ZjJkOGI5ODBmMjAzYTg5OGFkNWRhMjNlM2MxZjBkNzZkNGM2ZjhhODdiMjViYTRhNzJjMzQxMmVkYjVj,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1121587,,EB02-L-165 (ISIS),PROWHEEL,PROWH EBIKE LH CRANKARM 165 ISIS BAF/YAM,Biela izquierda PROWHEEL E-Bike aluminio 165mm ISIS - Bafang / Yamaha,17.50,14.46,2.00,1121587,40,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,135,283,201,48,14,,,Negro,,,,,,,,,,,E-Bike,,https://api.mybihr.com/medias/800Wx800H-1121587-1.jpg?context=bWFzdGVyfHJvb3R8MzYzMzR8aW1hZ2UvanBlZ3xhR1kyTDJnMVpDOHpNakV5TWpRNE5qRXlPRFkzTUM4NE1EQlhlRGd3TUVoZk1URXlNVFU0TnkweExtcHdad3w4ODZlMjE2OGNhNDhlZWNhYjYwMjFhNzU4M2Q0MTdiYjBmYzkxNGNhNzBjYjY5MzgxMDVkNGY3ODI4NDk5ZTg3,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1121602,,EB04-R-165 (ISIS),PROWHEEL,PROWH EBIKE RH CRANKARM 165 ISIS BOSCH,Biela derecha PROWHEEL E-Bike aluminio 165mm ISIS - Bosch / Bafang / Yamaha,17.50,14.46,3.00,1121602,19,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,96,267,213,45,10,,,Negro,,,,,,,,,,,E-Bike,,https://api.mybihr.com/medias/800Wx800H-1121602-1.jpg?context=bWFzdGVyfHJvb3R8Mzg0MjZ8aW1hZ2UvanBlZ3xhR1UwTDJnM1l5OHpNakV5TWpRNU1qQXlOamt4TUM4NE1EQlhlRGd3TUVoZk1URXlNVFl3TWkweExtcHdad3xjYmQ0ODFhODk3MjA4YTViZWU5ZDNjZjYzNjFiMTU2OTg0NTk5ZTBjNzQ4Yzg2MTBmYTRhOTVhZDA2YzlkZWNh,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1121595,,EB03-R-172.5,PROWHEEL,PROWH EBIKE RH CRANKARM 172.5 BOSCH/YA,Biela derecha PROWHEEL E-Bike aluminio 172.5mm ISIS - Bosch / Yamaha,17.50,14.46,2.00,1121595,26,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,196,273,228,33,26,,,Negro,,,,,,,,,,,E-Bike,,https://api.mybihr.com/medias/800Wx800H-1121595-1.jpg?context=bWFzdGVyfHJvb3R8MzczOTB8aW1hZ2UvanBlZ3xhR0l4TDJnMk1DOHpNakV5TWpRNE9USTNORE01T0M4NE1EQlhlRGd3TUVoZk1URXlNVFU1TlMweExtcHdad3wxNDc3MmZiNTA3YzViZmU5YzFlNThlZmZkMGFlMGFkYTY4YTk4ZGFhOGQwNDkwYTE3MzllMzhlZWYzNWMwZmNm,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1121625,,NWS34T,PROWHEEL,PROWH EBIKE CHAINRING 34T BAF/SHI/BOSCH,Plato para E-Bike PROWHEEL 34 dientes,21.50,17.77,7.99,NWS34T,22,8714109090,0,1,"<p>Plato PROWHEEL.</p>
<p><strong>Compatible:</strong></p>
<ul>
	<li>Brose</li>
	<li>Bafang</li>
	<li>Shimano</li>
	<li>Yamaha</li>
	<li>Ananda</li>
	<li>Bosch</li>
</ul>
","
Plato PROWHEEL.

Compatible:

	Brose
	Bafang
	Shimano
	Yamaha
	Ananda
	Bosch

",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,370,200,136,136,20,,,,,,,,,,Acero,,,,E-Bike,,https://api.mybihr.com/medias/800Wx800H-1121625-1.jpg?context=bWFzdGVyfHJvb3R8NTQ0Mjd8aW1hZ2UvanBlZ3xhREF4TDJnNFpDOHpNakl6TURrd01qTTVPVEF3Tmk4NE1EQlhlRGd3TUVoZk1URXlNVFl5TlMweExtcHdad3w4MjZlZGY3M2JhN2M2MzE5NjdlMjk1ZjhjNzBiMmY4YjdkZjVkYzJiMWI3ODQxODk3NWNjNjg4NGEyNDIwNzkw,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1121598,,EB04-L-165 (ISIS),PROWHEEL,PROWH EBIKE LH CRANKARM 165 ISIS BOSCH,Biela izquierda PROWHEEL E-Bike aluminio 165mm ISIS - Bosch / Bafang / Yamaha,17.50,14.46,3.00,1121598,16,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,417,270,211,52,38,,,Negro,,,,,,,,,,,E-Bike,,https://api.mybihr.com/medias/800Wx800H-1121598-1.jpg?context=bWFzdGVyfHJvb3R8Mzg0MjZ8aW1hZ2UvanBlZ3xhRGRpTDJoaVpDOHpNakV5TWpRNU1EUTFOREEwTmk4NE1EQlhlRGd3TUVoZk1URXlNVFU1T0MweExtcHdad3xiNDM3MjM0MzgzODY4ZjMwNzEzODJhNzVlNmY3MTE2MGJmNTgyYjNkNmZjMDA0MTZjNWI1ZWRmZGI2ZDBkZDUw,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
