PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,V-Colores,V-Posición,V-Tamaño,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),[Retén] Diámetro exterior (Ømm),[Retén] Diámetro interior (Ømm),Altura (cm),Altura (mm),Anchura (cm),Anchura (mm),Apertura (mm),Barra transversal,Bloqueo,Cantidad,Capacidad (Ah),Capacidad (ml/l),Capacidad de portaequipajes (L),Carga máxima (kg),Casquillo,Categoría ECE,Color,Color de la carcasa,Color del cristal,Componente de fijación,Composición,Compuesto del puño,Conexión eléctrica,Diámetro exterior (mm),Diámetro int/ext (mm/mm),Diámetro interior (mm),Diámetro interior del manillar (mm),Diámetro Ø (mm),Elevación de manillar (mm),Embalaje,Eslabones de cadena,Espesor (mm),Fijación,Forma,Función de la luz,Gama,Homologación,Incluye intermitente,Longitud (cm),Longitud (mm),Montaje,Montaje de espejo retrovisor,Número de canal,Número de pines,Número de puntos,Peso (kg),Plegable,Posición,Rango de uso,Resistencia,Rosca (mm),Rosca de espejo,Rosca inferior,"Rosca superior ",Sentido de rosca,Tamaño de accionamiento cuadrado,Terminales,Tipo,Tipo de luz,Tipo de producto,Tipo de puño,Tipo de retrovisor,Tipo de soporte,Voltaje,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,AllPicturesZIP,Document1,Document2,Document3,Document4,DeliveryPlant
1060288,769005,L35-602,BIHR,BIHR SPAREPARTS EXHAUST SPRING 90MM,Muelles de escape  Largo: 90 mm,8.47,7.00,4.55,L35-602,9,7320909090,0,1,"Se venden por pares, longitud: 90 mm","Se venden por pares, longitud: 90 mm",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,,183,66,118,91,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,por pareja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1060288-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjExODd8aW1hZ2UvanBlZ3xhR1pqTDJneU1pODRPVFk0TXpRM01Ea3dPVGMwTHpFd05qQXlPRGd0TVY4NE1EQlhlRGd3TUVnfGU2M2Y4YWEyYTBiYjE3YzNiZGQ3ZDQ5OThkOGQzMjNjNGNlMDgzMzRkZTJkNTU4OWI2YjBmNWM0ZmM1NTZlNmU,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIHR-pictures.zip,,,,,Spain Warehouse (Parts)
1067326,,L7500,BIHR,BIHR BOX WITH SEATING 75L BLK,Maleta trasera para ATV con asiento BIHR 75L negro,335.90,277.60,180.44,443572,6,8714109090,0,0,"<ul>
	<li>Color : negro</li>
	<li>Capacidad : 75 litros</li>
	<li>Compartimento para bid&oacute;n de combustible de 5L (no incluido)</li>
	<li>L. 108 x l. 68 x H. 42 cm</li>
	<li>Sin luz de freno trasero</li>
</ul>
","
	Color : negro
	Capacidad : 75 litros
	Compartimento para bidón de combustible de 5L (no incluido)
	L. 108 x l. 68 x H. 42 cm
	Sin luz de freno trasero

",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. COMFORT&CONVEN.,,,,,307824,15000,1060,660,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1067326-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjgxNDZ8aW1hZ2UvanBlZ3xhRE15TDJnM1pDODRPRGMxTURVeE9UUXhPVEU0THpFd05qY3pNall0TVY4NE1EQlhlRGd3TUVnfDY1MzliNTRiNzRmM2FhNWYwMGJkOWY0YTM1ZWY5ZTM5NjI5ODczZGIyZmY1MDU0ZDkzYWU3ZmQ0ZjcwMWUwNjI,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIHR-pictures.zip,,,,,Spain Warehouse (Parts)
1064332,,UA-001,BIHR,BIHR PLUG USB - 12V,Toma USB BIHR con fijación al manillar de 12 V,37.51,31.00,18.60,324100,63,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>This 12V USB port is suitable for all types of motorcycle and may, amongst other things, be used for powering your GPS if it is equipped with a USB port.</p><p>Energy output for 1 or 2 connections 2.1A.</p></body> </html>","       This 12V USB port is suitable for all types of motorcycle and may, amongst other things, be used for powering your GPS if it is equipped with a USB port.Energy output for 1 or 2 connections 2.1A. ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ELECTRONIC,,,,,893,153,145,154,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12V,https://api.mybihr.com/medias/1064332-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjEwMDN8aW1hZ2UvanBlZ3xhRGd3TDJoaU5pODRPVGN6T0RJME1qazBPVFF5THpFd05qUXpNekl0TVY4NE1EQlhlRGd3TUVnfDk3ZTZkMjYyNmJlZjEzZGY3NGI0NWIzMTM5OThlZmMwNjEwZTAwY2VjNzI3OTViYjI4ZWE0NjA3ZmNlOTRjYzg,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIHR-pictures.zip,,,,,Spain Warehouse (Parts)
1066346,323128,7AC99R091B,BIHR,BIHR TAIL LIGHT BEACON BLACK,Piloto trasero homologado BIHR vintage negro,22.99,19.00,12.35,7AC99R091B,0,8714109090,0,1,"<p>Luz trasera Bihr. Personaliza tu moto a tu gusto. Perfecta para un look vintage.<br> <br> 60,5&thinsp;mm de di&aacute;metro, 66,5&thinsp;mm de profundidad y 50&thinsp;mm de distancia entre ejes. Compat</p>","
Luz trasera Bihr. Personaliza tu moto a tu gusto. Perfecta para un look vintage.  60,5 mm de diámetro, 66,5 mm de profundidad y 50 mm de distancia entre ejes. Compat",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ELECTRIC,,,,,1249,130,158,93,85,,,,,,,,,,,,,,,,,Negro,,Rojo,,,,,,,,,,,,,,,,,,Homologación CE,,,,,,,,,,,Trasero,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1066346-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTA3NzM5fGltYWdlL2pwZWd8YURFMUwyaGtPUzg0T1RjME1qQXhOVGcxTmprMEx6RXdOall6TkRZdE1WODRNREJYZURnd01FZ3w0MDk4Y2UxZDBlNDkxYzM2ZDI5NzQxNzMzZmM2NmQ5NTYyNjU3NjEyMDk1YzVjN2ZiY2VjMDI4YTg3Y2VmMThi,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIHR-pictures.zip,,,,,Spain Warehouse (Parts)
1066342,323130,6FC99R091B,BIHR,BIHR TAIL LIGHT EGG RED LENS BLACK BASE,Piloto trasero LED homologado rojo BIHR EGG negro,47.19,39.00,25.35,6FC99R091B,0,8714109090,0,1,"<ul>
	<li>Luz de posición y freno trasera Bihr</li>
	<li>Personaliza tu moto a tu gusto</li>
	<li>Perfecta para un look vintage.</li>
</ul>
","
	Luz de posición y freno trasera Bihr
	Personaliza tu moto a tu gusto
	Perfecta para un look vintage.

",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ELECTRIC,,,,,1281,145,157,96,85,,,,,,,,,,,,,,,,,Negro,,,,,,,,,,,,,,,,,,,,Homologación CE,,,,,,,,,,,Trasero,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1066342-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI1NDQzfGltYWdlL2pwZWd8YUROakwyZzNOaTg0T1RjME1qQXdOems1TWpZeUx6RXdOall6TkRJdE1WODRNREJYZURnd01FZ3xkZWFmZmQ1NzQ5NzdmNzQ5MTFjMDFlYTc2OTNiOTRlOWFmNWMxNjI3MGM0ZjUwYTY2ZjIxZGMzOWYwODNlMzc0,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIHR-pictures.zip,https://api.mybihr.com/medias/CE-certificates-1066342.pdf?context=bWFzdGVyfHJvb3R8NTE1MDB8YXBwbGljYXRpb24vcGRmfGFHTmtMMmd5TlM4ME5qTXdOalUzTXpNMU1qazVNQzlEUlNCalpYSjBhV1pwWTJGMFpYTWdMU0F4TURZMk16UXlMbkJrWmd8Y2Q2MTk0NThkZjY3MWQyZmU1MGU2NThiMjY5OGUyYWFkY2U1OWNkZjZjMTI5ODZiMTcwZTRkN2FiNTc5MDY5Yg,,,,Spain Warehouse (Parts)
1067200,,#LCF-PH12,BIHR,BIHR HEADLIGHT OE TYPE CBR1000RR,Faro Delantero BIHR tipo OEM Honda CBR1000RR,310.00,256.20,166.53,872481,0,8539293000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs2654AE3A{text-align:left;margin:0pt 0pt 0pt 0pt;}.csE8AC24F0{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs37063928{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>A low price OEM lighting replacement.</p><p> </p><ul start=""1""> <li>Front light</li><li>OEM size and design</li><li>Delivered without bulbs and connections</li></ul> <p> </p></body> </html>","       A low price OEM lighting replacement.  Front lightOEM size and designDelivered without bulbs and connections   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ELECTRIC,,,,,32333,2044,506,284,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No homologado carretera,,,,,,,,,,,Delantero,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1067200-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzU3MzF8aW1hZ2UvanBlZ3xhR1ZsTDJneU1pODRPVGMwTXprek5UY3pOREEyTHpFd05qY3lNREF0TVY4NE1EQlhlRGd3TUVnfDVhMDczZWEyZGY4ZTIxY2JhYTgxMGZhMjkxYzg4MzRjZDNmN2IxOWQwNzBmM2EzY2JjZmExYjUxZmNjZjRjN2M,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIHR-pictures.zip,,,,,Spain Warehouse (Parts)
1067264,,TZY-340-INT,BIHR,BIHR TAIL LIGHT WITH INDICATOR,Piloto trasero BIHR Led con intermitentes integradoYamaha MT-07,184.38,152.38,99.05,320178,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs33C45E07{color:#F00;background-color:transparent;font-weight:bold;font-style:normal;}</style> </head> <body> <p>To custom the rear part of your bike, this rear light is an affordable and unavoidable solution. Security is guaranteed due to LED powerful lighting.</p><p> </p><ul start=""1""> <li>LED Rearlight with integrated indicators </li><li>Replaces OEM rearlight without modifications </li><li>Street legal rearlight - non-street legal indicators</li></ul> <p> </p></body> </html>","       To custom the rear part of your bike, this rear light is an affordable and unavoidable solution. Security is guaranteed due to LED powerful lighting.  LED Rearlight with integrated indicators Replaces OEM rearlight without modifications Street legal rearlight - non-street legal indicators   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ELECTRIC,,,,,3780,334,240,175,90,,,,,,,,,,,,,,,,,,,Transparente & Translúcido,,,,,,,,,,,,,,,,,,No homologado carretera & No homologado carretera,,,,,,,,,,,Trasero & Trasero,,,,,,,,,,,LED & LED,,,,,,https://api.mybihr.com/medias/1067264-1-800Wx800H?context=bWFzdGVyfHJvb3R8Nzk3NzE1fGltYWdlL2pwZWd8YURRd0wyZzNOUzg0T1RjME5EQTVORGs0TmpVMEx6RXdOamN5TmpRdE1WODRNREJYZURnd01FZ3xhNmY2YWJkN2FkOGUwNTljMjgwYWMzZTAwY2I2NDgxMmVlYTcwZDc5MDkwY2JjNmRhNWFjOWU2NDg5M2VhNjll,https://api.mybihr.com/medias/1067264-2-800Wx800H?context=bWFzdGVyfHJvb3R8MjIyOTEwfGltYWdlL2pwZWd8YURFeEwyZzNZeTg0T1RjME5EQTVOamsxTWpZeUx6RXdOamN5TmpRdE1sODRNREJYZURnd01FZ3w1NjVkODg3Njc0ZDVkMzFjZmEzMDhiZmE2MjUxZWY1M2Q2NGZlY2MwNTEwOGM3NGI4NGRiYTY2ZDM2ZDE2MTQ4,,,,,,https://static.bihr.pro/eBihr/Pictures/BIHR-pictures.zip,,,,,Spain Warehouse (Parts)
1066945,,002-2,BIHR,BIHR INDICATORS BASIC 21W UNIV.WHT,Juego de intermitentes BIHR Basic 21W,19.06,15.75,9.45,322071,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs2654AE3A{text-align:left;margin:0pt 0pt 0pt 0pt;}.csE8AC24F0{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p> </p></body> </html>","         ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ELECTRIC,,,,,1256,114,200,157,40,,,,,,,,,,,,,,,,,Negro,,,,Plástico,,,,,,,,,por pareja,,,,,,,Homologado,,,,,,,,,,,Delantero/trasero,,,,,,,,,,,Lámpara,,,,,,https://api.mybihr.com/medias/1066945-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzI3NDl8aW1hZ2UvanBlZ3xhRFEzTDJnd09DODRPVGMwTXpBMk1qYzVORFUwTHpFd05qWTVORFV0TVY4NE1EQlhlRGd3TUVnfDEwYjU5YTJjNmIwZDA3Zjc3MDU0MTNhNTg0OGNkYTlkZDNiNDZjOWY5NDU4NjYxYTNiMWQ2MDMzNGNlMTc3M2Y,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIHR-pictures.zip,https://api.mybihr.com/medias/Model-TL-GJ-002-LED-E11-50R-001727.pdf?context=bWFzdGVyfGRvY3VtZW50c3wxMjU4NzJ8YXBwbGljYXRpb24vcGRmfGFHRTVMMmhqTmk4Mk9URXpOakV3T1RFM05EZ3hOQzlOYjJSbGJDQlVUQzFIU2kwd01ESWdURVZFSUVVeE1TQTFNRkl0TURBeE56STNMbkJrWmd8ODFjOWJhMmJhZjA0M2JjMGU1NDdhYmViZDliMTI4YzE0ZmRmMTZiOTUyZGRhNzIzMmY0NTQ1NGU2NjNhZWUxNw,,,,Spain Warehouse (Parts)
1067203,,#LCF-PH15,BIHR,BIHR HEADLIGHT OE TYPE CBR1100XX,Bihr OEM type front light Honda CBR1100XX,470.00,388.43,252.48,872475,2,8539293000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs2654AE3A{text-align:left;margin:0pt 0pt 0pt 0pt;}.csE8AC24F0{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs37063928{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>A low price OEM lighting replacement.</p><p> </p><ul start=""1""> <li>Front light</li><li>OEM size and design</li><li>Delivered without bulbs and connections</li></ul> <p> </p></body> </html>","       A low price OEM lighting replacement.  Front lightOEM size and designDelivered without bulbs and connections   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ELECTRIC,,,,,27568,1879,376,312,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No homologado carretera,,,,,,,,,,,Delantero,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1067203-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTY4MDR8aW1hZ2UvanBlZ3xhR1k0TDJnM1pTODRPVGMwTXprME1UWXpNak13THpFd05qY3lNRE10TVY4NE1EQlhlRGd3TUVnfGY2M2Y5Y2Y1ZmY2ZTA4Yjg3MmZlMTZlZmQzODZmZGNiZDE0OGZmMmUxNWY5OWZiMTVkZmNmOGUyNmNiMjliOTc,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIHR-pictures.zip,,,,,France Warehouse (Parts)
1067204,,#LCF-PH23,BIHR,BIHR HEADLIGHT OE TYPE YZF-R6,Bihr OEM type front light Yamaha YZF-R6,390.00,322.31,209.50,872482,4,8539293000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs2654AE3A{text-align:left;margin:0pt 0pt 0pt 0pt;}.csE8AC24F0{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs37063928{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>A low price OEM lighting replacement.</p><p> </p><ul start=""1""> <li>Front light</li><li>OEM size and design</li><li>Delivered without bulbs and connections</li></ul> <p> </p></body> </html>","       A low price OEM lighting replacement.  Front lightOEM size and designDelivered without bulbs and connections   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ELECTRIC,,,,,36355,2396,579,299,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No homologado carretera,,,,,,,,,,,Delantero,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1067204-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTU2NjEwfGltYWdlL2pwZWd8YUdJMUwyZzROUzg0T1RjME16azBNelU1T0RNNEx6RXdOamN5TURRdE1WODRNREJYZURnd01FZ3wxMjJjMDJmNTA3ZWJmMjg5NDM4MzY3NjNmNTI3ZjU3YjQ3MGNmMjI0NDljYzc2ZGUzMDRlYWVhN2MwZjIxNjQz,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIHR-pictures.zip,,,,,France Warehouse (Parts)
1067205,,#LCF-PH24,BIHR,BIHR HEADLIGHT OE TYPE YZF-R6,Faro Delantero BIHR tipo OEM Yamaha R6,288.74,238.63,155.11,872468,1,8539293000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs2654AE3A{text-align:left;margin:0pt 0pt 0pt 0pt;}.csE8AC24F0{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs37063928{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>A low price OEM lighting replacement.</p><p> </p><ul start=""1""> <li>Front light</li><li>OEM size and design</li><li>Delivered without bulbs and connections</li></ul> <p> </p></body> </html>","       A low price OEM lighting replacement.  Front lightOEM size and designDelivered without bulbs and connections   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ELECTRIC,,,,,37223,2204,568,302,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No homologado carretera,,,,,,,,,,,Delantero,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1067205-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODAxODN8aW1hZ2UvanBlZ3xhRGcxTDJnNFl5ODRPVGMwTXprME5UVTJORFEyTHpFd05qY3lNRFV0TVY4NE1EQlhlRGd3TUVnfDNhNzU2N2ZiZWYzNzQxNmI1YzU2ZmE5YzFlNmY1NzZhOTFiZjBhN2E5MmUxOGJmM2M1YmYzNGM3YTY2MTg3ZGE,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIHR-pictures.zip,,,,,Spain Warehouse (Parts)
1067206,,#LCF-PH25,BIHR,BIHR HEADLIGHT OE TYPE YZF-R6,Faro Delantero BIHR tipo OEM Yamaha R6,288.74,238.63,155.11,872472,0,8539293000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs2654AE3A{text-align:left;margin:0pt 0pt 0pt 0pt;}.csE8AC24F0{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs37063928{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>A low price OEM lighting replacement.</p><p> </p><ul start=""1""> <li>Front light</li><li>OEM size and design</li><li>Delivered without bulbs and connections</li></ul> <p> </p></body> </html>","       A low price OEM lighting replacement.  Front lightOEM size and designDelivered without bulbs and connections   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ELECTRIC,,,,,37713,2245,577,304,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No homologado carretera,,,,,,,,,,,Delantero,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1067206-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzE2NjB8aW1hZ2UvanBlZ3xhRFUyTDJnNU15ODRPVGMwTXprME56VXpNRFUwTHpFd05qY3lNRFl0TVY4NE1EQlhlRGd3TUVnfDhhMDE0OTRlNGE3NWE3NDFjNDAxZmEyNTI2ZWIxZGQ5YmU1Njg3YWY4OTUyZTZkZDVhMTBjNWEwNGVlYTMyNTA,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIHR-pictures.zip,,,,,Spain Warehouse (Parts)
1067207,,#LCF-PH28,BIHR,BIHR HEADLIGHT OE TYPE YZF-R1,Bihr OEM type front light Yamaha YZF-R1,499.00,412.40,268.06,872490,18,8539293000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs2654AE3A{text-align:left;margin:0pt 0pt 0pt 0pt;}.csE8AC24F0{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs37063928{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>A low price OEM lighting replacement.</p><p> </p><ul start=""1""> <li>Front light</li><li>OEM size and design</li><li>Delivered without bulbs and connections</li></ul> <p> </p></body> </html>","       A low price OEM lighting replacement.  Front lightOEM size and designDelivered without bulbs and connections   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ELECTRIC,,,,,29756,1884,506,271,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No homologado carretera,,,,,,,,,,,Delantero,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1067207-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjcxODN8aW1hZ2UvanBlZ3xhREV6TDJnNVlTODRPVGMwTXprME9UUTVOall5THpFd05qY3lNRGN0TVY4NE1EQlhlRGd3TUVnfDAxMDRlYWI5ZjAwYTBiMzBkMDk5ODZhNjc2NzU0ODA0ZTIwMmQyZWExNGI3ZDliZTNmMzkzMDVmYmJlZWQ2NTA,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIHR-pictures.zip,,,,,France Warehouse (Parts)
1067262,,TZY-328-INT,BIHR,BIHR TAIL LIGHT WITH INDICATOR,Piloto trasero BIHR LED con intermitentes integrados Yamaha 1700 V-Max,108.89,89.99,53.99,323110,0,8512200090,0,1,"<p>This rear light is the essential component for improving the lines of the rear end of your machine, and will get you seen thanks to the power of the LEDs.</p><ul><li>LED rear light and indicators</li><li>Direct replacement for the OE component, no modification required</li><li>Light type-approved - indicators not type-approved</li></ul><p><font color=#ff0000>Integral indicators, not type-approved for road use in France. The original indicators must be retained.</font></p>","
This rear light is the essential component for improving the lines of the rear end of your machine, and will get you seen thanks to the power of the LEDs.LED rear light and indicatorsDirect replacement for the OE component, no modification requiredLight type-approved - indicators not type-approved
Integral indicators, not type-approved for road use in France. The original indicators must be retained.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ELECTRIC,,,,,4563,308,305,187,80,,,,,,,,,,,,,,,,,,,Transparente & Translúcido,,,,,,,,,,,,,,,,,,No homologado carretera & No homologado carretera,,,,,,,,,,,Trasero & Trasero,,,,,,,,,,,LED & LED,,,,,,https://api.mybihr.com/medias/1067262-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTA5ODU0fGltYWdlL2pwZWd8YURnMkwyZ3hZaTg0T1RjME5EQTRPVEE0T0RNd0x6RXdOamN5TmpJdE1WODRNREJYZURnd01FZ3xhZjEyYTZmMjY5MTRjMjJmZTVmZGI3YzM5ZjljZTc5Mzg1NzNjYjZlYjAxMGI1OWZhNTVkMmM4NTMzNTc3OTFi,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIHR-pictures.zip,,,,,Spain Warehouse (Parts)
1067263,,TZY-332-INT,BIHR,BIHR TAIL LIGHT WITH INDICATOR,Piloto trasero BIHR Led con intermitentes integradoYamaha MT-09,161.17,133.20,86.58,320171,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs33C45E07{color:#F00;background-color:transparent;font-weight:bold;font-style:normal;}</style> </head> <body> <p>To custom the rear part of your bike, this rear light is an affordable and unavoidable solution. Security is guaranteed due to LED powerful lighting.</p><p> </p><ul start=""1""> <li>LED Rearlight with integrated indicators </li><li>Replaces OEM rearlight without modifications </li><li>Street legal rearlight - non-street legal indicators</li></ul> <p> </p></body> </html>","       To custom the rear part of your bike, this rear light is an affordable and unavoidable solution. Security is guaranteed due to LED powerful lighting.  LED Rearlight with integrated indicators Replaces OEM rearlight without modifications Street legal rearlight - non-street legal indicators   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ELECTRIC,,,,,4486,294,335,144,93,,,,,,,,,,,,,,,,,,,Transparente & Translúcido,,,,,,,,,,,,,,,,,,No homologado carretera & No homologado carretera,,,,,,,,,,,Trasero & Trasero,,,,,,,,,,,LED & LED,,,,,,https://api.mybihr.com/medias/1067263-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTE2NTA3fGltYWdlL2pwZWd8YURBekwyZzJZUzg0T1RjME5EQTVNVEExTkRNNEx6RXdOamN5TmpNdE1WODRNREJYZURnd01FZ3w1MjJiZWUwNzVmZjFlOGQ1MzM0ZWM4NGFjMDcwMGU4ZGViOTVlMDIxMDUyODY0ZmNmZWNlOGI4ODYzM2U1NDI3,https://api.mybihr.com/medias/1067263-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTkxOTQwfGltYWdlL2pwZWd8YUdRekwyZzNNQzg0T1RjME5EQTVNekF5TURRMkx6RXdOamN5TmpNdE1sODRNREJYZURnd01FZ3xmMzNmYWRkOGIxMDAxMmVmZWU5NGUyZTIzMDYyMThmMTlkMTE4MjdmZTAxYzExNmQyOWExZjlkMTkzZGU0Mjlm,,,,,,https://static.bihr.pro/eBihr/Pictures/BIHR-pictures.zip,,,,,Spain Warehouse (Parts)
