PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Diámetro int/ext (mm/mm),Especificaciones,Número de fases,Referencias OEM,Voltaje,Picture1,Picture2,AllPicturesZIP,Document1,DeliveryPlant
1140091,,ESR130,ELECTROSPORT,ELECT REGULATOR,Regulador ELECTROSPORT,121.97,100.80,55.44,799804157200,2,9032890090,0,0,"Regulador ESR 130 con conector en bloque A 5 terminales macho, 1x rojo, 1x negro, 3x amarillo<br>Apto para SUZUKI <br>GS300L (82-85)<br>GS450G/modelos E (82-88)<br>GS450L (85-88)<br>GS550ES/ESF (16-valve) (83-86)<br>GS550L (83-86)<br>GR650 (83)<br>XN85 Turbo (83)<br>GS700EF/ESF (85)<br>GS750ES/ESF / GSX750ES/EF (83-87)<br>GS1000G (shaft drive) (83)<br>GS1150E (GSX1150E) (83-86)<br>GS1100G (shaft drive) (83-84)<br><br><br>- Los reguladores modificados no pueden ser devueltos ni cambiados<br>¡Atención! Este regulador no es compatible con baterías de ion de litio. Su uso puede dañar la batería u otros componentes electrónicos.<br><br> Compatible con los siguientes tipos de batería:<br>plomo-ácido/plomo-ácido MF/AGM, plomo puro o gel","Regulador ESR 130 con conector en bloque A 5 terminales macho, 1x rojo, 1x negro, 3x amarilloApto para SUZUKI GS300L (82-85)GS450G/modelos E (82-88)GS450L (85-88)GS550ES/ESF (16-valve) (83-86)GS550L (83-86)GR650 (83)XN85 Turbo (83)GS700EF/ESF (85)GS750ES/ESF / GSX750ES/EF (83-87)GS1000G (shaft drive) (83)GS1150E (GSX1150E) (83-86)GS1100G (shaft drive) (83-84)- Los reguladores modificados no pueden ser devueltos ni cambiados¡Atención! Este regulador no es compatible con baterías de ion de litio. Su uso puede dañar la batería u otros componentes electrónicos. Compatible con los siguientes tipos de batería:plomo-ácido/plomo-ácido MF/AGM, plomo puro o gel",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. IGNITION,1069,230,190,125,45,,,Trifásico,,12V,https://api.mybihr.com/medias/800Wx800H-1140091-1.jpg?context=bWFzdGVyfHJvb3R8Mjc5NDF8aW1hZ2UvanBlZ3xhR1ZoTDJoaVpDODRNVEUyTWpVMk5EVXpORE13TWk4NE1EQlhlRGd3TUVoZk1URTBNREE1TVMweExtcHdad3w2OTg2YjgzYmQ0NDZkY2NhYjJiZDlkYzVhODhmMzNjYTNlZWI0ODgwMjc1NDUzZGM2N2VjNjkwYWVjMzUyMjk5,,https://static.bihr.pro/eBihr/Pictures/ELECTROSPORT-pictures.zip,,Spain Warehouse (Parts)
1140081,,ESR290,ELECTROSPORT,ELECT REGULATOR,Regulador ELECTROSPORT,133.15,110.04,60.52,799804157521,2,9032890090,0,0,"Regulador RG 29 (Cualquier modificación en el conector o su configuración anula la garantía) Conector en bloque A de 8 pines, 7 ocupados: 3 x amarillo, 2 x rojo, 2 x verde<br><br>Apto para HONDA<br>GL1000 Goldwing (75-79)<br>GL1100 Goldwing Interstate/Aspencade (80-83)<br>GL1200 Goldwing (84-87)<br>¡ATENCIÓN! Este regulador no es apto para baterías de ion-litio. ¡Podría dañar la batería u otros componentes electrónicos!<br><br> Compatible con los siguientes tipos de batería:<br>plomo/ácido, plomo/ácido MF, AGM, plomo puro o gel","Regulador RG 29 (Cualquier modificación en el conector o su configuración anula la garantía) Conector en bloque A de 8 pines, 7 ocupados: 3 x amarillo, 2 x rojo, 2 x verdeApto para HONDAGL1000 Goldwing (75-79)GL1100 Goldwing Interstate/Aspencade (80-83)GL1200 Goldwing (84-87)¡ATENCIÓN! Este regulador no es apto para baterías de ion-litio. ¡Podría dañar la batería u otros componentes electrónicos! Compatible con los siguientes tipos de batería:plomo/ácido, plomo/ácido MF, AGM, plomo puro o gel",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. IGNITION,1069,318,190,125,45,,,Trifásico,,12V,https://api.mybihr.com/medias/800Wx800H-1140081-1.jpg?context=bWFzdGVyfHJvb3R8NDM5OTd8aW1hZ2UvanBlZ3xhREpqTDJnd09TODRNVEUyTWpVMU9UZ3hOVGN4TUM4NE1EQlhlRGd3TUVoZk1URTBNREE0TVMweExtcHdad3xlYTI2NGExYmM3ZjY5YmZiZTg4NjZjZWJhZWFkODBkMWJlMzZjMzE0ZmFiNDU3MzQxYmJhMmQ0NjM5N2I4Nzdm,,https://static.bihr.pro/eBihr/Pictures/ELECTROSPORT-pictures.zip,,Spain Warehouse (Parts)
1140077,,ESR160,ELECTROSPORT,ELECT REGULATOR,Regulador ELECTROSPORT,121.97,100.80,55.44,799804157279,1,9032890090,0,0,"Regulador ESR 160 (Cualquier modificación en el conector o su configuración invalidará la garantía) Conector tipo A de 3 pines, 1 x rojo, 1 x negro, 1 x verde Conector tipo B de 3 pines, 3 x amarillo<br><br>Compatible con HONDA<br>CX500 / CX500C / CX500D (78-79)<br>CX500C Custom con bobinas de impulsos (80-82)<br>CX500C Custom SIN bobinas de impulsos (80-82)<br>CX500D Deluxe (80-81)<br>¡Atención! Este regulador no es compatible con baterías de ion de litio. Su uso puede dañar la batería u otros componentes electrónicos.<br><br> Compatible con los siguientes tipos de batería:<br>plomo/ácido, plomo/ácido MF, AGM, plomo puro o gel","Regulador ESR 160 (Cualquier modificación en el conector o su configuración invalidará la garantía) Conector tipo A de 3 pines, 1 x rojo, 1 x negro, 1 x verde Conector tipo B de 3 pines, 3 x amarilloCompatible con HONDACX500 / CX500C / CX500D (78-79)CX500C Custom con bobinas de impulsos (80-82)CX500C Custom SIN bobinas de impulsos (80-82)CX500D Deluxe (80-81)¡Atención! Este regulador no es compatible con baterías de ion de litio. Su uso puede dañar la batería u otros componentes electrónicos. Compatible con los siguientes tipos de batería:plomo/ácido, plomo/ácido MF, AGM, plomo puro o gel",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. IGNITION,1143,334,186,128,48,,,Trifásico,,12V,https://api.mybihr.com/medias/800Wx800H-1140077-1.jpg?context=bWFzdGVyfHJvb3R8NDM4NjN8aW1hZ2UvanBlZ3xhR000TDJnM05DODRNVEUyTWpVMU9ESTBNamcwTmk4NE1EQlhlRGd3TUVoZk1URTBNREEzTnkweExtcHdad3w1ZmFjMTRlZDI2OTBmMzJiZmUyMTYyOWVjM2MxNTBjMzkxMjhlMzEyYTNkZDBiNGFiMTg1YjEzYmRjYTE0Nzdi,,https://static.bihr.pro/eBihr/Pictures/ELECTROSPORT-pictures.zip,,Spain Warehouse (Parts)
1140094,,ESR320,ELECTROSPORT,ELECT REGULATOR,Regulador ELECTROSPORT,121.97,100.80,55.44,799804157569,2,9032890090,0,0,"Regulador ESR 320 <br>Apto para YAMAHA<br>XS400 Maxim / Seca / Special (82-83)<br>XJ550R Seca / Maxim (81-82)<br>FJ600 (84-85)<br>FZ600 (86-88)<br>YX600 Radian (86-90)<br>XJ650R Seca (80-83)<br>XS650SE/SF thru SK (CDI ign.) (78-83)<br>XJ700 Maxim (85-86)<br>XJ700X Maxim X (85-86)<br>XJ750R Seca / Maxim (81-83)<br>XJ900 Seca (83)<br><br>- Los reguladores modificados técnicamente están excluidos de cambios o devoluciones.<br>¡Atención! Este regulador NO es compatible con baterías de ion de litio, ya que podría dañar la batería u otros componentes electrónicos.<br><br> Compatible con los siguientes tipos de batería:<br>plomo-ácido/plomo-ácido MF/AGM, Plomo puro o gel","Regulador ESR 320 Apto para YAMAHAXS400 Maxim / Seca / Special (82-83)XJ550R Seca / Maxim (81-82)FJ600 (84-85)FZ600 (86-88)YX600 Radian (86-90)XJ650R Seca (80-83)XS650SE/SF thru SK (CDI ign.) (78-83)XJ700 Maxim (85-86)XJ700X Maxim X (85-86)XJ750R Seca / Maxim (81-83)XJ900 Seca (83)- Los reguladores modificados técnicamente están excluidos de cambios o devoluciones.¡Atención! Este regulador NO es compatible con baterías de ion de litio, ya que podría dañar la batería u otros componentes electrónicos. Compatible con los siguientes tipos de batería:plomo-ácido/plomo-ácido MF/AGM, Plomo puro o gel",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. IGNITION,1116,240,187,127,47,,,Trifásico,,12V,https://api.mybihr.com/medias/800Wx800H-1140094-1.jpg?context=bWFzdGVyfHJvb3R8NjgwNzF8aW1hZ2UvanBlZ3xhRE5qTDJoa1ppODRNVEUyTWpVMk5UTXlNRGN6TkM4NE1EQlhlRGd3TUVoZk1URTBNREE1TkMweExtcHdad3wxNzUzOGZlODU5MGYwMDg4MWVlNzk0ODZkNzhkZTE4OWViNDdlYTAwMTYxNTc3YTExNmRlYjFiODFkZGQyNWRj,,https://static.bihr.pro/eBihr/Pictures/ELECTROSPORT-pictures.zip,,Spain Warehouse (Parts)
1140088,,ESR770,ELECTROSPORT,ELECT REGULATOR,Regulador ELECTROSPORT,133.15,110.04,60.52,799804158337,1,9032890090,0,0,"Regulador ESR 770 (Cualquier modificación en el conector o su configuración anula la garantía.) Bloque A (6 vías): 4 conexiones activas – 3 cables amarillos, 1 rojo. Bloque B (3 vías): 2 conexiones activas – 1 cable verde, 1 rojo.<br><br>Compatible con SUZUKI<br>GT380 (74-76)<br>GT550 (74-76)<br>GT750 (73-77)<br>Importante: Este regulador no es compatible con baterías de iones de litio. Su uso puede provocar daños en la batería o en otros componentes electrónicos del sistema eléctrico.<br><br> Compatible con los siguientes tipos de batería:<br>plomo/ácido, plomo/ácido MF, AGM, plomo puro o gel","Regulador ESR 770 (Cualquier modificación en el conector o su configuración anula la garantía.) Bloque A (6 vías): 4 conexiones activas – 3 cables amarillos, 1 rojo. Bloque B (3 vías): 2 conexiones activas – 1 cable verde, 1 rojo.Compatible con SUZUKIGT380 (74-76)GT550 (74-76)GT750 (73-77)Importante: Este regulador no es compatible con baterías de iones de litio. Su uso puede provocar daños en la batería o en otros componentes electrónicos del sistema eléctrico. Compatible con los siguientes tipos de batería:plomo/ácido, plomo/ácido MF, AGM, plomo puro o gel",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. IGNITION,1069,312,190,125,45,,,Trifásico,,12V,https://api.mybihr.com/medias/800Wx800H-1140088-1.jpg?context=bWFzdGVyfHJvb3R8NTY2NzN8aW1hZ2UvanBlZ3xhR0kxTDJnd055ODRNVEUyTWpVMk1qazJNVFF6T0M4NE1EQlhlRGd3TUVoZk1URTBNREE0T0MweExtcHdad3xmOThiNmM1MjE4NjI2OGJlYzY3ODg1Y2FlZGFmMzRmYmJmZGFjYWY2OTJiNGNhNmU1MGYwMjg0YzBjODE2YTMz,https://api.mybihr.com/medias/800Wx800H-1140088-2.jpg?context=bWFzdGVyfHJvb3R8OTkxMTB8aW1hZ2UvanBlZ3xhRGd6TDJnMFpDODRNVEUyTWpVMk16TTFORFkxTkM4NE1EQlhlRGd3TUVoZk1URTBNREE0T0MweUxtcHdad3wyYzA3ZWEyMzdmN2E2ZGM2MmJlMzM4YmI2ZWYxNWZhMjVlN2UyY2EzN2EzNjA0ZGU3N2E5YjQyMDJlMmIzYWY1,https://static.bihr.pro/eBihr/Pictures/ELECTROSPORT-pictures.zip,,Spain Warehouse (Parts)
1140093,,ESR310,ELECTROSPORT,ELECT REGULATOR,Regulador ELECTROSPORT,121.97,100.80,55.44,799804157545,2,9032890090,0,0,"Regulador ESR 310 <br>Apto para YAMAHA<br>XS750 (76-83)<br>XS850 (80-81)<br>XS1100 (78-81)<br><br>br/&gt- Los reguladores modificados técnicamente están excluidos de cambios o devoluciones.<br>¡Atención! Este regulador NO es compatible con baterías de ion de litio, ya que podría dañar la batería u otros componentes electrónicos.<br><br> Compatible con los siguientes tipos de batería:<br>plomo-ácido/plomo-ácido MF/AGM, plomo puro o gel","Regulador ESR 310 Apto para YAMAHAXS750 (76-83)XS850 (80-81)XS1100 (78-81)br/&gt- Los reguladores modificados técnicamente están excluidos de cambios o devoluciones.¡Atención! Este regulador NO es compatible con baterías de ion de litio, ya que podría dañar la batería u otros componentes electrónicos. Compatible con los siguientes tipos de batería:plomo-ácido/plomo-ácido MF/AGM, plomo puro o gel",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. IGNITION,1235,304,190,130,50,,,,,12V,,,https://static.bihr.pro/eBihr/Pictures/ELECTROSPORT-pictures.zip,,Spain Warehouse (Parts)
1140100,,ESR537,ELECTROSPORT,ELECT REGULATOR,Regulador ELECTROSPORT,133.15,110.04,60.52,799804157859,3,9032890090,0,0,"Regulador ESR 537<br><br>Compatible con varios modelos DUCATI: - Los reguladores modificados no pueden ser devueltos ni cambiados.<br>Superbike 748 / 748 S (00-02)<br>Superbike 748 / 748S / 748R (03)<br>Superbike 996 Biposto (00)<br>Superbike 996 S (00-01)<br>Superbike 996 PLC (00)<br>Superbike 996 Biposto / 996 R (01)<br>Superbike 998 / 998R / 998S (02-04)<br>Hypermotard 796 (10-11)<br>Hypermotard 1100 Evo / SP (10)<br>Hypermotard 1100 Evo SP (11)<br>Hypermotard 1100 Evo SP (12)<br>Monster 696 (08-09)<br>Monster 696 (10)<br>Monster 696 Dark / 696 ABS (11)<br>Monster 796 / 796 ABS (10-11)<br>M750 Monster (98-01)<br>Monster 900 / 900 S (98)<br>Monster 1100 / 1100 S (09)<br>Monster 1100 / 1100 S (10)<br>Monster 1100 EVO (12)<br>SportClassic Sport 1000 Biposto (08-09)<br>SportClassic Sport 1000S (09)<br>SportClassic GT1000 Touring (09-10)<br>Sport Touring ST2 (99-03)<br>Sport Touring ST3 (04)<br>Sport Touring ST3 (05)<br>Sport Touring ST4 (99-03)<br>Sport Touring ST4S / ST4S ABS (01-03)<br>Sport Touring ST4S (04-05)<br>Sport Touring ST4S ABS (04-03)<br>Sport Touring ST4S ABS (04-05)<br>Sport Touring ST4S ABS (04-05)<br>Sport Touring ST4S ABS (04-05)<br>Sport Touring ST4S ABS (04-05)<br>Sport Touring ST4S ABS (04-0505)<br>750SS (98)<br>Supersport 750 (99-01)<br>750 Sport (02)<br>800 Sport (03)<br>Supersport 800 (03)<br>900SS (98)<br>900SS FE (98)<br>900 Supersport (99-01)<br>900 Supersport (02)<br>900SS Nuda (01)<br>900SS Carenata (01)<br>900 Sport (02)<br>¡Atención! Este regulador no es compatible con baterías de ion de litio. Su uso puede dañar la batería u otros componentes electrónicos.<br><br> Compatible con los siguientes tipos de batería:<br>plomo/plomo-ácido/plomo-ácido MF/AGM, plomo puro o gel","Regulador ESR 537Compatible con varios modelos DUCATI: - Los reguladores modificados no pueden ser devueltos ni cambiados.Superbike 748 / 748 S (00-02)Superbike 748 / 748S / 748R (03)Superbike 996 Biposto (00)Superbike 996 S (00-01)Superbike 996 PLC (00)Superbike 996 Biposto / 996 R (01)Superbike 998 / 998R / 998S (02-04)Hypermotard 796 (10-11)Hypermotard 1100 Evo / SP (10)Hypermotard 1100 Evo SP (11)Hypermotard 1100 Evo SP (12)Monster 696 (08-09)Monster 696 (10)Monster 696 Dark / 696 ABS (11)Monster 796 / 796 ABS (10-11)M750 Monster (98-01)Monster 900 / 900 S (98)Monster 1100 / 1100 S (09)Monster 1100 / 1100 S (10)Monster 1100 EVO (12)SportClassic Sport 1000 Biposto (08-09)SportClassic Sport 1000S (09)SportClassic GT1000 Touring (09-10)Sport Touring ST2 (99-03)Sport Touring ST3 (04)Sport Touring ST3 (05)Sport Touring ST4 (99-03)Sport Touring ST4S / ST4S ABS (01-03)Sport Touring ST4S (04-05)Sport Touring ST4S ABS (04-03)Sport Touring ST4S ABS (04-05)Sport Touring ST4S ABS (04-05)Sport Touring ST4S ABS (04-05)Sport Touring ST4S ABS (04-05)Sport Touring ST4S ABS (04-0505)750SS (98)Supersport 750 (99-01)750 Sport (02)800 Sport (03)Supersport 800 (03)900SS (98)900SS FE (98)900 Supersport (99-01)900 Supersport (02)900SS Nuda (01)900SS Carenata (01)900 Sport (02)¡Atención! Este regulador no es compatible con baterías de ion de litio. Su uso puede dañar la batería u otros componentes electrónicos. Compatible con los siguientes tipos de batería:plomo/plomo-ácido/plomo-ácido MF/AGM, plomo puro o gel",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. IGNITION,1143,296,186,128,48,,,Trifásico,,12V,https://api.mybihr.com/medias/800Wx800H-1140100-1.jpg?context=bWFzdGVyfHJvb3R8NDQ4OTB8aW1hZ2UvanBlZ3xhR0prTDJnd01DODRNVEUyTWpVMk56WTRNREF6TUM4NE1EQlhlRGd3TUVoZk1URTBNREV3TUMweExtcHdad3wwMTEzYjgyMjk2MDhkOGRhZDczMTQxOTMzMjAxNDI1NDE1MmZmZDVkZDVjZWEyODg1ZWZkNGEyYmM4Y2VmMWVl,,https://static.bihr.pro/eBihr/Pictures/ELECTROSPORT-pictures.zip,,Spain Warehouse (Parts)
1140059,,ESK212,ELECTROSPORT,ELECT STATOR,Kit estátor / regulador ELECTROSPORT,218.56,180.63,99.35,7998041617574,2,8511900090,0,0,Kit regulador/estátor compatible con Harley Davidson Tour/Softail/Dyna EVO (89-96)<br><br>Dimensiones del estátor: <br>A: Diámetro exterior: 134 mm<br>B: Diámetro interior: 71 mm<br>C: Grosor del núcleo de hierro: 17 mm<br>D: Grosor de la bobina:30 mm<br><br>Contenido: <br>- 1X ESG990<br>- 1X ESR850<br><br>Importante:<br>Los estátores modificados no pueden ser devueltos ni cambiados. ¡Atención! Este regulador no es compatible con baterías de ion de litio. Su uso puede dañar la batería u otros componentes electrónicos,Kit regulador/estátor compatible con Harley Davidson Tour/Softail/Dyna EVO (89-96)Dimensiones del estátor: A: Diámetro exterior: 134 mmB: Diámetro interior: 71 mmC: Grosor del núcleo de hierro: 17 mmD: Grosor de la bobina:30 mmContenido: - 1X ESG990- 1X ESR850Importante:Los estátores modificados no pueden ser devueltos ni cambiados. ¡Atención! Este regulador no es compatible con baterías de ion de litio. Su uso puede dañar la batería u otros componentes electrónicos,VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. IGNITION,2640,1900,220,160,75,,,,,12V,https://api.mybihr.com/medias/800Wx800H-1140059-1.jpg?context=bWFzdGVyfHJvb3R8NTMzNDl8aW1hZ2UvanBlZ3xhRE0zTDJnMFpTODRNVEUyTWpVMU1EYzNNVGMwTWk4NE1EQlhlRGd3TUVoZk1URTBNREExT1MweExtcHdad3w1MjAyZTZjYTA2ZDljYTdkMDU5ZjNhOWQ2OGNmMGY4Yzg2ZDk3NDQ4OWU0OTM0N2QzNDMyNGUwNjg0OWM5N2I1,,https://static.bihr.pro/eBihr/Pictures/ELECTROSPORT-pictures.zip,,Spain Warehouse (Parts)
1140067,,ESG657,ELECTROSPORT,ELECT STATOR,Estátor ELECTROSPORT - Suzuki VS1400 Intruder (87-07,187.04,154.58,85.02,799804161719,2,8511200090,0,0,"Estátor ESG657 compatible con SUZUKI VS 1400 Intruder (87-07) - 115/54<br><br>Recambio del componente original<br>Este estátor es una alternativa de alta calidad y excelente relación calidad-precio para reemplazar un estátor original defectuoso o dañado. ElectroSport lleva suministrando componentes eléctricos para motos de carretera, off-road y ATV desde 1998, acumulando una amplia experiencia en estátores, reguladores y sistemas CDI. Este conocimiento se refleja en la calidad y fiabilidad de sus recambios, convirtiendo al nuevo regulador en la mejor opción para gestionar el circuito de carga de tu moto.. <br><br>Dimensiones: <br>A: Diámetro exterior: 115 mm<br>B: Diámetro interior: 54 mm<br><br>Contenido: 1 pieza<br><br>Importante: <br>Los estátores modificados no pueden ser devueltos ni cambiados.","Estátor ESG657 compatible con SUZUKI VS 1400 Intruder (87-07) - 115/54Recambio del componente originalEste estátor es una alternativa de alta calidad y excelente relación calidad-precio para reemplazar un estátor original defectuoso o dañado. ElectroSport lleva suministrando componentes eléctricos para motos de carretera, off-road y ATV desde 1998, acumulando una amplia experiencia en estátores, reguladores y sistemas CDI. Este conocimiento se refleja en la calidad y fiabilidad de sus recambios, convirtiendo al nuevo regulador en la mejor opción para gestionar el circuito de carga de tu moto.. Dimensiones: A: Diámetro exterior: 115 mmB: Diámetro interior: 54 mmContenido: 1 piezaImportante: Los estátores modificados no pueden ser devueltos ni cambiados.",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. IGNITION,1620,1080,200,135,60,,,,,12V,https://api.mybihr.com/medias/800Wx800H-1140067-1.jpg?context=bWFzdGVyfHJvb3R8NTI1Mjd8aW1hZ2UvanBlZ3xhRE16TDJnMlpTODRNVEUyTWpVMU16a3hOelEzTUM4NE1EQlhlRGd3TUVoZk1URTBNREEyTnkweExtcHdad3xjMWVkYjU2NTgyNTVjODIxYmM0YTRlMWQyNDdjMWFlZDQ0YjQ2NWM5MzMzZGE3YTdkYWNkYWUxZTdhNmM3MjVl,,https://static.bihr.pro/eBihr/Pictures/ELECTROSPORT-pictures.zip,,Spain Warehouse (Parts)
1140070,,ESG746,ELECTROSPORT,ELECT STATOR,Estátor ELECTROSPORT,197.21,162.98,89.64,799804155985,0,8511200090,0,0,"Estátor ESG746 compatible con HONDA VFR 800 Interceptor / VFR 800A (02-09)<br><br>Recambio del componente original<br>TEste estátor es una alternativa de alta calidad y excelente relación calidad-precio para reemplazar un estátor original defectuoso o dañado. ElectroSport lleva suministrando componentes eléctricos para motos de carretera, off-road y ATV desde 1998, acumulando una amplia experiencia en estátores, reguladores y sistemas CDI. Este conocimiento se refleja en la calidad y fiabilidad de sus recambios, convirtiendo al nuevo regulador en la mejor opción para gestionar el circuito de carga de tu moto. <br><br>Dimensiones: <br>A: Diámetro exterior: 115 mm<br>B: Diámetro interior: 42 mm<br>C: Grosor del núcleo de hierro: 21,5 mm<br>D: Grosor de la bobina: 30 mm<br><br>Incluye: 1 pieza<br><br>Importante: <br>Los estátores modificados no pueden ser devueltos ni cambiados.","Estátor ESG746 compatible con HONDA VFR 800 Interceptor / VFR 800A (02-09)Recambio del componente originalTEste estátor es una alternativa de alta calidad y excelente relación calidad-precio para reemplazar un estátor original defectuoso o dañado. ElectroSport lleva suministrando componentes eléctricos para motos de carretera, off-road y ATV desde 1998, acumulando una amplia experiencia en estátores, reguladores y sistemas CDI. Este conocimiento se refleja en la calidad y fiabilidad de sus recambios, convirtiendo al nuevo regulador en la mejor opción para gestionar el circuito de carga de tu moto. Dimensiones: A: Diámetro exterior: 115 mmB: Diámetro interior: 42 mmC: Grosor del núcleo de hierro: 21,5 mmD: Grosor de la bobina: 30 mmIncluye: 1 piezaImportante: Los estátores modificados no pueden ser devueltos ni cambiados.",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. IGNITION,1620,1170,200,135,60,,,,,12V,https://api.mybihr.com/medias/800Wx800H-1140070-1.jpg?context=bWFzdGVyfHJvb3R8NjYwMjR8aW1hZ2UvanBlZ3xhRE13TDJnMU5TODRNVEUyTWpVMU5UUTVNRE16TkM4NE1EQlhlRGd3TUVoZk1URTBNREEzTUMweExtcHdad3wwZWMzYzAwMGE0MjlmZGRjMmVkNmVjNDg4ZjhkYjI2ODAyZTYwODA3OTMxZmRmMGVlZjM5NmY0MWRkMjQ5NjFl,,https://static.bihr.pro/eBihr/Pictures/ELECTROSPORT-pictures.zip,,Spain Warehouse (Parts)
1140051,,ESG024,ELECTROSPORT,ELECT STATOR,Estátor ELECTROSPORT,166.70,137.77,75.77,799804154599,2,8511200090,0,0,"Estátor ESG024 para SUZUKI GS1000G 81-83, GS1100E 81-82, GSX1100EZ 82-83 y GSX1150E 83-86<br><br>Recambio del componente original<br>El estátor ESG024 es una solución de alta calidad y excelente relación calidad-precio para reemplazar un estátor original defectuoso o dañado. ElectroSport, con más de 25 años de experiencia en el sector, ha desarrollado una amplia gama de componentes eléctricos para motocicletas, off-road y ATV, consolidándose como un referente en estátores, reguladores y sistemas CDI. Su experiencia se traduce en recambios de gran precisión y fiabilidad, haciendo que sus reguladores sean la mejor opción para gestionar el circuito de carga de tu moto. <br><br>Especificaciones: <br>A: Diámetro exterior: 103 mm<br>B: Diámetro interior: 38 mm<br>C: Grosor del núcleo de hierro: 13 mm<br>D: Grosor de la bobina: 13 mm<br><br>Incluye: 1 pieza<br><br>Importante: <br>Los estátores modificados no pueden ser devueltos ni cambiados.","Estátor ESG024 para SUZUKI GS1000G 81-83, GS1100E 81-82, GSX1100EZ 82-83 y GSX1150E 83-86Recambio del componente originalEl estátor ESG024 es una solución de alta calidad y excelente relación calidad-precio para reemplazar un estátor original defectuoso o dañado. ElectroSport, con más de 25 años de experiencia en el sector, ha desarrollado una amplia gama de componentes eléctricos para motocicletas, off-road y ATV, consolidándose como un referente en estátores, reguladores y sistemas CDI. Su experiencia se traduce en recambios de gran precisión y fiabilidad, haciendo que sus reguladores sean la mejor opción para gestionar el circuito de carga de tu moto. Especificaciones: A: Diámetro exterior: 103 mmB: Diámetro interior: 38 mmC: Grosor del núcleo de hierro: 13 mmD: Grosor de la bobina: 13 mmIncluye: 1 piezaImportante: Los estátores modificados no pueden ser devueltos ni cambiados.",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. IGNITION,1620,865,200,135,60,,,,,12V,https://api.mybihr.com/medias/800Wx800H-1140051-1.jpg?context=bWFzdGVyfHJvb3R8MTU3MzUyfGltYWdlL2pwZWd8YURGaEwyZzFaaTg0TVRFMk1qVTBOell5TmpBeE5DODRNREJYZURnd01FaGZNVEUwTURBMU1TMHhMbXB3Wnd8NmRkMDA5MzIwOWIzMDI3Yjc0NTQ0ZDBjZWIwZmMxMGVjMTI5MDAxMTBjNzY3OTdlNmU2ODk2NDQ1ZTkyODk5OA,,https://static.bihr.pro/eBihr/Pictures/ELECTROSPORT-pictures.zip,,Spain Warehouse (Parts)
