PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Anchura (cm),Color,Longitud (cm),Picture1,AllPicturesZIP,DeliveryPlant
1063475,,700101,ACOUSTA-FIL,ACFIL MUFFLER SHEET 350X500MM,Fibra de escape ACOUSTA-FIL-350x500mm,14.88,12.30,8.00,700101,35,7019191090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs2654AE3A{text-align:left;margin:0pt 0pt 0pt 0pt;}.csE8AC24F0{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs37063928{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Acousta-fil is a product stemming from the last evolutions of insulations phoniques and thermic.</p><ul start=""1""> <li>Resists up to 560°</li></ul> </body> </html>","       Acousta-fil is a product stemming from the last evolutions of insulations phoniques and thermic. Resists up to 560°  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,5125,212,513,370,27,,,,https://api.mybihr.com/medias/1063475-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzMyNjV8aW1hZ2UvanBlZ3xhR0ZoTDJoaU1DODRPVEkzT1RnNU56WXdNRE13THpFd05qTTBOelV0TVY4NE1EQlhlRGd3TUVnfDMyYzdhNzM4ZWIxNTJlZWQ4NjA2N2RhYWYyOGIyODVlN2JjOWViZjI1ZTE1OGQwZGViYzNkODBjYmRkZWJjNmI,https://static.bihr.pro/eBihr/Pictures/ACOUSTA-FIL-pictures.zip,Spain Warehouse (Parts)
1063477,,700114,ACOUSTA-FIL,ACFIL MUFFLER FILAMENT 500GR,Fibra de escape ACOUSTA-FIL 50gr 2/4 tiempos 500gr,20.86,17.24,11.21,700114,1,8409910090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs2654AE3A{text-align:left;margin:0pt 0pt 0pt 0pt;}.csE8AC24F0{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs37063928{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Acousta-fil is a product stemming from the last evolutions of insulations phoniques and thermic.</p><ul start=""1""> <li>For 2 strokes and 4 strokes engines</li><li>Resists up to 700°</li></ul> </body> </html>","       Acousta-fil is a product stemming from the last evolutions of insulations phoniques and thermic. For 2 strokes and 4 strokes enginesResists up to 700°  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,11162,492,342,253,129,,,,https://api.mybihr.com/medias/1063477-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjk5Mzh8aW1hZ2UvanBlZ3xhR0UwTDJnek1DODRPVEV4TWpJM01USTFOemt3THpFd05qTTBOemN0TVY4NE1EQlhlRGd3TUVnfDY2YWQzODhhOWQwNzkwYjllYTM5MTgyNDkwNjhlOWUxZWJhNjQwMzNmOWRmYjk1YTVmZDJlMDM5ODM2NjE3ZTg,https://static.bihr.pro/eBihr/Pictures/ACOUSTA-FIL-pictures.zip,Spain Warehouse (Parts)
1063478,,700102,ACOUSTA-FIL,ACFIL MUFFLER SHEET 500X500MM,Fibra de escape ACOUSTA-FIL 2T y 4T 500x500mm hasta 850°C,15.95,13.18,8.57,700102,22,7019191090,0,1,"<p>La fibra de escape Acousta-fil es producto de las más vanguardistas técnicas en aislamiento térmico y acústico.</p>
<ul>
	<li>Dimensiones: 500x500 mm</li>
	<li>Resistencia térmica hasta 850°C / 1562°F</li>
</ul>
","
La fibra de escape Acousta-fil es producto de las más vanguardistas técnicas en aislamiento térmico y acústico.

	Dimensiones: 500x500 mm
	Resistencia térmica hasta 850°C / 1562°F

",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,5408,264,260,260,80,,,,https://api.mybihr.com/medias/1063478-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTEyMDd8aW1hZ2UvanBlZ3xhRGxpTDJoa05pODRPVEF5TnpFNU9EazNOak13THpFd05qTTBOemd0TVY4NE1EQlhlRGd3TUVnfGYxNDBhNzc0YjEwMmJmNmUxMzA5ZjkwNGFmNWQ5MWIzMzE4ODI5ODFjNmU3M2ZlNDViYTVkNjk3Y2FmNmY0YWM,https://static.bihr.pro/eBihr/Pictures/ACOUSTA-FIL-pictures.zip,Spain Warehouse (Parts)
1063480,,700111,ACOUSTA-FIL,ACFIL MUFFLER FILAMENT 500GR,Fibra de escape 2/ 4 tiempos ACOUSTA-FIL 500gr,25.89,21.40,13.91,700111,3,7019191090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs2654AE3A{text-align:left;margin:0pt 0pt 0pt 0pt;}.csE8AC24F0{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs37063928{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Acousta-fil is a product stemming from the last evolutions of insulations phoniques and thermic.</p><ul start=""1""> <li>Competition muffler packing</li><li>For 2 strokes and 4 strokes engines</li><li>Resists up to 850°</li></ul> <p> </p></body> </html>","       Acousta-fil is a product stemming from the last evolutions of insulations phoniques and thermic. Competition muffler packingFor 2 strokes and 4 strokes enginesResists up to 850°   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,16494,518,498,230,144,,,,https://api.mybihr.com/medias/1063480-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDU4NDZ8aW1hZ2UvanBlZ3xhRGMzTDJnMU9TODRPVE0xTXpZd01EWTVOall5THpFd05qTTBPREF0TVY4NE1EQlhlRGd3TUVnfDdkZjM4MjMxYzQ4OTNhN2Y2NGY0ZmFiYzgxYmVlYjUzYmJjYmUwMDNhN2VlZjQwMTA0Y2Q5MjAwNjhkZmY0MDA,https://static.bihr.pro/eBihr/Pictures/ACOUSTA-FIL-pictures.zip,Spain Warehouse (Parts)
1063483,,700103,ACOUSTA-FIL,ACFIL MUFFLER 250GR,Fibra de escape ACOUSTA-FIL 50cc 250gr,10.48,8.66,5.63,700103,6,7019191090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs2654AE3A{text-align:left;margin:0pt 0pt 0pt 0pt;}.csE8AC24F0{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs37063928{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Acousta-fil is a product stemming from the last evolutions of insulations phoniques and thermic.</p><ul start=""1""> <li>For 50 cc cyclos & scooters</li><li>Resists up to 650°</li></ul> <p> </p></body> </html>","       Acousta-fil is a product stemming from the last evolutions of insulations phoniques and thermic. For 50 cc cyclos & scootersResists up to 650°   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,6552,245,260,180,140,,,,https://api.mybihr.com/medias/1063483-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA2NzB8aW1hZ2UvanBlZ3xhREppTDJoaE9DODRPVEkxTWpZd01UZzFOak13THpFd05qTTBPRE10TVY4NE1EQlhlRGd3TUVnfGQ2MTI4N2Y5NmU2MzNjMjMxNTE5MjVlYjA5NGZjZGEyNDQwOGQ2NjViNzE2NzYwMGQ2N2U0M2M0Y2U1ZDA1NDg,https://static.bihr.pro/eBihr/Pictures/ACOUSTA-FIL-pictures.zip,Spain Warehouse (Parts)
1063467,,700121,ACOUSTA-FIL,ACFIL POWER PACK 350MM Ø35/80MM,Fibra de escape 2 / 4 tiempos ACOUSTA-FIL 350mm Ø35 / 80mm,32.94,27.22,17.69,700121,1,7019191090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs2654AE3A{text-align:left;margin:0pt 0pt 0pt 0pt;}.csE8AC24F0{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs37063928{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csC63B7095{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:circle;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Repack cartridges. Ideal for reconditioning your silent, cartridge ready to use.</p><ul start=""1""> <li>Composition<ul> <li>Sound absorbing</li><li>Stainless steel braided</li></ul> </li><li>Ease of use</li><li>Resists up to 850°</li></ul> <p> </p></body> </html>","       Repack cartridges. Ideal for reconditioning your silent, cartridge ready to use. Composition Sound absorbingStainless steel braided Ease of useResists up to 850°   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,4904,512,502,111,88,,,,https://api.mybihr.com/medias/1063467-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI4NDV8aW1hZ2UvanBlZ3xhREE1TDJoaE15ODRPVEkzT1RnNU16WTJPREUwTHpFd05qTTBOamN0TVY4NE1EQlhlRGd3TUVnfGYxOGEyNmJkMzlmYWE5MWI5YTk1ZmM4NGJiMGM5MTA0Y2NkOTdkN2VlMTA1Y2I2MDkxNzYzYTQwMDg1MmFhNzk,https://static.bihr.pro/eBihr/Pictures/ACOUSTA-FIL-pictures.zip,Spain Warehouse (Parts)
1063468,,700122,ACOUSTA-FIL,ACFIL POWER PACK 400MM Ø35/80MM,Fibra de escape 2 / 4 tiempos ACOUSTA-FIL 400mm Ø35 / 80mm,32.94,27.22,17.69,700122,2,7019191090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs2654AE3A{text-align:left;margin:0pt 0pt 0pt 0pt;}.csE8AC24F0{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs37063928{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csC63B7095{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:circle;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Repack cartridges. Ideal for reconditioning your silent, cartridge ready to use.</p><ul start=""1""> <li>Composition<ul> <li>Sound absorbing</li><li>Stainless steel braided</li></ul> </li><li>Ease of use</li><li>Resists up to 850°</li></ul> <p> </p></body> </html>","       Repack cartridges. Ideal for reconditioning your silent, cartridge ready to use. Composition Sound absorbingStainless steel braided Ease of useResists up to 850°   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,4486,500,503,98,91,,,,https://api.mybihr.com/medias/1063468-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI4NDV8aW1hZ2UvanBlZ3xhR1EyTDJneFpDODRPVEV4TWpJMk9USTVNVGd5THpFd05qTTBOamd0TVY4NE1EQlhlRGd3TUVnfDU1NTE5ODI4OTkzNTQ3YTcxMWMwZDI1ZjBiOTVlNmY2Y2JiOGMzN2Q0N2FkZmMwNjdkZjgxOTUwYjljYmNhM2I,https://static.bihr.pro/eBihr/Pictures/ACOUSTA-FIL-pictures.zip,Spain Warehouse (Parts)
1063469,,700123,ACOUSTA-FIL,ACFIL POWER PACK 420MM Ø42/95MM,Fibra de escape 4 tiempos ACOUSTA-FIL 420mm Ø42 / 95mm,36.18,29.90,19.44,700123,4,7019191090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs2654AE3A{text-align:left;margin:0pt 0pt 0pt 0pt;}.csE8AC24F0{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs37063928{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csC63B7095{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:circle;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Repack cartridges. Ideal for reconditioning your silent, cartridge ready to use.</p><ul start=""1""> <li>Composition<ul> <li>Sound absorbing</li><li>Stainless steel braided</li></ul> </li><li>Ease of use</li><li>Resists up to 850°</li></ul> <p> </p></body> </html>","       Repack cartridges. Ideal for reconditioning your silent, cartridge ready to use. Composition Sound absorbingStainless steel braided Ease of useResists up to 850°   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,4131,573,90,510,90,,,,https://api.mybihr.com/medias/1063469-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI4NDV8aW1hZ2UvanBlZ3xhRGc1TDJoaE15ODRPVE0xTXpVNU5qYzJORFEyTHpFd05qTTBOamt0TVY4NE1EQlhlRGd3TUVnfGM4NGEzZTJmMDEzNTBiNzgwY2ExMjlmZWYwODdhZWJhYjE3NjBiNjk4NGRjNDViMTkxYjk2ODk2ZWU2YTdmOGY,https://static.bihr.pro/eBihr/Pictures/ACOUSTA-FIL-pictures.zip,Spain Warehouse (Parts)
1063473,,700127,ACOUSTA-FIL,ACFIL POWER PACK 450MM Ø50/115MM,Fibra de escape 4 tiempos ACOUSTA-FIL 450mm Ø50 / 115mm,38.38,31.72,20.62,700127,1,7019191090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs2654AE3A{text-align:left;margin:0pt 0pt 0pt 0pt;}.csE8AC24F0{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs37063928{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csC63B7095{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:circle;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Repack cartridges. Ideal for reconditioning your silent, cartridge ready to use.</p><ul start=""1""> <li>Composition<ul> <li>Sound absorbing</li><li>Stainless steel braided</li></ul> </li><li>Ease of use</li><li>Resists up to 850°</li></ul> <p> </p></body> </html>","       Repack cartridges. Ideal for reconditioning your silent, cartridge ready to use. Composition Sound absorbingStainless steel braided Ease of useResists up to 850°   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,5513,615,500,105,105,,,,https://api.mybihr.com/medias/1063473-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI4NDV8aW1hZ2UvanBlZ3xhREpsTDJoa01pODRPVEF5TnpFNU56QXhNREl5THpFd05qTTBOek10TVY4NE1EQlhlRGd3TUVnfDljY2EyZDEyYjBiN2ZlYmJmOTI3NmZlODQxNmE3ZTJhMThkOTA0M2ZmODhlMGZmZDZkNGE2ZDdjMjU2MzRkOWI,https://static.bihr.pro/eBihr/Pictures/ACOUSTA-FIL-pictures.zip,Spain Warehouse (Parts)
1063474,,76036445,ACOUSTA-FIL,ACFIL MUFFLER BOA 50GR,Fibra de escape ACOUSTA-FIL 50gr,9.97,8.24,5.36,76036445,3,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_dx_frag_StartFragment""></a>TheAcousta-Fil Boa is designed differently to the traditional silencer wadding where you fill the desired amount, it expands to fill the space once subject to ambient heat. This latest 'Boa' version of the exhaust packing is supplied in a long length similar to a feather boa (hence the name) which makes it even more versatile than the sheet type as it allows oval or intricately shaped silencers / cans to be filled more effectively.</p><p>The boa only needs to be loosely wrapped or packed into a silencer as it expands to fill the voids when subjected to heat from the exhaust gasses, ensuring optimum sound absorption.</p><p> </p></body> </html>","       TheAcousta-Fil Boa is designed differently to the traditional silencer wadding where you fill the desired amount, it expands to fill the space once subject to ambient heat. This latest 'Boa' version of the exhaust packing is supplied in a long length similar to a feather boa (hence the name) which makes it even more versatile than the sheet type as it allows oval or intricately shaped silencers / cans to be filled more effectively.The boa only needs to be loosely wrapped or packed into a silencer as it expands to fill the voids when subjected to heat from the exhaust gasses, ensuring optimum sound absorption.  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,3759,104,271,190,73,,,,https://api.mybihr.com/medias/1063474-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDIyOTh8aW1hZ2UvanBlZ3xhR1E1TDJoaE9TODRPVEkzT1RnNU5UWXpOREl5THpFd05qTTBOelF0TVY4NE1EQlhlRGd3TUVnfDgwNjJhN2QwNjdkMGFjZmVlNzIyMzUxYjk0MjgxMjcwNzAwM2FlMmMxYzRkM2M0ZGU1MmFhZDEwNGViZDQ2NGY,https://static.bihr.pro/eBihr/Pictures/ACOUSTA-FIL-pictures.zip,Spain Warehouse (Parts)
