PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Cantidad,Diámetro Ø (mm),Longitud (mm),Longitud de rosca,Rango de uso,Rosca (mm),Picture1,AllPicturesZIP,DeliveryPlant
1050984,893209,01803020000,HELICOIL,HELIC EXTRACTOR M11 TO M16,Extractor M11 - M16,30.25,25.00,20.00,01803020000,0,8205598000,0,1,"Herramienta manual de extracción de roscas Helicoil.			De M11 a M16. Perfecta para un trabajo preciso.""""""""","Herramienta manual de extracción de roscas Helicoil.			De M11 a M16. Perfecta para un trabajo preciso.""""""""",TOOLING & WS,TOOLING,TOOLING GENERAL,253,51,86,109,27,,,,,,,https://api.mybihr.com/medias/1050984-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjkwNDh8aW1hZ2UvanBlZ3xhRGMzTDJnM1l5ODRPVFV6T0RZeE9UazJOVGMwTHpFd05UQTVPRFF0TVY4NE1EQlhlRGd3TUVnfDE4YmRiZjA2MTk3NjkxYjFmYTkwNDZkNDY2M2MyMDdmN2VmZTgzNzUyOGY1NzFkZTBhOTk0ZDliOTVhNWJmZmQ,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1050988,891628,22161140100,HELICOIL,HELIC BOX RIVETS BOX OF 500PCS 4X10,Remaches cabeza ancha BÖLLHOFF 500uds /4x10,59.29,49.00,39.20,22161140100,1,8308900090,0,1,Kit de 500 remaches de cabeza plana en aluminio.,Kit de 500 remaches de cabeza plana en aluminio.,TOOLING & WS,TOOLING,TOOLING GENERAL,1785,905,182,218,45,,,,,,,https://api.mybihr.com/medias/1050988-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTIyMzV8aW1hZ2UvanBlZ3xhR1V6TDJoa09DODRPRFkzTmpFeU1UTXhNelU0THpFd05UQTVPRGd0TVY4NE1EQlhlRGd3TUVnfDU4Zjk0MGFhNzQ4YTJkZDMwZDFiMjJmMDZmYTUwMjAzZDY3ZjJmM2VkMTI1OGQ1NDgxZWQxODI3NjlkZTcyYmE,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051045,894005,41890129016,HELICOIL,"HELIC ASSORTMENT M12X1,25X16","Juego de roscas HELICOIL M12 x 1,25 x 16 - 10 unidades",23.74,19.62,15.70,41890129016,1,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,204,31,140,73,20,,,,,,,https://api.mybihr.com/medias/1051045-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAyMzh8aW1hZ2UvanBlZ3xhRGMxTDJoallpODRPVFV6T0RZek1UYzJNakl5THpFd05URXdORFV0TVY4NE1EQlhlRGd3TUVnfDI3NjM1MzNhZmNhNzUzZjQ1YjQ4ZmU1ZTkyZjQ2MjRmZGUzNWQwNTNlNDY2NjFiMjdkYjU2ODZmNjkzN2ZmMTE,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051046,894062,41890129018,HELICOIL,"HELIC ASSORTMENT M12X1,25X18","Juego de roscas HELICOIL M12 x 1,25 x 18 - 10 unidades",29.04,24.00,19.20,41890129018,1,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,162,37,111,86,17,,,,,,,https://api.mybihr.com/medias/1051046-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjA1MzV8aW1hZ2UvanBlZ3xhR013TDJoaVlTODRPRGMwTkRBd09EUXhOelU0THpFd05URXdORFl0TVY4NE1EQlhlRGd3TUVnfGE0ZTIxMTFlZWM3NDVjMGEwYjEzOWM4MWQ2YmIxNWQ0Yzk3ZmEzYTA0MzY3YzdkY2UzZDQ2ZTZhNzg1NzY4Yjc,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051050,894068,41890144028,HELICOIL,"HELIC ASSORTMENT M14X1,5X28","Juego de roscas HELICOIL M14 x 1,50 x 28 - 10 unidades",29.29,24.21,19.37,41890144028,1,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,216,76,137,83,19,,,,,,,https://api.mybihr.com/medias/1051050-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjA1MzV8aW1hZ2UvanBlZ3xhRGxsTDJobFpDODRPVFEyTURZME1qa3pPVEU0THpFd05URXdOVEF0TVY4NE1EQlhlRGd3TUVnfDQ1NmRhMTI5ZWYwNDQyNGM1MWQxYTQxNzEzZTQ2ZjEzMmVkMTAwODA5MjI3NDcxMWE5OGMyMDkwZWEzODdjMWY,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051051,894013,41890144105,HELICOIL,"HELIC ASSORTMENT M14X1,5X10,5","Juego de roscas HELICOIL M14 x 1,50 x 0,5 - 10 unidades",25.25,20.87,16.70,41890144105,0,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,75,71,104,60,12,,,,,,,https://api.mybihr.com/medias/1051051-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAyMzh8aW1hZ2UvanBlZ3xhREk0TDJnMFlTODRPVFE1TXpFNE1UZzVNRGcyTHpFd05URXdOVEV0TVY4NE1EQlhlRGd3TUVnfGY5NDQxODI2ZGI3ODRkOGNiZDFhNmJmMDMzMDgwNGIwNzJmMGVmYmQxMGIwMDQ2ZTFhMWJkY2M5ZjliZjY3N2Q,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051053,894008,41890149012,HELICOIL,"HELIC ASSORTMENT M14X1,25X12,4","Juego de roscas HELICOIL M14 x 1,25 x 2,4 - 10 unidades",30.25,25.00,20.00,894008,1,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,165,27,110,75,20,,,,,,,https://api.mybihr.com/medias/1051053-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAyMzh8aW1hZ2UvanBlZ3xhR1U1TDJnM055ODRPVE01TlRVME1qUXlOVGt3THpFd05URXdOVE10TVY4NE1EQlhlRGd3TUVnfGE4ZmY5NWQzMDBjYzk5MDQ4N2YyYTNjNTc3ZDNkZWI4ZmYzMTQzMjQ2ZDQ0OWU0ZDM4NzA0NTliYTM1ZGI3MTY,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051055,894016,41890164012,HELICOIL,"HELIC ASSORTMENT M16X1,5X12","Juego de roscas HELICOIL M16 x 1,50 x 12 - 10 unidades",28.79,23.79,19.03,41890164012,1,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,162,39,111,73,20,,,,,,,https://api.mybihr.com/medias/1051055-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAyMzh8aW1hZ2UvanBlZ3xhR0UxTDJoak5DODRPVFV6T0RZek16Y3lPRE13THpFd05URXdOVFV0TVY4NE1EQlhlRGd3TUVnfGU4ZDAzZTBjZDgxMmE0Yjg3NmZkMTM3ZTBlYmUzZDViM2E0NjQwMmM5ZTZmYjM2NmFhZWYyYmFjNjk4ZTUzZTE,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051056,894017,41890164016,HELICOIL,"HELIC ASSORTMENT M16X1,5X16","Juego de roscas HELICOIL M16 x 1,50 x 16 - 10 unidades",35.09,29.00,23.20,41890164016,1,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,238,51,122,78,25,,,,,,,https://api.mybihr.com/medias/1051056-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAyMzh8aW1hZ2UvanBlZ3xhR0UzTDJnM1pTODRPVE01TlRVME5ETTVNVGs0THpFd05URXdOVFl0TVY4NE1EQlhlRGd3TUVnfDgxMWI5MjFlYWQyYzliODdiZDA4YzRiMjQ2MzdiYjI4MjUyYjAyMjU2YzhhZWViY2I3Yjg1MjMwM2ZiZmNlNjQ,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051057,894069,41890164032,HELICOIL,"HELIC ASSORTMENT M16X1,5X32","Juego de roscas HELICOIL M16 x 1,50 x 32 - 10 unidades",36.36,30.05,24.04,41890164032,1,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,240,102,114,78,27,,,,,,,https://api.mybihr.com/medias/1051057-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjA1MzV8aW1hZ2UvanBlZ3xhRFptTDJobU5DODRPVFEyTURZME5Ea3dOVEkyTHpFd05URXdOVGN0TVY4NE1EQlhlRGd3TUVnfDk0N2E0MzQzODczYTIwOWI3Mzc1ZmFhNjU1ZDdhMjA5ZjYwZDNjOTc0ODk0MmUzNjcyM2MyODgzZjY0MWQwZGQ,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1050980,89215001,01420060102,HELICOIL,HELIC SCREW TAP M6 X 100,Machos de roscar combinado  HELICOIL M6 x 100,142.78,118.00,94.40,01420060102,0,8207199000,0,1,Macho combinado para convertir roscas métricas tradicionales en roscas Helicoil. No requiere pretaladrado. ,Macho combinado para convertir roscas métricas tradicionales en roscas Helicoil. No requiere pretaladrado. ,TOOLING & WS,TOOLING,TOOLING GENERAL,118,34,126,78,12,,,,,,,https://api.mybihr.com/medias/1050980-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzE0NDB8aW1hZ2UvanBlZ3xhREkwTDJoaE9DODRPVEF5TWpZd05UVTFPREEyTHpFd05UQTVPREF0TVY4NE1EQlhlRGd3TUVnfGU2YTZhZjZhYzcwYjJkZTczZGIxOTg2NDNhOGI4NTBhNzIxNzNlOTJiN2I5ZGIxZGUxMmQ0OWZlNzZiNDQ1ZDA,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1050981,89215002,01420080102,HELICOIL,HELIC SCREW TAP M8 X 125,Machos de roscar combinado  HELICOIL M8 x 125,88.33,73.00,58.40,01420080102,0,8207199000,0,1,Macho combinado para convertir roscas métricas tradicionales en roscas Helicoil. No requiere pretaladrado. ,Macho combinado para convertir roscas métricas tradicionales en roscas Helicoil. No requiere pretaladrado. ,TOOLING & WS,TOOLING,TOOLING GENERAL,89,47,106,70,12,,,,,,,https://api.mybihr.com/medias/1050981-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzE0NDB8aW1hZ2UvanBlZ3xhR1F5TDJnNFlTODRPRGMwTXprNU5EWTFOVEF5THpFd05UQTVPREV0TVY4NE1EQlhlRGd3TUVnfDlkYzNhYjNmMGUwMjAyYTY0NDYyOWVjNzM5OGJiODk2NTdjMTA1YzM3MjRjZTE0ZDE3MGY1NTQ1MzYwZGZlMTE,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1050982,89215003,01420100102,HELICOIL,HELIC SCREW TAP M10 X 150,Machos de roscar combinado  HELICOIL M10 x 150,140.49,116.11,92.89,01420100102,0,8207199000,0,1,Macho combinado para convertir roscas métricas tradicionales en roscas Helicoil. No requiere pretaladrado. ,Macho combinado para convertir roscas métricas tradicionales en roscas Helicoil. No requiere pretaladrado. ,TOOLING & WS,TOOLING,TOOLING GENERAL,138,69,135,73,14,,,,,,,https://api.mybihr.com/medias/1050982-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzE0NDB8aW1hZ2UvanBlZ3xhRFF3TDJnME5DODRPVEkzTmpJNU1UZ3dPVFU0THpFd05UQTVPREl0TVY4NE1EQlhlRGd3TUVnfDcyYTdjZmExYzE3YTBmMzFjZTA1YTEwYjRjNWRhNDNiOGI4Nzk1ZmJjZTg2YmI3YTFkMWYwMjQ1YTdiMDAwNGM,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051059,894048,01400060104/10,HELICOIL,HELIC SCREW TAP M6X1,"Machos de roscar manual HELICOIL M6 x 1,00 tipo 0140,0",16.94,14.00,11.20,01400060104/10,0,8207199000,0,1,Macho de reparación para transformar roscas métricas tradicionales en roscas compatibles con las Helicoil. ,Macho de reparación para transformar roscas métricas tradicionales en roscas compatibles con las Helicoil. ,TOOLING & WS,TOOLING,TOOLING GENERAL,92,19,110,64,13,,,,,,,https://api.mybihr.com/medias/1051059-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTIwODh8aW1hZ2UvanBlZ3xhRFEwTDJnNE1DODRPVEV3TXpjM01UVTJOak00THpFd05URXdOVGt0TVY4NE1EQlhlRGd3TUVnfDNlY2U0ZDRlM2FmNjY0NTI2OWU2NGZhZTBiZjUxY2I5ZDk4MTRjMzAxNTE4NzJjYWUxZTdjZDI3ZTU3MTUxYzU,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051060,894047,01400080104/10,HELICOIL,"HELIC SCREW TAP M8 X 1,25","Machos de roscar manual HELICOIL M8 x 1,25 tipo 0140,0",18.76,15.50,12.40,01400080104/10,1,7326909890,0,1,Macho de reparación para transformar roscas métricas tradicionales en roscas compatibles con las Helicoil. ,Macho de reparación para transformar roscas métricas tradicionales en roscas compatibles con las Helicoil. ,TOOLING & WS,TOOLING,TOOLING GENERAL,142,14,111,58,22,,,,,,,https://api.mybihr.com/medias/1051060-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTA2NjF8aW1hZ2UvanBlZ3xhR0ZoTDJnek9DODRPVEF5TWpZeU9URTFNVEF5THpFd05URXdOakF0TVY4NE1EQlhlRGd3TUVnfDI4OGU5MjdkMDFmYWNhZDhiZDg0OTdmODVlODY3MjY2NzhhMjA3NTFhZTRiZGU2OTIzYmMyNmQ2MDUzYzI2ZTQ,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051062,,01400109104/10,HELICOIL,HELIC SCREW TAP M10 X 125,"Macho de roscar manual HELICOIL M10 x 125 tipo 0140,0",43.00,35.54,28.43,89215016,1,8207199000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>This tap transform metric and fine threads into Helicoil Helicoil® Plus threads.</p><p> </p></body> </html>","       This tap transform metric and fine threads into Helicoil Helicoil® Plus threads.  ",TOOLING & WS,TOOLING,TOOLING GENERAL,102,15,112,76,12,,,,,,,https://api.mybihr.com/medias/800Wx800H-1051062-1.jpg?context=bWFzdGVyfHJvb3R8MjU4MzV8aW1hZ2UvanBlZ3xhREV4TDJnNE1TODRNemN6Tnpnek16UXpPVEkyTWk4NE1EQlhlRGd3TUVoZk1UQTFNVEEyTWkweExtcHdad3xlMzUyM2VjZGEzMzY3ZDEwYmIzNjU3YTJiNGNhZDExMzc3ZGY0ZWFkZDAxYjY1NjAwYjZlNjJjNjg1MzQ3OGJm,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051069,894043,01429124450/10,HELICOIL,"HELIC SCREW TAP M12 X 1,5",Machos de roscar combinado  HELICOIL M12 x 150,67.76,56.00,44.80,01429124450/10,1,8207199000,0,1,Macho combinado para convertir roscas métricas tradicionales en roscas Helicoil. No requiere pretaladrado. ,Macho combinado para convertir roscas métricas tradicionales en roscas Helicoil. No requiere pretaladrado. ,TOOLING & WS,TOOLING,TOOLING GENERAL,132,60,116,81,14,,,,,,,https://api.mybihr.com/medias/1051069-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTIxOTB8aW1hZ2UvanBlZ3xhRFEzTDJnNFl5ODRPVE01TlRVME9ETXlOREUwTHpFd05URXdOamt0TVY4NE1EQlhlRGd3TUVnfDIzMjVhYzgyODgxOWExOWJhMmU2MGNhNjk1Y2Y1Zjg5MzJlZmQ1ZDRkYTU1OTEzYjE2MmI0NmFiNjIzN2QwNWI,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051031,894001,41890103010,HELICOIL,HELIC ASSORTMENT M10X1X10,"Juego de roscas HELICOIL 10uds / M10 x 1,00 x10",18.15,15.00,12.00,41890103010,1,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,155,15,129,80,15,,,,,,,https://api.mybihr.com/medias/1051031-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAyMzh8aW1hZ2UvanBlZ3xhRFV4TDJoa1ppODRPVFV6T0RZeU56Z3pNREEyTHpFd05URXdNekV0TVY4NE1EQlhlRGd3TUVnfDk0ZDNkNmI1NmIwMGU2Yjg3ZDk3NGFlODhlMmJkMzg2MTg0ZTJkZWJhYmNhYzRiYzc4NjU1YWExNzg4MDY0MGQ,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1050997,89215012,41851083000,HELICOIL,"HELIC REPAIR KIT THREAD M8X1,00","Kit de reparación de roscas HELICOIL Helicoil Plus M8 x 1,00",85.91,71.00,56.80,4250361200090,1,7223001900,0,1,Kit de reparación de roscados ISO de tamaño único. Contiene:			Roscas Helicoil® Plus en 3 longitudes distintas Broca (hasta M12 y macho combinado a partir de M14) Macho HSS manual (combinado a partir de M14) Útil para enroscar Rompedor (hasta M12)		Roscas de recambio disponibles en bolsas de 10-20 unidades.,Kit de reparación de roscados ISO de tamaño único. Contiene:			Roscas Helicoil® Plus en 3 longitudes distintas Broca (hasta M12 y macho combinado a partir de M14) Macho HSS manual (combinado a partir de M14) Útil para enroscar Rompedor (hasta M12)		Roscas de recambio disponibles en bolsas de 10-20 unidades.,TOOLING & WS,TOOLING,TOOLING GENERAL,1409,373,182,172,45,,,,,,,https://api.mybihr.com/medias/1050997-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzUzNTEyfGltYWdlL2pwZWd8YUdZekwyaGpZUzg0T1RVek9EWXlNVGt6TVRneUx6RXdOVEE1T1RjdE1WODRNREJYZURnd01FZ3wwMjZlY2RmZTg1MWQ4Nzk4MWNhOTY4ODNhNzAyODAxNmYyMmE4M2NlYzU2Y2RmZTVmOTNjY2E0MTVlZDdiZjk0,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1050998,894055,41851100000,HELICOIL,"HELIC REPAIR KIT M10X1,5","Kit de reparación de roscas HELICOIL Helicoil Plus M10 x 1,5",125.84,104.00,83.20,41851100000,2,7223001900,0,1,Kit de reparación de roscados ISO de tamaño único. Contiene:			Roscas Helicoil® Plus en 3 longitudes distintas Broca (hasta M12 y macho combinado a partir de M14) Macho HSS manual (combinado a partir de M14) Útil para enroscar Rompedor (hasta M12)		Roscas de recambio disponibles en bolsas de 10-20 unidades.,Kit de reparación de roscados ISO de tamaño único. Contiene:			Roscas Helicoil® Plus en 3 longitudes distintas Broca (hasta M12 y macho combinado a partir de M14) Macho HSS manual (combinado a partir de M14) Útil para enroscar Rompedor (hasta M12)		Roscas de recambio disponibles en bolsas de 10-20 unidades.,TOOLING & WS,TOOLING,TOOLING GENERAL,2719,588,248,215,51,,,,,,,https://api.mybihr.com/medias/1050998-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzEzNjN8aW1hZ2UvanBlZ3xhRGhpTDJnMU1DODRPVEkwT0RnME16TTJOamN3THpFd05UQTVPVGd0TVY4NE1EQlhlRGd3TUVnfDUwZmNkZGNkY2UxZTgyNDgzN2ZiZWFlOTUxNTdhNTgzMzRjNTBjNWQ4Y2M0NjI5OGI3ZmViZWVhNTU3OTdjZGQ,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051004,894058,41851144000,HELICOIL,"HELIC REPAIR KIT M14X1,5","Kit de reparación de roscas HELICOIL Helicoil Plus M14 x 1,5",160.59,132.72,106.18,41851144000,0,7223001900,0,1,Kit de reparación de roscados ISO de tamaño único. Contiene:			Roscas Helicoil® Plus en 3 longitudes distintas Broca (hasta M12 y macho combinado a partir de M14) Macho HSS manual (combinado a partir de M14) Útil para enroscar Rompedor (hasta M12)		Roscas de recambio disponibles en bolsas de 10-20 unidades.,Kit de reparación de roscados ISO de tamaño único. Contiene:			Roscas Helicoil® Plus en 3 longitudes distintas Broca (hasta M12 y macho combinado a partir de M14) Macho HSS manual (combinado a partir de M14) Útil para enroscar Rompedor (hasta M12)		Roscas de recambio disponibles en bolsas de 10-20 unidades.,TOOLING & WS,TOOLING,TOOLING GENERAL,3493,680,252,220,63,,,,,,,https://api.mybihr.com/medias/1051004-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzEzNjN8aW1hZ2UvanBlZ3xhR0poTDJnME9TODRPVEkwT0RnME5UTXpNamM0THpFd05URXdNRFF0TVY4NE1EQlhlRGd3TUVnfDc0NGVlZThiMGFkMjY5MTcwNjVhNjhjNDQ2NDU2OGUxMTQyYjAxNTMyMjgwZTMyYWNkNmQ1ZGIyYmVmZDFkZjQ,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051005,894060,41851149100,HELICOIL,"HELIC REPAIR KIT M14X1,25","Kit de reparación de roscas HELICOIL Helicoil Plus M14 x 1,25",129.80,107.27,85.82,4250361202490,1,7223001900,0,1,Kit de reparación de roscados ISO de tamaño único. Contiene:			Roscas Helicoil® Plus en 3 longitudes distintas Broca (hasta M12 y macho combinado a partir de M14) Macho HSS manual (combinado a partir de M14) Útil para enroscar Rompedor (hasta M12)		Roscas de recambio disponibles en bolsas de 10-20 unidades.,Kit de reparación de roscados ISO de tamaño único. Contiene:			Roscas Helicoil® Plus en 3 longitudes distintas Broca (hasta M12 y macho combinado a partir de M14) Macho HSS manual (combinado a partir de M14) Útil para enroscar Rompedor (hasta M12)		Roscas de recambio disponibles en bolsas de 10-20 unidades.,TOOLING & WS,TOOLING,TOOLING GENERAL,2937,576,251,225,52,,,,,,,https://api.mybihr.com/medias/1051005-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzEzNjN8aW1hZ2UvanBlZ3xhR1kyTDJnMU15ODRPRFkzTmpFNE5ESXlPREUwTHpFd05URXdNRFV0TVY4NE1EQlhlRGd3TUVnfDhmMTJhNzU2YjFhYTMzMmI5MjdlN2I1NDMyY2QzNDZkNGE3NjMwNGRiYWE5NThjMDRmNDIxOGM3OTI1ZWI4YTI,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051008,894000,41864000001,HELICOIL,"HELIC REPAIR KIT M10X1 M12X1,25 M14X1,25",Kit de reparación de roscas HELICOIL Helicoil Plus bujías,408.46,337.57,270.06,41864000001,0,7223001900,0,1,Kit de reparación de roscados desde M10x1 a M14x1.25. Contiene:			Roscas Helicoil® Plus en las medidas mencionadas Broca (hasta M12 y macho combinado a partir de M14) Macho HSS manual (combinado a partir de M14) Útil para enroscar manual		Roscas de recambio disponibles en bolsas de 10 unidades.,Kit de reparación de roscados desde M10x1 a M14x1.25. Contiene:			Roscas Helicoil® Plus en las medidas mencionadas Broca (hasta M12 y macho combinado a partir de M14) Macho HSS manual (combinado a partir de M14) Útil para enroscar manual		Roscas de recambio disponibles en bolsas de 10 unidades.,TOOLING & WS,TOOLING,TOOLING GENERAL,18638,2054,422,121,365,,,,,,,https://api.mybihr.com/medias/1051008-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzA1NzJ8aW1hZ2UvanBlZ3xhRGd5TDJnd055ODRPVE01TlRVek1EWXlPVFF5THpFd05URXdNRGd0TVY4NE1EQlhlRGd3TUVnfDdhMTkyMWIyYTIzNGM0NzRjZGUwZGQwYTJhMzIyYmRkYmYyYzhhMDkzZDBiMGE1ODA5YThkYjkyODBhYmI3OGY,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051009,894010,41867000001,HELICOIL,"HELIC REPAIR KIT M12 x 1,50 - M16 x 1,50",Kit de reparación de roscas HELICOIL Helicoil Plus tapón de Drenaje,458.55,378.97,303.18,41867000001,0,7223001900,0,1,Kit de reparación de roscados ISO de tamaño único. Contiene:			Roscas Helicoil® Plus en 3 longitudes distintas Broca (hasta M12 y macho combinado a partir de M14) Macho HSS manual (combinado a partir de M14) Útil para enroscar Rompedor (hasta M12)		Roscas de recambio disponibles en bolsas de 10-20 unidades.,Kit de reparación de roscados ISO de tamaño único. Contiene:			Roscas Helicoil® Plus en 3 longitudes distintas Broca (hasta M12 y macho combinado a partir de M14) Macho HSS manual (combinado a partir de M14) Útil para enroscar Rompedor (hasta M12)		Roscas de recambio disponibles en bolsas de 10-20 unidades.,TOOLING & WS,TOOLING,TOOLING GENERAL,17616,2460,422,345,121,,,,,,,https://api.mybihr.com/medias/1051009-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njg0NDJ8aW1hZ2UvanBlZ3xhRGhrTDJnelpTODRPVEF5TWpZeE5UTTRPRFEyTHpFd05URXdNRGt0TVY4NE1EQlhlRGd3TUVnfDYzOTk4MGE5MTI4Zjg1YjVhZWU2ZmQ2OThkMDAwMmI1ODg5MjU4NzM5MjMxNzMwNTI2OTE5MTg1MjZhODIzMWY,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051013,89215009,41890040004,HELICOIL,"HELIC ASSORTMENT M4X0,70X4","Juego de roscas HELICOIL 20uds / M4 x 0,70 x 4",15.16,12.53,10.02,41890040004,1,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,62,9,110,81,7,,,,,,,https://api.mybihr.com/medias/1051013-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAyMzh8aW1hZ2UvanBlZ3xhRFF3TDJnd1pTODRPVE01TlRVek1qVTVOVFV3THpFd05URXdNVE10TVY4NE1EQlhlRGd3TUVnfGRlNWRmZGM1MzI1OGQzNWRiMDg4OTg4MTg2Yzg5OGUwNjhhMmNkM2E4NWJkNDMwNmVkZWRjNmU3NTA5Y2Y4ZjY,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
