PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Cantidad de dientes,V-Cantidad de eslabones,V-Color,V-Colores,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura (mm),Anchura (mm),Anchura de la zona de sujeción (mm),Apertura (mm),Barra transversal,Bloqueo,Calidad,Color,Color de la cadena,Color del protector del manillar,Composición,Compuesto del puño,Desplazamiento (mm),Diámetro exterior del tubo de la horquilla (mm),Diámetro Ø (mm),Elevación de manillar (mm),Eslabón de conexión,Eslabones de cadena,Gama,Homologación,Inclinación,Longitud (mm),Longitud de control (mm),Material de la corona,Número de dientes de la corona,Número de dientes del piñón,Paso de cadena,Retenes,Tipo,Tipo de cadena RENTHAL,Tipo de corona,Tipo de piñón,Tipo de puño,Tipo de retén,Uso,Versión de corona,Versión de piñón,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,AllPicturesZIP,Document1,DeliveryPlant
1075610003,491190,123U-520-51GYSI,RENTHAL,"RENTH RR SPROC 520 UL SC 123U, 51, SIL",Corona Renthal ultraligera 51 dientes plata 123U-520-51GYSI,80.99,66.93,43.50,5026190003541,1,8714109090,0,1,"<ul>
 <li>
  Renthal Ultralight™ Self-Cleaning Rear Sprocket
 </li>
 <li>
  Anodizing hardens the surface material and improves aesthetics. Bores are made on the sprocket at strategic locations to lighten the piece without reducing resistance.
 </li>
 <li>
  This rear sprocket will bring you a gain in weight, power, resistance and longevity. An asset for the MX, SX or enduro.
 </li>
 <li>
  Machined with great precision in a light and durable 7075 T6 aluminum.
 </li>
 <li>
  A profile designed for the teeth that facilitates the evacuation of the mud and minimizes power losses due to friction between the chain and the rear sprocket
 </li>
</ul>","
 
  Renthal Ultralight™ Self-Cleaning Rear Sprocket
 
 
  Anodizing hardens the surface material and improves aesthetics. Bores are made on the sprocket at strategic locations to lighten the piece without reducing resistance.
 
 
  This rear sprocket will bring you a gain in weight, power, resistance and longevity. An asset for the MX, SX or enduro.
 
 
  Machined with great precision in a light and durable 7075 T6 aluminum.
 
 
  A profile designed for the teeth that facilitates the evacuation of the mud and minimizes power losses due to friction between the chain and the rear sprocket
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,51 dientes,,Plata,,1030,460,355,10,290,,,,,,,,Plata,,,Aluminio,,,,,,,,,,,,,,51,,520,,,,,,,,,Autolimpiable,,https://api.mybihr.com/medias/1075610003-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzQwMjR8aW1hZ2UvanBlZ3xhREZpTDJobVpTODRPVEF6TXpjNU9URXdOamcyTHpFd056VTJNVEF3TURNdE1WODRNREJYZURnd01FZ3w2ZWVkNmM3YzYxMTJiYmQzY2VhYTMzYTFiYTc4OGQyOGFmZGY3Zjc5NDAzMDZjNzY3NTg0M2JjNzFlNGQyNjdk,,,,,,,https://static.bihr.pro/eBihr/Pictures/RENTHAL-pictures.zip,,Spain Warehouse (Parts)
1075610006,491283,123U-520-49GYBK,RENTHAL,"RENTH RR SPROC 520 UL SC 123U, 49, BLK",Corona Renthal ultraligera 49 dientes negro 123U-520-49GYBK,87.50,72.31,47.00,5026190066645,1,8714109090,0,1,"<ul>
 <li>
  Renthal Ultralight™ Self-Cleaning Rear Sprocket
 </li>
 <li>
  Anodizing hardens the surface material and improves aesthetics. Bores are made on the sprocket at strategic locations to lighten the piece without reducing resistance.
 </li>
 <li>
  This rear sprocket will bring you a gain in weight, power, resistance and longevity. An asset for the MX, SX or enduro.
 </li>
 <li>
  Machined with great precision in a light and durable 7075 T6 aluminum.
 </li>
 <li>
  A profile designed for the teeth that facilitates the evacuation of the mud and minimizes power losses due to friction between the chain and the rear sprocket
 </li>
</ul>","
 
  Renthal Ultralight™ Self-Cleaning Rear Sprocket
 
 
  Anodizing hardens the surface material and improves aesthetics. Bores are made on the sprocket at strategic locations to lighten the piece without reducing resistance.
 
 
  This rear sprocket will bring you a gain in weight, power, resistance and longevity. An asset for the MX, SX or enduro.
 
 
  Machined with great precision in a light and durable 7075 T6 aluminum.
 
 
  A profile designed for the teeth that facilitates the evacuation of the mud and minimizes power losses due to friction between the chain and the rear sprocket
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,49 dientes,,Negro,,1030,460,355,290,10,,,,,,,,Negro,,,Aluminio,,,,,,,,,,,,,,49,,520,,,,,,,,,Autolimpiable,,https://api.mybihr.com/medias/1075610006-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzkxMzR8aW1hZ2UvanBlZ3xhREpsTDJnMVppODRPVE0xTmpFNE1ERTVNelU0THpFd056VTJNVEF3TURZdE1WODRNREJYZURnd01FZ3w4ZTJkNTZmYmEyYThiZjkyMmM5ZDljNDU3YzU1MDM2M2M5MGQ3NWIyMTcxYjk3M2UzYTIyMGUyZjQwYzhiMjUy,,,,,,,https://static.bihr.pro/eBihr/Pictures/RENTHAL-pictures.zip,,Spain Warehouse (Parts)
1075610002,491189,123U-520-50GYSI,RENTHAL,"RENTH RR SPROC 520 UL SC 123U, 50, SIL",Corona Renthal ultraligera 50 dientes plata 123U-520-50GYSI,80.99,66.93,43.50,5026190003398,3,8714109090,0,1,"<ul>
 <li>
  Renthal Ultralight™ Self-Cleaning Rear Sprocket
 </li>
 <li>
  Anodizing hardens the surface material and improves aesthetics. Bores are made on the sprocket at strategic locations to lighten the piece without reducing resistance.
 </li>
 <li>
  This rear sprocket will bring you a gain in weight, power, resistance and longevity. An asset for the MX, SX or enduro.
 </li>
 <li>
  Machined with great precision in a light and durable 7075 T6 aluminum.
 </li>
 <li>
  A profile designed for the teeth that facilitates the evacuation of the mud and minimizes power losses due to friction between the chain and the rear sprocket
 </li>
</ul>","
 
  Renthal Ultralight™ Self-Cleaning Rear Sprocket
 
 
  Anodizing hardens the surface material and improves aesthetics. Bores are made on the sprocket at strategic locations to lighten the piece without reducing resistance.
 
 
  This rear sprocket will bring you a gain in weight, power, resistance and longevity. An asset for the MX, SX or enduro.
 
 
  Machined with great precision in a light and durable 7075 T6 aluminum.
 
 
  A profile designed for the teeth that facilitates the evacuation of the mud and minimizes power losses due to friction between the chain and the rear sprocket
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,50 dientes,,Plata,,977,433,302,294,11,,,,,,,,Plata,,,Aluminio,,,,,,,,,,,,,,50,,520,,,,,,,,,Autolimpiable,,https://api.mybihr.com/medias/1075610002-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzQwMjR8aW1hZ2UvanBlZ3xhR1JoTDJobU5DODRPVEk0TkRJM01qUTFOVGs0THpFd056VTJNVEF3TURJdE1WODRNREJYZURnd01FZ3wyZWVkOTAwYjM4MTY4M2YwYmUyNDc0M2U4ZWQ4NWE2MDI4ZmVmYzMyZDdmZmYxYjViZDAzMjgyMGM1NTBhNGZm,,,,,,,https://static.bihr.pro/eBihr/Pictures/RENTHAL-pictures.zip,,Spain Warehouse (Parts)
1075610009,491331,123U-520-41GYSI,RENTHAL,"RENTH RR SPROC 520 UL SC 123U, 41, SIL",Corona Renthal ultraligera 41 dientes plata 123U-520-41GYSI,62.47,51.63,33.56,5026190101445,1,8714109090,0,1,"<ul>
 <li>
  Renthal Ultralight™ Self-Cleaning Rear Sprocket
 </li>
 <li>
  Anodizing hardens the surface material and improves aesthetics. Bores are made on the sprocket at strategic locations to lighten the piece without reducing resistance.
 </li>
 <li>
  This rear sprocket will bring you a gain in weight, power, resistance and longevity. An asset for the MX, SX or enduro.
 </li>
 <li>
  Machined with great precision in a light and durable 7075 T6 aluminum.
 </li>
 <li>
  A profile designed for the teeth that facilitates the evacuation of the mud and minimizes power losses due to friction between the chain and the rear sprocket
 </li>
</ul>","
 
  Renthal Ultralight™ Self-Cleaning Rear Sprocket
 
 
  Anodizing hardens the surface material and improves aesthetics. Bores are made on the sprocket at strategic locations to lighten the piece without reducing resistance.
 
 
  This rear sprocket will bring you a gain in weight, power, resistance and longevity. An asset for the MX, SX or enduro.
 
 
  Machined with great precision in a light and durable 7075 T6 aluminum.
 
 
  A profile designed for the teeth that facilitates the evacuation of the mud and minimizes power losses due to friction between the chain and the rear sprocket
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,41 dientes,,Plata,,1272,329,309,294,14,,,,,,,,Plata,,,Aluminio,,,,,,,,,,,,,,41,,520,,,,,,,,,Autolimpiable,,https://api.mybihr.com/medias/1075610009-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzQwMjR8aW1hZ2UvanBlZ3xhRFk1TDJnM01pODRPVEV4T1RnMU9UQXhOVGs0THpFd056VTJNVEF3TURrdE1WODRNREJYZURnd01FZ3w3NzAyMGI4ZWEzZTRkNGMwMzEyNmNjMjRmMTQ1ZDU2NmY3YmNlYjliMTE3YmNmZGVjMWRjMWE4YTU1MzhjMDRj,,,,,,,https://static.bihr.pro/eBihr/Pictures/RENTHAL-pictures.zip,,Spain Warehouse (Parts)
1075610001,491282,123U-520-48GYBK,RENTHAL,"RENTH RR SPROC 520 UL SC 123U, 47, BLK",Corona Renthal ultraligera 48 dientes negro 123U-520-48GYBK,72.55,59.96,38.97,5026190066638,1,8714109090,0,1,"<ul>
 <li>
  Renthal Ultralight™ Self-Cleaning Rear Sprocket
 </li>
 <li>
  Anodizing hardens the surface material and improves aesthetics. Bores are made on the sprocket at strategic locations to lighten the piece without reducing resistance.
 </li>
 <li>
  This rear sprocket will bring you a gain in weight, power, resistance and longevity. An asset for the MX, SX or enduro.
 </li>
 <li>
  Machined with great precision in a light and durable 7075 T6 aluminum.
 </li>
 <li>
  A profile designed for the teeth that facilitates the evacuation of the mud and minimizes power losses due to friction between the chain and the rear sprocket
 </li>
</ul>","
 
  Renthal Ultralight™ Self-Cleaning Rear Sprocket
 
 
  Anodizing hardens the surface material and improves aesthetics. Bores are made on the sprocket at strategic locations to lighten the piece without reducing resistance.
 
 
  This rear sprocket will bring you a gain in weight, power, resistance and longevity. An asset for the MX, SX or enduro.
 
 
  Machined with great precision in a light and durable 7075 T6 aluminum.
 
 
  A profile designed for the teeth that facilitates the evacuation of the mud and minimizes power losses due to friction between the chain and the rear sprocket
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,47 dientes,,Negro,,1030,430,355,10,290,,,,,,,,Negro,,,Aluminio,,,,,,,,,,,,,,48,,520,,,,,,,,,Autolimpiable,,https://api.mybihr.com/medias/1075610001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzkxMzR8aW1hZ2UvanBlZ3xhRGRoTDJobU1DODRPVEF6TXpjNU5URTNORGN3THpFd056VTJNVEF3TURFdE1WODRNREJYZURnd01FZ3xiZDE0OTFhNDhmNGU1NzNhMWI5YWE3MWJjNDU4YzQzMmZhYWU1ZTczNTZmOWIxNzU0NDUxNTQ1YTg4ODk2NTgx,,,,,,,https://static.bihr.pro/eBihr/Pictures/RENTHAL-pictures.zip,,Spain Warehouse (Parts)
1075610011,491186,123U-520-47GYSI,RENTHAL,"RENTH RR SPROC 520 UL SC 123U, 47, SIL",Corona Renthal ultraligera 47 dientes plata 123U-520-47GYSI,67.51,55.79,36.26,5026190003527,2,8714109090,0,1,"<ul>
 <li>
  Renthal Ultralight™ Self-Cleaning Rear Sprocket
 </li>
 <li>
  Anodizing hardens the surface material and improves aesthetics. Bores are made on the sprocket at strategic locations to lighten the piece without reducing resistance.
 </li>
 <li>
  This rear sprocket will bring you a gain in weight, power, resistance and longevity. An asset for the MX, SX or enduro.
 </li>
 <li>
  Machined with great precision in a light and durable 7075 T6 aluminum.
 </li>
 <li>
  A profile designed for the teeth that facilitates the evacuation of the mud and minimizes power losses due to friction between the chain and the rear sprocket
 </li>
</ul>","
 
  Renthal Ultralight™ Self-Cleaning Rear Sprocket
 
 
  Anodizing hardens the surface material and improves aesthetics. Bores are made on the sprocket at strategic locations to lighten the piece without reducing resistance.
 
 
  This rear sprocket will bring you a gain in weight, power, resistance and longevity. An asset for the MX, SX or enduro.
 
 
  Machined with great precision in a light and durable 7075 T6 aluminum.
 
 
  A profile designed for the teeth that facilitates the evacuation of the mud and minimizes power losses due to friction between the chain and the rear sprocket
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,47 dientes,,Plata,,1030,395,355,10,290,,,,,,,,Plata,,,Aluminio,,,,,,,,,,,,,,47,,520,,,,,,,,,Autolimpiable,,https://api.mybihr.com/medias/1075610011-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzQwMjR8aW1hZ2UvanBlZ3xhR014TDJobU9TODRPVFF3TXpjeU5UVTNPRFUwTHpFd056VTJNVEF3TVRFdE1WODRNREJYZURnd01FZ3xlYWE0MjlhNWYzYjJmNzdmMjgzZjM3M2VjMmYwODllZWM5MTlmZWJmZGQ5NDE5ZjUxZTgyNWQyZjJhM2VkOGEx,,,,,,,https://static.bihr.pro/eBihr/Pictures/RENTHAL-pictures.zip,,Spain Warehouse (Parts)
1075607001,1075607001,121U-420-47GBBU,RENTHAL,"RENTH RR SPROC 420 UL SC 121U, 47, BLU",Corona RENTHAL aluminio ultraligera autolimpiable 121U - Paso 420,82.99,68.59,44.58,5026190157527,3,8714109090,0,1,"<ul>
 <li>
  Corona autolimpiable RENTHAL Ultralight™
 </li>
 <li>
  Anodizada para endurecer el material en la superficie, además de mejorar la estética. Para aligerar el peso sin afectar a la resistencia, se han hecho perforaciones en puntos estratégicos de la corona.
 </li>
 <li>
  Verás cómo tu rendimiento se dispara, tus adversarios morderán el polvo. Todo un recurso para MX, SX y enduro.
 </li>
 <li>
  Fabricadas mediante mecanizado de alta precisión, a partir de aluminio   7075 T6, muy ligero y resistente. El perfil diseñado para los dientes facilita la evacuación del barro y   minimiza las pérdidas de potencia debidas a la fricción entre la cadena y la   corona
 </li>
 <li>
  El perfil diseñado para los dientes facilita la evacuación del barro y   minimiza las pérdidas de potencia debidas a la fricción entre la cadena y la   corona
 </li>
</ul>","
 
  Corona autolimpiable RENTHAL Ultralight™
 
 
  Anodizada para endurecer el material en la superficie, además de mejorar la estética. Para aligerar el peso sin afectar a la resistencia, se han hecho perforaciones en puntos estratégicos de la corona.
 
 
  Verás cómo tu rendimiento se dispara, tus adversarios morderán el polvo. Todo un recurso para MX, SX y enduro.
 
 
  Fabricadas mediante mecanizado de alta precisión, a partir de aluminio   7075 T6, muy ligero y resistente. El perfil diseñado para los dientes facilita la evacuación del barro y   minimiza las pérdidas de potencia debidas a la fricción entre la cadena y la   corona
 
 
  El perfil diseñado para los dientes facilita la evacuación del barro y   minimiza las pérdidas de potencia debidas a la fricción entre la cadena y la   corona
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,47 dientes,,Azul,,1084,327,333,296,11,,,,,,,,Azul,,,Aluminio,,,,,,,,,,,,,,47,,420,,,,,,,,,Autolimpiable,,https://api.mybihr.com/medias/1075607001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTA1NzkzfGltYWdlL2pwZWd8YURobUwyZzBZaTg0T1RVME9EQXpOVEU1TlRFNEx6RXdOelUyTURjd01ERXRNVjg0TURCWGVEZ3dNRWd8MGM1MmM0YWU4MGVjMmExOGQ3MzQ2NjM3YzQzMGMwZjUyZTY3YWE3OTU5N2M4NzA0YjA5MzkyNzk3ZmU5MmIxMw,,,,,,,https://static.bihr.pro/eBihr/Pictures/RENTHAL-pictures.zip,,Spain Warehouse (Parts)
1075607002,1075607002,121U-420-47GBSI,RENTHAL,"RENTH RR SPROC 420 UL SC 121U, 47, SIL",Corona RENTHAL aluminio ultraligera autolimpiable 121U - Paso 420,75.99,62.80,40.82,765442157605,2,8714109090,0,1,"<ul>
 <li>
  Corona autolimpiable RENTHAL Ultralight™
 </li>
 <li>
  Anodizada para endurecer el material en la superficie, además de mejorar la estética. Para aligerar el peso sin afectar a la resistencia, se han hecho perforaciones en puntos estratégicos de la corona.
 </li>
 <li>
  Verás cómo tu rendimiento se dispara, tus adversarios morderán el polvo. Todo un recurso para MX, SX y enduro.
 </li>
 <li>
  Fabricadas mediante mecanizado de alta precisión, a partir de aluminio   7075 T6, muy ligero y resistente. El perfil diseñado para los dientes facilita la evacuación del barro y   minimiza las pérdidas de potencia debidas a la fricción entre la cadena y la   corona
 </li>
 <li>
  El perfil diseñado para los dientes facilita la evacuación del barro y   minimiza las pérdidas de potencia debidas a la fricción entre la cadena y la   corona
 </li>
</ul>","
 
  Corona autolimpiable RENTHAL Ultralight™
 
 
  Anodizada para endurecer el material en la superficie, además de mejorar la estética. Para aligerar el peso sin afectar a la resistencia, se han hecho perforaciones en puntos estratégicos de la corona.
 
 
  Verás cómo tu rendimiento se dispara, tus adversarios morderán el polvo. Todo un recurso para MX, SX y enduro.
 
 
  Fabricadas mediante mecanizado de alta precisión, a partir de aluminio   7075 T6, muy ligero y resistente. El perfil diseñado para los dientes facilita la evacuación del barro y   minimiza las pérdidas de potencia debidas a la fricción entre la cadena y la   corona
 
 
  El perfil diseñado para los dientes facilita la evacuación del barro y   minimiza las pérdidas de potencia debidas a la fricción entre la cadena y la   corona
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,47 dientes,,Plata,,1669,331,334,294,17,,,,,,,,Plata,,,Aluminio,,,,,,,,,,,,,,47,,420,,,,,,,,,Autolimpiable,,https://api.mybihr.com/medias/1075607002-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODgyMzl8aW1hZ2UvanBlZ3xhRE13TDJnMU9TODRPVFUwT0RBek9URXlOek0wTHpFd056VTJNRGN3TURJdE1WODRNREJYZURnd01FZ3xiMzdkOTBjMjgzNDU5OTljYzEwODNmMDc3ZjRmZDlhYzVlMDk3OTNjZWFhZjVjMmY0MzUyZDdmMWUxZTZmYWFm,,,,,,,https://static.bihr.pro/eBihr/Pictures/RENTHAL-pictures.zip,,Spain Warehouse (Parts)
1075619005,491209,150U-520-48GBSI,RENTHAL,"RENTH RR SPROC 520 UL SC 150U, 48, SIL",Corona RENTHAL aluminio ultraligera autolimpiable 150U - Paso 520,80.99,66.93,43.50,5026190018255,1,8714109090,0,1,"<ul>
 <li>
  Renthal Ultralight™ Self-Cleaning Rear Sprocket
 </li>
 <li>
  Anodizing hardens the surface material and improves aesthetics. Bores are made on the sprocket at strategic locations to lighten the piece without reducing resistance.
 </li>
 <li>
  This rear sprocket will bring you a gain in weight, power, resistance and longevity. An asset for the MX, SX or enduro.
 </li>
 <li>
  Machined with great precision in a light and durable 7075 T6 aluminum.
 </li>
 <li>
  A profile designed for the teeth that facilitates the evacuation of the mud and minimizes power losses due to friction between the chain and the rear sprocket
 </li>
</ul>","
 
  Renthal Ultralight™ Self-Cleaning Rear Sprocket
 
 
  Anodizing hardens the surface material and improves aesthetics. Bores are made on the sprocket at strategic locations to lighten the piece without reducing resistance.
 
 
  This rear sprocket will bring you a gain in weight, power, resistance and longevity. An asset for the MX, SX or enduro.
 
 
  Machined with great precision in a light and durable 7075 T6 aluminum.
 
 
  A profile designed for the teeth that facilitates the evacuation of the mud and minimizes power losses due to friction between the chain and the rear sprocket
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,48 dientes,,Plata,,1030,420,355,10,290,,,,,,,,Plata,,,Aluminio,,,,,,,,,,,,,,48,,520,,,,,,,,,Autolimpiable,,https://api.mybihr.com/medias/1075619005-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzQwMjR8aW1hZ2UvanBlZ3xhRFl5TDJoaU9DODRPVFE1TnpVM09UQXlPRGM0THpFd056VTJNVGt3TURVdE1WODRNREJYZURnd01FZ3w5YzJhYjUwN2Y4OTAxZjkwNmFjOTgzNjY0Y2ZkNzZkMmI4OTkyMDkzZmQwODc3YmU2MmM5ZTE1NjI1OGUxN2E4,,,,,,,https://static.bihr.pro/eBihr/Pictures/RENTHAL-pictures.zip,,Spain Warehouse (Parts)
1075619012,491291,150U-520-50GBBK,RENTHAL,"RENTH RR SPROC 520 UL SC 150U, 50, BLK",Corona RENTHAL aluminio ultraligera autolimpiable 150U - Paso 520,87.50,72.31,47.00,5026190066706,1,8714109090,0,1,"<ul>
 <li>
  Renthal Ultralight™ Self-Cleaning Rear Sprocket
 </li>
 <li>
  Anodizing hardens the surface material and improves aesthetics. Bores are made on the sprocket at strategic locations to lighten the piece without reducing resistance.
 </li>
 <li>
  This rear sprocket will bring you a gain in weight, power, resistance and longevity. An asset for the MX, SX or enduro.
 </li>
 <li>
  Machined with great precision in a light and durable 7075 T6 aluminum.
 </li>
 <li>
  A profile designed for the teeth that facilitates the evacuation of the mud and minimizes power losses due to friction between the chain and the rear sprocket
 </li>
</ul>","
 
  Renthal Ultralight™ Self-Cleaning Rear Sprocket
 
 
  Anodizing hardens the surface material and improves aesthetics. Bores are made on the sprocket at strategic locations to lighten the piece without reducing resistance.
 
 
  This rear sprocket will bring you a gain in weight, power, resistance and longevity. An asset for the MX, SX or enduro.
 
 
  Machined with great precision in a light and durable 7075 T6 aluminum.
 
 
  A profile designed for the teeth that facilitates the evacuation of the mud and minimizes power losses due to friction between the chain and the rear sprocket
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,50 dientes,,Negro,,1030,460,355,290,10,,,,,,,,Negro,,,Aluminio,,,,,,,,,,,,,,50,,520,,,,,,,,,Autolimpiable,,https://api.mybihr.com/medias/1075619012-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzkxMzR8aW1hZ2UvanBlZ3xhREJsTDJnM05TODRPVFEyTlRneU5EZzNNRGN3THpFd056VTJNVGt3TVRJdE1WODRNREJYZURnd01FZ3w4YWI0MmVkZDRhZTBhMmM2NDNiZDQxOWRlOGRhMGI0Y2ZlZmVlOGZhYWI0YjBkZjZlOWRjMzM2NDQ3YzljMmQw,,,,,,,https://static.bihr.pro/eBihr/Pictures/RENTHAL-pictures.zip,,Spain Warehouse (Parts)
1075619017,491294,150U-520-51GBBU,RENTHAL,"RENTH RR SPROC 520 UL SC 150U, 51, BLU",Corona RENTHAL aluminio ultraligera autolimpiable 150U - Paso 520,74.10,61.24,39.81,5026190067048,0,8714109090,0,1,"<ul>
 <li>
  Renthal Ultralight™ Self-Cleaning Rear Sprocket
 </li>
 <li>
  Anodizing hardens the surface material and improves aesthetics. Bores are made on the sprocket at strategic locations to lighten the piece without reducing resistance.
 </li>
 <li>
  This rear sprocket will bring you a gain in weight, power, resistance and longevity. An asset for the MX, SX or enduro.
 </li>
 <li>
  Machined with great precision in a light and durable 7075 T6 aluminum.
 </li>
 <li>
  A profile designed for the teeth that facilitates the evacuation of the mud and minimizes power losses due to friction between the chain and the rear sprocket
 </li>
</ul>","
 
  Renthal Ultralight™ Self-Cleaning Rear Sprocket
 
 
  Anodizing hardens the surface material and improves aesthetics. Bores are made on the sprocket at strategic locations to lighten the piece without reducing resistance.
 
 
  This rear sprocket will bring you a gain in weight, power, resistance and longevity. An asset for the MX, SX or enduro.
 
 
  Machined with great precision in a light and durable 7075 T6 aluminum.
 
 
  A profile designed for the teeth that facilitates the evacuation of the mud and minimizes power losses due to friction between the chain and the rear sprocket
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,51 dientes,,Azul,,1397,492,337,296,14,,,,,,,,Azul,,,Aluminio,,,,,,,,,,,,,,51,,520,,,,,,,,,Autolimpiable,,https://api.mybihr.com/medias/1075619017-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDU2ODN8aW1hZ2UvanBlZ3xhR1E0TDJneVlpODRPVEkxTmpnMk9EVTNOelU0THpFd056VTJNVGt3TVRjdE1WODRNREJYZURnd01FZ3xjYWY3YTUzMWQzZWI1MGY0MjMzMjNiMDI0MzY3YzA1ZTdhZmM4OGZiZmE1MmQ2ZWI3YzM4NWI1N2Y5YzY5MmIy,,,,,,,https://static.bihr.pro/eBihr/Pictures/RENTHAL-pictures.zip,,Spain Warehouse (Parts)
1075619007,491211,150U-520-50GBSI,RENTHAL,"RENTH RR SPROC 520 UL SC 150U, 50, SIL",Corona RENTHAL aluminio ultraligera autolimpiable 150U - Paso 520,80.99,66.93,43.50,5026190015964,0,8714109090,0,1,"<ul>
 <li>
  Renthal Ultralight™ Self-Cleaning Rear Sprocket
 </li>
 <li>
  Anodizing hardens the surface material and improves aesthetics. Bores are made on the sprocket at strategic locations to lighten the piece without reducing resistance.
 </li>
 <li>
  This rear sprocket will bring you a gain in weight, power, resistance and longevity. An asset for the MX, SX or enduro.
 </li>
 <li>
  Machined with great precision in a light and durable 7075 T6 aluminum.
 </li>
 <li>
  A profile designed for the teeth that facilitates the evacuation of the mud and minimizes power losses due to friction between the chain and the rear sprocket
 </li>
</ul>","
 
  Renthal Ultralight™ Self-Cleaning Rear Sprocket
 
 
  Anodizing hardens the surface material and improves aesthetics. Bores are made on the sprocket at strategic locations to lighten the piece without reducing resistance.
 
 
  This rear sprocket will bring you a gain in weight, power, resistance and longevity. An asset for the MX, SX or enduro.
 
 
  Machined with great precision in a light and durable 7075 T6 aluminum.
 
 
  A profile designed for the teeth that facilitates the evacuation of the mud and minimizes power losses due to friction between the chain and the rear sprocket
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,50 dientes,,Plata,,1030,460,355,290,10,,,,,,,,Plata,,,Aluminio,,,,,,,,,,,,,,50,,520,,,,,,,,,Autolimpiable,,https://api.mybihr.com/medias/1075619007-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzQwMjR8aW1hZ2UvanBlZ3xhR1ppTDJoaFpTODVNREV5TURZek1ERXdPRFEyTHpFd056VTJNVGt3TURjdE1WODRNREJYZURnd01FZ3wyMjNjNmRmMGI1NzQ4YzFmZWI4ZmI0NjhlY2Q1YThlZWExZmQ0ZmJiYmVlMDY0NWRkOWVhMWI1OWI4ZTlmMjlm,,,,,,,https://static.bihr.pro/eBihr/Pictures/RENTHAL-pictures.zip,,Spain Warehouse (Parts)
