PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,Picture8,AllPicturesZIP,DeliveryPlant
1114385,,N427-48NCW,KEIHIN,KEIHI NEEDLE PWK/PJ/PWM,Aguja de carburador Carburador KEIHIN PWK/PJ/PWM NCW,13.10,10.83,6.50,D300CRB52718,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,3,7,5,50,10,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1114376,,N427-48EDJ,KEIHIN,KEIHI NEEDLE PWK/PJ/PWM,Aguja de carburador KEIHIN PWK/PJ/PWM = N1ED,13.10,10.83,6.50,D300CRB52640,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,3,7,5,50,10,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1114361,,N427-46JHH,KEIHIN,KEIHI NEEDLE PE/PWK 26/28,Aguja de carburador KEIHIN PE-PWK 26-28 JHH,13.10,10.83,6.50,D300CRB52401,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,3,7,5,50,10,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106166,,99101-124-0650,KEIHIN,KEIHI JET 65MM,Chiclé KEIHIN 99101-124-65,9.08,7.50,4.50,,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,5,20,20,20,https://api.mybihr.com/medias/1009258-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM3OTJ8aW1hZ2UvanBlZ3xhR1F4TDJobE9DODRPVEF4TlRrNU56VTJNekU0THpFd01Ea3lOVGd0TVY4NE1EQlhlRGd3TUVnfDlhYTIxZmE0ZjNhNWUwYWZhNGJlYjUzOGQ1MTFlYTM0YmMxMmIyNDYzZjI3MjEyMDA3YmY1YzBkZmY3NjVmMzM,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106158,,99101-124-1450,KEIHIN,KEIHI JET 145MM,Chiclé KEIHIN 99101-124-145,9.08,7.50,4.50,,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,4,5,20,20,10,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106150,,99101-124-1120,KEIHIN,KEIHI JET 112MM,Chiclé KEIHIN 99101-124-112,9.08,7.50,4.50,,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,4,5,20,20,10,https://api.mybihr.com/medias/1009242-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM3OTJ8aW1hZ2UvanBlZ3xhRFpsTDJobU5pODRPVE00TXpnd016STRPVGt3THpFd01Ea3lOREl0TVY4NE1EQlhlRGd3TUVnfGQ4MzUyNzIxZWQ5Zjk4OWVkNjE2MmE1MTAyNmQyNDlmMWFjYjE3OWRiNTM3NmEyZDUxMzQ3NzcwNzVkNDRmYjQ,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106178,,99101-124-0950,KEIHIN,KEIHI JET 95MM,Chiclé KEIHIN 99101-124-95,9.08,7.50,4.50,,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,5,8,32,19,8,https://api.mybihr.com/medias/1009270-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM3OTJ8aW1hZ2UvanBlZ3xhREF5TDJnMFlTODRPRFUyTkRjMk1UZzROekF5THpFd01Ea3lOekF0TVY4NE1EQlhlRGd3TUVnfDVjNDM2ZWM0MmNiNWU5MmYyNjRkMjRhYWY1ZTgwYTdmMWM0YjgyN2UyNGY3YTBlY2ZhODVmNzk0NGY0M2YzZjA,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106344,,N424-24068,KEIHIN,KEIHI JET IDLE 68MM,Chiclé KEIHIN N424-24-68,10.99,9.08,5.45,,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,5,20,20,20,https://api.mybihr.com/medias/1009455-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTkxOTl8aW1hZ2UvanBlZ3xhR0U1TDJnNE55ODRPVFV5TmpZNU1qQTROakEyTHpFd01EazBOVFV0TVY4NE1EQlhlRGd3TUVnfGJkZjlmMGQxZWZmMzRhODQwMGU4NGM0OTY4NzI5MGYyODI1NWEzZWJkZTdjOGZlOTY5ZWVjODUzZGY0MTZlM2E,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106340,,N424-24055,KEIHIN,KEIHI JET IDLE 55MM,Chiclé KEIHIN N424-24-55,12.10,10.00,6.00,,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,21,4,29,28,26,https://api.mybihr.com/medias/1009450-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTkxOTl8aW1hZ2UvanBlZ3xhREJpTDJnMlpTODRPVE0wTnpVeU16VTBNek0wTHpFd01EazBOVEF0TVY4NE1EQlhlRGd3TUVnfDllNDY4ODM4OGFlODM3MTNjOWIwYzkxY2JkYzVjOGEyZmQ4NTljODNkNGM1YjVkMzgwNjFlMGUzN2YwMzEzN2Y,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106292,,N424-14050,KEIHIN,KEIHI JET IDLE 50MM,Chiclé KEIHIN N424-14-50,9.08,7.50,4.50,,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,5,20,20,20,https://api.mybihr.com/medias/1009402-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQxMjB8aW1hZ2UvanBlZ3xhREV3TDJnek5TODRPVFV5TmpZd05UVTNPRFUwTHpFd01EazBNREl0TVY4NE1EQlhlRGd3TUVnfDkzYzU4YWU5MDc5ZTA1YTdkZjM4ZGJlNjhiZDkxMjdkYzk4OTI2Mjg4YjkwYTQ3NDUxNjk5MmRjZDEyYWM0MTA,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106175,,99101-124-0880,KEIHIN,KEIHI JET 88MM,Chiclé KEIHIN 99101-124-88,9.08,7.50,4.50,,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,5,20,20,20,https://api.mybihr.com/medias/1009267-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM3OTJ8aW1hZ2UvanBlZ3xhRFZpTDJobE5pODRPVFk0T0RVek1Ua3lOek0wTHpFd01Ea3lOamN0TVY4NE1EQlhlRGd3TUVnfDgzMjM5ZTZiMzM1MTQ0MjRhOTFmYmZhNDQ0ZTM4YmE1ZTQ2YjJkOTg4MDY4ZjAzMjIxNGM3ZTQzZjMxY2IxOTU,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106277,,N424-14100,KEIHIN,KEIHI JET IDLE 100MM,Chiclé KEIHIN N424-14-100,9.08,7.50,4.50,1106277,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,50,20,20,20,https://api.mybihr.com/medias/1009386-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQxMjB8aW1hZ2UvanBlZ3xhRFF5TDJnek1TODRPVEkwTkRVek1qY3pOak13THpFd01Ea3pPRFl0TVY4NE1EQlhlRGd3TUVnfDZiOGI5NGQzYWEzZDY4MDIyY2JmNzI4M2ZlMTNhMWNlYjM3ZTk1YjczMjAzOWFiNzU3ZDU5MzJmYzBlMGI0YTU,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106259,,99101-393-1700,KEIHIN,KEIHI JET 170MM,Chiclé KEIHIN 99101-393-170,9.08,7.50,4.50,1106259,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,10,20,20,20,https://api.mybihr.com/medias/1009367-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM1MzF8aW1hZ2UvanBlZ3xhRGhoTDJnMVppODRPVFE0T1RNNE1UUTFPREl5THpFd01Ea3pOamN0TVY4NE1EQlhlRGd3TUVnfDI4OTI1OGEwYzc0Mjk1NzNkYTViMmMzN2FmMjQzMTY1MTRmZTI3ZGNiMmJkZjk2NDcyN2FhZThhMTcwZTcyNmY,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106168,,99101-124-0700,KEIHIN,KEIHI JET 70MM,Chiclé KEIHIN 99101-124-70,9.08,7.50,4.50,,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,2,10,20,10,10,https://api.mybihr.com/medias/1009260-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM3OTJ8aW1hZ2UvanBlZ3xhRGhtTDJoa09DODRPVFE0T1RBMk5Ea3hPVE0wTHpFd01Ea3lOakF0TVY4NE1EQlhlRGd3TUVnfDMwNzJiY2YzODg4YTNmZTI2YjE4MGRjMmEyZjRhY2E2MWM0NTUyMWU5NTI1YzdmZjA4YjE2ODBiYzk4ZDE1YWE,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106281,,N424-14160,KEIHIN,KEIHI JET IDLE 160MM,Chiclé KEIHIN N424-14-160,9.08,7.50,4.50,1106281,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,50,20,20,20,https://api.mybihr.com/medias/1009390-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQxMjB8aW1hZ2UvanBlZ3xhREF5TDJneE1pODRPVFE1TURjMU5qUXdNelV3THpFd01Ea3pPVEF0TVY4NE1EQlhlRGd3TUVnfDJkYmE4YTI5YjdjOTIzMWU3NzQ3NGZhOGIyOTkyYzk5ZjZmZGQ1YzBhN2RkNTRiZmIzOWQ4MDc1NjgxOGMzYzY,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106174,,99101-124-0850,KEIHIN,KEIHI JET 85MM,Chiclé KEIHIN 99101-124-85,9.08,7.50,4.50,,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1,10,10,10,8,https://api.mybihr.com/medias/1009266-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM3OTJ8aW1hZ2UvanBlZ3xhREk1TDJoallpODRPVFk0T0RVeU9UazJNVEkyTHpFd01Ea3lOall0TVY4NE1EQlhlRGd3TUVnfDQ5MWMzNzM4OTJmODQyNTg2NWJkZDczYjFlMzViY2RmZmNhNGYxY2MzMDRhMDk0NTAyZGZkMDViZWU4OTQ1MzE,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106172,,99101-124-0800,KEIHIN,KEIHI JET 80MM,Chiclé KEIHIN 99101-124-80,9.08,7.50,4.50,,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,4,10,29,19,8,https://api.mybihr.com/medias/1009264-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM3OTJ8aW1hZ2UvanBlZ3xhR1ZpTDJoaVppODRPVFk0T0RVeU5qQXlPVEV3THpFd01Ea3lOalF0TVY4NE1EQlhlRGd3TUVnfGEyZWMxMGE4YTIwNGY2YjA5OWZmM2IxZWZhMDI4ZTBkMTRhNzcyYWMwYWMyYWI3NzIxZjYyYjIzZjM5OGE4ZTI,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106155,,99101-124-1300,KEIHIN,KEIHI JET 130MM,Chiclé KEIHIN 99101-124-130,9.08,7.50,4.50,KEN130,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,10,20,20,20,https://api.mybihr.com/medias/1009247-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM3OTJ8aW1hZ2UvanBlZ3xhR1ptTDJnMU15ODRPRFUyTkRZNE16STBNemd5THpFd01Ea3lORGN0TVY4NE1EQlhlRGd3TUVnfGM1OGQ5ODQzMzZhYmEwMmE2OTU4ZmNlMTdlMzYzZDcwZWZjYmQ0YjEzODljN2NmMDJiMmU2YTEzZjY2ZmZjYjg,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106265,,99101-393-1950,KEIHIN,KEIHI JET 195MM,Chiclé KEIHIN 99101-393-195,9.08,7.50,4.50,,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,5,20,20,20,https://api.mybihr.com/medias/1009373-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDYzNjh8aW1hZ2UvanBlZ3xhR0pqTDJnME15ODRPVE00TkRnMU16Z3pNVGs0THpFd01Ea3pOek10TVY4NE1EQlhlRGd3TUVnfDAzYzU3ZWMyYzUwNThkNzg0NTY5ZjA2MzUwMGIyNTY1OGQ5N2JmYjk3MThkYTRmNGM5YmRmYTIwZTg3NjY2Nzg,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106347,,N424-24075,KEIHIN,KEIHI JET IDLE 75MM,Chiclé KEIHIN N424-24-75,10.99,9.08,5.45,,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1,10,12,10,10,https://api.mybihr.com/medias/1009458-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTkxOTl8aW1hZ2UvanBlZ3xhRGN5TDJnMU5DODRPRFUyTlRRNU56SXdNRGswTHpFd01EazBOVGd0TVY4NE1EQlhlRGd3TUVnfGRlMDljZjlkZjZlZmE1OTEyNjgxNWNmNjlmMzE3ZTkzYzNjZjMyNzk5MjNiMmNlYzIxN2QzYzhmZjA4YmRjNWU,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106291,,N424-14260,KEIHIN,KEIHI JET IDLE 260MM,Chiclé KEIHIN N424-14-260,9.08,7.50,4.50,1106291,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,50,20,20,20,https://api.mybihr.com/medias/1009400-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQxMjB8aW1hZ2UvanBlZ3xhRGMyTDJnd1l5ODRPVEkyTlRZek1EUXhNekV3THpFd01EazBNREF0TVY4NE1EQlhlRGd3TUVnfDk0ODUyZDkzZDMxODdkODMzYjRmODBhNjUzZmIyYTliZDMxMGUyMjlkYmJhNzAwNWE5YTUyZTdlNDhkOGJmNDE,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106159,,99101-124-1500,KEIHIN,KEIHI JET 150MM,Chiclé KEIHIN 99101-124-150,9.08,7.50,4.50,,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,5,2,33,18,8,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106176,,99101-124-0900,KEIHIN,KEIHI JET 90MM,Chiclé KEIHIN 99101-124-90,9.08,7.50,4.50,,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1,10,12,10,10,https://api.mybihr.com/medias/1009268-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM3OTJ8aW1hZ2UvanBlZ3xhRGxrTDJoa1ppODRPVFk0T0RVek16ZzVNelF5THpFd01Ea3lOamd0TVY4NE1EQlhlRGd3TUVnfGQ5NjBmNzNjNDRiN2FmZWY2ZGQ1MzYzZWFhZDk5N2VhNjdmMDg0YzNkODUzZjg1NzlmNGY5MTc0YzYwNGVkZGQ,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106269,,99101-393-0750,KEIHIN,KEIHI JET 75MM,Chiclé KEIHIN 99101-393-75,9.08,7.50,4.50,,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,5,20,20,20,https://api.mybihr.com/medias/1009378-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDYzNjh8aW1hZ2UvanBlZ3xhRFkyTDJnNFpTODRPVFV5TmpZNU1ERXhPVGs0THpFd01Ea3pOemd0TVY4NE1EQlhlRGd3TUVnfDhhZWZkYzkyZjM0NWU0ZjAyMjAzYjZkMDMzNTZhNGNjNDFiYWJjZmNhZjYxZDk2OTNjZDZmNmU1M2ZlNzE0YWM,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106284,,N424-14190,KEIHIN,KEIHI JET IDLE 190MM,Chiclé KEIHIN N424-14-190,9.08,7.50,4.50,1106284,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,50,20,20,20,https://api.mybihr.com/medias/1009393-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQxMjB8aW1hZ2UvanBlZ3xhRGMxTDJnME15ODRPVEF3T1RnMk5UTTFPVFkyTHpFd01Ea3pPVE10TVY4NE1EQlhlRGd3TUVnfGVlOTYzMmY2YTU4OGRkN2M3OGI4NWQ4MzA3NmUwODM5ZjNiM2I0NGNmMmY1YjY0MGIxNWQ0NWExN2Y1YWVlYWQ,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106256,,99101-393-1620,KEIHIN,KEIHI JET 162MM,Chiclé KEIHIN 99101-393-162,9.08,7.50,4.50,,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,5,20,20,20,https://api.mybihr.com/medias/1009364-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM1MzF8aW1hZ2UvanBlZ3xhRFU1TDJoak15ODRPVEkwTVRFMk5qUTNPVFkyTHpFd01Ea3pOalF0TVY4NE1EQlhlRGd3TUVnfDBjMTgzYTBmZTM0M2M5ZTM5ODUyYzUyNWU3NThkMWNmYjcyZWIwMzgzN2RkMjNmNTc4ZjZlMjNiNjdiYzM5NWQ,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106156,,99101-124-1350,KEIHIN,KEIHI JET 135MM,Chiclé KEIHIN 99101-124-135,9.08,7.50,4.50,,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1,10,12,10,10,https://api.mybihr.com/medias/1009248-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM3OTJ8aW1hZ2UvanBlZ3xhRFV3TDJoa01DODRPRGN6TmpreE5URXlPRFl5THpFd01Ea3lORGd0TVY4NE1EQlhlRGd3TUVnfGNmYjM5YzU5YThlMjRkNGRjMThiODU2ZDI0MjdlYTY4ZTMyZDY2OGZiYzM2Y2E5ZGM5YWY5OGY5ODAxMDJmN2M,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106260,,99101-393-1720,KEIHIN,KEIHI JET 172MM,Chiclé KEIHIN 99101-393-172,9.08,7.50,4.50,,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,2,5,20,10,10,https://api.mybihr.com/medias/1009368-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDYzNjh8aW1hZ2UvanBlZ3xhR1ZqTDJnM05TODRPVFExTmpjNE5EZ3pORGcyTHpFd01Ea3pOamd0TVY4NE1EQlhlRGd3TUVnfGQ4MGNjOWU4YjFmODUxNGI5ZWMwMTFjNzM2NWIyY2M0MTM5ZDBhMjgwZmZlODY3N2RjOWI1NjAzMTRjMmQ0OGU,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106266,,99101-393-0620,KEIHIN,KEIHI JET 62MM,Chiclé KEIHIN 99101-393-62,9.08,7.50,4.50,,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,1,20,20,20,https://api.mybihr.com/medias/1009375-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDYzNjh8aW1hZ2UvanBlZ3xhREUzTDJobU9DODRPRFUyTlRFM05EYzJNemd5THpFd01Ea3pOelV0TVY4NE1EQlhlRGd3TUVnfGQxYzM0ZWI2NWUwZGE1ODNjM2U1MWVhOTRiNTRkODAxZWRiNWE3ZDliNmFhZWMyYTNkNTVkNDIyZGFkN2YyMDU,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106293,,N424-14080,KEIHIN,KEIHI JET IDLE 80MM,Chiclé KEIHIN N424-14-80,9.08,7.50,4.50,1106293,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,50,20,20,20,https://api.mybihr.com/medias/1009403-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQxMjB8aW1hZ2UvanBlZ3xhRGcyTDJoaE5DODRPRGN6TnpBeE16UXpNall5THpFd01EazBNRE10TVY4NE1EQlhlRGd3TUVnfDUzYTg3N2M3M2NiZThjYmJhNGVhZmQwODcwYTVjNzUyNjExYTQyYzg4ZmRmYWE0NjZjMmMzZjAyNjZhZWRjMDY,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106171,,99101-124-0780,KEIHIN,KEIHI JET 78MM,Chiclé KEIHIN 99101-124-78,9.08,7.50,4.50,,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1,5,10,10,10,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106160,,99101-124-0500,KEIHIN,KEIHI JET 50MM,Chiclé KEIHIN 99101-124-50,12.50,10.33,6.20,1106160,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,50,20,20,20,https://api.mybihr.com/medias/1009252-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM3OTJ8aW1hZ2UvanBlZ3xhRGcwTDJnMFppODRPVFk0T0RVeE5ESXpNall5THpFd01Ea3lOVEl0TVY4NE1EQlhlRGd3TUVnfDk5MTNhNjFhZTVhNzk0NDIwZjBiZGMwNDUzMTNmNTg1ZjNhYTY5ZGI4NTJmNDlmN2E5YWQxYzA1N2NhZmZmZjc,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106316,,N424-22042,KEIHIN,KEIHI JET IDLE 42MM,Chiclé de baja KEIHIN N424-22-42,9.08,7.50,4.50,,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,5,20,20,20,https://api.mybihr.com/medias/1009426-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjIyMTN8aW1hZ2UvanBlZ3xhR000TDJoaE9DODRPVE0wTnpreE9UQTFNekV3THpFd01EazBNall0TVY4NE1EQlhlRGd3TUVnfDFjNmY3NTBkYWYxMDMxODAzZjg5YzkwYWUxZjdiODlkOTUyY2UwNGYyMjk1YWJjMThhZTJiYTJmZTdkMzVmODM,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106148,,99101-124-1080,KEIHIN,KEIHI JET 108MM,Chiclé KEIHIN 99101-124-108,9.08,7.50,4.50,,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,5,20,20,20,https://api.mybihr.com/medias/1009240-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM3OTJ8aW1hZ2UvanBlZ3xhRFkwTDJoalpTODRPVFE0T1RnME16Z3hORGN3THpFd01Ea3lOREF0TVY4NE1EQlhlRGd3TUVnfDgxNmYzZjdjOTkzYTU4OGE5NGM1NDA4NzViZWRjMDJjZjVjM2I4OTllNTJkZGY2MWY2YTcxZmYyMzFmYjNlNjI,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106279,,N424-14130,KEIHIN,KEIHI JET IDLE 130MM,Chiclé KEIHIN N424-14-130,9.08,7.50,4.50,1106279,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,50,20,20,20,https://api.mybihr.com/medias/1009388-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQxMjB8aW1hZ2UvanBlZ3xhRGc1TDJneFppODRPVE00TXprd05UVXlOakEyTHpFd01Ea3pPRGd0TVY4NE1EQlhlRGd3TUVnfDI5MWIwY2QzOGJhNjRlMjUxZTRlODJjY2I1YzAzODA0MTUxYWQwOTFhMmU4OGYyYzgwZmFlOGIzNzkzNDQxMTk,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106165,,99101-124-0620,KEIHIN,KEIHI JET 62MM,Chiclé KEIHIN 99101-124-62,9.08,7.50,4.50,,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,2,80,12,12,12,https://api.mybihr.com/medias/1009257-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI5MzV8aW1hZ2UvanBlZ3xhREF6TDJnMllpODRPVE00TWpVM09UUXdOVEV3THpFd01Ea3lOVGN0TVY4NE1EQlhlRGd3TUVnfGI5OGYwMjE0YTg2NzZmZTU0ZDA2ZWMzMzJhNmU3ZGI2YWQyZTJhMGYwZTY5NWZmOWQzOGNlMmFlYmM2NTc4NmI,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
