PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,Picture8,AllPicturesZIP,DeliveryPlant
1009520,KEV35,N424-35035,KEIHIN,KEIHI JET IDLE 35MM,Chiclé de baja Keihin N424-35-35,3.50,2.89,1.88,N424-35-35,3,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,48,10,80,60,10,https://api.mybihr.com/medias/1009520-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjA3MzV8aW1hZ2UvanBlZ3xhR1pqTDJnMlpTODRPVFk0T0RVNU1Ea3dPVGMwTHpFd01EazFNakF0TVY4NE1EQlhlRGd3TUVnfDE1MzA4NzEyOGMxMGRjNjE0NDJjYjBkYjUxOGYxY2Q3YzZkYmVkOTYxOTE3ZDU0ODg2MjlmOTI0NDkyNWQzODI,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1009263,KEN78,99101-124-78,KEIHIN,KEIHI JET 78MM,Chiclé Keihin 99101-124-78,3.50,2.89,0.25,99101-124-78,3,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,48,10,80,60,10,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1009359,KEC150,99101-393-1500,KEIHIN,KEIHI JET 150MM,Chiclé Keihin 99101-393-150,3.00,2.48,1.61,99101-393-150,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,5,20,20,20,https://api.mybihr.com/medias/1009359-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM1MzF8aW1hZ2UvanBlZ3xhRFUzTDJobE5DODRPVFExTnpBMk5EQXhPREl5THpFd01Ea3pOVGt0TVY4NE1EQlhlRGd3TUVnfDYyMmJjOWVjMjMxNmIwOGI2MWI0NWRkMDU2OGY5ZWRlZDkzOWIzYjZiZDJhNGNjNDMyM2M3YTkwYzk1MjFhNTQ,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1009633,922017,0405-019-1000,KEIHIN,KEIHI SPAREPARTS CLAMPS,Clips de aguja de carburador Keihin FCR 32-33-35-37-39-41 PWM 38 / PWK 33/39,1.00,0.83,0.54,0405-019-1000,3,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,17,5,38,22,20,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1009326,KEA198,99101-357-1980,KEIHIN,KEIHI JET MAIN 198MM,Chiclé de alta KEIHIN198,3.00,2.48,1.61,99101-357-198,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,48,10,80,60,10,https://api.mybihr.com/medias/1009326-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM5Mzl8aW1hZ2UvanBlZ3xhR05rTDJoaE5DODRPVE00TnpZek9EYzRORE13THpFd01Ea3pNall0TVY4NE1EQlhlRGd3TUVnfDRmMWI2NzZlNzI2ZmMwZjkwOGY3YWI3Y2U5OTY3YzhiOWMxMWFlNzkyM2IyZmQ1M2Q3NWYyMTlhZWZiYTlkZGQ,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1009332,KEA225,99101-357-225,KEIHIN,KEIHI JET MAIN 225MM,Chiclé de alta Keihin 225,3.00,2.48,1.61,99101-357-225,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,5,20,20,20,https://api.mybihr.com/medias/1009332-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM5Mzl8aW1hZ2UvanBlZ3xhRFJpTDJnd01pODRPVEE1TVRrd05qSTNNelU0THpFd01Ea3pNekl0TVY4NE1EQlhlRGd3TUVnfDVkNDg0ZGNkMTUzNmM5OTM0ZDhmYmFjMTE4NWRhNGZjNzJkOGQ3M2JlZTcyODE3MDBlNjcwYjU5MmZlNWQxYzY,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1009657,922284,1230-850-2000,KEIHIN,KEIHI SPAREPARTS CAPS,Tapa carburador Keihin 1230-850-2000,6.00,4.96,3.22,1230-850-2000,2,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,4,4,27,22,7,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1009693,922235,N361-04380,KEIHIN,KEIHI SPAREPARTS VALVE SEAT,Asiento de aguja de carburador Keihin FCR 3.8,5.00,4.13,2.68,N361-04380,4,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,5,20,20,20,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1009383,KEC88,99101-393-0880,KEIHIN,KEIHI JET 88MM,Chiclé Keihin 99101-393-88,3.00,2.48,1.61,KEC88,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,5,20,20,20,https://api.mybihr.com/medias/1009383-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDYzNjh8aW1hZ2UvanBlZ3xhREU1TDJnMU5pODRPVE00T0RNM016RXhOVEU0THpFd01Ea3pPRE10TVY4NE1EQlhlRGd3TUVnfGI4Yjk4NDFlMzkzNDU4YjViY2ZmMjA4NGZhOWMzMjMwMjUxN2Q4ZGZiYzUzNmQ4YTJmNDJjZTg4MmViOGI3MDE,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1009656,922113,1230-826-2001,KEIHIN,KEIHI SPAREPARTS CAPS,Tapa bomba de recuperación carburador Keihin FCR 32-33-35-37-39-41,15.00,12.40,8.06,1230-826-2001,2,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,24,35,33,7,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1009474,KED68,N424-25B68,KEIHIN,KEIHI JET IDLE 68MM,Chiclé de baja KEIHIN 68,3.50,2.89,1.88,N424-25B68,3,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,5,20,20,20,https://api.mybihr.com/medias/1009474-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjA3NzV8aW1hZ2UvanBlZ3xhREptTDJnek1TODRPRFUyTlRVMk1ERXhOVFV3THpFd01EazBOelF0TVY4NE1EQlhlRGd3TUVnfDkzMjZmNjBiOGVhNjAyNDE3ZWM4YTA1N2RhZDIwYjBjNWVhOTI3YmY4Mzg5YTdhYzYzMmRjNjM1ZWFlOGQ4NDk,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1009634,19300018,1011-34AH-990101,KEIHIN,KEIHI SPAREPARTS NEEDLE JET,Arandelas de Aguja de carburador Keihin PE 20-24-26-28,9.00,7.44,4.84,1011-34AH-990101,1,8409910090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Keihin needle jet, diameter 20-22-24-26-28mm</p></body> </html>","       Keihin needle jet, diameter 20-22-24-26-28mm ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1,4,30,7,7,https://api.mybihr.com/medias/1009634-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzY5MTB8aW1hZ2UvanBlZ3xhREJtTDJoalpDODRPVEF4TXprNU9UWTVPREl5THpFd01EazJNelF0TVY4NE1EQlhlRGd3TUVnfDMwN2Y3ZjRlMzE2MWE2MmRkNmZlMDYxZjJjZmY4Y2JmNDI5MGQ5MzhhNmUzYWEwODE0MjljMThiZTEzYWYyNTI,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1009365,KEC165,99101-393-1650,KEIHIN,KEIHI JET 165MM,Chiclé Keihin 99101-393-165,4.01,3.31,2.15,99101-393-165,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,5,20,20,20,https://api.mybihr.com/medias/1009365-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM1MzF8aW1hZ2UvanBlZ3xhREl5TDJnME5pODRPVE00T0RZMk5qTTRPRGM0THpFd01Ea3pOalV0TVY4NE1EQlhlRGd3TUVnfDhiY2EwN2U5MjdmMTAwNDVhNTkzMTJlOWU3ZjE4MjE1ZTEzNjYwYThhMjZiYzc4MjYxZmMyNzc5NjY0NDY1Yzg,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1009636,921011,1031-807-2000,KEIHIN,KEIHI SPAREPARTS GASKET,Junta tapa de carburador Keihin FCR 41,3.50,2.89,1.88,1031-807-2000,4,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,98,5,70,70,20,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1009470,KED58,N424-25B58,KEIHIN,KEIHI JET IDLE 58MM,Chiclé de baja KEIHIN 58,3.00,2.48,1.61,N424-25B58,2,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,4,10,20,20,10,https://api.mybihr.com/medias/1009470-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjA3NzV8aW1hZ2UvanBlZ3xhR0ZtTDJnNE1TODRPVEF4TWpJNE5USTNOalEyTHpFd01EazBOekF0TVY4NE1EQlhlRGd3TUVnfGU4ZmUxZmVmMDQ4ZTVjOTQ3MTllMDMxMmZlY2Q0MDAzZmU5ZThlZDc2NGQ3NWQyMTA3ODlmOWJlMjE1NTRmNmY,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1009499,KEE155,N424-27155,KEIHIN,KEIHI JET MAIN 155MM,Chiclé de alta Harley 155,5.00,4.13,2.68,N424-27-155,3,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,48,10,80,60,10,https://api.mybihr.com/medias/1009499-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjI5NDl8aW1hZ2UvanBlZ3xhRFk0TDJnMU1DODRPRFUyTlRZMU9EUXhPVFV3THpFd01EazBPVGt0TVY4NE1EQlhlRGd3TUVnfGM1ZDkzZmY0YzkzYThjYjA3NTE5NGI1YjlkYTFhMDg0MGRlMmExNWVmNjgzYjNmOGQ0ODUwMmQwNTg5Y2IwYTA,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1009475,KED70,N424-25B70,KEIHIN,KEIHI JET IDLE 70MM,Chiclé de baja KEIHIN 70,3.00,2.48,1.61,N424-25B70,2,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,2,10,20,10,10,https://api.mybihr.com/medias/1009475-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjA3NzV8aW1hZ2UvanBlZ3xhREl4TDJoaVl5ODRPVFV6TVRrM056ZzVNakUwTHpFd01EazBOelV0TVY4NE1EQlhlRGd3TUVnfDU4YmVkNjAwMzBjYTE1MzFjMzIwNWIwYmExNDI3ZDY2NWQ5ODFiOGZmODExNWM5YTlmMTM1OWE1ODQyNzc0YzY,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1009671,921004,16110-ND57610M1,KEIHIN,KEIHI SPAREPARTS GASKET,Junta tapa de carburador Keihin PJ 38 PWK 33 A 39,7.01,5.79,3.76,921004,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,50,5,50,50,20,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106221,,99101-357-1780,KEIHIN,KEIHI JET MAIN 178MM,Chiclé de alta KEIHIN 178,9.08,7.50,4.50,1106221,2,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,2,10,20,10,10,https://api.mybihr.com/medias/1009318-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM5Mzl8aW1hZ2UvanBlZ3xhRFZrTDJnd1l5ODRPVFk0T0RVMU16VTFOREl5THpFd01Ea3pNVGd0TVY4NE1EQlhlRGd3TUVnfDNhNjUyNzFiYjU3NWRmMzMxNzI5NmI2NmZhMGFiNjRiMmJlYjllYzI1NGM1MTQwZmI5NjdmMTg4YWVjMGZlOTk,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106424,,N424-14090,KEIHIN,KEIHI JET IDLE 90MM,Boquilla de ralentí KEIHIN 90,9.08,7.50,4.50,KEB90,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,10,20,20,20,https://api.mybihr.com/medias/1020788-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTIzMzA3fGltYWdlL2pwZWd8YURjekwyZ3hNUzg0T1RVek1EZzBPRGN3TmpnMkx6RXdNakEzT0RndE1WODRNREJYZURnd01FZ3wyMGZmYzg4ODNhZmZiNmRmOTVmNzllMGE3ODg5ZTY4OWEyMjJmOGFhMWFhZDRkOWI4ZDFjZTE5YzI3YWRlYTlj,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106243,,99101-393-1300,KEIHIN,KEIHI JET 130MM,Chiclé KEIHIN 99101-393-130,9.08,7.50,4.50,KEC130,3,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,10,20,20,20,https://api.mybihr.com/medias/1009351-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM1MzF8aW1hZ2UvanBlZ3xhR0V3TDJoalpDODRPVFk0TmpVME1Ua3lOamN3THpFd01Ea3pOVEV0TVY4NE1EQlhlRGd3TUVnfDBmNWI1MDA5NGRkYjU0OGNiM2ZiNjk3MGY1MzcwYTVjMThmZjk3NmRhOGYyNjM0YWNiOTcxZTRlZDNhZTI1YzQ,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106225,,99101-357-1880,KEIHIN,KEIHI JET MAIN 188MM,Chiclé de alta KEIHIN 188,9.08,7.50,4.50,KEA188,5,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,10,20,20,20,https://api.mybihr.com/medias/1009322-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM5Mzl8aW1hZ2UvanBlZ3xhRFJsTDJoa09DODRPVFE0T1RjMk5URTNNVFV3THpFd01Ea3pNakl0TVY4NE1EQlhlRGd3TUVnfDhmZTk0NDEzNzk3YzdhZTA3YWIyNDA2ZmYzZTlmNTM1MWU1ODA4ZjBiNmNkYWU2YTBjZWZhOGQ2MDNlOTA3NDM,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106196,,99101-357-1150,KEIHIN,KEIHI JET MAIN 115MM,Chiclé de alta KEIHIN 115,9.08,7.50,4.50,1106196,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,50,20,20,20,https://api.mybihr.com/medias/1009293-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM5Mzl8aW1hZ2UvanBlZ3xhRFV5TDJoak5pODRPVEF4TXprNU56Y3pNakUwTHpFd01Ea3lPVE10TVY4NE1EQlhlRGd3TUVnfGY0Y2YwNzk2Mzg0ODE3MDk4ODBmMzJhMjE5YzJmODhmZmEwYTA2ZmZiNzNkYzNhM2VkNTVjY2RmNThiYWZjNjQ,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106189,,99101-357-0980,KEIHIN,KEIHI JET MAIN 98MM,Chiclé de alta KEIHIN 98,9.08,7.50,4.50,1106189,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,100,20,20,20,https://api.mybihr.com/medias/1009286-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM5Mzl8aW1hZ2UvanBlZ3xhRFZsTDJnd1pTODRPVE0wTnpRek5UQTJPVGMwTHpFd01Ea3lPRFl0TVY4NE1EQlhlRGd3TUVnfDNjZmExYmE5ZDA2NDg1MDE5ZDJmMDUyMjM5MjY0YzJmZDEzMzk0NGNlNjRjY2Y4MGRiNDE2NzljZDNmOTUzNzA,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106302,,N424-21055,KEIHIN,KEIHI JET IDLE 55MM,Chiclé de baja KEIHIN 55,9.08,7.50,4.50,,2,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,4,5,20,20,10,https://api.mybihr.com/medias/1009412-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjI1MjF8aW1hZ2UvanBlZ3xhRE5rTDJnNVpDODVNREV5TkRVek9EWTNOVFV3THpFd01EazBNVEl0TVY4NE1EQlhlRGd3TUVnfGNiOWUxMGZjMTg2NGNlNGJjNzZmZDI0OGU0N2Q1ODkxYjAzNDYxNjNhZmJmZDVjOWM4MmZhYjJmNTMyOWQ4ZTU,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106298,,N424-21045,KEIHIN,KEIHI JET IDLE 45MM,Chiclé de baja KEIHIN N424-21-45,9.08,7.50,4.50,KEP45,4,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,10,20,20,20,https://api.mybihr.com/medias/1009408-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjI1MjF8aW1hZ2UvanBlZ3xhR1JoTDJnMllTODRPVFk0T0RVMk56TXhOamM0THpFd01EazBNRGd0TVY4NE1EQlhlRGd3TUVnfGNmN2UwYzMwNzI5NzM2MjIxNmRlNjllYTU3OTRkMjFkY2U4MDdkODk2OGI4MjIyNmY0ZTcxMGYyM2EyM2JjNzk,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106219,,99101-357-1720,KEIHIN,KEIHI JET MAIN 172MM,Chiclé de alta KEIHIN 172,9.08,7.50,4.50,KEA172,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,10,20,20,20,https://api.mybihr.com/medias/1009316-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM5Mzl8aW1hZ2UvanBlZ3xhRGd5TDJnNVpDODRPVFV6TXpVek1qY3pNemMwTHpFd01Ea3pNVFl0TVY4NE1EQlhlRGd3TUVnfDFlZDI1OGFhZWNkZDQzYjE4ZmVlYjRlM2M5OGUwOTAzMmMxMjk4MGNiOGFhZGRiZTM3OWY2NzdlYmJlYzFmOGQ,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106294,,N424-21035,KEIHIN,KEIHI JET IDLE 35MM,Chiclé de baja KEIHIN N424-21-35,9.08,7.50,4.50,KEP35,7,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,10,20,20,20,https://api.mybihr.com/medias/1009404-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjI1MjF8aW1hZ2UvanBlZ3xhRE5qTDJoak1DODRPVE00TWpVNE16TXpOekkyTHpFd01EazBNRFF0TVY4NE1EQlhlRGd3TUVnfDQ1NTJmOWRkNjg5ODViNjRkNWNlZGE3MTk4NmZhYWI3ODdmODdiMjg1YzQ0NWIzOThjYTBjM2QwZTBhZWIyNTE,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106245,,99101-393-1350,KEIHIN,KEIHI JET 135MM,Chiclé KEIHIN 99101-393-135,9.08,7.50,4.50,KEC135,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,5,20,20,20,https://api.mybihr.com/medias/1009353-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM1MzF8aW1hZ2UvanBlZ3xhREEzTDJnNFppODRPVEkwTkRBME16RTRNak00THpFd01Ea3pOVE10TVY4NE1EQlhlRGd3TUVnfDgwNDYzNTI4NGU5M2JiOWJjMmI4NzA2YmVlMDRiMzBkNTE4NWZhMjYxYjAzMTI4NDJlMGFlNDhjYzQyNzE2MTI,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106209,,99101-357-1480,KEIHIN,KEIHI JET MAIN 148MM,Chiclé de alta KEIHIN 148,9.08,7.50,4.50,1106209,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,2,10,20,10,10,https://api.mybihr.com/medias/1009306-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM5Mzl8aW1hZ2UvanBlZ3xhRGt6TDJoaU1TODRPVEkwTURVM09Ua3pNalEyTHpFd01Ea3pNRFl0TVY4NE1EQlhlRGd3TUVnfGRjYWQ0ODA0YzQ2NzE3MDE5MzY4ZmFmNWUyNTQ1OTY5MGRmZGQ0MWQyOTVmOWNlNmQ5MWM5ZDc4Y2U2MDIzZjI,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106250,,99101-393-1480,KEIHIN,KEIHI JET 148MM,Chiclé KEIHIN 99101-393-148,9.08,7.50,4.50,,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,4,5,20,10,20,https://api.mybihr.com/medias/1009358-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM1MzF8aW1hZ2UvanBlZ3xhR015TDJneVpDODRPRFUyTlRFd056a3hOekV3THpFd01Ea3pOVGd0TVY4NE1EQlhlRGd3TUVnfGRmZjcwMDgyMDY2ODJjOTlmNmQ2MGMwNWFhZDY3ZjA0NjQ4OTczMjNjNzVjYTNkZjNmYWM1MmQ0NDNiYTBiY2U,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106211,,99101-357-1520,KEIHIN,KEIHI JET MAIN 152MM,Chiclé de alta KEIHIN 152,9.08,7.50,4.50,,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,3,10,20,16,10,https://api.mybihr.com/medias/1009308-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM5Mzl8aW1hZ2UvanBlZ3xhR001TDJnNU15ODRPVEkyTXprME56YzNOak13THpFd01Ea3pNRGd0TVY4NE1EQlhlRGd3TUVnfDU2MGZhNDYxOGU4Y2E1NzJiYzQ0ZWM1YjFmNjRhMjgxMzA2MmVlZGY3ZDhhMThkZmQ1NzY4M2FjZDkzNmI1MTM,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106220,,99101-357-1750,KEIHIN,KEIHI JET MAIN 175MM,Chiclé de alta KEIHIN 175,9.08,7.50,4.50,1106220,3,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,10,20,20,20,https://api.mybihr.com/medias/1009317-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM5Mzl8aW1hZ2UvanBlZ3xhREprTDJneE15ODRPVFk0T0RVMU1UVTRPREUwTHpFd01Ea3pNVGN0TVY4NE1EQlhlRGd3TUVnfDcyMDk4M2NhY2RhNDg3NTRhY2UzZWVlNWY1MmJlMTBjMDc1MGFhMGI3MGNmNGM3YjYyMGRlNDEwNzA0ODZjNzc,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106278,,N424-14120,KEIHIN,KEIHI JET IDLE 120MM,Chiclé KEIHIN N424-14-120,9.08,7.50,4.50,1106278,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,50,20,20,20,https://api.mybihr.com/medias/1009387-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQxMjB8aW1hZ2UvanBlZ3xhR0U1TDJnd1lTODRPVFExT0RJMk9UVTFNamswTHpFd01Ea3pPRGN0TVY4NE1EQlhlRGd3TUVnfGFmNTZhZGYxZTVlNzczYjQzODA3Mjg2OWVlOWU5MTk3MTk0OTVjMTViMGI3NGY1ZDk0ZmY0ZjE5NThjZDU3NjE,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106378,,N424-27220,KEIHIN,KEIHI JET MAIN 220MM,Chiclé de alta Harley 220,10.08,8.33,5.00,1106378,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,50,20,20,20,https://api.mybihr.com/medias/1009511-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI2MDZ8aW1hZ2UvanBlZ3xhR05sTDJobFlpODRPVFV5T1RVMk5ESXdNVEkyTHpFd01EazFNVEV0TVY4NE1EQlhlRGd3TUVnfDYyZWE0ODJlNjViYWUwNWI0ODI4MGY3YzExN2UzOTBkMjE4NjM2ZWEzNGI4ODY2ZjUwN2E1NDY5NmMwMGZmNDU,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106399,,N424-35068,KEIHIN,KEIHI JET IDLE 68MM,Chiclé de baja KEIHIN N424-35-68,9.08,7.50,4.50,,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,2,5,20,10,10,https://api.mybihr.com/medias/1009532-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjA3MzV8aW1hZ2UvanBlZ3xhRGhtTDJoak15ODRPVFk0T0RZd09EWXdORFEyTHpFd01EazFNekl0TVY4NE1EQlhlRGd3TUVnfDBhZWQ4ODM5MWY1ZDk1ZGVlMmVmYmQ5NWEyNGQ2YTM1YmYyMWYwZmQ2MzY3N2E0NGU1N2NlZWZmNTExYzMwZDI,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
