PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Acabado,V-Cantidad de dientes,V-Color,V-Colores,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Acabado de la tapa del silenciador,Acabado del silenciador de escape,Acabado del tubo,Altura (cm),Altura (mm),Altura del neumático (perfil),Anchura (cm),Anchura (mm),Anchura del neumático,Capacidad (ml/l),Capacidad de portaequipajes (L),Capacidad del casco,Carga máxima (kg),Categoría de neumático,Clasificación de capas,Color,Color del cristal,Composición,Diámetro de la llanta,Embalaje,Especificaciones,Estructura de neumático,Familia de neumáticos,Homologación,Índice de carga del neumático (IC),Índice de velocidad (CV),Longitud (cm),Modelo,Número de dientes de la corona,Paso de cadena,Peso (kg),Posición,Sin cámara o tipo de cámara,Tipo,Tipo de corona,Tipo de luz,Versión de corona,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,Picture8,AllPicturesZIP,Document1,DeliveryPlant
1049598,,AXL-1990-1022,ART,ART WHEEL AXLE,Eje ART +2'' Yamaha YFZ450,341.83,282.50,169.50,AXL-1990-1022,0,8708509990,0,1,"<p>ART wheel axles are forged with Japanes quality steel and finished with the finest chrome plating.</p> <ul> <li>2"" wider</li> <li>Delivered with a spacers set (21 x 21 mm) and axle end nuts</li> <li>Axle only, re-use of OEM parts </li></ul>","
ART wheel axles are forged with Japanes quality steel and finished with the finest chrome plating.  2"" wider Delivered with a spacers set (21 x 21 mm) and axle end nuts Axle only, re-use of OEM parts ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,,,,,8667,6600,1070,90,90,,,,,,,,,,,,,,,,,,Acero,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1049598-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQwMjl8aW1hZ2UvanBlZ3xhRFpoTDJnd1lpODRPVGN4TWpNeU5EUTBORFEyTHpFd05EazFPVGd0TVY4NE1EQlhlRGd3TUVnfDEyN2IwZmNkYWQzZThlYjMxYzRhMjQyMTYwMTkyMzdiMjM1MTRiMmZhZjZkMTk3ZjIxOWIwOTJhMzU5OTY3NWM,https://api.mybihr.com/medias/1049598-2-800Wx800H?context=bWFzdGVyfHJvb3R8OTIwNDJ8aW1hZ2UvanBlZ3xhRGxoTDJnd05DODRPVGN4TWpNeU5qUXhNRFUwTHpFd05EazFPVGd0TWw4NE1EQlhlRGd3TUVnfDBjMmZlYjAxNzU1ZmVhNjM3NDExNWFjN2YzZTQ3OGQ2ZmYyNGY2OTg4ZTZkNDg5ODFiNjgwZDAwYWEyOWUyMDg,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1049582,,CSS-192-633,ART,ART STEERING STEM,Barra dirección ART 633 mm Yamaha YFM250R Raptor,170.40,140.83,84.50,CSS-192-633,1,8714109090,0,1,<ul> <li>Adapted to 100 mm clamps part # MS6011 (ø22.2 mm handlebar) or MS6012 (ø28.6 mm handlebar)</li> <li>Clamp not included </li></ul>," Adapted to 100 mm clamps part # MS6011 (ø22.2 mm handlebar) or MS6012 (ø28.6 mm handlebar) Clamp not included ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,,,,,12320,2150,800,140,110,,,,,,,,,,,,,,,,,,Acero,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1049582-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjY4MDB8aW1hZ2UvanBlZ3xhRFU0TDJoaU9TODRPVGN4TWpJM09USXlORFl5THpFd05EazFPREl0TVY4NE1EQlhlRGd3TUVnfDFkMjUyYTU1YzM3N2Q2ZjA2YWMyNjA5OTMyMDc3N2E0ZDRiMTIyOTVkODE0NmJlOGY3MDk4YWRkOWZiNzNlYTg,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1047851,,PAXL-6055,ART,ART COMPLETE FRONT SHAFT,Palier de transmisión ART - Polaris,220.70,182.40,109.44,CAR10420,0,8708509990,0,1,ART shafts perfectly suits OEM standards and do not require any special mounting modification.,ART shafts perfectly suits OEM standards and do not require any special mounting modification.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,,,,,11561,4540,758,124,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delantero,,,,,,https://api.mybihr.com/medias/1047851-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzU4NjN8aW1hZ2UvanBlZ3xhR0ZrTDJnM015ODRPVGN4TURJMk1qQXlOalUwTHpFd05EYzROVEV0TVY4NE1EQlhlRGd3TUVnfDMwODRkYzA2YTc0YTYyYzA1MGY4ZTRkMDIxNjI5MjQxOGIzNGM4YTJhYTg5YzI2NGQzZGM2NzhlMjZhMTc0YWU,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1049583,,CSS-1990-650,ART,ART STEERING STEM,Barra dirección ART 650 mm Yamaha,170.40,140.83,84.50,CSS-1990-650,0,8714109090,0,1,<ul> <li>Adapted to 100 mm clamps part # MS6011 (ø22.2 mm handlebar) or MS6012 (ø28.6 mm handlebar)</li> <li>Clamp not included </li></ul>," Adapted to 100 mm clamps part # MS6011 (ø22.2 mm handlebar) or MS6012 (ø28.6 mm handlebar) Clamp not included ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,,,,,6132,1850,730,140,60,,,,,,,,,,,,,,,,,,Acero,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1049583-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjY4MDB8aW1hZ2UvanBlZ3xhR1ZtTDJnMllTODRPVGN4TWpJNE1URTVNRGN3THpFd05EazFPRE10TVY4NE1EQlhlRGd3TUVnfDY0ZjQxNjMzYjRjYTEyZmM0NWYxNzQ4ZWYyMzIyM2ZmNTJmNDkwYWYxZTQ4NjQ2ZTgwZTNiMmJkMzdjMzY3MDI,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1042191,MS2109,AXL-2060-W/HUB,ART,ART WHEEL AXLE,"Eje de rueda + 2"" ART Suzuki LT-Z400 Quadsport",389.00,321.49,208.97,AXL-2060-W/HUB,0,8708509990,0,1,"<p>ART wheel axles are forged with Japanes quality steel and finished with the finest chrome plating.</p> <ul> <li>2"" wider </li> <li>Delivered with a spacers set (21 x 21 mm) and axle end nuts</li> <li>Axle + axle wheel hub, re-use of OEM parts </li></ul>","
ART wheel axles are forged with Japanes quality steel and finished with the finest chrome plating.  2"" wider  Delivered with a spacers set (21 x 21 mm) and axle end nuts Axle + axle wheel hub, re-use of OEM parts ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,,,,,23976,7850,1110,160,135,,,,,,,,,,,,,,,,,,Acero,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1042191-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQwMjl8aW1hZ2UvanBlZ3xhRGN4TDJnME1pODRPVGN3TWpNMk56VTFPVGs0THpFd05ESXhPVEV0TVY4NE1EQlhlRGd3TUVnfDllNDAwNmEyN2EyMWI1MWU4M2NjZmVlN2ViYzQ3ZWNlMTA1ZWVhZGNlN2U0Mjc4ZTQ5MjNmYmQ3MWQxNzVjOWI,https://api.mybihr.com/medias/1042191-2-800Wx800H?context=bWFzdGVyfHJvb3R8OTIwNDJ8aW1hZ2UvanBlZ3xhR0V3TDJnellpODRPVGN3TWpNMk9UVXlOakEyTHpFd05ESXhPVEV0TWw4NE1EQlhlRGd3TUVnfDdmOGUwOGQ4Yzg0NTVmZGVjYzVhNzE5M2QwMzk5YjY3NTMyYzU5NjM0NDhmMjRhODRiNDQyNWU2ZGRhMWQ3OTA,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1047864,,PAXL-6047,ART,ART COMPLETE FRONT SHAFT,Palier de transmisión ART - Polaris Sportsman 850 XP,214.29,177.10,106.26,PD-PAXL-6047,0,8708509990,0,1,ART shafts perfectly suits OEM standards and do not require any special mounting modification.,ART shafts perfectly suits OEM standards and do not require any special mounting modification.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,,,,,11871,4552,766,126,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delantero,,,,,,https://api.mybihr.com/medias/1047864-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzU4NjN8aW1hZ2UvanBlZ3xhREUyTDJoaE55ODRPVGN4TURJNE56VTROVFU0THpFd05EYzROalF0TVY4NE1EQlhlRGd3TUVnfDc3Yzg5MzRkMTNiYWVhN2FiNGE5ODY1YmJmMGU0YTcwNGQwZmMyOWI0MGM2NzVlNTA1ZjEzNGM1YWFjNTgxZTI,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1047865,,PAXL-1125,ART,ART COMPLETE FRONT SHAFT,Palier de transmisión ART - Suzuki,206.18,170.40,102.24,PD-PAXL-1125,0,8708509990,0,1,ART shafts perfectly suits OEM standards and do not require any special mounting modification.,ART shafts perfectly suits OEM standards and do not require any special mounting modification.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,,,,,9949,3593,759,116,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delantero,,,,,,https://api.mybihr.com/medias/1047865-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzU4NjN8aW1hZ2UvanBlZ3xhRFEyTDJoaE1DODRPVGN4TURJNE9UVTFNVFkyTHpFd05EYzROalV0TVY4NE1EQlhlRGd3TUVnfGYxNDIyYTVmNzA5NWM0N2I3Zjk0NDlmMzVlMTIxM2JlYmVkMWZjNDNmYmY4NmJiNTA2Y2RlMWE5YmI1YmE4NzE,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1047870,,PAXL-1139,ART,ART COMPLETE FRONT SHAFT,Palier de transmisión ART - Yamaha YFM700 Grizzly,194.57,160.80,96.48,CAR10612,0,8708509990,0,1,ART shafts perfectly suits OEM standards and do not require any special mounting modification.,ART shafts perfectly suits OEM standards and do not require any special mounting modification.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,,,,,5965,3239,635,101,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delantero,,,,,,https://api.mybihr.com/medias/1047870-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzU4NjN8aW1hZ2UvanBlZ3xhRGt4TDJoak5TODRPVGN4TURNd01UTTBPREUwTHpFd05EYzROekF0TVY4NE1EQlhlRGd3TUVnfGJlY2Y3ZTMxZDg1NmIxNDEwOWZjNjA4NzYxNGJmOGI3ZmI5YjljM2IzZDRlNzZiYzM5MzhjMzcyMDNhZWU4ZGU,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1047871,,PAXL-8016,ART,ART COMPLETE FRONT SHAFT,Palier de transmisión ART - Yamaha YFM700 Grizzly,184.77,152.70,91.62,3661738009573,0,8708505590,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>ART shafts perfectly suits OEM standards and do not require any special mounting modification.</p></body> </html>","       ART shafts perfectly suits OEM standards and do not require any special mounting modification. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,,,,,11871,3865,766,126,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delantero,,,,,,https://api.mybihr.com/medias/1047871-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzU4ODd8aW1hZ2UvanBlZ3xhRFl5TDJoall5ODRPVGN4TURNd016TXhOREl5THpFd05EYzROekV0TVY4NE1EQlhlRGd3TUVnfGFiMGYzNWQ3ZWQ0Yzk4Y2ExMDkyOWE5MGQzZjMyNmY3ZjRmZTc3NGMxZjA2YmJlOWNjYWY2MjJmODMyOGM1YTQ,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1047875,,PAXL-2015,ART,ART COMPLETE FRONT SHAFT LEFT,Palier de transmisión delantero izquierdo ART - Arctic Cat,177.51,146.70,88.02,PD-PAXL-1147,0,8708509990,0,1,ART shafts perfectly suits OEM standards and do not require any special mounting modification.,ART shafts perfectly suits OEM standards and do not require any special mounting modification.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,,,,,12578,4332,762,131,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delantero Izquierdo,,,,,,https://api.mybihr.com/medias/1047875-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzU4NjN8aW1hZ2UvanBlZ3xhR1EzTDJoa01DODRPVGN4TURNeE1URTNPRFUwTHpFd05EYzROelV0TVY4NE1EQlhlRGd3TUVnfGVkNTJmNTE5YzU3YTkyNTAxNDBjNTM4MDEzOGYzMDUxYWE4NzM4MTZhOWI5YmRiNGIzOTQyNWFkMzI5Y2NjZTk,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1047879,,PAXL-3038,ART,ART COMPLETE FRONT SHAFT LEFT,Palier de transmisión delantero izquierdo ART - Can Am X3 XRS,210.42,173.90,104.34,43100013,0,8708509990,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>ART shafts perfectly suits OEM standards and do not require any special mounting modification.</p></body> </html>","       ART shafts perfectly suits OEM standards and do not require any special mounting modification. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,,,,,15703,6000,1005,125,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delantero Izquierdo,,,,,,https://api.mybihr.com/medias/1047879-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzU4ODd8aW1hZ2UvanBlZ3xhR0U1TDJoaU5TODRPVGN4TURNeE9UQTBNamcyTHpFd05EYzROemt0TVY4NE1EQlhlRGd3TUVnfDZjMTJmN2VhYzRhZmM4MmE1NjFhZTcyOTVmODQ2ZjM5MDU2ZmVkNTI5ZDQxMzYwMzA2YzM3MDVhZjAxNjY3MDU,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1047882,,PAXL-3001,ART,ART COMPLETE FRONT SHAFT LEFT,Palier de transmisión delantero izquierdo ART - Can-Am Commander 800/1000,216.11,178.60,107.16,PD-PAXL-3001,0,8708509990,0,1,ART shafts perfectly suits OEM standards and do not require any special mounting modification.,ART shafts perfectly suits OEM standards and do not require any special mounting modification.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,,,,,15997,4853,711,151,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delantero Izquierdo,,,,,,https://api.mybihr.com/medias/1047882-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzU4NjN8aW1hZ2UvanBlZ3xhR1ZtTDJnMVlpODRPVGN4TURNeU5EazBNVEV3THpFd05EYzRPREl0TVY4NE1EQlhlRGd3TUVnfGIwYzUzY2JmZGU3YzQ5YzdmMDBhNTU5YTQ1MzQ4NjMxYTk3MGM5OTA4M2Y5MDg3YzExOTVjYzgxNDZlYTBlNjY,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1047886,,PAXL-1105,ART,ART COMPLETE FRONT SHAFT LEFT,Palier de transmisión delantero izquierdo ART - Kawasaki,198.68,164.20,98.52,PD-PAXL-1105,0,8708509990,0,1,ART shafts perfectly suits OEM standards and do not require any special mounting modification.,ART shafts perfectly suits OEM standards and do not require any special mounting modification.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,,,,,8987,3199,614,123,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delantero Izquierdo,,,,,,https://api.mybihr.com/medias/1047886-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzU4NjN8aW1hZ2UvanBlZ3xhR1U1TDJnd05pODRPVGN4TURNek1qZ3dOVFF5THpFd05EYzRPRFl0TVY4NE1EQlhlRGd3TUVnfDk1YTAzNGY0NTQ4OWM4ZGUwYzVhYTkzNzNmNjU1OTMwNzZmNzdmZWExYjc0MmE4ODlmNDJiMDMxNzBlNzI3NDY,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1047852,,PAXL-6068,ART,ART COMPLETE FRONT SHAFT,Palier de transmisión ART - Polaris ACE 325/570,217.20,179.50,107.70,3661738009559,0,8708505590,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>ART shafts perfectly suits OEM standards and do not require any special mounting modification.</p></body> </html>","       ART shafts perfectly suits OEM standards and do not require any special mounting modification. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,,,,,12193,4865,756,126,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delantero,,,,,,https://api.mybihr.com/medias/1047852-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzU4ODd8aW1hZ2UvanBlZ3xhREZoTDJnM09DODRPVGN4TURJMk16azVNall5THpFd05EYzROVEl0TVY4NE1EQlhlRGd3TUVnfDgxM2M3NTIxNGMwMzFmOTNkOGMwODdiODM3ZGYzNjA3MjA1NTY4MjViYjNkM2RlMWUxMjI2MDFhM2MxZmJlY2Y,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1047854,,PAXL-6009,ART,ART COMPLETE FRONT SHAFT,Palier de transmisión ART - Polaris Ranger 900,189.85,156.90,94.14,43100004,0,8708509990,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>ART shafts perfectly suits OEM standards and do not require any special mounting modification.</p></body> </html>","       ART shafts perfectly suits OEM standards and do not require any special mounting modification. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,,,,,11576,4873,759,124,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delantero,,,,,,https://api.mybihr.com/medias/1047854-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzU4ODd8aW1hZ2UvanBlZ3xhR0ppTDJnNE5TODRPVGN4TURJMk56a3lORGM0THpFd05EYzROVFF0TVY4NE1EQlhlRGd3TUVnfDRjNmJjOTY2MzhhNTYwOTRhY2Q4MTIzYzEyNWUwMGUyZGQyNGNkN2RmMDAxMmNjMmQ1ZTMwY2JkNjdjZDM4NDE,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1047857,,PAXL-6074,ART,ART COMPLETE FRONT SHAFT,Palier de transmisión ART - Polaris RZR 1000 Turbo,223.37,184.60,110.76,43100014,0,8708509990,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>ART shafts perfectly suits OEM standards and do not require any special mounting modification.</p></body> </html>","       ART shafts perfectly suits OEM standards and do not require any special mounting modification. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,,,,,12407,6386,770,131,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delantero,,,,,,https://api.mybihr.com/medias/1047857-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzU4ODd8aW1hZ2UvanBlZ3xhR00wTDJobE1TODRPVGN4TURJM016Z3lNekF5THpFd05EYzROVGN0TVY4NE1EQlhlRGd3TUVnfDY0ZGEyOWQ4Zjg2ZGVhOGNlN2Q4NTIzYzhiZGUzZDVjZTZiMjMwMmQ0NDgwMjY2Y2JiMGU0NjNlMDdlMWMzMDM,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1047861,,PAXL-6061,ART,ART COMPLETE FRONT SHAFT,Palier de transmisión ART - Polaris RZR 900/900S,222.40,183.80,110.28,3661738009535,0,8708505590,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>ART shafts perfectly suits OEM standards and do not require any special mounting modification.</p></body> </html>","       ART shafts perfectly suits OEM standards and do not require any special mounting modification. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,,,,,12177,6002,767,126,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delantero,,,,,,https://api.mybihr.com/medias/1047861-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzU4ODd8aW1hZ2UvanBlZ3xhRGMwTDJoaVlpODRPVGN4TURJNE1UWTROek0wTHpFd05EYzROakV0TVY4NE1EQlhlRGd3TUVnfDZkZGRmNzk1NTRmNDBmNzg2MDliNzkzYzVjNTk3NDVjYzZlNTdhNDUzYmNjMGFlMDY0ODY5ZmJmMWMzNmM4NGU,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1047963,,PAXL-21008,ART,ART COMPLETE REAR SHAFT RIGHT,Palier de transmisión trasero derecho ART - Kymco,294.64,243.50,146.10,PD-PAXL-21008,0,8708509990,0,1,ART shafts perfectly suits OEM standards and do not require any special mounting modification.,ART shafts perfectly suits OEM standards and do not require any special mounting modification.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,,,,,13790,4510,804,134,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trasero derecho,,,,,,https://api.mybihr.com/medias/1047963-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzU4NjN8aW1hZ2UvanBlZ3xhREl3TDJobVppODRPVGN4TURRNE9UUXpOalEyTHpFd05EYzVOak10TVY4NE1EQlhlRGd3TUVnfDJkZjZjNjgxM2RhM2ZhMTg1M2ZmOTY1NGEwNTg1ZDkzNmUwOWU0Y2M5ODg4ZGJhMWI0MTJmMjVkNDE5NjUzYTE,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1047919,,PAXL-2020,ART,ART COMPLETE REAR SHAFT,Palier de transmisión trasero ART - Arctic Cat XR500/550/700,231.11,191.00,114.60,3661738009412,0,8708505590,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>ART shafts perfectly suits OEM standards and do not require any special mounting modification.</p></body> </html>","       ART shafts perfectly suits OEM standards and do not require any special mounting modification. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,,,,,11500,4490,754,124,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trasero,,,,,,https://api.mybihr.com/medias/1047919-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzU4ODd8aW1hZ2UvanBlZ3xhRFkwTDJnNU9TODRPVGN4TURNNU9UWTFNakUwTHpFd05EYzVNVGt0TVY4NE1EQlhlRGd3TUVnfGQxYmUyNDc4NDNmNjg2OTIwM2E1NGNhOGZjMmQwYzMwYmI4ODg1OWZkNGEwNjg5OGQyNWMyMjc2OGJiMDNhMDU,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1047922,,PAXL-3020,ART,ART COMPLETE REAR SHAFT,Palier de transmisión trasero ART - Can Am Maverick,255.07,210.80,126.48,43100025,0,8708509990,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>ART shafts perfectly suits OEM standards and do not require any special mounting modification.</p></body> </html>","       ART shafts perfectly suits OEM standards and do not require any special mounting modification. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,,,,,11999,6868,768,124,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trasero,,,,,,https://api.mybihr.com/medias/1047922-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzU4ODd8aW1hZ2UvanBlZ3xhR05qTDJnMVl5ODRPVGN4TURRd05UVTFNRE00THpFd05EYzVNakl0TVY4NE1EQlhlRGd3TUVnfGYzZDk2N2Q4ZWRjNTgyN2E0MTFlZDI5OWJhYzEyMzFkNDU3ZGZmMTEyN2Y0ZjRkMTYyYjVlNDlmODk0NjY2ZWQ,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1047925,,PAXL-3015,ART,ART COMPLETE REAR SHAFT,Palier de transmisión trasero ART - Can Am Maverick 1000R/1000 X MR/MAX X DS,272.25,225.00,135.00,3661738009481,0,8708505590,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>ART shafts perfectly suits OEM standards and do not require any special mounting modification.</p></body> </html>","       ART shafts perfectly suits OEM standards and do not require any special mounting modification. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,,,,,11995,6802,774,126,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trasero,,,,,,https://api.mybihr.com/medias/1047925-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzU4ODd8aW1hZ2UvanBlZ3xhR016TDJnd01DODRPVGN4TURReE1UUTBPRFl5THpFd05EYzVNalV0TVY4NE1EQlhlRGd3TUVnfDkwMjRjNGNhMzZkYzMzZjRhMmRlMTYwNTQxN2E3YWFlOGRkZjMwYzQyMjNlYmY2MjgwNmI2NjdlODI1NWM0OTg,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
