PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Acabado,V-Cantidad de dientes,V-Color,V-Colores,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Acabado de la tapa del silenciador,Acabado del silenciador de escape,Acabado del tubo,Altura (cm),Altura (mm),Altura del neumático (perfil),Anchura (cm),Anchura (mm),Anchura del neumático,Capacidad (ml/l),Capacidad de portaequipajes (L),Capacidad del casco,Carga máxima (kg),Categoría de neumático,Clasificación de capas,Color,Color del cristal,Composición,Diámetro de la llanta,Embalaje,Especificaciones,Estructura de neumático,Familia de neumáticos,Homologación,Índice de carga del neumático (IC),Índice de velocidad (CV),Longitud (cm),Modelo,Número de dientes de la corona,Paso de cadena,Peso (kg),Posición,Sin cámara o tipo de cámara,Tipo,Tipo de corona,Tipo de luz,Versión de corona,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,Picture8,AllPicturesZIP,Document1,DeliveryPlant
1081916001,445665,ASK-137-BLACK,ART,"ART KICK START, BLK",Pedal de arranque ART - KTM Husqvarna negro,117.37,97.00,58.20,3661738034254,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>ART kick starter</p></body> </html>","       ART kick starter ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,Negro,,716,198,204,121,29,,,,,,,,,,,,,,,,Negro,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1081916001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTg5NjR8aW1hZ2UvanBlZ3xhR1prTDJnMk5pODRPVGMzTnpReE5EYzVPVFkyTHpFd09ERTVNVFl3TURFdE1WODRNREJYZURnd01FZ3w4YTA0MDc5ZTM2NmI2MTA0MzU1YzQ3ZmQzN2Y4NGFhNmZhZDE5Y2NiMjY0N2VkOTFkYTA4NWIwZDIzNzBmMTMw,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1081916003,445666,ASK-137-ORANGE,ART,"ART KICK START, ORG",Pedal de arranque ART - KTM Husqvarna naranja,110.11,91.00,54.60,3661738034179,5,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>ART kick starter</p></body> </html>","       ART kick starter ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,Naranja,,914,197,210,136,32,,,,,,,,,,,,,,,,Naranja,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1081916003-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODUwNDV8aW1hZ2UvanBlZ3xhRFZqTDJnMU9TODRPVGMzTnpReE9EY3pNVGd5THpFd09ERTVNVFl3TURNdE1WODRNREJYZURnd01FZ3wwYjdjZTI5OTI4ZjhiNWU5YTRjODJjNjQ2Mzg3MDdlMGEwNTFjMGQ2MmZmMGIwNWM2YWE4ZGRjOTdmM2FkNjY0,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1081916004,445664,ASK-137-SILVER,ART,"ART KICK START, SIL",Pedal de arranque ART - KTM Husqvarna plata,110.11,91.00,54.60,3661738034261,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>ART kick starter</p></body> </html>","       ART kick starter ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,Plata,,368,200,230,50,32,,,,,,,,,,,,,,,,Aluminio,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1081916004-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjA1Mjh8aW1hZ2UvanBlZ3xhR1kwTDJnd1lTODRPVGMzTnpReU1EWTVOemt3THpFd09ERTVNVFl3TURRdE1WODRNREJYZURnd01FZ3xmZDdlOWViZDUyZGI2MWRmNmM5MDI2ZDk2ZjEyZjg2OTM1ODkwZWMxYmI5MDQ0ZThhZGU3YjM0NTMzNzU0MDI5,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1081754003,38034,ASF-01-RD,ART,"ART FOOT PEGS, RED",Estriberas Off Road rojo Honda,127.05,105.00,63.00,8430525380349,3,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,Rojo,,1231,322,148,198,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1081754003-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjM1ODJ8aW1hZ2UvanBlZ3xhRGMzTDJoaVl5OHhOVFF5TnpZME5qUTRPRFl3Tmk4eE1EZ3hOelUwTURBekxURmZPREF3VjNnNE1EQkl8NGY1ZWQzOGJiNWZiYzg0MzJjZTcyOTdjMzc2NzY4ZjNhNGRlOWZmNzkxZjNlNmE1OWZlNWVjYmUwODI2NGNmMA,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1081754001,38035,ASF-01-BK,ART,"ART FOOT PEGS, BLK",Estriberas Off Road negro Honda,127.05,105.00,63.00,8430525380356,6,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,Negro,,1225,320,148,197,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1081754001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTc4MTN8aW1hZ2UvanBlZ3xhREV4TDJobE15OHhOVFF5TnpZME5UY3dNakUzTkM4eE1EZ3hOelUwTURBeExURmZPREF3VjNnNE1EQkl8ZDRjNWE2YWRiNjU0NWZjYTI5ZTExY2I4ZjJlZjBlNDc5OGE4MGE4OTM2MWYxYmY1MTFkZTkyOWE3OTczZGM2ZA,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1081754002,38036,ASF-01-GY,ART,"ART FOOT PEGS, GRY",Estriberas Off Road Gris Honda,117.37,97.00,58.20,8430525380363,42,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,Gris,,1260,320,148,198,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1081754002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDY3Nzd8aW1hZ2UvanBlZ3xhREExTDJoallTOHhOVFF5TnpZME5qQTVOVE01TUM4eE1EZ3hOelUwTURBeUxURmZPREF3VjNnNE1EQkl8Y2Y1ZGYzZDE1OWM4YzU5ZWY5ZjFmZjcxNzJmOWQ5ODI5MDJhOGYxZTAxYjdlMzdiMTAzZmJmYzc1NzUxODM2OA,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1081799001,38038,ASF-01S-GY,ART,"ART FOOT PEGS, GRY",Estriberas Off Road gris/gris Honda,78.65,65.00,39.00,8430525380387,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,Gris,,1281,550,147,198,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1081799001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTI1MDl8aW1hZ2UvanBlZ3xhRGxoTDJobFpDOHhOVFF5TnpZMU9EWTNPRE13TWk4eE1EZ3hOems1TURBeExURmZPREF3VjNnNE1EQkl8MGQ1MDBkNjEyMzFiOTcyMWVmMWVhNGJjMzE1YjFhNWQ5ZmMyZmIzMzQ3NmY3N2ZlYzEwYTliMDlhZmE5YTNkOA,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1081801001,38052,ASF-04S-BL,ART,"ART FOOT PEGS, BLU",Estriberas Off Road gris/azul Gas Gas Yamaha,78.65,65.00,39.00,8430525380523,3,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,Azul,,1325,630,148,199,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1081801001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTYwMzd8aW1hZ2UvanBlZ3xhREV6TDJnMk1TOHhOVFF5TnpZMk1ESTFNVEUyTmk4eE1EZ3hPREF4TURBeExURmZPREF3VjNnNE1EQkl8NGE4OTg2MTc5NzNkNzg1OWQwZDc3OGE2YjU0NTBhMDkwNDJkZWM0OWY4MzZhOTEyN2JhMTY0MWJhNjk1YTc2Nw,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1081801002,38053,ASF-04S-GY,ART,"ART FOOT PEGS, GRY",Estriberas Off Road gris/gris Gas Gas Yamaha,78.65,65.00,39.00,8430525380530,7,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,Gris,,1289,632,148,198,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1081801002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDg2MjV8aW1hZ2UvanBlZ3xhR0V4TDJnMlpTOHhOVFF5TnpZMk1EWTBORE00TWk4eE1EZ3hPREF4TURBeUxURmZPREF3VjNnNE1EQkl8Y2ExY2U0YWM5YjQ0MTgzYzA4ZjY1MGI1ZDM1ZjUxNWZkZDFlNTQ4YjJiNGYyYWNiMjE3OGU4MTQzYzJhZDM3MA,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1081803001,38047,ASF-05S-BL,ART,"ART FOOT PEGS, BLU",Estriberas Off Road gris/azul Husqvarna 14-15 Husaberg Sherco,78.65,65.00,39.00,8430525380479,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,Azul,,1348,580,148,198,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1081803001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDgxNzB8aW1hZ2UvanBlZ3xhR1JoTDJoak15OHhOVFF5TnpZMk1UQXpOelU1T0M4eE1EZ3hPREF6TURBeExURmZPREF3VjNnNE1EQkl8NjY2YTQxZGI1ODA2MTZmMGU5MWM2MmViYTM2NDliZWFlODIzZDkxZTlkOTIwZjdkZjA5OWY4MDNjYzVmN2QxOA,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1081803003,38044,ASF-05S-OR,ART,"ART FOOT PEGS, ORG",Estriberas Off Road gris/naranja Ktm,78.65,65.00,39.00,8430525380448,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,Naranja,,1270,556,148,195,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1081803003-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjE2Njd8aW1hZ2UvanBlZ3xhREE0TDJoa1ppOHhOVFF5TnpZMk1UZ3lOREF6TUM4eE1EZ3hPREF6TURBekxURmZPREF3VjNnNE1EQkl8ZjE4ZDBmZjNkOGI3YjIxYWIxNDE2YzRmMTRmZTE4YTg4ZjMzZWVjMjE2OGNlMGQzZGE5NzI5MmRkZDA3MjcxNw,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1081803002,38045,ASF-05S-GY,ART,"ART FOOT PEGS, GRY",Estriberas Off Road gris/gris Ktm Husqvarna 14-15 Husaberg Sherco Beta,78.65,65.00,39.00,8430525380455,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,Gris,,1273,582,148,200,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1081803002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTQ0NDF8aW1hZ2UvanBlZ3xhRGRoTDJoa01TOHhOVFF5TnpZMk1UUXpNRGd4TkM4eE1EZ3hPREF6TURBeUxURmZPREF3VjNnNE1EQkl8NWY0OWNiNjliM2M4ZjViMWVmYmZkMTVmOWY3YjA0MzE5YTQ4ZjIxYmRmNjhhN2IwZGFlZjFkYWZhMTc1ZDI4MA,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1081803004,38046,ASF-05S-RD,ART,"ART FOOT PEGS, RED",Estriberas Off Road gris/rojo Beta,75.02,62.00,37.20,8430525380462,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,Rojo,,1296,578,148,199,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1081803004-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTk0MTB8aW1hZ2UvanBlZ3xhR0psTDJoallpOHhOVFF5TnpZMk1qSXhOekkwTmk4eE1EZ3hPREF6TURBMExURmZPREF3VjNnNE1EQkl8NGJlOThmZmUyNTlhNGI5YTIyMDVhNDA2ZWJkNzZiNWQ1NjljMjBiNTY3NjYwZjBjNTQ4M2ZjZmUxYWU4ZjFlZA,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1081849001,448779,ASB-167BKC-BLUE,ART,"ART PEDAL FACTORY, BLU",Pedal de freno Xtrem ART - negro azul,84.70,70.00,42.00,8430525247178,23,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>ART Brake Pedals, made of black anodized aluminium with interchangeable color tips to match your style.</p><p></p><ul> <li>Black 448 783 </li><li>Red 448 784 </li><li>Blue 448 785 </li><li>Orange 448 786 </li><li>Green 448 787</li></ul> </body> </html>","       ART Brake Pedals, made of black anodized aluminium with interchangeable color tips to match your style. Black 448 783 Red 448 784 Blue 448 785 Orange 448 786 Green 448 787  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,Azul,,1538,213,255,134,45,,,,,,,,,,,,,,,,Azul,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1081849001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjgwMjZ8aW1hZ2UvanBlZ3xhRE5tTDJnMk1pODRPVGMzTnpFeU56YzFNVGs0THpFd09ERTRORGt3TURFdE1WODRNREJYZURnd01FZ3xmNDY4NTIwOGI0N2MxZDFlZTQyOGM1MmFkZjkyMjE2MDJmM2NjZWE4ZWNjOGNjMjZjNzJmMjJmYjVlZjEzZjA0,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1081849002,448780,ASB-167BKC-ORANGE,ART,"ART PEDAL FACTORY, ORG",Pedal de freno Xtrem ART - negro naranja,85.18,70.40,42.24,8430525247185,6,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>ART Brake Pedals, made of black anodized aluminium with interchangeable color tips to match your style.</p><p></p><ul> <li>Black 448 783 </li><li>Red 448 784 </li><li>Blue 448 785 </li><li>Orange 448 786 </li><li>Green 448 787</li></ul> </body> </html>","       ART Brake Pedals, made of black anodized aluminium with interchangeable color tips to match your style. Black 448 783 Red 448 784 Blue 448 785 Orange 448 786 Green 448 787  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,Naranja,,1644,216,261,134,47,,,,,,,,,,,,,,,,Naranja,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1081849002-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjgwODJ8aW1hZ2UvanBlZ3xhRFUzTDJobU1pODRPVFkzTnpnME5qWXhNREl5THpFd09ERTRORGt3TURJdE1WODRNREJYZURnd01FZ3xiNzFiMmY0MDY3NjViOWQ5YmI2NzllNGZiZGFkMzdjMjJlMGQ2ZWE1YjhhMDllZGU5OTJhMTczZDhhNTMzMjA4,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1081863001,93400,ASC-108-GY,ART,"ART PEDAL OEM TYPE, SIL",Pedal de cambio ART - Sherco gris,31.46,26.00,15.60,8430525934009,3,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,Plata,,1094,90,115,307,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1081881001,10282,ASC-67,ART,"ART PEDAL OEM TYPE, SIL",Pedal de cambio ART - gris,27.83,23.00,13.80,8430525102828,10,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,Plata,,2806,92,134,283,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1081881001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjE5Nzd8aW1hZ2UvanBlZ3xhRFJrTDJneU5pOHhOVFF5TnpZNE5UZzNOVGMwTWk4eE1EZ3hPRGd4TURBeExURmZPREF3VjNnNE1EQkl8NzcyNmNkZTAwNzUxYzU5ZjViMzM5YmI4ZDc0NDhhOWU4ZDI2YjdhNThhMzk0MjMxNzZhMWVlYmNiZjU4MTEwZA,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1081882001,11599,ASC-69,ART,"ART PEDAL OEM TYPE, SIL",Pedal de cambio ART - Suzuki RMZ 450 aluminio gris mate,32.67,27.00,16.20,8430525115996,7,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,Plata,,930,98,125,201,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1081882001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjAzNDZ8aW1hZ2UvanBlZ3xhRGcyTDJnM1lpOHhOVFF5TnpZNE5qSTJPRGsxT0M4eE1EZ3hPRGd5TURBeExURmZPREF3VjNnNE1EQkl8NDk1NmUzNjgxMmFkOTJkOGRjNzYzMDdjZmNmMTI0YzM4NmNjODZjYTYyMjJkZTE4MzhkNDc2ZDFjZjU3ZmM5MQ,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1081846001,448774,ASB-143BKC-BLUE,ART,"ART PEDAL FACTORY, BLU",Pedal de freno Xtrem ART - negro azul,84.70,70.00,42.00,8430525247123,14,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>ART Brake Pedals, made of black anodized aluminium with interchangeable color tips to match your style.</p><p></p><ul> <li>Black 448 783 </li><li>Red 448 784 </li><li>Blue 448 785 </li><li>Orange 448 786 </li><li>Green 448 787</li></ul> </body> </html>","       ART Brake Pedals, made of black anodized aluminium with interchangeable color tips to match your style. Black 448 783 Red 448 784 Blue 448 785 Orange 448 786 Green 448 787  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,Azul,,2091,247,255,164,50,,,,,,,,,,,,,,,,Azul,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1081846001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjgwMjZ8aW1hZ2UvanBlZ3xhREU1TDJoak5TODRPVGMzTnpFeE9UZzROelkyTHpFd09ERTRORFl3TURFdE1WODRNREJYZURnd01FZ3wwNzkzNDEwYTZjMDkzOTVlNjUyMGQ1Njk4MTM1MDgyOTJkZWM0YTdkM2E2Nzc5NmUwYzI4MDI0N2FlOWMxYmQ2,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1081846002,89560,ASB-143F,ART,"ART PEDAL, SIL",Pedal de freno ART - Yamaha gris,102.85,85.00,51.00,8430525895607,10,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,Plata,,1735,254,301,113,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1081848001,448777,ASB-164BKC-BLUE,ART,"ART PEDAL FACTORY, BLU",Pedal de freno Xtrem ART - negro azul,84.70,70.00,42.00,8430525247154,10,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>ART Brake Pedals, made of black anodized aluminium with interchangeable color tips to match your style.</p><p></p><ul> <li>Black 448 783 </li><li>Red 448 784 </li><li>Blue 448 785 </li><li>Orange 448 786 </li><li>Green 448 787</li></ul> </body> </html>","       ART Brake Pedals, made of black anodized aluminium with interchangeable color tips to match your style. Black 448 783 Red 448 784 Blue 448 785 Orange 448 786 Green 448 787  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,Azul,,1875,211,255,129,57,,,,,,,,,,,,,,,,Azul,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1081848001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjgwMjZ8aW1hZ2UvanBlZ3xhRGxrTDJnM05pODRPVGMzTnpFeU1UZzFNemMwTHpFd09ERTRORGd3TURFdE1WODRNREJYZURnd01FZ3xmMmVkMGJiM2IwMWVhOWQ0Mjc2N2I4ZDFiNjdjMTA3MmE5NjIwNzdkMDM4MDBmZjcwZDZkM2I4ZGU5ZjA1MGY4,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1081866001,93403,ASC-114-GY,ART,"ART PEDAL OEM TYPE, SIL",Pedal de cambio ART - Yamaha gris,31.46,26.00,15.60,8430525934030,8,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,Plata,,809,104,205,116,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1081868001,8598,ASC-27,ART,"ART PEDAL OEM TYPE, SIL",Pedal de cambio ART - Honda gris,31.46,26.00,15.60,8430525085985,27,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,Plata,,960,104,116,180,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1081868001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTU1OTF8aW1hZ2UvanBlZ3xhR0V4TDJnM05DOHhOVFF5TnpZNE1UVTFNRE0yTmk4eE1EZ3hPRFk0TURBeExURmZPREF3VjNnNE1EQkl8ZmQyMTM3NGFkMTk3NGNkYjQ4ZDU1ZmFmZjBjZmJhN2YwZTEyZmFlZDhhYTFjYTI0YzgyYzM4MTk4M2RkNzNiYg,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1081870001,8599,ASC-29,ART,"ART PEDAL OEM TYPE, SIL",Pedal de cambio ART - Honda gris,31.46,26.00,15.60,8430525085992,15,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,Plata,,829,104,120,192,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1081870001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjY3Mzl8aW1hZ2UvanBlZ3xhREpsTDJnNE1pOHhOVFF5TnpZNE1UazBNelU0TWk4eE1EZ3hPRGN3TURBeExURmZPREF3VjNnNE1EQkl8NTliMGYxMGFlOTVjY2M0OGVjZmQzZmU3NTUxMTVhZTA3MTMzODI0MmMwY2JiZWE0NWMyYzczMzNiNWViNmE3YQ,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1081885001,11605,ASC-77,ART,"ART PEDAL OEM TYPE, SIL",Pedal de cambio ART - KTM 65 SX aluminio gris ma,32.67,27.00,16.20,8430525116054,21,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,Plata,,1169,114,116,180,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1081885001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc5NTl8aW1hZ2UvanBlZ3xhR1ZrTDJobFlpOHhOVFF5TnpZNE56UTBPRFl3Tmk4eE1EZ3hPRGcxTURBeExURmZPREF3VjNnNE1EQkl8MmViYjE3YWJjOGI4MjUxNmUxZjgwMWY2M2Y3MWRjOWQ3MTU2MDJmMThlMGMzMTkwYjg4N2U0ZWJmNjA4NmRiNw,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
