PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Embalaje,Referencias OEM,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,AllPicturesZIP,Document1,DeliveryPlant
1015080,830413,6413.98,DELL ORTO,DELLO JET PHBN/PHVA 98,Chiclé de alta DELLORTO PHBN/PHVA 98 (6mm),4.24,3.50,2.28,6413.98,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,4,20,19,19,12,,,https://api.mybihr.com/medias/1015080-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhRFZsTDJnNFpDODRPVFE1TURFMk5EWXhNelF5THpFd01UVXdPREF0TVY4NE1EQlhlRGd3TUVnfDM0ODAxZTFjZDllYWFmZDgxNmNlZWJiMjBiNTU5OWNmMzM2NTZhZDJiNGQ1ODNkYzdkMDUzYjQ0MWI1MjI4NjE,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015082,830704,1625007 08,DELL ORTO,DELLO NEEDLE PHVA/PHBN A7,Aguja de carburador DELLORTO PHVA/PHBN A7,14.04,11.60,7.54,1625007 08,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,5,5,33,28,5,,,https://api.mybihr.com/medias/1015082-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA0NTd8aW1hZ2UvanBlZ3xhRFZtTDJoa055ODRPRFUzT1RJME5UazVPRE00THpFd01UVXdPREl0TVY4NE1EQlhlRGd3TUVnfGY0ZDllZjE3N2Q3MWYzOWFjNGIyNTA0YmM4OTVhYzAxOTljMTkyNzE3YThkNDgyODYxMjEyZDkyMjJmODlhNDA,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015084,830707,1625020  08,DELL ORTO,DELLO NEEDLE PHVA/PHBN A20,Aguja de carburador DELLORTO PHVA/PHBN A20,14.52,12.00,7.80,1625020 08,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,4,30,40,10,10,,,https://api.mybihr.com/medias/1015084-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA0NTd8aW1hZ2UvanBlZ3xhRFkzTDJobE1TODRPRGN6TnpJek5UVTVPVFkyTHpFd01UVXdPRFF0TVY4NE1EQlhlRGd3TUVnfDRiMGVhNTljNGNlZTAzY2JmMGI2MWEzNWRkYTYzNjY5MWVmZDBmMzhkOWQyYmM5ZGI4MDBiZDE4NjEzZjQ3NzQ,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015085,830737,9595.11,DELL ORTO,DELLO NEEDLE PHBG W11,Aguja de carburador DELLORTO PHBG W11,9.56,7.90,5.14,9595.11,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,4,100,19,38,5,,,https://api.mybihr.com/medias/1015085-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA0NTd8aW1hZ2UvanBlZ3xhREEyTDJnNE5pODRPRGN6TXpRNU1EZzNNall5THpFd01UVXdPRFV0TVY4NE1EQlhlRGd3TUVnfDkwMTYwMDM0N2RlOWFhZTg1MDQ0ODBiMmM0MzhkNDY1NTJmNGJhY2VhMmRiN2E1NDZkMjZiOTliYjgyZTY0YjE,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015086,830738,9595.12,DELL ORTO,DELLO NEEDLE PHBG W12,Aguja de carburador DELLORTO PHBG W12,9.56,7.90,5.14,9595.12,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,39,9,112,86,4,,,https://api.mybihr.com/medias/1015086-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA0NTd8aW1hZ2UvanBlZ3xhRFppTDJnNU1DODRPVEkwTlRneU56QTNNak13THpFd01UVXdPRFl0TVY4NE1EQlhlRGd3TUVnfDJkODJhNDBiNmUxYjNjM2E2MzI4MWY5ZGIwNjgwNjNmMmU4NDc3NDJmZjFlMjUyYzgzYmNlNDVkYjI3MGJjMTI,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1153550,,12308,DELL ORTO,DELLO ELECTRIC OIL PUMP PLE8 AP121128 3W,Bomba de aceite eléctrica 50cc DELLORTO PLE8 AP121128 3W Bajaj RE-Compact – RE-CNGLPG 2S 4S,56.00,46.28,30.08,,8,8714109090,0,1,<p>OEM: AP121128</p>,"
OEM: AP121128",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,81,3120,60,45,30,,,https://api.mybihr.com/medias/800Wx800H-1153550-1.jpg?context=bWFzdGVyfHJvb3R8MzYyNzF8aW1hZ2UvanBlZ3xhRFk0TDJnell5OHhNREUzTlRZMU9UUXhNalk0Tnpndk9EQXdWM2c0TURCSVh6RXhOVE0xTlRBdE1TNXFjR2N8NWE5YmI3NGZhOTU2Mjc4NTdlMGQyMTcwYjc1YzZlZTRkYTAyOWU5NjI3YWJhZjVjZjM2MWZlYTE0ZjBkZDFkNQ,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,https://api.mybihr.com/medias/Technical-Data-PLE8.pdf?context=bWFzdGVyfHJvb3R8OTMyMzIyfGFwcGxpY2F0aW9uL3BkZnxhR1UwTDJneFlTOHhNREUxTXpZeU5UWXhNekV4TURJdlZHVmphRzVwWTJGc0lFUmhkR0VnVUV4Rk9DNXdaR1l8YTUzNWIwYzExYWNjYjBkMWIzNjAyMDA5ZTBiOGEzMjE4N2FmNzc5MTA1ZjYwMGVhYTE3M2RiZmFjMDVhNzc0Nw,Spain Warehouse (Parts)
1015036,830315,1486.88,DELL ORTO,DELLO JET PHBG/SHA 88,Chiclé de alta DELLORTO PHBG/SHA 88 (5mm),3.27,2.70,1.76,1486.88,2,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,2,133,15,15,10,,,https://api.mybihr.com/medias/1015036-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhR05qTDJoak55ODRPVE00TkRrNU56TTFOVGd5THpFd01UVXdNell0TVY4NE1EQlhlRGd3TUVnfDA4YzhkN2MzZDZiMjQ4Nzg3Y2M5MThkY2ZlNzMxNmM2YjUzYTNiZjcyNTg3MTI2YTM1NjMzNDdmMTQzODIzZDc,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015076,830409,6413.88,DELL ORTO,DELLO JET PHBN/PHVA 88,Chiclé de alta DELLORTO PHBN/PHVA 88 (6mm),4.24,3.50,2.28,6413.88,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,3,100,15,17,12,,,https://api.mybihr.com/medias/1015076-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhR1l3TDJobE5DODRPVE00T1RneU9UTXlOVEV3THpFd01UVXdOell0TVY4NE1EQlhlRGd3TUVnfDIwZjU1ZTdmMDFkMjUyODIwZTdmYWE1OGY2OTkwNGEzOTFjNWEwOGEyZDViZWI4ZmRmMzkxZTU3M2VhZjg0MDM,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015117,830853,53078-78,DELL ORTO,DELLO SPAREPARTS AUTO CHOKE,Starter automático DELLORTO Piaggio PHVA-PHVB,75.00,61.98,40.29,53078-78,1,8409910090,0,1,"<p>Kit de starter automático para carburadores PHVA ref. 01389 y PHVB.</p>
<p>Con conectores para Piaggio.</p>
<p><strong><em>OEMS: CM105905-82567R-AP8515135</em></strong></p>","
Kit de starter automático para carburadores PHVA ref. 01389 y PHVB.

Con conectores para Piaggio.

OEMS: CM105905-82567R-AP8515135",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,583,63,145,134,30,,,https://api.mybihr.com/medias/800Wx800H-1015117-1.jpg?context=bWFzdGVyfHJvb3R8NjAyNTB8aW1hZ2UvanBlZ3xhR0kyTDJoa01pODBOalUwTmpneU1Ea3lNelF5TWk4NE1EQlhlRGd3TUVoZk1UQXhOVEV4TnkweExtcHdad3xmNWMyZDM5YjU4NTc2MWMxZTYxNmZlMjk3ODk4NzQ0ZjljMDRlNmMxNDg2NGQ5MDg1MmI4MDg1N2Y3NDBkMTM2,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015111,19300025,52524_00,DELL ORTO,DELLO SPAREPARTS GASKET KIT,Juntas carburador DELL ORTRO PHBL,7.74,6.40,4.16,52524_00,0,8409910090,0,1,"<p>Juego de juntas para carburador PHBL (A, B, E, G, H).</p>","
Juego de juntas para carburador PHBL (A, B, E, G, H).",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,169,100,137,88,14,,,https://api.mybihr.com/medias/1015111-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjE2NTF8aW1hZ2UvanBlZ3xhR1JoTDJoa015ODRPVEE0TXpJeE9UUTNOamM0THpFd01UVXhNVEV0TVY4NE1EQlhlRGd3TUVnfGNkYjRkODVmYmI2MjhmYzI2NjIzNTU4NGRkZDJjYmExZjQxZWI2ZjQxYjgxYTI1MWI0MjA0YTk0Njc2ZTVkYTU,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015115,874147,5300400  78,DELL ORTO,DELLO SPAREPARTS CABLE CHOKE KIT,"KIT STARTER PARA CABLE DELLORTO PHBN Ø17,5MM",21.18,17.50,11.38,53004_00,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,137,25,90,109,14,,,https://api.mybihr.com/medias/1015115-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzYxOTh8aW1hZ2UvanBlZ3xhRFZtTDJobE5TODRPVEkyTkRjMk5EQXlOekU0THpFd01UVXhNVFV0TVY4NE1EQlhlRGd3TUVnfGQ0ZGZkNzhmNTA1ZTQ1MzE4OWJiYjM0MTYxOTc0NjJmODg4NTk5MjFmNTA4MTliM2JmNmRkOTIxMjhiNmI1OTQ,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015119,830800,9475.30,DELL ORTO,DELLO SPAREPARTS VALVE SLIDE PHBG 30,Campana carburador DELLORTO PHBG 30,20.57,17.00,11.05,9475.30,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,10,23,20,19,27,,,https://api.mybihr.com/medias/1015119-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDYwMTB8aW1hZ2UvanBlZ3xhREU1TDJnNFpDODVNREV5TkRnME56WTNOemMwTHpFd01UVXhNVGt0TVY4NE1EQlhlRGd3TUVnfDgzZTFkYTlkZWQ0OTI2ZDgxMmJjZmU3MmFlNDNiNjVjMGNiMDFhYjQ3Mjg5MjA5ZDM3NzAwNGQxYjA2Y2ZhN2M,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1014990,830349,06413_142,DELL ORTO,DELLO JET 6MM 142MM,Chiclé de alta DELLORTO PHBN/PHVA 142 (6mm),4.24,3.50,2.28,06413_142,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1,5,14,10,10,,,https://api.mybihr.com/medias/1014990-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzM1ODV8aW1hZ2UvanBlZ3xhRGN3TDJnM1l5ODRPRGN6TkRJMU5qazRPRFEyTHpFd01UUTVPVEF0TVY4NE1EQlhlRGd3TUVnfDBhOTI1MjUyMWQ1OWM4MDQ2YTlhNTQ4NDRhYWNjYjBiMzU4NjY0ZGVkNjkzYzhmY2IwMzFhNjVmMzRlMDQ0NGY,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015009,830623,11600.42,DELL ORTO,DELLO JET PHBN/PHVA 42,Chiclé de baja DELLORTO PHBN/PHVA 42,3.15,2.60,1.69,11600.42,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,3,100,19,14,10,,,https://api.mybihr.com/medias/1015009-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhRGxpTDJneU1TODRPVE00TXpZeE5qVXhNak13THpFd01UVXdNRGt0TVY4NE1EQlhlRGd3TUVnfDhjZDhmMzljNjVlZmE4MGY4M2I0NTQ2NmQ1YmY0NWMxZmJiOTBkMzgyYjlmZmViM2IwZDY2MjgzMTgzZTMyZWU,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015052,630631,16690_42,DELL ORTO,DELLO JET VHST 42,Chiclé de baja DELLORTO VHST 42,16.94,14.00,9.10,16690_42,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,48,4,80,60,10,,,https://api.mybihr.com/medias/800Wx800H-1015052-1.jpg?context=bWFzdGVyfHJvb3R8MzMzNzB8aW1hZ2UvanBlZ3xhR00xTDJnM055ODBOREU0TnpVMU56STJOVFF6T0M4NE1EQlhlRGd3TUVoZk1UQXhOVEExTWkweExtcHdad3wyYTg0NTk1NzJhNjkwMzQ5ZWIxYTg4NjFkMjc0MTBkMTY3ZjFjMGE5ZjhmMWRiYmQ2YWYyMjVmYzVlNjk0OTI5,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015053,630632,16690_43,DELL ORTO,DELLO JET VHST 43,Chiclé de baja DELLORTO VHST 43,16.94,14.00,9.10,16690_43,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,4,25,15,25,10,,,https://api.mybihr.com/medias/800Wx800H-1015053-1.jpg?context=bWFzdGVyfHJvb3R8MzMzNzB8aW1hZ2UvanBlZ3xhR1kwTDJnM01DODBOREU0TnpVMU56UTJNakEwTmk4NE1EQlhlRGd3TUVoZk1UQXhOVEExTXkweExtcHdad3xjODViM2Q4NmMxZDk3ZWMxYjllY2JlODU3YzY2NDI1OWE1ZTM1YmZhZjA1MDc2NjVmNTY3NzZmZjIyNmFjMTA0,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015120,830801,9475.40,DELL ORTO,DELLO SPAREPARTS VALVE SLIDE PHBG 40,Campana carburador DELLORTO PHBG 40,20.57,17.00,11.05,9475.40,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,10,21,19,19,27,,,https://api.mybihr.com/medias/1015120-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDYwMTB8aW1hZ2UvanBlZ3xhR05rTDJnd09DODRPRFUzT1RNNU5UUXlNRFEyTHpFd01UVXhNakF0TVY4NE1EQlhlRGd3TUVnfDYwYWU2ZWYzMTM4NmYyMTJiY2FkMGI0N2QzNmVjZmU5ODA2NDRkM2MxNjlkNTBhMmZhODk2NGQ0YWFkZTVlMmU,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1014986,830345,06413_132,DELL ORTO,DELLO JET 6MM 132MM,Chiclé de alta DELLORTO PHBN/PHVA 132 (6mm),4.24,3.50,2.28,06413_132,2,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,48,10,80,60,10,,,https://api.mybihr.com/medias/1014986-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzM1ODV8aW1hZ2UvanBlZ3xhR0UwTDJobE9TODRPVEkwTVRjNU9UVTFOelF5THpFd01UUTVPRFl0TVY4NE1EQlhlRGd3TUVnfDUyZmU1YjgzOTIxOTVmOGRlNDFjNzk2NGUwMmVmN2Y1NWRkYThiZDUyZTA3ODE1MDY4YzVlY2Y3YThhOWU5NDg,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1014987,830346,06413_135,DELL ORTO,DELLO JET 6MM 135MM,Chiclé de alta DELLORTO PHBN/PHVA 135 (6mm),4.24,3.50,2.28,06413_135,4,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,48,10,80,60,10,,,https://api.mybihr.com/medias/1014987-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzM1ODV8aW1hZ2UvanBlZ3xhRGRpTDJobE15ODRPVEF3T1RBeE1EUTBNalUwTHpFd01UUTVPRGN0TVY4NE1EQlhlRGd3TUVnfDA0ZTU5YWQyMWQ2MTQyMmM0NjJmMDk3YjBmNWU0MjU4NjUzYjBlNjFjYjk5YzE0MzEwNDMzMzZiODk0NTgzYmE,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1014989,830348,06413_140,DELL ORTO,DELLO JET 6MM 140MM,Chiclé de alta DELLORTO PHBN/PHVA 140 (6mm),4.24,3.50,2.28,06413_140,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,19,4,55,43,8,,,https://api.mybihr.com/medias/1014989-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzM1ODV8aW1hZ2UvanBlZ3xhRGszTDJoaU15ODRPVEkyTnpJM01qUXhOelU0THpFd01UUTVPRGt0TVY4NE1EQlhlRGd3TUVnfGJkY2UyY2MwNzUzZWE3OGI1YzY2NGVlODdiNDc4YjE4YTZmNDFiYTZmOGQyYTcwZWQzODIxYzUwMTA2YWNlNGE,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015101,19300026,10375_200,DELL ORTO,"DELLO SPAREPARTS COMPLETE NEEDLE 3,6MM","Aguja flotador y asiento carburador DELLORTO Ø3,6mm",30.98,25.60,16.64,10375_200,0,8409910090,0,1,"<p>Aguja para carburador PHBE, PHBH, PHBL, PHSB, VHSB y VHST.</p>","
Aguja para carburador PHBE, PHBH, PHBL, PHSB, VHSB y VHST.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,7,6,25,20,14,,,https://api.mybihr.com/medias/1015101-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTkxMjF8aW1hZ2UvanBlZ3xhRGczTDJobFl5ODRPRFUzT1RNeU1EY3dPVFF5THpFd01UVXhNREV0TVY4NE1EQlhlRGd3TUVnfGFmMDdiMTIyNTkyMWFlM2U1MWQ2OGExY2IyNzlhOTYxYWIyZTMzNTE2YWUxYTc0MjYwMmIxYjgxNzg0NjMyMGI,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015104,830802,14730.40,DELL ORTO,"DELLO SPAREPARTS VALVE SLIDE PHVA 17,5","Campana carburador DELLORTO PHVA 17,5 TYN,SDA",7.14,5.90,3.84,14730.40,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,5,100,14,14,25,,,https://api.mybihr.com/medias/1015104-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzIxNDl8aW1hZ2UvanBlZ3xhR1k0TDJnNE9DODRPVE00TXprME1Ea3hOVFV3THpFd01UVXhNRFF0TVY4NE1EQlhlRGd3TUVnfGVjY2FhM2JlNjg1ODUwZmExMTE2OTBkYTIxYTkzMjYxYzgxZmI3YjA5OWM0ZGNkMzA1NWJhZGI0NjBjOGE2YTY,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015108,830803,15362.40,DELL ORTO,"DELLO SPAREPARTS VALVE SLIDE PHVA 17,5","Campana carburador DELLORTO PHVA, PHVA 17,5 BY",7.14,5.90,3.84,15362.40,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,6,2,14,14,30,,,https://api.mybihr.com/medias/1015108-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjkxNDN8aW1hZ2UvanBlZ3xhRGhtTDJoa1pTODRPVEkyTkRjMk1qQTJNVEV3THpFd01UVXhNRGd0TVY4NE1EQlhlRGd3TUVnfGE0Yzg0ZDc0ZTdmNThkYTAzYTBmNTc3MzJiNjEwNGIyNjIwODdiMzRiZDg3NmY0OTc3OTgwMDVmYzhiYzVjYzM,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015109,874148,16621_00,DELL ORTO,DELLO SPAREPARTS MANUAL CHOKE KIT,KIT STARTER MANUAL DELLORTO VHST Ø28MM,25.41,21.00,13.65,16621_00,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,17,12,34,42,12,,,https://api.mybihr.com/medias/1015109-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDc1MTZ8aW1hZ2UvanBlZ3xhRFJtTDJnelpDODRPVEkzTURjMk9UUXhPRFUwTHpFd01UVXhNRGt0TVY4NE1EQlhlRGd3TUVnfGNkZjc1MTEwMDJlNzU2OTBkNDlmZmUyZGE1MDgwOTBjOWYxMTgyZDAwYjA2ZDY5MzI3NTRhZTExZDJmYjQ5YTI,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015112,830854,52526-77,DELL ORTO,DELLO SPAREPARTS GASKET KIT PHBG,Juntas carburador DELLORTO PHBG,10.65,8.80,5.72,52526-77,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,30,2,50,50,12,,,https://api.mybihr.com/medias/1015112-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjE2NTF8aW1hZ2UvanBlZ3xhRGsxTDJnMk1pODRPVEkwTVRFNE9ERXdOalUwTHpFd01UVXhNVEl0TVY4NE1EQlhlRGd3TUVnfGJmMWFmNzhmYzdmN2U3MTI3MDg5MDc0N2Q2MWQ0MmMzNmNhYjU2Y2Q4MWM2OWRhODA4ZjNlODczMGQ5YjIwOWQ,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015114,830856,52622-77,DELL ORTO,DELLO SPAREPARTS GASKET KIT PHVA,Juntas carburador DELLORTO PHVA,10.65,8.80,5.72,52622-77,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,40,3,57,47,15,,,https://api.mybihr.com/medias/1015114-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjE2NTF8aW1hZ2UvanBlZ3xhRGswTDJnd1ppODRPVFV6TWpJMU9UQTBNVFU0THpFd01UVXhNVFF0TVY4NE1EQlhlRGd3TUVnfDMwZTVlZDA0NWZlYzMxYzZiMmU2NTUxZTkzMjc2Njc4NGQ5OWRiMDM3M2MyZTU3MWY5ZDMzNWYyMzMyMjcyZTg,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015116,820045,53022_00,DELL ORTO,DELLO SPAREPARTS IDLE AIR SCREW,Tornillo del aire DELLORTO PHBH/PHBL/VHST,8.35,6.90,4.49,53022_00,0,8409910090,0,1,"<p>Recambios Dellorto para carburador:</p><ul><li>Tornillo de aire</li><li>Expresamente para carburadores Dellorto PHBH, PHBL, VHST</li><li>Mismas medidas que las del montaje de f&aacute;brica</li><li>Para un reacondicionamiento al mejor precio, sin comprometer la calidad</li><li>Se venden por unidad.</li></ul>","
Recambios Dellorto para carburador:Tornillo de aireExpresamente para carburadores Dellorto PHBH, PHBL, VHSTMismas medidas que las del montaje de fábricaPara un reacondicionamiento al mejor precio, sin comprometer la calidadSe venden por unidad.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,105,7,85,59,21,,,https://api.mybihr.com/medias/1015116-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDQ4MTZ8aW1hZ2UvanBlZ3xhR05oTDJnMk1TODRPVE00TWpZNE56ZzJOekU0THpFd01UVXhNVFl0TVY4NE1EQlhlRGd3TUVnfDJkOGJhYzk1YjVmMTk0YjczMWQ5ZWU5ZDIxNWE5MjYwNjY4MDg2MDI4NjgwYjFlZjUxMmNhM2UzOTM3MDZmODc,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015118,830859,53081-78,DELL ORTO,DELLO SPAREPARTS AUTO CHOKE,Starter automático DELLORTO PHVA Minarelli,68.97,57.00,37.05,53081-78,0,8409910090,0,1,"<p>Stator automático para carburador PHVA ref. 01389, con conectores para Minarelli.</p>","
Stator automático para carburador PHVA ref. 01389, con conectores para Minarelli.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,268,60,90,93,32,,,https://api.mybihr.com/medias/800Wx800H-1015118-1.jpg?context=bWFzdGVyfHJvb3R8MTA3MDM5fGltYWdlL2pwZWd8YURSaUwyZzBaaTgwTlRZeU5UYzFNREUxT1RNNU1DODRNREJYZURnd01FaGZNVEF4TlRFeE9DMHhMbXB3Wnd8MWVmODhhZWIyYTg1NjdjM2E4ZDVlZjY1MDVjZWFjYzNlNzcxN2UzMzRiNjhkNWVhOTFjOGNiZTNiYWQyMDI3ZQ,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015030,830309,1486.72,DELL ORTO,DELLO JET PHBG/SHA 72,Chiclé de alta DELLORTO PHBG/SHA 72 (5mm),3.27,2.70,1.76,1486.72,2,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,2,100,12,15,12,,,https://api.mybihr.com/medias/1015030-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhR1JqTDJoak55ODRPVEF3T1RjeU1UVXdPREUwTHpFd01UVXdNekF0TVY4NE1EQlhlRGd3TUVnfDcyMWY4OTgwZGRhZjIzNjQ1ZGM5NmFhZjc0MzM1NzdkYTY1N2VmN2JjOWQzNmZkNGRjYzIwZWQ3ZTc5NmMzM2M,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
