PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm)," Espesor",Anchura (mm),Diámetro exterior (mm),Diámetro int/ext (mm/mm),Diámetro interior (mm),Diámetro Ø (mm),Embalaje,Espesor (mm),Picture1,Picture2,AllPicturesZIP,Document1,DeliveryPlant
1016736,,6206JR2/25C4,NTN,NTN BEARING,Cojinete del cigüeñal NTN 25x62x16mm,36.47,30.14,18.08,4547359765236,0,8714109090,0,1,BEARING 6305RI C3,BEARING 6305RI C3,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,84,235,64,66,20,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1016736-1.jpg?context=bWFzdGVyfHJvb3R8NDEzMTl8aW1hZ2UvanBlZ3xhRFU0TDJoaFppODJNalE0TmpJM05qQTNPVFkwTmk4NE1EQlhlRGd3TUVoZk1UQXhOamN6TmkweExtcHdad3w2MmVlNjRmNDc3M2Y0NTJiODY1ZWJlNzBjZTdhZTQwOTc2NDA3Y2EzNTExYjY4MjE0ZTgwOThlODM5NTdjNjVh,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016741,,6207JR2CS37,NTN,NTN BEARING,Cojinete del cigüeñal NTN 35x72x17mm,21.60,17.85,10.71,411027,0,8714109090,0,1,BEARING 6207JR2 C4,BEARING 6207JR2 C4,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,160,300,75,79,27,,,,,,,,,https://api.mybihr.com/medias/1016741-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTQ0MTl8aW1hZ2UvanBlZ3xhR001TDJnek5pODRPVFk1TURJME5qWTNOamM0THpFd01UWTNOREV0TVY4NE1EQlhlRGd3TUVnfGE3MDAzMjQ3ZWFjNDUzYmE4YTJjYzc0NmMwOWYzMjk3YzllMGVkMGFlODlmYmNmMTIzNWUzNTE0MWEwMWZhNTA,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016781,,KBK18X22X218X3,NTN,NTN BEARING NEEDLE ROLLER,Rodamiento de agujas NTN - 18X22X22,18.04,14.91,8.95,4547359695007,2,8482400000,0,1,NEEDLE ROLLER CAGE18X22X22,NEEDLE ROLLER CAGE18X22X22,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,64,20,67,48,20,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1016781-1.jpg?context=bWFzdGVyfHJvb3R8NDQ4MDR8aW1hZ2UvanBlZ3xhR0V6TDJnNU5pODJNalE1TVRJMk1qa3hNRFE1TkM4NE1EQlhlRGd3TUVoZk1UQXhOamM0TVMweExtcHdad3wwM2NkODQ2YThhMzcwYmRhMTc0YzBmMjhhZmMxZDI3MzhlMzc4MTIzMmFkY2RiNWU4MDUxZDk1ZTA3NTcyMjcx,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016782,,KBK18X22X238X1,NTN,NTN BEARING NEEDLE ROLLER,Rodamiento de agujas NTN - 18X22X23.6,18.04,14.91,8.95,4547359667691,1,8482400000,0,1,"NEEDLE ROLLER CAGE, NEEDLES 18X22X23.6","NEEDLE ROLLER CAGE, NEEDLES 18X22X23.6",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,48,20,41,43,27,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1016782-1.jpg?context=bWFzdGVyfHJvb3R8NDQ4MDR8aW1hZ2UvanBlZ3xhREJqTDJobE5TODJNalE1TVRJMk16RXdOekV3TWk4NE1EQlhlRGd3TUVoZk1UQXhOamM0TWkweExtcHdad3xkYmU3ZjdhZDZiOTIxYWU4NTRiOTMwZWY0MzcxYjBhZjFjZWFkODVlZTU4OGYyZmNhZjc4MTUyMzI2MmJkOGQ5,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016731,,6205C3,NTN,NTN BEARING,Cojinete del cigüeñal NTN 25x52x15mm,12.58,10.40,6.24,4547359562682,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p> </p></body> </html>","         ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,79,135,60,60,22,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1016731-1.jpg?context=bWFzdGVyfHJvb3R8NDEzMTl8aW1hZ2UvanBlZ3xhREV3TDJobE55ODJNalE0TmpJM05UQTVOall3Tmk4NE1EQlhlRGd3TUVoZk1UQXhOamN6TVMweExtcHdad3xlZjI3YjhhYTMzYzdhYjg2ZmIzMTU1MWU1NzgwYTUzOGMzOGI3MTQ2YzlhYjlkMTM4ZjgyMjI3MjkxY2JmN2Q5,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016757,,6306JRXW3-3C4,NTN,NTN BEARING,Cojinete del cigüeñal NTN 30x72x19mm,24.14,19.95,11.97,411070,1,8714109090,0,1,ROLLER BEARING 6306-JR2C4,ROLLER BEARING 6306-JR2C4,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,139,358,73,76,25,,,,,,,,,https://api.mybihr.com/medias/1016757-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTA3MzR8aW1hZ2UvanBlZ3xhRGxrTDJnek9TODRPVFk1TURJMU9EUTNNekkyTHpFd01UWTNOVGN0TVY4NE1EQlhlRGd3TUVnfDg2ZWYwNmQ3MzJjODJhYTk4NTJmYTkwYjc5MWQ0NzkzNmY4NmNmY2ZmODE4YjU1MDgxNjEyZmZjZGFkMjYxOWQ,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016728,,6203ZZ/5K,NTN,NTN BEARING,Rodamiento de rueda NTN 17x40x12mm,10.10,8.35,5.01,411875,0,8483200000,0,1,RADIAL BALL BEARING 6203ZZ NTN 17X40X12,RADIAL BALL BEARING 6203ZZ NTN 17X40X12,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,35,60,43,48,17,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1016728-1.jpg?context=bWFzdGVyfHJvb3R8NDYyODR8aW1hZ2UvanBlZ3xhRFUyTDJnNFpDODJNalE0TmpJM05EVXdOamM0TWk4NE1EQlhlRGd3TUVoZk1UQXhOamN5T0MweExtcHdad3wzODMzZWFjYjg4MTRjNDc3M2YxMzU1YzNmZWRhNWIxNGQ1ZGNkNTdlZDM2MDQwYzgyNzIyMTg2ZWI4YjEwOTVk,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016738,,6206NC3,NTN,NTN BEARING,Cojinete del cigüeñal NTN 30x62x16mm,14.42,11.92,7.15,4547359359367,0,8714109090,0,1,BEARING 6206N C3,BEARING 6206N C3,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,93,200,64,66,22,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1016738-1.jpg?context=bWFzdGVyfHJvb3R8NDI5ODh8aW1hZ2UvanBlZ3xhR0k0TDJoaE1TODJNalE0TmpJM05qUTNNamcyTWk4NE1EQlhlRGd3TUVoZk1UQXhOamN6T0MweExtcHdad3wwZTdjNWUxZDEwOTQ0YmU2OWM1MWY2MTBlNzYxNTc0NTU0ZDJjNWE1ZDQzYmQxMWJkMmQ4NTc3M2I4ZWEzZmFi,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016751,,6304JR2C4,NTN,NTN BEARING,Cojinete del cigüeñal NTN 20x52x15mm,20.07,16.59,9.95,411053,2,8714109090,0,1,BEARING 6304 JR2 C4,BEARING 6304 JR2 C4,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,100,149,65,70,22,,,,,,,,,https://api.mybihr.com/medias/1016751-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTQ0MTl8aW1hZ2UvanBlZ3xhR1ZqTDJnd05TODRPVEF4TmpBeU5UQTRPRE13THpFd01UWTNOVEV0TVY4NE1EQlhlRGd3TUVnfDA3YTQ5ZjQxZGEzZmM3YzczYTk3MTY2ODY1NThlNzFmZGM0NTIxMDQ2MmJjYTAxOTRkMjY1N2UyNDUxOGVhMTY,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016730,,6204NRC3,NTN,NTN BEARING,Cojinete del cigüeñal NTN 20x47x14mm,12.58,10.40,6.24,4547359353693,1,8714109090,0,1,BEARING 6204NR C3,BEARING 6204NR C3,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,50,106,52,56,17,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1016730-1.jpg?context=bWFzdGVyfHJvb3R8NDQ2NzR8aW1hZ2UvanBlZ3xhRGswTDJnNU9DODJNalE0TmpJM05EZzVPVGs1T0M4NE1EQlhlRGd3TUVoZk1UQXhOamN6TUMweExtcHdad3wyODM4MGNkYzBiMjNjNTYyOGMxZjE2YjNkMzQ5NGZiMDQ4N2IwNDg1MDA3Yjc4MjI4YzZjYzE5ZDlmZjRhOTk0,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016732,,6205C4,NTN,NTN BEARING,Cojinete del cigüeñal NTN 25x52x15mm,12.08,9.98,5.99,4547359562699,6,8714109090,0,1,BEARING 6205 C4,BEARING 6205 C4,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,65,134,56,58,20,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1016732-1.jpg?context=bWFzdGVyfHJvb3R8NDEzMTl8aW1hZ2UvanBlZ3xhR1V3TDJobFpDODJNalE0TmpJM05USTVNekl4TkM4NE1EQlhlRGd3TUVoZk1UQXhOamN6TWkweExtcHdad3wzYjM5MTE3YmExNDA5MTRmNzk0NjMxYzRhNWExY2EzMWRkOGJkNzYxOWM4OWY1N2RmZWI1NTQxYzFmMjJkNDM0,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016717,,3TM-SX06C62CS44,NTN,NTN BEARING,Cojinete del cigüeñal NTN 30x72x16mm,42.57,35.18,21.11,4547359783605,1,8714109090,0,1,BEARING 30X72X16,BEARING 30X72X16,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,236,300,93,94,27,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1016717-1.jpg?context=bWFzdGVyfHJvb3R8NDEzMTl8aW1hZ2UvanBlZ3xhRFJsTDJnME1pOHhNREF4TVRNeE5qZzBNek14T0RJdk9EQXdWM2c0TURCSVh6RXdNVFkzTVRjdE1TNXFjR2N8ZWEwZWZlOTgxODZlZmFhNWE0MGE4MThiMTk4YTZiMDE3ZDM2M2Q3MzI5MTBkNGRkMzAxNTIzYzFhYWQ4ODZlMA,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
