PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm)," Espesor",Anchura (mm),Diámetro exterior (mm),Diámetro int/ext (mm/mm),Diámetro interior (mm),Diámetro Ø (mm),Embalaje,Espesor (mm),Picture1,Picture2,AllPicturesZIP,Document1,DeliveryPlant
3031809,,,NTN,NTN STEERING SHAFT BEARING KIT,NTN Steering Column Bearing Kit 30x55x17,45.74,37.80,22.68,,5,8483200000,0,1,NTN 30x55x17 Steering Bearing Kit,NTN 30x55x17 Steering Bearing Kit,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,384,346,70,70,70,,,,,,,por pareja,,https://api.mybihr.com/medias/800Wx800H-3031809-1.jpg?context=bWFzdGVyfHJvb3R8NTE1NTZ8aW1hZ2UvanBlZ3xhR1kyTDJnNU5pOHhNREE1TmpFNU1UQXdOak14TXpRdk9EQXdWM2c0TURCSVh6TXdNekU0TURrdE1TNXFjR2N8YWVhMjFhYzQ5ZGRjNjlmNWY4YWEzNjY1NDljNjRlMWJlYjM4M2NkNWE5Nzg4ZWE2M2U5NGEwNTQ1ZDFmOWQxMw,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
3031812,,,NTN,NTN STEERING SHAFT BEARING KIT,NTN Steering Bearing Kit Yamaha,45.74,37.80,22.68,,11,8483200000,0,1,STEERING BEARING KIT,STEERING BEARING KIT,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,300,288,70,70,70,,,,,,,,,https://api.mybihr.com/medias/3031812-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDM2MTF8aW1hZ2UvanBlZ3xhREJpTDJoaVl5ODVNREUxTURRME5UQTFOak13THpNd016RTRNVEl0TVY4NE1EQlhlRGd3TUVnfDVhOTY4YmU1OGExOGVhYTk2YmVjZTQ1Y2ZkZGEzNWI2NzQzMGU1NjIxYjJhOTZjNGM3NjMwN2RlMDkxYWUzYmY,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1044664,,4T-L45449/L45410,NTN,NTN STEERING BEARING,Rodamiento de dirección NTN 29X50.25 X15,24.14,19.95,11.97,411612,1,8483200000,0,1,STEERING BEARING NTN 29X50.25 X15,STEERING BEARING NTN 29X50.25 X15,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,73,119,57,58,22,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1044664-1.jpg?context=bWFzdGVyfHJvb3R8NTEzNzh8aW1hZ2UvanBlZ3xhRE14TDJobE1TODJNalE1TVRJM01URXdNalE1TkM4NE1EQlhlRGd3TUVoZk1UQTBORFkyTkMweExtcHdad3xmOTc1OGEyNTFmNzQwZDJkNmFkNmY5NjEwZTYyYzBhZDQwN2IwODcyYWYzZDQzMzE0MjNjMDdhNTYwNGY3YzU1,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1042509,18597,6010LLU/2AU1,NTN,NTN BEARING 6010-2RS 50X68X15,Rodamiento de rueda NTN 50x68x15 6010-2RS,25.89,21.40,12.84,8430525185975,10,8483200000,0,1,WHEEL BEARING 6010-2RS 50X68X15,WHEEL BEARING 6010-2RS 50X68X15,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,224,298,91,91,27,,,,,,,por unidad,,https://api.mybihr.com/medias/1042509-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDM5Nzh8aW1hZ2UvanBlZ3xhRGcwTDJobE9TODRPVGN3TWpReU9EVXdPRFEyTHpFd05ESTFNRGt0TVY4NE1EQlhlRGd3TUVnfDUxZTQ0ZDE3ZTNhZjU3YjY0OTlkZTIyODllMWUxNWY1MGE4MTVlNDI1NjI2YTliMmI5NmMwZTdjMjk3ZDYxZDU,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1044675,,6010LLU,NTN,NTN BEARING 6010-2RS 50X80X16MM,Rodamiento NTN 6010-2RS 50x80x16mm,27.32,22.58,13.55,44700002,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,200,258,86,86,27,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1044675-1.jpg?context=bWFzdGVyfHJvb3R8NDM2MjB8aW1hZ2UvanBlZ3xhRGM0TDJneFppODJNalE1TVRJM05ERTRNalk0Tmk4NE1EQlhlRGd3TUVoZk1UQTBORFkzTlMweExtcHdad3xjY2RlZjNhZTcwMGM0NGZjNWM0ODdiMDA3Y2QxNzIwZmE2MDU1MjNjY2MzMTJkOWU0MzlhY2Y4OTNmZGI1ZWVm,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1042516,18595,6908LLU/5K,NTN,NTN BEARING 6908-2RS 40X62X12,Rodamiento de rueda NTN 40x62x12 6908-2RS,50.99,42.14,25.28,8430525185951,8,8483200000,0,1,WHEEL BEARING 6908-2RS 40X62X12,WHEEL BEARING 6908-2RS 40X62X12,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,93,120,64,66,22,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1042516-1.jpg?context=bWFzdGVyfHJvb3R8NDM2MjB8aW1hZ2UvanBlZ3xhREl4TDJneVpDODJNalE1TVRJMk5qUTBPVFF6T0M4NE1EQlhlRGd3TUVoZk1UQTBNalV4TmkweExtcHdad3xiNWJiODY2OGQzNjYxZjQzNDVjOWMyZjk5YmVmYmM3Y2I2MTk1NjZlNzk0NTBkY2YzODc0M2MzNmE1ZjFjNzJh,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1042515,18589,6906LLU/5K,NTN,NTN BEARING 6906-2RS 30X47X9,Rodamiento de rueda NTN 30x47x9 6906-2RS,29.49,24.37,14.62,4547359006735,9,8483200000,0,1,WHEEL BEARING 6906-2RS 30X47X9,WHEEL BEARING 6906-2RS 30X47X9,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,44,48,46,48,20,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1042515-1.jpg?context=bWFzdGVyfHJvb3R8NDM2MjB8aW1hZ2UvanBlZ3xhRFkwTDJneU5pODJNalE1TVRJMk5qSTFNamd6TUM4NE1EQlhlRGd3TUVoZk1UQTBNalV4TlMweExtcHdad3xiNzM1NDRhMzAyNzBkNTU1MDlhMGU4NzE3MmNhYjFmYjVjZDI4OTExYWM4YjZkMDg2NjczZjk3OTkzMzZmM2Qw,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1042530,18569,6301LLUCM/5K,NTN,NTN BEARING 6301-2RS 12X37X12MM,Rodamiento de rueda NTN 12x37x12 6301-2RS,12.08,9.98,5.99,4547359005264,31,8483200000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p> </p></body> </html>","         ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,35,60,41,43,20,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1042530-1.jpg?context=bWFzdGVyfHJvb3R8NDM2MjB8aW1hZ2UvanBlZ3xhR016TDJnNVl5ODJNalE1TVRJMk9USXdNVGsxTUM4NE1EQlhlRGd3TUVoZk1UQTBNalV6TUMweExtcHdad3wwM2NlMmMwNWYwYmZhNDkwODg1YTg3NWY5YjliNjY0M2Y3ZGU3YTdiYWEzNTUzNjY4NWViZTJkYTExNmYyNmE1,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1042531,18572,6302LLU/5K,NTN,NTN BEARING 6302-2RS 15X42X13MM,Rodamiento de rueda NTN 15x42x13 6302-2RS,12.08,9.98,5.99,4547359005301,62,8483200000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p> </p></body> </html>","         ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,44,90,46,48,20,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1042531-1.jpg?context=bWFzdGVyfHJvb3R8NDM2MjB8aW1hZ2UvanBlZ3xhRFUyTDJnNU9DODJNalE1TVRJMk9UTTVPRFUxT0M4NE1EQlhlRGd3TUVoZk1UQTBNalV6TVMweExtcHdad3xiNmY2YzczNTY0MmJlM2YxMDBmMTQ3NzMzNjU5YzQzZGI1Mjc3NDY3YTg0NDNjNzVkODkzMDc0ZGM3NzMwMjli,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1044671,,63004EE,NTN,NTN BEARING 63004-2RS 20X42X16,Rodamiento de rueda NTN 63004-2RS 20X42X16,21.60,17.85,10.71,3413520473273,0,8483200000,0,1,WHEEL BEARING NTN 63004-2RS 20X42X16,WHEEL BEARING NTN 63004-2RS 20X42X16,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,66,100,58,60,19,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1044671-1.jpg?context=bWFzdGVyfHJvb3R8NDE1MzZ8aW1hZ2UvanBlZ3xhR1l3TDJnMFpDODJNalE1TVRJM016QTJPRFUzTkM4NE1EQlhlRGd3TUVoZk1UQTBORFkzTVMweExtcHdad3xkOTQ0NjJhMTQwZjQ4ZDJkYzZmYWNhYTIzNWRhNGJkOWViNTY0NjQxMzY2ZDcxNmE4NmQzMTU3MTUyMzhkMGIy,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1042514,18583,6905LLU/5K,NTN,NTN BEARING 6905-2RS,Rodamiento de rueda NTN 25x42x9 6905-2RS,22.99,19.00,11.40,4064328075108,26,8483200000,0,1,WHEEL BEARING 6905-2RS,WHEEL BEARING 6905-2RS,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,51,50,50,51,20,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1042514-1.jpg?context=bWFzdGVyfHJvb3R8NDM2MjB8aW1hZ2UvanBlZ3xhRGswTDJneFppODJNalE1TVRJMk5qQTFOakl5TWk4NE1EQlhlRGd3TUVoZk1UQTBNalV4TkMweExtcHdad3xjODBlMTlhNTVhYTJlZTQzNmYwYzQ3ZTk1ODdhZTA5YWFiZjE1ZTExZGRkM2JhNDllNmZhNWE4MTcwNThiZjE0,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1042517,18582,63/22LLU/5K,NTN,NTN BEARING 63/22-2RS 22X56X16,Rodamiento de rueda NTN 22x56x16 63/22-2RS,23.99,19.83,11.90,411206,4,8483200000,0,1,WHEEL BEARING NTN 63/22-2RS 22X56X16,WHEEL BEARING NTN 63/22-2RS 22X56X16,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,84,180,64,66,20,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1042517-1.jpg?context=bWFzdGVyfHJvb3R8NDM2MjB8aW1hZ2UvanBlZ3xhR1l5TDJnek15ODJNalE1TVRJMk5qWTBOakEwTmk4NE1EQlhlRGd3TUVoZk1UQTBNalV4TnkweExtcHdad3xkMDM1ZGIwNzVhZjhlNjlmY2FhZDEwYjEyZWFiZmZjMjE1MDZmYjM5YTc1NjlmZWU0NGJiYzlkODM4YmUxMTg4,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1042518,18580,60/22LLU/5K,NTN,NTN BEARING 60/22-2RS 22X44X12MM,Rodamiento de rueda NTN 22x44x12 60/22-2RS,23.49,19.41,11.65,411212,6,8483200000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p> </p></body> </html>","         ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,65,80,56,58,20,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1042518-1.jpg?context=bWFzdGVyfHJvb3R8NDM2MjB8aW1hZ2UvanBlZ3xhR015TDJnellTODJNalE1TVRJMk5qZzBNalkxTkM4NE1EQlhlRGd3TUVoZk1UQTBNalV4T0MweExtcHdad3xlY2FmN2U0NDBlMDAwYTdmZjcxZjg1ZTcyZWZmNzUwM2VjN2QwNjY5NmUwNzkzZGYzYmY0MmJlMWNiOTVhNGZi,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1042519,18570,6002LLU/5K,NTN,NTN BEARING 6002-2RS 15X32X9MM,Rodamiento de rueda NTN 15x32x9 6002-2RS,11.94,9.87,5.92,4054372949548,40,8483200000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p> </p></body> </html>","         ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,34,30,39,43,20,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1042519-1.jpg?context=bWFzdGVyfHJvb3R8NDIyOTh8aW1hZ2UvanBlZ3xhREppTDJnNE9TODJNalE1TVRJMk56QXpPVEkyTWk4NE1EQlhlRGd3TUVoZk1UQTBNalV4T1MweExtcHdad3w5OTNlNDFmY2ZiOTk2ZTQ5ZGE4Y2E0M2MyODY5N2YwZWU4NjFhNmUxMzUxNzA0MmIwMjM4MDFkNTRkZGM1ZTlm,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1042520,18573,6003LLU/5K,NTN,NTN BEARING 6003-2RS 17X35X10MM,Rodamiento de rueda NTN 17x35x10 6003-2RS,11.94,9.87,5.92,411153,0,8483200000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p> </p></body> </html>","         ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,35,45,41,43,20,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1042520-1.jpg?context=bWFzdGVyfHJvb3R8NDIyOTh8aW1hZ2UvanBlZ3xhR1ppTDJnNFppODJNalE1TVRJMk56SXpOVGczTUM4NE1EQlhlRGd3TUVoZk1UQTBNalV5TUMweExtcHdad3w0MGUwYTY0OTYyZDg3MGVlMzRhOWIzNDdhMjFjZWFhNjIzY2Y3ZGMyMmI1MDIzMDU2MDRlNTg0NDUwNzlmNTAz,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1042522,18581,62/22LLU/5K,NTN,NTN BEARING 62/22-2RS 22X50X14MM,Rodamiento de rueda NTN 22x50x14 62/22-2RS,15.49,12.80,7.68,411211,19,8483200000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p> </p></body> </html>","         ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,65,125,56,58,20,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1042522-1.jpg?context=bWFzdGVyfHJvb3R8NDM2MjB8aW1hZ2UvanBlZ3xhRGc1TDJnNVpDODJNalE1TVRJMk56WXlPVEE0Tmk4NE1EQlhlRGd3TUVoZk1UQTBNalV5TWkweExtcHdad3w5ZjM0ZWJhNzdhMDkyNzU2MDBjMzFiMjM5ZDQyNTI5NzEzMThlZWJlOTg0OGYzODVhMzAwNjJlYjU5NmFmMWNi,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1042523,18566,6200LLU/5K,NTN,NTN BEARING 6200-2RS 10X30X9MM,Rodamiento de rueda NTN 10x30x9 6200-2RS,11.94,9.87,5.92,4547359004380,15,8483200000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p> </p></body> </html>","         ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,65,35,56,58,20,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1042523-1.jpg?context=bWFzdGVyfHJvb3R8NDIyOTh8aW1hZ2UvanBlZ3xhRFU1TDJoaE5DODJNalE1TVRJMk56Z3lOVFk1TkM4NE1EQlhlRGd3TUVoZk1UQTBNalV5TXkweExtcHdad3w4YTVlYjU1M2E1MDVkZTBiZjU1ZDExZDA5ODFjYWRmNDA2MGM5ZWQ0YzliMDZhOTZhZjU2MDNmN2ExYmYwODRm,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1042525,18571,6202LLU/5K,NTN,NTN BEARING 6202-2RS 15X35X11MM,Rodamiento de rueda NTN 15x35x11 6202-2RS,11.94,9.87,5.92,4547359004458,253,8483200000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p> </p></body> </html>","         ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,35,50,41,43,20,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1042525-1.jpg?context=bWFzdGVyfHJvb3R8NDIyOTh8aW1hZ2UvanBlZ3xhRGt5TDJobU9TODJNalE1TVRJMk9ESXhPRGt4TUM4NE1EQlhlRGd3TUVoZk1UQTBNalV5TlMweExtcHdad3wyZTQ3Yjc0MWM1Y2E5OTc3ZDQwMWE4NmRiMjIxZDAwZWI5MGE1NzhmNmQzNjk5OWU0ZTZhM2Y4ZWUwNWQwZjQ3,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1042526,18574,6203LLU/5K,NTN,NTN BEARING 6203-2RS 17X40X12MM,Rodamiento de rueda NTN 17x40x12 6203-2RS,11.94,9.87,5.92,4547359004502,111,8483200000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p> </p></body> </html>","         ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,60,70,54,56,20,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1042526-1.jpg?context=bWFzdGVyfHJvb3R8NDIyOTh8aW1hZ2UvanBlZ3xhRGxrTDJobVppODJNalE1TVRJMk9EUXhOVFV4T0M4NE1EQlhlRGd3TUVoZk1UQTBNalV5TmkweExtcHdad3w0NmQ5MDRlMjBmYjdkZTlhMjljODhhN2RlOThhY2MzYjBjNjdlYzNkZjE1MTc0YTRiZGI2MDQ0OTJmMmJhNGE3,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1044673,,62/28LLU/5K,NTN,NTN BEARING 60/22-2RS 22X44X12MM,Rodamiento radial de rueda 62 / 28-2RS NTN 28X58X16,22.87,18.90,11.34,411878,4,8483200000,0,1,WHEEL RADIAL BALL BEARING 62/28-2RS NTN 28X58X16,WHEEL RADIAL BALL BEARING 62/28-2RS NTN 28X58X16,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,71,166,61,68,17,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1044673-1.jpg?context=bWFzdGVyfHJvb3R8NDM2MjB8aW1hZ2UvanBlZ3xhR1F6TDJnek5TODJNalE1TVRJM016YzRPVFEzTUM4NE1EQlhlRGd3TUVoZk1UQTBORFkzTXkweExtcHdad3xkOTcxMDBmMjhhZmYwMzYwZjE1YzNlYWM0NzBjNjc4OTkwNjRiMzFmYzQxYTQwN2JlMTNjYTA4YzdhYjA0M2Uy,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1042513,18576,6904LLU/5K,NTN,NTN BEARING 6904-2RS 20X37X9,Rodamiento de rueda NTN 20x37x9 6904-2RS,19.44,16.07,9.64,4547359006650,24,8483200000,0,1,WHEEL BEARING 6904-2RS 20X37X9,WHEEL BEARING 6904-2RS 20X37X9,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,73,41,57,58,22,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1042513-1.jpg?context=bWFzdGVyfHJvb3R8NDM2MjB8aW1hZ2UvanBlZ3xhR1UzTDJneVpTODJNalE1TVRJMk5UZzFPVFl4TkM4NE1EQlhlRGd3TUVoZk1UQTBNalV4TXkweExtcHdad3w0MTU1MWQxNzhiNzk3OGM1YTQ4MjU3M2Y5MGEwNzE5OGEwMGYwNWQ4ZGE4YmI4ZmZlYzU4NmM1NTg0MWM5MjRi,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1042510,18591,6206LLU/5K,NTN,NTN BEARING 6206-2RS 30X62X16,Rodamiento de rueda NTN 30x62x16 6206-2RS,13.60,11.24,6.74,4547359004625,2,8483200000,0,1,WHEEL BEARING 6206-2RS 30X62X16,WHEEL BEARING 6206-2RS 30X62X16,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,93,200,64,66,22,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1042510-1.jpg?context=bWFzdGVyfHJvb3R8NDIyOTh8aW1hZ2UvanBlZ3xhRFExTDJnME15ODJNalE1TVRJMk5USTJPVGM1TUM4NE1EQlhlRGd3TUVoZk1UQTBNalV4TUMweExtcHdad3xkNDExNmQxYjc4YTYwY2ZjMGQwMGIyZGJlY2ViMjg1NWI3ZTU2NjY5MjUwNmQ3ZTYzODlmNzU3ZDQ4ODBhNTEy,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1042524,18568,6201LLUCM/5K,NTN,NTN BEARING 6201-2RS 12X32X10MM,Rodamiento de rueda NTN 12x32x10 6201-2RS,11.94,9.87,5.92,4054372736810,118,8483200000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p> </p></body> </html>","         ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,34,40,39,43,20,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1042524-1.jpg?context=bWFzdGVyfHJvb3R8NDM2MjB8aW1hZ2UvanBlZ3xhR1ExTDJobU1pODJNalE1TVRJMk9EQXlNak13TWk4NE1EQlhlRGd3TUVoZk1UQTBNalV5TkMweExtcHdad3wyNzMwYzUwMTYzOWU2MjlmNzFjYjczMWVkMzZlZWFlYzRhYjQ5YzgxNWFjMjU3MDY4YmIzMDliM2RhOGRhYzA3,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1042528,18586,6205LLU/5K,NTN,NTN BEARING 6205-2RS 25X52X15MM,Rodamiento de rueda NTN 25x52x15 6205-2RS,12.45,10.29,6.17,4547359004588,85,8483200000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p> </p></body> </html>","         ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,65,130,56,58,20,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1042528-1.jpg?context=bWFzdGVyfHJvb3R8NDM2MjB8aW1hZ2UvanBlZ3xhREJtTDJobU1pODJNalE1TVRJMk9EZ3dPRGN6TkM4NE1EQlhlRGd3TUVoZk1UQTBNalV5T0MweExtcHdad3w1MDkxMjFhNzc2MzkyMDI4ZjA1YmMwNGU1NTZhMmJmOTIzNjI4OTQ2Yjc1NWIxMTM3MGZjMzU2M2E3ODYxMGRi,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1042507,18594,6007LLUCM/5K,NTN,NTN BEARING 6007-2RS 35X62X14,Rodamiento de rueda NTN 35x62x14 6007-2RS,14.87,12.29,7.37,4547359003826,12,8483200000,0,1,WHEEL BEARING 6007-2RS 35X62X14,WHEEL BEARING 6007-2RS 35X62X14,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,98,160,70,70,20,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1042507-1.jpg?context=bWFzdGVyfHJvb3R8NDM2MjB8aW1hZ2UvanBlZ3xhREF5TDJnMFlTODJNalE1TVRJMk5UQTNNekU0TWk4NE1EQlhlRGd3TUVoZk1UQTBNalV3TnkweExtcHdad3w5NjJjNTcxODAwZDZlMjViZmI2NDQwNTQwNjA1MzExNzY0Y2YxMWFhM2FiNzkzZDkyMGM3NGU2MDI4MDM1YTNi,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
