PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,V-Colores,V-Posición,V-Talla,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Alarma,Alto espejo (mm),Altura (mm),Ancho espejo (mm),Ancho exterior del manillar (mm),Anchura (cm),Anchura (mm),Anchura de la zona de sujeción (mm),Apertura (mm),Barra transversal,Bloqueo,Casquillo,Categoría ECE,Color,Color de la carcasa,Color del cristal,Componente de fijación,Composición,Compuesto del puño,Diámetro de cable Ø (mm),Diámetro de la cadena Ø (mm),Diámetro exterior de los extremos del manillar (mm),Diámetro interior del manillar (mm),Diámetro Ø (mm),Distancia entre pernos,Elevación de manillar (mm),Embalaje,Fijación,Forma,Función de la luz,Gama,Homologación,Incluye intermitente,Longitud (cm),Longitud (mm),Longitud de cable (mm),Longitud de control (mm),Longitud de la cadena (mm),Longitud total (mm),Montaje,Montaje de espejo retrovisor,Número de pines,Peso (g),Posición,Profundidad (mm),Referencias OEM,Resistencia,Rosca,Rosca (mm),Rosca de espejo,Rosca inferior,"Rosca superior ",Sentido de rosca,Talla,Terminales,Tipo,Tipo de antirrobo,Tipo de interruptor,Tipo de luz,Tipo de parabrisas,Tipo de pastilla de freno,Tipo de puño,Tipo de retrovisor,Uso,Versión de filtro,Voltaje,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,Picture8,Picture9,Picture10,Picture11,Picture12,AllPicturesZIP,Document1,Document2,DeliveryPlant
1058867,6815,ST-6187,V PARTS,VPART TAIL LIGHT APRILIA CLASSIC 50 RED,Piloto trasero V PARTS tipo OEM,21.95,18.14,10.88,8430525068155,143,8512100000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}</style> </head> <body> <ul> <li>OEM type tail lights</li><li>Design and sizes near OEM indicators</li><li>Street legal for on-road use</li></ul> <p> </p></body> </html>","        OEM type tail lightsDesign and sizes near OEM indicatorsStreet legal for on-road use   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ELECTRIC,,,,,1616,213,186,119,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1058867-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzcwMTN8aW1hZ2UvanBlZ3xhR1V6TDJoa01TODVNREV5T1RNNE5qQTBOVGMwTHpFd05UZzROamN0TVY4NE1EQlhlRGd3TUVnfDIxOGQ1ZjhkNDMyM2I3ODY4NzI1NGMyMzIzZDhlMTBjNzA3MGU1OWUyODc0ZDI2Njk3NTA3NWE1NTljNDZlZmU,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/V_PARTS-pictures.zip,,,Spain Warehouse (Parts)
1058300,12080,12080,V PARTS,VPART INDICATOR OE TYPE FRT RGHT,Intermitente delantero derecho V PARTS - Yamaha T-Max 500 (08),62.94,52.02,31.21,8430525120808,0,8512100000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Same dimensions and specs as the original design.</p><p> </p></body> </html>","       Same dimensions and specs as the original design.  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ELECTRIC,,,,,6272,250,392,200,80,,,,,,,,,,,,,,,,,,,,,,,,,,,por unidad,,,,,Homologado,,,,,,,,,,,,Delantero derecho,,,,,,,,,,,,,,,Lámpara,,,,,,,,https://api.mybihr.com/medias/1058300-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzQ3NzZ8aW1hZ2UvanBlZ3xhR1kxTDJobU15ODRPVGN5TmpreE5ETTVOalEyTHpFd05UZ3pNREF0TVY4NE1EQlhlRGd3TUVnfGI0MGQ0YjliYWQ3NWIxMDVlYjI5MGE4YTQwZGMxN2U3OGMzNDUwNDM3MjdkMzdiZjQxNWE2ZTg1YjI1MDE2MDU,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/V_PARTS-pictures.zip,,,Spain Warehouse (Parts)
1066361,322188,6PN99M091B,V PARTS,VPART INDICATORS HOOK LED BLACK,juego de intermitentes LED V PARTS Hook,63.95,52.85,31.71,6PN99M091B,1,8512100000,0,1,"<p>Al cambiar de los intermitentes incandescentes a los LED, hay que instalar la resistencia con ref. 323099 para que la frecuencia de parpadeo no se incremente.</p>","
Al cambiar de los intermitentes incandescentes a los LED, hay que instalar la resistencia con ref. 323099 para que la frecuencia de parpadeo no se incremente.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ELECTRIC,,,,,357,78,169,88,24,,,,,,,,,,,,,,Negro,,,,Plástico,,,,,,,,,por pareja,,,,,Homologado,,,,,,,,,,,,Delantero/trasero,,,,,,,,,,,,,,,LED,,,,,,,,https://api.mybihr.com/medias/1066361-2-800Wx800H?context=bWFzdGVyfHJvb3R8MjYzNjd8aW1hZ2UvanBlZ3xhR1kyTDJnM01TODRPVGMwTWpBMU1USTBOak00THpFd05qWXpOakV0TWw4NE1EQlhlRGd3TUVnfDU5NDdhMTkyMzg1ZmM4YjE0MjdkNmEyOTA4N2M3ZWZkMGU3ZjIwYThkYTk2MmQ4NDhkYzI0NjU0NDQ0MzQ0MDg,https://api.mybihr.com/medias/1066361-3-800Wx800H?context=bWFzdGVyfHJvb3R8ODQ0MTMzfGltYWdlL2pwZWd8YUdNM0wyZzNPQzg0T1RjME1qQTFNekl4TWpRMkx6RXdOall6TmpFdE0xODRNREJYZURnd01FZ3w0OGQyNDMxOTU3N2U3OGRjMDJlNDkwYTU1MTNkMGVlNDQwODg4MDNjOWE2NzQ0ZjdmY2RkN2I0NDFjMDM2NWQx,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/V_PARTS-pictures.zip,,,Spain Warehouse (Parts)
1066364,322194,6PR99T0S2B,V PARTS,VPART INDICATORS SHELL XS BLACK,Juego de intermitentes LED V PARTS Shell XS,72.95,60.29,36.17,6PR99T0S2B,4,8714109090,0,1,"<p>Rosca M8. Al cambiar de los intermitentes incandescentes a los LED, hay que instalar la resistencia con ref. 323099 para que la frecuencia de parpadeo no se incremente.</p>","
Rosca M8. Al cambiar de los intermitentes incandescentes a los LED, hay que instalar la resistencia con ref. 323099 para que la frecuencia de parpadeo no se incremente.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ELECTRIC,,,,,365,46,167,91,24,,,,,,,,,,,,,,Negro,,,,Plástico,,,,,,,,,por pareja,,,,,Homologado,,,,,,,,,,,,Delantero/trasero,,,,,,,,,,,,,,,LED,,,,,,,,https://api.mybihr.com/medias/1066364-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTA0MTcxfGltYWdlL2pwZWd8YURSbUwyaGtZeTg0T1RjME1qQTJNVGN6TWpFMEx6RXdOall6TmpRdE1WODRNREJYZURnd01FZ3xmMTdkY2ZkYTUxNjBiNDlkN2IzNTdjZGJjNDE2YjQ2Y2QxMWVjYTUzYjUxYWFiZWYxZGRlZGVjOGE4ZWQwYzU3,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/V_PARTS-pictures.zip,,,Spain Warehouse (Parts)
1066365,322116,601B1M095B,V PARTS,VPART TAIL LIGHT INTEG. LIGHT INDICATOR,Piloto trasero con intermitentes integrados V PARTS LED ahumado MBK/Yamaha,66.95,55.33,33.20,322116,1,8714109090,0,1,<p>Recambio OEM. Personaliza tu scooter.</p>,"
Recambio OEM. Personaliza tu scooter.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ELECTRIC,,,,,4099,358,257,319,50,,,,,,,,,,,,,,Negro,,Ahumado,,Plástico,,,,,,,,,por unidad,,,,,Homologado,,,,,,,,,,,,Trasero,,,,,,,,,,,,,,,LED,,,,,,,,https://api.mybihr.com/medias/1066365-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzU1MDN8aW1hZ2UvanBlZ3xhREJqTDJobE15ODRPVGMwTWpBMk16WTVPREl5THpFd05qWXpOalV0TVY4NE1EQlhlRGd3TUVnfDI5MDU0NTBiYmE2NzAzYTE0NDQ4MWRiYjNmNzA5OTU1NTAzYWQ2ZWYxZjhkZTIzYTkyMjUyMTRjZDY3OWU1ZTY,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/V_PARTS-pictures.zip,,,Spain Warehouse (Parts)
1058587,6763,6763,V PARTS,VPART INDICATOR OE TYPE FRT LFT,Intermitente delantero izquierdo V PARTS,12.95,10.70,6.42,8430525067639,31,8512100000,0,1,"<p>Mismas dimensiones y especificaciones que el recambio original.</p>
<p>No homologado.</p>","
Mismas dimensiones y especificaciones que el recambio original.

No homologado.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ELECTRIC,,,,,1428,131,119,129,93,,,,,,,,,,,,,,,,,,,,,,,,,,,por unidad,,,,,No homologado,,,,,,,,,,,,Delantero Izquierdo,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1058587-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTU1OTR8aW1hZ2UvanBlZ3xhR0kzTDJneU5TODRPVGN5TnpRMk5qVXpOekkyTHpFd05UZzFPRGN0TVY4NE1EQlhlRGd3TUVnfGE0ZjVhMWZhZWVjMjhlMjJkZTkzNTMwOGM1NjU0NmU2ZjJiNzNlZmViOTY0Y2Y1OTE2ZGU2NWU1MDQ5NDM5NDU,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/V_PARTS-pictures.zip,,,Spain Warehouse (Parts)
1058589,6776,6776,V PARTS,VPART INDICATOR OE TYPE FRT LFT,Intermitente delantero izquierdo V PARTS,22.95,18.97,11.38,8430525067769,16,8512100000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li><a id=""_DX_FRAG_STARTFRAGMENT""></a>OEM type indicators </li><li>Design and sizes near OEM indicators </li><li>Street legal for on-road use</li></ul> </body> </html>","        OEM type indicators Design and sizes near OEM indicators Street legal for on-road use  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ELECTRIC,,,,,1085,118,100,175,62,,,,,,,,,,,,,,Naranja,,,,,,,,,,,,,por unidad,,,,,Homologado,,,,,,,,,,,,Delantero Izquierdo,,,,,,,,,,,,,,,Lámpara,,,,,,,,https://api.mybihr.com/medias/1058589-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTc5NDl8aW1hZ2UvanBlZ3xhR1l3TDJnM1lTODRPVGN5TnpRM01EUTJPVFF5THpFd05UZzFPRGt0TVY4NE1EQlhlRGd3TUVnfDI5ZDI2NDgwODBiOWZjOTM5Nzg5M2Q2MmM4M2UyNzNkYTVlMzI3OThhM2ZkMWMyNTRjODk3ZTU3ZGQyN2U4NTc,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/V_PARTS-pictures.zip,,,Spain Warehouse (Parts)
1066355,322191,6PB99T091B,V PARTS,VPART INDICATORS PEAR LED BLACK,Juego de intermitentes LED V PARTS Spear,60.95,50.37,30.22,6PB99T091B,2,8512100000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs2654AE3A{text-align:left;margin:0pt 0pt 0pt 0pt;}.csE8AC24F0{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs63EB74B2{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs1D10FCF1{color:#000;background-color:transparent;font-weight:normal;font-style:normal;text-decoration:none;}.csADA39751{color:#00F;background-color:transparent;font-weight:normal;font-style:normal;text-decoration:underline;}</style> </head> <body> <p>When switching from incandescent turn signals to LED turn signals, please install résistor p/n <a href=""https://bihr.pro/Product/Search?CurrentSearchString="">323099</a> to avoid faster flash rate.</p><p> </p></body> </html>","       When switching from incandescent turn signals to LED turn signals, please install résistor p/n 323099 to avoid faster flash rate.  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ELECTRIC,,,,,399,77,168,88,27,,,,,,,,,,,,,,Negro,,,,Plástico,,,,,,,,,por pareja,,,,,Homologado,,,,,,,,,,,,Delantero/trasero,,,,,,,,,,,,,,,LED,,,,,,,,https://api.mybihr.com/medias/1066355-2-800Wx800H?context=bWFzdGVyfHJvb3R8MjY4NzZ8aW1hZ2UvanBlZ3xhRFV6TDJoaVpDODRPVGMwTWpBeU5UWTROek0wTHpFd05qWXpOVFV0TWw4NE1EQlhlRGd3TUVnfDFjNDJiZjE0NWY0MmYyMzdhOGYxZTFmMjg5MDZhN2QyZmY4NWJkYTEwMDQxNzg4MjhjMmJmNWQwODAxMDA5NmI,https://api.mybihr.com/medias/1066355-3-800Wx800H?context=bWFzdGVyfHJvb3R8ODY5OTgxfGltYWdlL2pwZWd8YURneUwyaGlOaTg0T1RjME1qQXlOelkxTXpReUx6RXdOall6TlRVdE0xODRNREJYZURnd01FZ3w5ZDk3ZWFiMDg2MzlhYzJkZDg4OWZiYjIxMDA2OGY5M2VjMjk0NWNiYTNhYWE0ZjVjM2ExZjIyZTM5OTk0YjU4,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/V_PARTS-pictures.zip,,,Spain Warehouse (Parts)
1066357,322193,6PF99T091B,V PARTS,VPART INDICATORS SPIKE LED BLACK,Juego de intermitentes LED V PARTS Spike,63.95,52.85,31.71,6PF99T091B,2,8512100000,0,1,"<p>Luz de posici&oacute;n</p><p><br> Al cambiar de los intermitentes incandescentes a los LED, hay que instalar la resistencia con ref. 323099 para que la frecuencia de parpadeo no se incremente.</p>","
Luz de posición
 Al cambiar de los intermitentes incandescentes a los LED, hay que instalar la resistencia con ref. 323099 para que la frecuencia de parpadeo no se incremente.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ELECTRIC,,,,,357,78,169,88,24,,,,,,,,,,,,,,Negro,,,,Plástico,,,,,,,,,por pareja,,,,,Homologado,,,,,,,,,,,,Delantero/trasero,,,,,,,,,,,,,,,LED,,,,,,,,https://api.mybihr.com/medias/1066357-2-800Wx800H?context=bWFzdGVyfHJvb3R8MjcyOTd8aW1hZ2UvanBlZ3xhRGM1TDJnMVlTODRPVGMwTWpBek16VTFNVFkyTHpFd05qWXpOVGN0TWw4NE1EQlhlRGd3TUVnfDc3MWVhY2FhZmQ5ZDY4NWU4NGQxNjEzMGY4Y2ZjMzIyOTYzOGFmODNhMWY4ZWFmNzU4YTUxYjg5MTYyZTNkYmY,https://api.mybihr.com/medias/1066357-3-800Wx800H?context=bWFzdGVyfHJvb3R8ODk2MTAxfGltYWdlL2pwZWd8YUdFNUwyZzFNeTg0T1RjME1qQXpOVFV4TnpjMEx6RXdOall6TlRjdE0xODRNREJYZURnd01FZ3xjMDM4YmQyYWRlY2E3YjliYzJjMmNkZDEzZTNmMmY4NTE1MWViN2VjOTEwNTdhODE2MzAxNmViOWM3M2YwYmE5,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/V_PARTS-pictures.zip,,,Spain Warehouse (Parts)
1066360,322190,6PL99T091B,V PARTS,VPART INDICATORS SHELL LED BLACK,Juego de intermitentes LED V PARTS 12V / 1W,71.95,59.46,35.68,6PL99T091B,1,8512100000,0,1,"<p>Rosca M8. Al cambiar de los intermitentes incandescentes a los LED, hay que instalar la resistencia con ref. 323099 para que la frecuencia de parpadeo no se incremente.</p>","
Rosca M8. Al cambiar de los intermitentes incandescentes a los LED, hay que instalar la resistencia con ref. 323099 para que la frecuencia de parpadeo no se incremente.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ELECTRIC,,,,,569,90,188,126,24,,,,,,,,,,,,,,Negro,,,,Plástico,,,,,,,,,por pareja,,,,,Homologado,,,,,,,,,,,,Delantero/trasero,,,,,,,,,,,,,,,LED,,,,,,,,https://api.mybihr.com/medias/1066360-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzA4OTh8aW1hZ2UvanBlZ3xhR1ZrTDJneE5TODRPVGMwTWpBME5UTTBPREUwTHpFd05qWXpOakF0TVY4NE1EQlhlRGd3TUVnfGRmYWQ1Yzg3ZDBjMmU3MzAwNWI2NjZiNWVjNjJlY2EyMDZiZjBhNmQwMWRkMDA1NDM5MWRjODgyNTYwYjRhZGI,https://api.mybihr.com/medias/1066360-2-800Wx800H?context=bWFzdGVyfHJvb3R8Mzc5MTZ8aW1hZ2UvanBlZ3xhR0psTDJneFl5ODRPVGMwTWpBME56TXhOREl5THpFd05qWXpOakF0TWw4NE1EQlhlRGd3TUVnfDljMmM0OTJiZDgzMjI4NjI5YmMxNjBhNzE5ZTU2MWYxZGY5ZTMwMTQyYmQ3ODI2ZDgyMzk2NGJhZjNjZTEyNzE,https://api.mybihr.com/medias/1066360-3-800Wx800H?context=bWFzdGVyfHJvb3R8NTQzMDR8aW1hZ2UvanBlZ3xhRGRpTDJneU15ODRPVGMwTWpBME9USTRNRE13THpFd05qWXpOakF0TTE4NE1EQlhlRGd3TUVnfGYwYTRlMjdhMmE0ZThmYzNiNjEzN2U1YjJmYzc4OTRkOWY4ODE4Y2U1YmNiOTI0NjQyYzU1MWFmMGEyMWI3ODA,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/V_PARTS-pictures.zip,,,Spain Warehouse (Parts)
1066366,322118,601S1M095B,V PARTS,VPART TAIL LIGHT INTEG. LIGHT INDICATOR,Piloto trasero con intermitentes integrados V PARTS X-Force LED,50.95,42.11,25.27,601S1M095B,6,8714109090,0,1,<p>Recambio OEM. Personaliza tu scooter.</p>,"
Recambio OEM. Personaliza tu scooter.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ELECTRIC,,,,,2125,197,230,149,62,,,,,,,,,,,,,,Transparente,,Ahumado,,,,,,,,,,,,,,,,Homologado,,,,,,,,,,,,,,,,,,,,,,,,,,,LED,,,,,,,,https://api.mybihr.com/medias/1066366-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mzg5NzR8aW1hZ2UvanBlZ3xhR1JqTDJobE9TODRPVGMwTWpBMk5UWTJORE13THpFd05qWXpOall0TVY4NE1EQlhlRGd3TUVnfDhkNzkyYTJkYmY3ZWE5YzA1NzgyNzc1NTc0NDU5ZDkyM2YyMjQ1ZGE1Y2E0NzMxODg1MjBjMTdjZTg1NzY0Yzg,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/V_PARTS-pictures.zip,,,Spain Warehouse (Parts)
1058623,321170,ST-01262LEDE,V PARTS,VPART INDICATORS ALUMINIUM LED CLEAR,"Juego de intermitentes LED V PARTS 12V / 2,7W (38x22,5mm)",87.95,72.69,43.61,8430525217874,34,8714109090,0,1,"<p>HOMOLOGADOS</p><p> </p><p>Especial conversiones Clubman / Café Racer, BMW R Nine T, Ducati Scrambler, Triumph Scrambler, Thruxton, Bonneville, Kawasaki W Estrella, Moto Guzzi V7, Yamaha XSR, Bolt...</p>","
HOMOLOGADOS
 
Especial conversiones Clubman / Café Racer, BMW R Nine T, Ducati Scrambler, Triumph Scrambler, Thruxton, Bonneville, Kawasaki W Estrella, Moto Guzzi V7, Yamaha XSR, Bolt...",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ELECTRIC,,,,,478,83,172,103,27,,,,,,,,,,,,,,Negro,,,,,,,,,,,,,por pareja,,,,,Homologado,,,,,,,,,,,,Delantero/trasero,,,,,,,,,,,,,,,LED,,,,,,,,https://api.mybihr.com/medias/1058623-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTgyNDJ8aW1hZ2UvanBlZ3xhRE0xTDJnMFlpODRPVGN5TnpVek5UWTNOemMwTHpFd05UZzJNak10TVY4NE1EQlhlRGd3TUVnfDZlYTA0NzI3ZGQ5NTFjNDc2MzEzZDI5YjMxYWJiYzFmMmVhODU1ZjlmOWI0NzdhNDFmMDAzY2Q5YWViNThkYjI,https://api.mybihr.com/medias/1058623-2-800Wx800H?context=bWFzdGVyfHJvb3R8NzE4ODl8aW1hZ2UvanBlZ3xhRFkwTDJnME5DODRPVGN5TnpVek56WTBNemd5THpFd05UZzJNak10TWw4NE1EQlhlRGd3TUVnfDdlNGExNWYxYjZjNTkyNTIxZmQyMjNjNDg5ZTNmMDZlYzRmNjIyMzUyOGFmNTVmNTI0OTYxYWRmZjgxYjk1Nzc,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/V_PARTS-pictures.zip,https://api.mybihr.com/medias/321189-321170.pdf?context=bWFzdGVyfGRvY3VtZW50c3w5MzAyNDB8YXBwbGljYXRpb24vcGRmfGFHWTNMMmhrWkM4NU5qUTBNRGs0TVRVNE5qSXlMek15TVRFNE9TMHpNakV4TnpBfDI4Nzk2MzkwNGE1MjRmNzE5YTI1MDZmMGNjZjRiZjRmYWJjZWM2YWZkNmRmNDkyMjlmZTAxMmNkODYwMDFjYzU,,Spain Warehouse (Parts)
1058624,321180,ST-01264LEDE,V PARTS,VPART INDICATORS ZINC LED CLEAR,"Juego de intermitentes LED V PARTS Zinc 12V / 1,6W (62x23mm)",87.95,72.69,43.61,8430525223295,12,8714109090,0,1,HOMOLOGADOS,HOMOLOGADOS,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ELECTRIC,,,,,471,96,151,78,40,,,,,,,,,,,,,,Negro,,,,Plástico,,,,,,,,,por pareja,,,,,Homologado,,,,,,,,,,,,Delantero/trasero,,,,,,,,,,,,,,,LED,,,,,,,,https://api.mybihr.com/medias/1058624-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzEzMzd8aW1hZ2UvanBlZ3xhRGswTDJnelpDODRPVGN5TnpVek9UWXdPVGt3THpFd05UZzJNalF0TVY4NE1EQlhlRGd3TUVnfDRjMmE3ZDE2MThjYzAyNjFiY2EwNWM3YWY3MDlhZGQ3OWFhZDNlMjY4NmM3NjI4MThmNmM3ZGIzNDVmZTNhYmM,https://api.mybihr.com/medias/1058624-2-800Wx800H?context=bWFzdGVyfHJvb3R8OTEyNDl8aW1hZ2UvanBlZ3xhR1EwTDJneE1DODRPVGN5TnpVME1UVTNOVGs0THpFd05UZzJNalF0TWw4NE1EQlhlRGd3TUVnfDJiNzdhOTM0MDVhYTc1NTJjN2UxZWQ3ODA0NjE5NjMyMDk1MTlkNjY0ZGY4NjdiNWVlZjQ5ZjJmYTM3OWUxYzI,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/V_PARTS-pictures.zip,https://api.mybihr.com/medias/321180.pdf?context=bWFzdGVyfGRvY3VtZW50c3w1MDA3NTh8YXBwbGljYXRpb24vcGRmfGFHVTJMMmhsTnk4NU5qTTBOVGt5TnpFNE9EYzRMek15TVRFNE1BfDNiYmQ2ZmJjYjQ2YThhNWEzYmJmMWIyODY1NThmOTBmOGM1MDFjYzZlNTkyNTlhYWIyNGFkMDlmYmRiM2RjZjM,,Spain Warehouse (Parts)
1058630,8270,ST-12101-1 LEDE,V PARTS,VPART INDICATOR OE TYPE FL/RR,Intermitente LED delantero izquierdo / trasero derecho V PARTS,52.95,43.76,26.26,8430525082700,10,8512100000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>OEM type indicators</li><li>Design and sizes near OEM indicators</li><li>Street legal for on-road use</li></ul> </body> </html>","        OEM type indicatorsDesign and sizes near OEM indicatorsStreet legal for on-road use  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ELECTRIC,,,,,1381,66,146,172,55,,,,,,,,,,,,,,,,,,Plástico,,,,,,,,,por unidad,,,,,Homologado,,,,,,,,,,,,Delantero izquierdo/Trasero derecho,,,,,,,,,,,,,,,LED,,,,,,,,https://api.mybihr.com/medias/1058630-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTM1NDh8aW1hZ2UvanBlZ3xhRE5pTDJnNE1TODRPVGN5TnpVMU16TTNNalEyTHpFd05UZzJNekF0TVY4NE1EQlhlRGd3TUVnfGU4NjczYmUwYzEwMzQxYmY3ZmRiYjhlZjcxZjk0ZWI0NzAwMGM3YWNkN2IyOGY1Y2E1N2NjYjZkNDg5NzVmMzE,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/V_PARTS-pictures.zip,,,Spain Warehouse (Parts)
1066358,322189,6PG99T091B,V PARTS,VPART INDICATORS LINE LED BLACK,Juego de intermitentes LED V PARTS Line,60.95,50.37,30.22,6PG99T091B,3,8512100000,0,1,"<p>Al cambiar de los intermitentes incandescentes a los LED, hay que instalar la resistencia con ref. 323099 para que la frecuencia de parpadeo no se incremente.</p>","
Al cambiar de los intermitentes incandescentes a los LED, hay que instalar la resistencia con ref. 323099 para que la frecuencia de parpadeo no se incremente.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ELECTRIC,,,,,434,84,170,88,29,,,,,,,,,,,,,,Negro,,,,Plástico,,,,,,,,,por pareja,,,,,Homologado,,,,,,,,,,,,Delantero/trasero,,,,,,,,,,,,,,,LED,,,,,,,,https://api.mybihr.com/medias/1066358-2-800Wx800H?context=bWFzdGVyfHJvb3R8ODc4Mzk5fGltYWdlL2pwZWd8YUdWaUwyZzBZeTg0T1RjME1qQXpOelE0TXpneUx6RXdOall6TlRndE1sODRNREJYZURnd01FZ3xiM2EzNzFkOGQ3ZGJlMDg2YWEwZDMwOWM5YTA1Njk2ZDhiNDc3MWE4M2QzNzMzYjRhNzlkYWZjZmQ4MDhkMmVi,https://api.mybihr.com/medias/1066358-3-800Wx800H?context=bWFzdGVyfHJvb3R8MjQzMTZ8aW1hZ2UvanBlZ3xhREZpTDJnME5pODRPVGMwTWpBek9UUTBPVGt3THpFd05qWXpOVGd0TTE4NE1EQlhlRGd3TUVnfGU3NjliMjA2MDIwODc5ZGE3NGE4MWNmZTJjZGRlYjIyY2VhMDQwYzM3OWI4N2NiYTYyOTI2OWQ2NjQwMzg1ZWM,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/V_PARTS-pictures.zip,,,Spain Warehouse (Parts)
