PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,Document1,Document2,DeliveryPlant
1010464,MKT60,N224103-060,MIKUNI,MIKUN JET MKT 60MM,Chiclé de baja Mikuni N224103-060,8.47,7.00,4.55,N224103-060,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,10,5,46,26,8,https://api.mybihr.com/medias/1010464-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjE1OTd8aW1hZ2UvanBlZ3xhREF4TDJnNE5pODRPVFV6TXpBMU9UVTJNemd5THpFd01UQTBOalF0TVY4NE1EQlhlRGd3TUVnfDM2N2MzNDVlMThhOTcwZTQxZDBmNDRjZTdlNzZiNDcwMDg3NDIwNDg1OWIyYzM1MzMzYmNiY2Q5MTlkOWY1YjI,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010530,MKZ85,VM17/1002-085,MIKUNI,MIKUN JET MKZ 85MM,Chiclé de baja Mikuni VM17/1002-085,8.47,7.00,1.50,VM17/1002-085,8,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,48,10,80,60,10,https://api.mybihr.com/medias/1010530-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjg1Mzl8aW1hZ2UvanBlZ3xhRGM1TDJnNE9DODRPVEF4TkRBNU1ERXpOemt3THpFd01UQTFNekF0TVY4NE1EQlhlRGd3TUVnfDRkYWUzMmM2M2M3OThiMzNjNWQ3ZTFlYTZkNTliYjEwM2MzZTA0MjU3ZGFkYmMyZDVjYTI3ODZhYjlhNDkzMDg,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1009855,800802,TM32-61,MIKUNI,MIKUN CARBURETOR TMX32,Carburador Mikuni campana plana TMX32,283.14,234.00,152.10,TM32-61,1,8409910090,0,1,"Adaptable on most 2-stroke motocross or other engines, MIKUNI <<tmx>> carburetors have a valve throttle slide in <<d>> (T MX) or flat (NEW T MX) for supple and precise control.</d></tmx>","Adaptable on most 2-stroke motocross or other engines, MIKUNI <> carburetors have a valve throttle slide in <> (T MX) or flat (NEW T MX) for supple and precise control.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1730,585,169,119,86,https://api.mybihr.com/medias/800Wx800H-1009855-1.jpg?context=bWFzdGVyfHJvb3R8MTkzODA2fGltYWdlL2pwZWd8YURjNUwyZ3pPUzgxTWpNMk9EQTNNRE0zTnpVd01pODRNREJYZURnd01FaGZNVEF3T1RnMU5TMHhMbXB3Wnd8MjY0YzU5ZmE5Y2I4YzJjYWU2ZWU5NGJjMzYwNzk2M2NlNzc0Mzc3ODEyMjc3NWJmNDU1Y2EzYmNkNWFhNzAyZg,https://api.mybihr.com/medias/800Wx800H-1009855-2.jpg?context=bWFzdGVyfHJvb3R8MTMxNTQxfGltYWdlL2pwZWd8YURRNEwyZzBNeTgxTWpNMk9EQTNNRFl6T1RZME5pODRNREJYZURnd01FaGZNVEF3T1RnMU5TMHlMbXB3Wnd8MzJlMWZkNjIzMjdkNzM4ZWM3MzlmNmY1MjhkMTQwMjRkOTczNjZjODAzOTJlMDQ1MTRkZWFjMTMwNzNmMWE0ZQ,https://api.mybihr.com/medias/800Wx800H-1009855-3.jpg?context=bWFzdGVyfHJvb3R8MTUwNDgwfGltYWdlL2pwZWd8YURrMEwyZzVPQzgxTWpNMk9EQTNNVEF6TWpnMk1pODRNREJYZURnd01FaGZNVEF3T1RnMU5TMHpMbXB3Wnd8MjhjOWZhNzk0MjE4NDA1MjMwNGMxMzczOWNkZjRjZjNkZTI2YTE5M2NlYjg1OTUxOWIzOTc4NzY5ZmQ3OGY2Nw,https://api.mybihr.com/medias/800Wx800H-1009855-4.jpg?context=bWFzdGVyfHJvb3R8MTU5NzI2fGltYWdlL2pwZWd8YURJeUwyaGhOaTgxTWpNMk9EQTNNVFF5TmpBM09DODRNREJYZURnd01FaGZNVEF3T1RnMU5TMDBMbXB3Wnd8OTA0MzMzOGVkMGNkMTkyNThmMGIzNWE3ZDIwNmY2YzI5MGYyZTYwZDhmMjgzZDhhYWQyMDM4MTRiYjIyM2RkZA,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,https://api.mybihr.com/medias/800802.pdf?context=bWFzdGVyfGRvY3VtZW50c3wxODEzNzF8YXBwbGljYXRpb24vcGRmfGFEaGhMMmhtTlM4NU1EUXpOakkyTVRZME1qVTBMemd3TURnd01nfGM5MzdjNzZiYjI4ZjdhY2I2MDM1Y2ZjOTBlMGRiMmJjMWFiMjFkMTA5OWUzMzE0NzY1NDVlMGNlZDA4OTJiZTA,,Spain Warehouse (Parts)
1010626,822104,776-15001,MIKUNI,MIKUN SPAREPARTS CARBURETOR COVER,Tapa de carburador Mikuni TM28,6.05,5.00,3.25,776-15001,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,304,16,152,91,22,,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010628,822138,776-19014,MIKUNI,MIKUN SPAREPARTS CARBURETOR COVER,Tapa de carburador Mikuni TMX 35/38 / TMS 38,12.10,10.00,6.50,776-19014,2,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,48,48,41,58,20,,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1009870,800006,VM30-83,MIKUNI,MIKUN CARBURETOR VM 30,Carburador Mikuni VM30 standard,183.92,152.00,98.80,VM30-83,3,8409910090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC235ED31{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>A huge selection of models and diameters with numerous possibilities, has popularized the MIKUNI VM as the quintessential replacement carburetor. Removable round valve throttle slide, jets and well needles make this a carburetor of great simplicity to adjust. </p><p> </p></body> </html>","       A huge selection of models and diameters with numerous possibilities, has popularized the MIKUNI VM as the quintessential replacement carburetor. Removable round valve throttle slide, jets and well needles make this a carburetor of great simplicity to adjust.   ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,2271,804,110,178,116,https://api.mybihr.com/medias/1009870-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDE1Mzh8aW1hZ2UvanBlZ3xhREEyTDJneE1TODRPVEE0TlRnd09EZ3dOREUwTHpFd01EazROekF0TVY4NE1EQlhlRGd3TUVnfDkyOTFlOTFjODQ2YjU4ZmNhNDg0MmViMmZkMDAyMGE1MTkxOTU4ZmQwYTgxNTZmNjcwYzliYjBhNGU4ZjE1MDc,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,https://api.mybihr.com/medias/800006.pdf?context=bWFzdGVyfGRvY3VtZW50c3wyMjYxNjB8YXBwbGljYXRpb24vcGRmfGFEQmlMMmcxTWk4NU1EUXpOakkwT1RVeE9ETTRMemd3TURBd05nfDI2NGNhOWJmZTQ4MDViZTIxMWI4N2ZjYTg1YWEwNjhiMWU0ZDhmNjY4MGIxMzE3YmVjYmQwYzIzYjViNzY4NGI,,Spain Warehouse (Parts)
1010596,822124,603-27002,MIKUNI,MIKUN SPAREPARTS IDLE SCREW TM24/28,Tornillo de ralentí Mikuni TM24-28,4.84,4.00,2.60,603-27002,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,4,50,16,16,16,https://api.mybihr.com/medias/1010596-1-800Wx800H?context=bWFzdGVyfHJvb3R8Nzc1Njh8aW1hZ2UvanBlZ3xhRFExTDJobE15ODRPVE00TXpRek9UVTJOVEV3THpFd01UQTFPVFl0TVY4NE1EQlhlRGd3TUVnfDgzMDMyNDgwMGFhMTYzNmUxNjIwZjllZTAyYmE3NTUzMDYzNDRkNGE1ZDVhZmQwMTg3OWYzMTkyMDUzODg0NmY,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010634,825057,786-35003-2.5,MIKUNI,"MIKUN SPAREPARTS NEEDLE VALVE KIT 2,5",Válvula de aguja carburador Mikuni 2.5 TMR/TDMR,26.62,22.00,14.30,786-35003-2.5,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,44,11,40,110,10,https://api.mybihr.com/medias/1010634-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzAwMzF8aW1hZ2UvanBlZ3xhREl5TDJobFppODVNREV5TkRVNU5qTTBOekU0THpFd01UQTJNelF0TVY4NE1EQlhlRGd3TUVnfDBhZjhkYTJkYWY0ZGJhNWE0NjZiNzFlNDYzNjE0OTk3MmYyZDBiNzRlNzUzYTJlZTBlYzI2ZjY2NGI4MDE2NzU,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010594,822125,603-16003,MIKUNI,MIKUN SPAREPARTS IDLE SCREW TM32/34/38,Tornillo de ralentí Mikuni TM32-34-38,7.26,6.00,3.90,603-16003,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,55,4,50,110,10,https://api.mybihr.com/medias/1010594-1-800Wx800H?context=bWFzdGVyfHJvb3R8Nzc1Njh8aW1hZ2UvanBlZ3xhREppTDJneU1TODRPVFV5TmpjNE1qVXlOVGMwTHpFd01UQTFPVFF0TVY4NE1EQlhlRGd3TUVnfDIyYTk0ZDEzNjhmODM3N2I4ZDliYTE1YThmYzIyNjMxMzIzYzQzYjU3ZjVjMDg0NWNjMTNhZDY0NzNmZmY0YjY,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010576,MKU50,VM28/486-50,MIKUNI,MIKUN JET MKU 50MM,Chiclé de baja Mikuni VM28/486-50,9.68,8.00,5.20,VM28/486-50,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,4,5,16,16,16,https://api.mybihr.com/medias/1010576-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjE0NDd8aW1hZ2UvanBlZ3xhRGRtTDJobE9TODRPVEkyTlRVM09USTVOVEF5THpFd01UQTFOell0TVY4NE1EQlhlRGd3TUVnfDA1ZGU5YTE4MWE4OWI4NzQ0MjBlZGIxYjUyOGIzMTQ3NTRlOGY5MGQyNGQ4MTllNDdlOTZlM2Y0OGZkZjAxMmI,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1009959,MKM55,BS30/96-055,MIKUNI,MIKUN JET MKM 55MM,Chiclé de baja Mikuni BS30/96-055,9.68,8.00,5.20,BS30/96-055,7,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,4,1,20,20,10,https://api.mybihr.com/medias/1009959-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTIwNTl8aW1hZ2UvanBlZ3xhRE5tTDJobFpTODRPRGN6TnpFd05UZ3pPRE00THpFd01EazVOVGt0TVY4NE1EQlhlRGd3TUVnfGJjODMzNmJhMTYyMDBiZjFmNzkxZjYwNDExNGZhMmY0NmMxNzc2MTc2NTJiMWUzMjI1MDZjMWM1NDdmNGJkNTc,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1009960,MKM57.5,BS30/96-057.5,MIKUNI,"MIKUN JET MKM 57,5MM",Chiclé de baja Mikuni BS30/96-057.5,9.68,8.00,5.20,BS30/96-057.5,8,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,48,10,80,60,10,https://api.mybihr.com/medias/1009960-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjU1MjJ8aW1hZ2UvanBlZ3xhRFE1TDJnd05DODRPVFV6TWpnek9UTTJNamcyTHpFd01EazVOakF0TVY4NE1EQlhlRGd3TUVnfGY4MjM3OGE2NGZkODc5ZmQ1MjM4MTRkMWE0YzllMjdiMmQzODMyMDE0YzkxZjkyNDNhMzAwZDc2YzQ4YjAwOGI,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1009957,MKM50,BS30/96-050,MIKUNI,MIKUN JET MKM 50MM,Chiclé de baja Mikuni BS30/96-050,9.68,8.00,5.20,BS30/96-050,7,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,105,20,20,20,https://api.mybihr.com/medias/1009957-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjU1MjJ8aW1hZ2UvanBlZ3xhRFUxTDJnMU9TODRPVEkwTURJeE5qSXdOelkyTHpFd01EazVOVGN0TVY4NE1EQlhlRGd3TUVnfGI2MTQxM2I1ZmJlNWE3Y2UwZDEwYTIzNzQwNTMwNjJkZTQ4MWNkYzc3NzI0ZjUyMDRiYmNhYThhYWZlNmJjZjM,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1009988,MKG35,H5-N151067-A35,MIKUNI,MIKUN JET MKG 35MM,Chiclé de baja Mikuni H5-N151067-A35,9.68,8.00,5.20,H5-N151067-A35,2,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,105,20,20,20,https://api.mybihr.com/medias/800Wx800H-1009988-1.jpg?context=bWFzdGVyfHJvb3R8Mzk0NzJ8aW1hZ2UvanBlZ3xhRFJrTDJobVlpOHpNekV5T0RBNE1URXlPVFV3TWk4NE1EQlhlRGd3TUVoZk1UQXdPVGs0T0MweExtcHdad3xhNjRkMjMxZDM4YWIwYjk1MGVkNWZjNWE2MzY3YmEyNjRjOTI4NmJhMDFkYjkwNzNlMDA5NzczMTkzYzJkMjdj,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1009858,800803,TM35-1,MIKUNI,MIKUN CARBURETOR TMX35,Carburador Mikuni campana plana TMX35,283.14,234.00,152.10,TM35-1,1,8409910090,0,1,"Adaptable on most 2-stroke motocross or other engines, MIKUNI <<tmx>> carburetors have a valve throttle slide in <<d>> (T MX) or flat (NEW T MX) for supple and precise control.</d></tmx>","Adaptable on most 2-stroke motocross or other engines, MIKUNI <> carburetors have a valve throttle slide in <> (T MX) or flat (NEW T MX) for supple and precise control.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,3618,549,112,190,170,https://api.mybihr.com/medias/1009858-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mzc3NjB8aW1hZ2UvanBlZ3xhR0ZtTDJneE1TODRPVE00T1Rnd09UWTJORE13THpFd01EazROVGd0TVY4NE1EQlhlRGd3TUVnfDcyYTgzNTgzZmFhOThmNmU5M2VhZGIzZWI2ZTJkZDU1ZDliYmEyZjg5NGJhZjhjNWUxN2IxYTU2OWQyOGJlMzA,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,https://api.mybihr.com/medias/800803.pdf?context=bWFzdGVyfGRvY3VtZW50c3wxODEzNzF8YXBwbGljYXRpb24vcGRmfGFERTRMMmhrTkM4NU1EUXpOalEzT0RnNU5ETTRMemd3TURnd013fDk5MTU2ZjI3Y2UwNzUwZDI3OTFiYjhjMGJiMTkxNzU1MjNiNWI1NmVkZTU5YzM1MmY3ZjlmMzljMWM2OWRkOTc,,Spain Warehouse (Parts)
1009859,800504,TM36-2,MIKUNI,MIKUN CARBURETOR TM36,Carburador Mikuni campana plana TM36,300.08,248.00,161.20,TM36-2,1,8409910090,0,1,"For preparing single-cylinder 4-stroke trail and enduro engines, we suggest the MIKUNI TM cross-bar carburetor with recirculation pump. For 2-stroke engines, there is also a range of MIKUNI TM carburetors meeting your need. C","For preparing single-cylinder 4-stroke trail and enduro engines, we suggest the MIKUNI TM cross-bar carburetor with recirculation pump. For 2-stroke engines, there is also a range of MIKUNI TM carburetors meeting your need. C",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,2271,760,110,178,116,https://api.mybihr.com/medias/1009859-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDQ3ODB8aW1hZ2UvanBlZ3xhRGhtTDJnek55ODRPVEkwTlRreE16VTNPVGd5THpFd01EazROVGt0TVY4NE1EQlhlRGd3TUVnfDVlYjIzNTBhYzE1YzZhZjQ1NWU2MjIzYTM3MjE0ZDZjZTY1OGY3NWM4M2RjOGI3MDJiYjBkNjdjNWZlYTViYjk,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,https://api.mybihr.com/medias/800504.pdf?context=bWFzdGVyfGRvY3VtZW50c3wyMjM4NDl8YXBwbGljYXRpb24vcGRmfGFEUTBMMmhoTnk4NU1EUXpOakkxTXpRMU1EVTBMemd3TURVd05BfGFjNzI3YmYzYmIxYmNiY2UwNzc5MGNiM2VlNzg4YjY5MmJlMmRkZjE2YjI3MzU1OWMwNjNiMTc2ZWM4NTFiOGQ,,Spain Warehouse (Parts)
1009860,800600,TM36-31,MIKUNI,MIKUN CARBURETOR TM36,Carburador Mikuni campana plana con bomba TM36,514.25,425.00,276.25,TM36-31,1,8409910090,0,1,"For preparing single-cylinder 4-stroke trail and enduro engines, we suggest the MIKUNI TM cross-bar carburetor with recirculation pump. For 2-stroke engines, there is also a range of MIKUNI TM carburetors meeting your need. C","For preparing single-cylinder 4-stroke trail and enduro engines, we suggest the MIKUNI TM cross-bar carburetor with recirculation pump. For 2-stroke engines, there is also a range of MIKUNI TM carburetors meeting your need. C",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,2271,1050,110,178,116,https://api.mybihr.com/medias/800Wx800H-1009860-1.jpg?context=bWFzdGVyfHJvb3R8ODMzMzN8aW1hZ2UvanBlZ3xhR000TDJobE1pODRNVGd3T0RnME16ZzJOakUwTWk4NE1EQlhlRGd3TUVoZk1UQXdPVGcyTUMweExtcHdad3xhOTg0YTE3ZWEzMTVhZWI5ODIzNTBlNDFhYWQ0MjZlY2YxNTcyNGViMTM3NTg2OGM2OGVlZGFiYzdmZjNkOTZj,https://api.mybihr.com/medias/800Wx800H-1009860-2.jpg?context=bWFzdGVyfHJvb3R8OTA3NzN8aW1hZ2UvanBlZ3xhRFJtTDJnNU1TODRNVGd3T0RnME5ERXlPREk0Tmk4NE1EQlhlRGd3TUVoZk1UQXdPVGcyTUMweUxtcHdad3w3YWU0NmM5NmRjMDhjM2Q0ZTIzMDk3NWU0MDE4NmUzN2I2ZTlkYTlmNGJmMWE0YWY1NDE3NzgzOTJmZWQ4OGI1,https://api.mybihr.com/medias/800Wx800H-1009860-3.jpg?context=bWFzdGVyfHJvb3R8OTQ5ODJ8aW1hZ2UvanBlZ3xhR0ZsTDJnNE15ODRNVGd3T0RnME5EVXlNVFV3TWk4NE1EQlhlRGd3TUVoZk1UQXdPVGcyTUMwekxtcHdad3w1OTExNWMxZTg5MDk5YmE0NTBlYTg4NDQ4ZjMyMzgzN2M5MGNlNDNiZTU1MjdhMGQyY2ZlOTk5OWI1MTZkNzBh,https://api.mybihr.com/medias/800Wx800H-1009860-4.jpg?context=bWFzdGVyfHJvb3R8Nzg3NDh8aW1hZ2UvanBlZ3xhREl4TDJnM05pODRNVGd3T0RnME5Ea3hORGN4T0M4NE1EQlhlRGd3TUVoZk1UQXdPVGcyTUMwMExtcHdad3wwZjZmMzZmZWM1MjFlMDEwMzU2ZDc4YjIxOWQ5ZDQzM2ViMWEzZWRjMzJiMDcxNWFmODY4YWMxMGI3ZTExMTNk,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,https://api.mybihr.com/medias/800600.pdf?context=bWFzdGVyfGRvY3VtZW50c3wyMjc1Nzh8YXBwbGljYXRpb24vcGRmfGFHUTBMMmhpTVM4NU1EUXpOakkxTmpjeU56TTBMemd3TURZd01BfDhiNzQyMGRkMThiOGUyMTM0ZDFmNjM2Nzk2MDBhZTFjNDFiMjY1ZTY4M2Y0N2YyMGY3MTdiNWI2NDlhODAyZTM,,Spain Warehouse (Parts)
1009861,800806,TM38-157,MIKUNI,MIKUN CARBURETOR TMJ38,Carburador Mikuni con Power Jet TMJ38,402.93,333.00,216.45,TM38-157,1,8409910090,0,1,MIKUNI TMJ carburetors are fitted with a PowerJet system that enriches the mixture from the 3/4 valve throttle slide outlet. This system distinctly improves the motorbike's flexibility at low revs without power loss at high revs.,MIKUNI TMJ carburetors are fitted with a PowerJet system that enriches the mixture from the 3/4 valve throttle slide outlet. This system distinctly improves the motorbike's flexibility at low revs without power loss at high revs.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,2271,600,110,178,116,https://api.mybihr.com/medias/1009861-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzgzODV8aW1hZ2UvanBlZ3xhREkzTDJoaU9TODRPVFk0T0RZMU1EVTBOelV3THpFd01EazROakV0TVY4NE1EQlhlRGd3TUVnfDA1MGUyNzQ5ZDdmM2QyMDg3NWQ4MWMzMzJhN2FlNjE5MTVlOTIxNGMyMjBkNTI5ZjNkYWU5YmMzY2QyOWI2Y2M,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1009862,800804,TM38-27,MIKUNI,MIKUN CARBURETOR TMX38 44MM,Carburador Mikuni campana plana TMX38 Ø boca 44mm,330.33,273.00,177.45,TM38-27,1,8409910090,0,1,"Adaptable on most 2-stroke motocross or other engines, MIKUNI <<tmx>> carburetors have a valve throttle slide in <<d>> (T MX) or flat (NEW T MX) for supple and precise control.</d></tmx>","Adaptable on most 2-stroke motocross or other engines, MIKUNI <> carburetors have a valve throttle slide in <> (T MX) or flat (NEW T MX) for supple and precise control.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1510,550,110,176,78,https://api.mybihr.com/medias/1009862-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzYwMzZ8aW1hZ2UvanBlZ3xhR1kzTDJoaVppODRPVFk0T0RZMU1qVXhNelU0THpFd01EazROakl0TVY4NE1EQlhlRGd3TUVnfGExMzkyZDE3NTE4NzQ4ZjI4ZjIyMTQzNThmNTk4MDU0MzkxNDEyYzVlM2RlYzRkZWYyNzE5NzUzN2U3NTVjZGI,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,https://api.mybihr.com/medias/800804.pdf?context=bWFzdGVyfGRvY3VtZW50c3wxODEzNzF8YXBwbGljYXRpb24vcGRmfGFHTmlMMmhtTVM4NU1EUXpOakkyTWprMU16STJMemd3TURnd05BfDJmMzcxMjI5NjA5NmJmN2RkYjA4ZTQ5NWVlNjVmYzExYTEzYzc5MzRmNDMzMjQ4NWY0YmY5NDM3ZGRhYmQwNDQ,,Spain Warehouse (Parts)
1009871,800008,VM32-193,MIKUNI,MIKUN CARBURETOR VM 32,Carburador Mikuni VM32 tornillo a derechas,180.29,149.00,96.85,VM32-193,0,8409910090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC235ED31{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>A huge selection of models and diameters with numerous possibilities, has popularized the MIKUNI VM as the quintessential replacement carburetor. Removable round valve throttle slide, jets and well needles make this a carburetor of great simplicity to adjust. </p><p> </p></body> </html>","       A huge selection of models and diameters with numerous possibilities, has popularized the MIKUNI VM as the quintessential replacement carburetor. Removable round valve throttle slide, jets and well needles make this a carburetor of great simplicity to adjust.   ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,2271,770,110,178,116,https://api.mybihr.com/medias/1009871-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDE1Mzh8aW1hZ2UvanBlZ3xhRE5rTDJnelpTODRPVFV5T1RjME56QTBOamN3THpFd01EazROekV0TVY4NE1EQlhlRGd3TUVnfDJmNzNhOWZlNGVhZjk1OGJkZDNhZGZmM2E2NjY3ZTJlODEwMjcyZWFjNWM0YmVjNTFlNGE4NTk2ZGQ5ZmE1Y2I,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,https://api.mybihr.com/medias/800008.pdf?context=bWFzdGVyfGRvY3VtZW50c3wyMjYxNjB8YXBwbGljYXRpb24vcGRmfGFHUTBMMmhoWWk4NU1EUXpOakEwTnpZMk56VXdMemd3TURBd09BfDRlOGI1MTA3N2MwMzY0ZjZkZDI3M2Y3YjE4YzNkNWE5ZjEyMDQzZTdiNzBmODU1ZjYzMDQ0ZmY4YjIzYmYxZTc,,Spain Warehouse (Parts)
1010494,MKE100,VM11/22-100,MIKUNI,MIKUN JET MKE 100MM,Chiclé de alta Mikuni VM11/22-100,8.47,7.00,4.55,VM11/22-100,6,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,2,100,11,11,15,https://api.mybihr.com/medias/1010494-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjY5MzR8aW1hZ2UvanBlZ3xhRE16TDJnMU15ODRPVEF4TnpJME9EazNNekV3THpFd01UQTBPVFF0TVY4NE1EQlhlRGd3TUVnfGNlZWNjMDkxMDFmNzUwZjQwNDU1MTRmYmIwNTUzYzVkMzhiODRjYWVhYzA1ZDVhNjkwZWJhOWVhOGI0ODZjZGI,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010499,MKE112.5,VM11/22-112.5,MIKUNI,"MIKUN JET MKE 112,5MM",Chiclé de alta Mikuni VM11/22-112.5,8.47,7.00,0.28,VM11/22-112.5,9,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,105,20,20,20,https://api.mybihr.com/medias/1010499-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjY5MDF8aW1hZ2UvanBlZ3xhR1EzTDJnMll5ODRPVFE0T1RrME1ERTFNall5THpFd01UQTBPVGt0TVY4NE1EQlhlRGd3TUVnfDIxZDc2MTFjNDNjODNmYjk1NTIyZTQ3YTA3MTAwNjU4MjA3MWYzYTFmNTY3ODM3MDM1MDU5NTQ2NmRjM2RlZWM,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
